epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1714581129549,2024-05-01T19:32:09.549,52.040,-64.512,0.915,-17.500
1714581129559,2024-05-01T19:32:09.559,52.050,-64.146,-0.366,-17.378
1714581129569,2024-05-01T19:32:09.569,52.060,-44.451,0.000,-15.000
1714581129579,2024-05-01T19:32:09.579,52.070,-20.549,0.427,-10.732
1714581129589,2024-05-01T19:32:09.589,52.080,1.280,0.915,-2.683
1714581129599,2024-05-01T19:32:09.599,52.090,-3.537,-2.012,0.122
1714581129609,2024-05-01T19:32:09.609,52.100,-22.134,-4.939,-0.244
1714581129619,2024-05-01T19:32:09.619,52.110,-32.866,-7.622,-0.610
1714581129629,2024-05-01T19:32:09.629,52.120,-36.280,-8.415,-0.610
1714581129639,2024-05-01T19:32:09.639,52.130,-33.415,-7.927,-0.732
1714581129649,2024-05-01T19:32:09.649,52.140,-26.280,-6.463,-1.280
1714581129659,2024-05-01T19:32:09.659,52.150,-19.207,-4.878,-2.988
1714581129669,2024-05-01T19:32:09.669,52.160,-15.122,-3.598,-5.732
1714581129679,2024-05-01T19:32:09.679,52.170,-13.963,-2.500,-8.232
1714581129689,2024-05-01T19:32:09.689,52.180,-14.695,-1.646,-9.451
1714581129699,2024-05-01T19:32:09.699,52.190,-13.963,-1.341,-8.659
1714581129709,2024-05-01T19:32:09.709,52.200,-20.427,-1.524,-7.500
1714581129719,2024-05-01T19:32:09.719,52.210,-28.902,-2.988,-8.171
1714581129729,2024-05-01T19:32:09.729,52.220,-40.427,-4.268,-10.732
1714581129739,2024-05-01T19:32:09.739,52.230,-33.293,-3.049,-10.183
1714581129749,2024-05-01T19:32:09.749,52.240,-25.732,-1.707,-8.720
1714581129759,2024-05-01T19:32:09.759,52.250,-36.890,-0.854,-10.183
1714581129769,2024-05-01T19:32:09.769,52.260,-48.354,-0.061,-12.927
1714581129779,2024-05-01T19:32:09.779,52.270,-54.878,0.976,-15.000
1714581129789,2024-05-01T19:32:09.789,52.280,-70.854,3.476,-17.378
1714581129799,2024-05-01T19:32:09.799,52.290,-56.707,8.232,-17.622
1714581129809,2024-05-01T19:32:09.809,52.300,-34.573,12.012,-16.646
1714581129819,2024-05-01T19:32:09.819,52.310,-9.756,15.732,-12.012
1714581129829,2024-05-01T19:32:09.829,52.320,7.866,16.037,-8.110
1714581129839,2024-05-01T19:32:09.839,52.330,-23.293,11.341,-10.488
1714581129849,2024-05-01T19:32:09.849,52.340,-57.927,8.354,-14.329
1714581129859,2024-05-01T19:32:09.859,52.350,-40.854,8.537,-13.659
1714581129869,2024-05-01T19:32:09.869,52.360,-21.829,9.329,-11.220
1714581129879,2024-05-01T19:32:09.879,52.370,-1.890,8.476,-7.439
1714581129889,2024-05-01T19:32:09.889,52.380,6.829,5.732,-3.659
1714581129899,2024-05-01T19:32:09.899,52.390,4.634,1.585,-1.037
1714581129909,2024-05-01T19:32:09.909,52.400,-11.829,-3.110,-0.427
1714581129919,2024-05-01T19:32:09.919,52.410,-25.732,-6.707,-0.732
1714581129929,2024-05-01T19:32:09.929,52.420,-29.756,-7.805,-0.854
1714581129939,2024-05-01T19:32:09.939,52.430,-26.220,-7.012,-0.854
1714581129949,2024-05-01T19:32:09.949,52.440,-18.293,-4.939,-0.671
1714581129959,2024-05-01T19:32:09.959,52.450,-7.500,-2.317,-0.549
1714581129969,2024-05-01T19:32:09.969,52.460,3.659,0.549,-0.305
1714581129979,2024-05-01T19:32:09.979,52.470,7.866,1.707,-0.183
1714581129989,2024-05-01T19:32:09.989,52.480,4.390,0.854,-0.122
1714581129999,2024-05-01T19:32:09.999,52.490,-1.585,-0.732,-0.305
1714581130009,2024-05-01T19:32:10.009,52.500,-6.646,-1.890,-0.488
1714581130019,2024-05-01T19:32:10.019,52.510,-9.085,-2.561,-0.549
1714581130029,2024-05-01T19:32:10.029,52.520,-8.171,-2.378,-2.561
1714581130039,2024-05-01T19:32:10.039,52.530,-8.780,-0.915,-6.220
1714581130049,2024-05-01T19:32:10.049,52.540,0.976,0.793,-4.695
1714581130059,2024-05-01T19:32:10.059,52.550,6.037,0.976,-1.524
1714581130069,2024-05-01T19:32:10.069,52.560,-0.122,-0.183,-0.671
1714581130079,2024-05-01T19:32:10.079,52.570,-5.305,-1.585,-0.732
1714581130089,2024-05-01T19:32:10.089,52.580,-4.024,-1.463,-0.854
1714581130099,2024-05-01T19:32:10.099,52.590,0.122,-0.366,-0.915
1714581130109,2024-05-01T19:32:10.109,52.600,2.012,0.183,-0.610
1714581130119,2024-05-01T19:32:10.119,52.610,0.000,-0.305,-0.305
1714581130129,2024-05-01T19:32:10.129,52.620,-2.256,-0.854,-0.183
1714581130139,2024-05-01T19:32:10.139,52.630,-2.012,-0.854,-0.305
1714581130149,2024-05-01T19:32:10.149,52.640,-0.793,-0.549,-0.793
1714581130159,2024-05-01T19:32:10.159,52.650,-0.793,-0.610,-1.585
1714581130169,2024-05-01T19:32:10.169,52.660,-1.402,-0.854,-1.890
1714581130179,2024-05-01T19:32:10.179,52.670,-1.402,-0.854,-1.585
1714581130189,2024-05-01T19:32:10.189,52.680,-1.341,-0.793,-1.341
1714581130199,2024-05-01T19:32:10.199,52.690,-1.341,-0.671,-1.159
1714581130209,2024-05-01T19:32:10.209,52.700,-1.524,-0.732,-1.402
1714581130219,2024-05-01T19:32:10.219,52.710,-2.073,-0.915,-1.646
1714581130229,2024-05-01T19:32:10.229,52.720,-2.378,-0.915,-0.854
1714581130239,2024-05-01T19:32:10.239,52.730,-2.012,-0.976,-0.366
1714581130249,2024-05-01T19:32:10.249,52.740,-0.915,-0.549,-0.427
1714581130259,2024-05-01T19:32:10.259,52.750,0.427,-0.122,-0.366
1714581130269,2024-05-01T19:32:10.269,52.760,1.037,0.061,-0.366
1714581130279,2024-05-01T19:32:10.279,52.770,0.000,-0.122,-0.305
1714581130289,2024-05-01T19:32:10.289,52.780,-2.744,-0.854,-0.427
1714581130299,2024-05-01T19:32:10.299,52.790,-5.854,-1.707,-0.610
1714581130309,2024-05-01T19:32:10.309,52.800,-7.988,-2.439,-0.915
1714581130319,2024-05-01T19:32:10.319,52.810,-8.598,-2.866,-2.256
1714581130329,2024-05-01T19:32:10.329,52.820,-7.866,-2.683,-3.293
1714581136609,2024-05-01T19:32:16.609,59.100,-0.305,-0.122,-0.488
1714581136619,2024-05-01T19:32:16.619,59.110,-0.427,-0.122,-0.427
1714581136629,2024-05-01T19:32:16.629,59.120,-0.549,-0.305,-0.488
1714581136639,2024-05-01T19:32:16.639,59.130,-0.183,-0.122,-0.427
1714581136649,2024-05-01T19:32:16.649,59.140,0.488,0.000,-0.366
1714581136659,2024-05-01T19:32:16.659,59.150,-0.366,-0.244,-0.366
1714581136669,2024-05-01T19:32:16.669,59.160,-0.122,-0.122,-0.305
1714581136679,2024-05-01T19:32:16.679,59.170,-0.122,-0.122,-0.366
1714581136689,2024-05-01T19:32:16.689,59.180,-0.244,-0.122,-0.244
1714581136699,2024-05-01T19:32:16.699,59.190,-0.122,-0.183,-0.366
1714581136709,2024-05-01T19:32:16.709,59.200,-0.183,-0.183,-0.366
1714581136719,2024-05-01T19:32:16.719,59.210,-0.122,-0.183,-0.366
1714581136729,2024-05-01T19:32:16.729,59.220,-0.305,-0.244,-0.427
1714581136739,2024-05-01T19:32:16.739,59.230,-0.183,-0.244,-0.366
1714581136749,2024-05-01T19:32:16.749,59.240,-0.183,-0.244,-0.366
1714581136759,2024-05-01T19:32:16.759,59.250,-0.122,-0.122,-0.305
1714581136769,2024-05-01T19:32:16.769,59.260,-0.122,-0.122,-0.305
1714581136779,2024-05-01T19:32:16.779,59.270,-0.183,-0.122,-0.366
1714581136789,2024-05-01T19:32:16.789,59.280,-0.061,-0.061,-0.244
1714581136799,2024-05-01T19:32:16.799,59.290,0.000,-0.122,-0.305
1714581136809,2024-05-01T19:32:16.809,59.300,0.000,-0.244,-0.366
1714581136819,2024-05-01T19:32:16.819,59.310,0.000,-0.183,-0.366
1714581136829,2024-05-01T19:32:16.829,59.320,-0.122,-0.061,-0.366
1714581136839,2024-05-01T19:32:16.839,59.330,-0.244,-0.122,-0.427
1714581136849,2024-05-01T19:32:16.849,59.340,-0.305,-0.183,-0.488
1714581136859,2024-05-01T19:32:16.859,59.350,-0.305,-0.183,-0.488
1714581136869,2024-05-01T19:32:16.869,59.360,-0.244,-0.244,-0.427
1714581136879,2024-05-01T19:32:16.879,59.370,-0.061,-0.122,-0.427
1714581136889,2024-05-01T19:32:16.889,59.380,-0.366,-0.183,-0.366
1714581136899,2024-05-01T19:32:16.899,59.390,-0.183,-0.061,-0.305
1714581136909,2024-05-01T19:32:16.909,59.400,-0.183,-0.122,-0.305
1714581136919,2024-05-01T19:32:16.919,59.410,0.000,-0.122,-0.305
1714581136929,2024-05-01T19:32:16.929,59.420,-0.061,-0.122,-0.244
1714581136939,2024-05-01T19:32:16.939,59.430,-0.061,-0.122,-0.366
1714581136949,2024-05-01T19:32:16.949,59.440,0.061,-0.122,-0.366
1714581136959,2024-05-01T19:32:16.959,59.450,-0.122,-0.183,-0.366
1714581136969,2024-05-01T19:32:16.969,59.460,-0.122,-0.061,-0.427
1714581136979,2024-05-01T19:32:16.979,59.470,-0.244,-0.183,-0.366
1714581136989,2024-05-01T19:32:16.989,59.480,-0.183,-0.122,-0.366
1714581136999,2024-05-01T19:32:16.999,59.490,-0.122,-0.183,-0.366
1714581137009,2024-05-01T19:32:17.009,59.500,-0.244,-0.183,-0.427
1714581137019,2024-05-01T19:32:17.019,59.510,-0.244,-0.183,-0.427
1714581137029,2024-05-01T19:32:17.029,59.520,-0.244,-0.244,-0.427
1714581137039,2024-05-01T19:32:17.039,59.530,-0.183,-0.183,-0.366
1714581137049,2024-05-01T19:32:17.049,59.540,-0.183,-0.122,-0.305
1714581137059,2024-05-01T19:32:17.059,59.550,-0.183,-0.061,-0.244
1714581137069,2024-05-01T19:32:17.069,59.560,-0.122,-0.122,-0.305
1714581137079,2024-05-01T19:32:17.079,59.570,-0.183,-0.122,-0.244
1714581137089,2024-05-01T19:32:17.089,59.580,-0.122,0.000,-0.366
1714581137099,2024-05-01T19:32:17.099,59.590,0.000,-0.061,-0.366
1714581137109,2024-05-01T19:32:17.109,59.600,-0.061,-0.122,-0.305
1714581137119,2024-05-01T19:32:17.119,59.610,-0.061,-0.244,-0.427
1714581137129,2024-05-01T19:32:17.129,59.620,-0.183,-0.244,-0.488
1714581137139,2024-05-01T19:32:17.139,59.630,-0.183,-0.183,-0.427
1714581137149,2024-05-01T19:32:17.149,59.640,-0.183,-0.183,-0.427
1714581137159,2024-05-01T19:32:17.159,59.650,-0.549,-0.305,-0.427
1714581137169,2024-05-01T19:32:17.169,59.660,-0.183,-0.305,-0.427
1714581137179,2024-05-01T19:32:17.179,59.670,0.305,-0.122,-0.366
1714581137189,2024-05-01T19:32:17.189,59.680,-0.244,-0.183,-0.305
1714581137199,2024-05-01T19:32:17.199,59.690,-0.061,-0.122,-0.366
1714581137209,2024-05-01T19:32:17.209,59.700,-0.366,-0.244,-0.305
1714581137219,2024-05-01T19:32:17.219,59.710,-0.122,-0.122,-0.366
1714581137229,2024-05-01T19:32:17.229,59.720,0.061,-0.183,-0.427
1714581137239,2024-05-01T19:32:17.239,59.730,-0.183,-0.183,-0.366
1714581137249,2024-05-01T19:32:17.249,59.740,-0.183,-0.183,-0.183
1714581137259,2024-05-01T19:32:17.259,59.750,-0.122,-0.244,-0.305
1714581137269,2024-05-01T19:32:17.269,59.760,0.000,-0.061,-0.427
1714581137279,2024-05-01T19:32:17.279,59.770,-0.122,-0.122,-0.427
1714581137289,2024-05-01T19:32:17.289,59.780,-0.183,-0.183,-0.427
1714581137299,2024-05-01T19:32:17.299,59.790,-0.061,-0.122,-0.366
1714581137309,2024-05-01T19:32:17.309,59.800,0.000,-0.122,-0.366
1714581137319,2024-05-01T19:32:17.319,59.810,0.000,-0.122,-0.305
1714581137329,2024-05-01T19:32:17.329,59.820,-0.061,-0.183,-0.305
1714581137339,2024-05-01T19:32:17.339,59.830,0.122,-0.122,-0.427
1714581137349,2024-05-01T19:32:17.349,59.840,-0.061,-0.122,-0.488
1714581137359,2024-05-01T19:32:17.359,59.850,-0.244,-0.183,-0.427
1714581137369,2024-05-01T19:32:17.369,59.860,-0.122,-0.244,-0.366
1714581137379,2024-05-01T19:32:17.379,59.870,-0.244,-0.122,-0.488
1714581137389,2024-05-01T19:32:17.389,59.880,-0.244,-0.244,-0.427
1714581137399,2024-05-01T19:32:17.399,59.890,-0.244,-0.366,-0.427
1714581137409,2024-05-01T19:32:17.409,59.900,-0.549,-0.366,-0.427
1714581137419,2024-05-01T19:32:17.419,59.910,-0.976,-0.610,-0.427
1714581137429,2024-05-01T19:32:17.429,59.920,1.037,0.061,-0.244
1714581137439,2024-05-01T19:32:17.439,59.930,0.000,-0.122,-0.305
1714581137449,2024-05-01T19:32:17.449,59.940,-0.244,-0.183,-0.427
1714581137459,2024-05-01T19:32:17.459,59.950,0.000,0.000,-0.305
1714581137469,2024-05-01T19:32:17.469,59.960,-0.915,-0.427,-0.366
1714581137479,2024-05-01T19:32:17.479,59.970,0.305,-0.061,-0.427
1714581137489,2024-05-01T19:32:17.489,59.980,0.000,-0.183,-0.427
1714581137499,2024-05-01T19:32:17.499,59.990,-0.122,-0.244,-0.427
1714581137509,2024-05-01T19:32:17.509,60.000,-0.183,-0.183,-0.366
1714581137519,2024-05-01T19:32:17.519,60.010,-0.610,-0.244,-0.366
1714581137529,2024-05-01T19:32:17.529,60.020,0.000,-0.061,-0.488
1714581137539,2024-05-01T19:32:17.539,60.030,-0.366,-0.244,-0.549
1714581137549,2024-05-01T19:32:17.549,60.040,0.000,-0.122,-0.305
1714581137559,2024-05-01T19:32:17.559,60.050,-0.061,-0.122,-0.366
1714581137569,2024-05-01T19:32:17.569,60.060,-0.183,-0.122,-0.427
1714581137579,2024-05-01T19:32:17.579,60.070,-0.122,-0.122,-0.427
1714581137589,2024-05-01T19:32:17.589,60.080,-0.244,-0.122,-0.366
1714581137599,2024-05-01T19:32:17.599,60.090,-0.183,-0.122,-0.305
1714581137609,2024-05-01T19:32:17.609,60.100,-0.183,-0.183,-0.366
1714581137619,2024-05-01T19:32:17.619,60.110,-0.122,-0.244,-0.366
1714581137629,2024-05-01T19:32:17.629,60.120,-0.305,-0.183,-0.305
1714581137639,2024-05-01T19:32:17.639,60.130,-0.122,-0.183,-0.366
1714581137649,2024-05-01T19:32:17.649,60.140,-0.183,-0.183,-0.305
1714581137659,2024-05-01T19:32:17.659,60.150,-0.183,-0.244,-0.366
1714581137669,2024-05-01T19:32:17.669,60.160,-0.122,-0.122,-0.366
1714581137679,2024-05-01T19:32:17.679,60.170,0.000,-0.122,-0.366
1714581137689,2024-05-01T19:32:17.689,60.180,-0.061,-0.122,-0.366
1714581137699,2024-05-01T19:32:17.699,60.190,-0.061,-0.122,-0.427
1714581137709,2024-05-01T19:32:17.709,60.200,-0.061,-0.061,-0.366
1714581137719,2024-05-01T19:32:17.719,60.210,-0.305,-0.061,-0.427
1714581137729,2024-05-01T19:32:17.729,60.220,-0.183,-0.122,-0.366
1714581137739,2024-05-01T19:32:17.739,60.230,-0.305,-0.244,-0.366
1714581137749,2024-05-01T19:32:17.749,60.240,-0.061,-0.183,-0.366
1714581137759,2024-05-01T19:32:17.759,60.250,-0.122,-0.183,-0.366
1714581137769,2024-05-01T19:32:17.769,60.260,-0.183,-0.183,-0.366
1714581137779,2024-05-01T19:32:17.779,60.270,-0.122,-0.122,-0.427
1714581137789,2024-05-01T19:32:17.789,60.280,-0.122,-0.061,-0.488
1714581137799,2024-05-01T19:32:17.799,60.290,-0.061,0.000,-0.366
1714581137809,2024-05-01T19:32:17.809,60.300,-0.061,-0.061,-0.366
1714581137819,2024-05-01T19:32:17.819,60.310,0.000,-0.122,-0.427
1714581137829,2024-05-01T19:32:17.829,60.320,-0.183,-0.183,-0.305
1714581137839,2024-05-01T19:32:17.839,60.330,-0.244,-0.244,-0.366
1714581137849,2024-05-01T19:32:17.849,60.340,-0.183,-0.122,-0.427
1714581137859,2024-05-01T19:32:17.859,60.350,-0.305,-0.183,-0.427
1714581137869,2024-05-01T19:32:17.869,60.360,-0.183,-0.122,-0.244
1714581137879,2024-05-01T19:32:17.879,60.370,-0.244,-0.183,-0.244
1714581137889,2024-05-01T19:32:17.889,60.380,-0.061,-0.122,-0.305
1714581137899,2024-05-01T19:32:17.899,60.390,-0.122,-0.122,-0.427
1714581137909,2024-05-01T19:32:17.909,60.400,-0.122,-0.061,-0.366
1714581137919,2024-05-01T19:32:17.919,60.410,-0.122,-0.061,-0.366
1714581137929,2024-05-01T19:32:17.929,60.420,-0.183,-0.183,-0.305
1714581137939,2024-05-01T19:32:17.939,60.430,-0.122,-0.244,-0.305
1714581137949,2024-05-01T19:32:17.949,60.440,-0.183,-0.183,-0.305
1714581137959,2024-05-01T19:32:17.959,60.450,-0.122,-0.183,-0.366
1714581137969,2024-05-01T19:32:17.969,60.460,-0.244,-0.122,-0.427
1714581137979,2024-05-01T19:32:17.979,60.470,-0.305,-0.183,-0.427
1714581137989,2024-05-01T19:32:17.989,60.480,-0.183,-0.183,-0.427
1714581137999,2024-05-01T19:32:17.999,60.490,-0.122,-0.183,-0.427
1714581138009,2024-05-01T19:32:18.009,60.500,-0.122,-0.183,-0.366
1714581138019,2024-05-01T19:32:18.019,60.510,-0.122,-0.061,-0.366
1714581138029,2024-05-01T19:32:18.029,60.520,-0.122,-0.061,-0.366
1714581138039,2024-05-01T19:32:18.039,60.530,-0.122,-0.183,-0.427
1714581138049,2024-05-01T19:32:18.049,60.540,-0.122,-0.122,-0.366
1714581138059,2024-05-01T19:32:18.059,60.550,-0.183,-0.183,-0.366
1714581138069,2024-05-01T19:32:18.069,60.560,-0.183,-0.122,-0.427
1714581138079,2024-05-01T19:32:18.079,60.570,-0.061,-0.183,-0.427
1714581138089,2024-05-01T19:32:18.089,60.580,-0.183,-0.122,-0.366
1714581138099,2024-05-01T19:32:18.099,60.590,-0.244,-0.122,-0.305
1714581138109,2024-05-01T19:32:18.109,60.600,-0.183,-0.183,-0.305
1714581138119,2024-05-01T19:32:18.119,60.610,-0.244,-0.244,-0.305
1714581138129,2024-05-01T19:32:18.129,60.620,-0.244,-0.122,-0.366
1714581138139,2024-05-01T19:32:18.139,60.630,-0.183,0.000,-0.305
1714581138149,2024-05-01T19:32:18.149,60.640,-0.183,-0.122,-0.366
1714581138159,2024-05-01T19:32:18.159,60.650,-0.122,-0.122,-0.427
1714581138169,2024-05-01T19:32:18.169,60.660,-0.183,-0.061,-0.366
1714581138179,2024-05-01T19:32:18.179,60.670,-0.061,-0.183,-0.427
1714581138189,2024-05-01T19:32:18.189,60.680,-0.122,-0.244,-0.305
1714581138199,2024-05-01T19:32:18.199,60.690,-0.122,-0.183,-0.305
1714581138209,2024-05-01T19:32:18.209,60.700,-0.122,-0.122,-0.366
1714581138219,2024-05-01T19:32:18.219,60.710,-0.427,-0.122,-0.366
1714581138229,2024-05-01T19:32:18.229,60.720,-0.183,-0.183,-0.366
1714581138239,2024-05-01T19:32:18.239,60.730,0.244,-0.061,-0.366
1714581138249,2024-05-01T19:32:18.249,60.740,0.000,-0.061,-0.305
1714581138259,2024-05-01T19:32:18.259,60.750,-0.183,-0.183,-0.366
1714581138269,2024-05-01T19:32:18.269,60.760,-0.183,-0.122,-0.366
1714581138279,2024-05-01T19:32:18.279,60.770,-0.244,-0.122,-0.427
1714581138289,2024-05-01T19:32:18.289,60.780,-0.183,-0.183,-0.366
1714581138299,2024-05-01T19:32:18.299,60.790,-0.122,-0.183,-0.305
1714581138309,2024-05-01T19:32:18.309,60.800,0.000,-0.122,-0.305
1714581138319,2024-05-01T19:32:18.319,60.810,-0.183,-0.183,-0.305
1714581138329,2024-05-01T19:32:18.329,60.820,-0.122,-0.244,-0.366
1714581138339,2024-05-01T19:32:18.339,60.830,-0.122,-0.183,-0.366
1714581138349,2024-05-01T19:32:18.349,60.840,-0.122,-0.122,-0.305
1714581138359,2024-05-01T19:32:18.359,60.850,-0.061,-0.061,-0.366
1714581138369,2024-05-01T19:32:18.369,60.860,-0.183,-0.122,-0.305
1714581138379,2024-05-01T19:32:18.379,60.870,-0.122,-0.061,-0.366
1714581138389,2024-05-01T19:32:18.389,60.880,-0.122,-0.183,-0.366
1714581138399,2024-05-01T19:32:18.399,60.890,-0.122,-0.244,-0.366
1714581138409,2024-05-01T19:32:18.409,60.900,-0.122,-0.183,-0.427
1714581138419,2024-05-01T19:32:18.419,60.910,-0.061,-0.183,-0.366
1714581138429,2024-05-01T19:32:18.429,60.920,-0.183,-0.122,-0.366
1714581138439,2024-05-01T19:32:18.439,60.930,-0.183,-0.122,-0.366
1714581138449,2024-05-01T19:32:18.449,60.940,-0.122,-0.122,-0.366
1714581138459,2024-05-01T19:32:18.459,60.950,-0.183,-0.061,-0.366
1714581138469,2024-05-01T19:32:18.469,60.960,-0.122,-0.122,-0.366
1714581138479,2024-05-01T19:32:18.479,60.970,-0.183,-0.122,-0.366
1714581138489,2024-05-01T19:32:18.489,60.980,-0.183,-0.122,-0.366
1714581138499,2024-05-01T19:32:18.499,60.990,-0.183,-0.183,-0.427
1714581138509,2024-05-01T19:32:18.509,61.000,-0.061,-0.183,-0.427
1714581138519,2024-05-01T19:32:18.519,61.010,-0.183,-0.122,-0.366
1714581138529,2024-05-01T19:32:18.529,61.020,-0.122,-0.061,-0.366
1714581138539,2024-05-01T19:32:18.539,61.030,-0.183,-0.122,-0.305
1714581138549,2024-05-01T19:32:18.549,61.040,-0.183,-0.183,-0.488
1714581138559,2024-05-01T19:32:18.559,61.050,-0.183,-0.183,-0.488
1714581138569,2024-05-01T19:32:18.569,61.060,-0.183,-0.183,-0.427
1714581138579,2024-05-01T19:32:18.579,61.070,-0.183,-0.183,-0.366
1714581138589,2024-05-01T19:32:18.589,61.080,-0.183,-0.183,-0.366
1714581138599,2024-05-01T19:32:18.599,61.090,-0.183,-0.122,-0.366
1714581138609,2024-05-01T19:32:18.609,61.100,-0.122,-0.183,-0.366
1714581138619,2024-05-01T19:32:18.619,61.110,-0.183,-0.183,-0.427
1714581138629,2024-05-01T19:32:18.629,61.120,-0.183,-0.183,-0.366
1714581138639,2024-05-01T19:32:18.639,61.130,-0.183,-0.183,-0.366
1714581138649,2024-05-01T19:32:18.649,61.140,-0.061,-0.122,-0.366
1714581138659,2024-05-01T19:32:18.659,61.150,-0.244,-0.122,-0.305
1714581138669,2024-05-01T19:32:18.669,61.160,-0.244,-0.122,-0.427
1714581138679,2024-05-01T19:32:18.679,61.170,-0.061,-0.122,-0.427
1714581138689,2024-05-01T19:32:18.689,61.180,-0.122,-0.122,-0.366
1714581138699,2024-05-01T19:32:18.699,61.190,-0.122,-0.183,-0.427
1714581138709,2024-05-01T19:32:18.709,61.200,-0.244,-0.122,-0.305
1714581138719,2024-05-01T19:32:18.719,61.210,-0.183,-0.183,-0.244
1714581138729,2024-05-01T19:32:18.729,61.220,-0.244,-0.122,-0.305
1714581138739,2024-05-01T19:32:18.739,61.230,-0.122,-0.244,-0.305
1714581138749,2024-05-01T19:32:18.749,61.240,-0.122,-0.305,-0.427
1714581138759,2024-05-01T19:32:18.759,61.250,-0.244,-0.183,-0.366
1714581138769,2024-05-01T19:32:18.769,61.260,-0.183,-0.122,-0.366
1714581138779,2024-05-01T19:32:18.779,61.270,-0.244,-0.122,-0.366
1714581138789,2024-05-01T19:32:18.789,61.280,-0.122,-0.183,-0.366
1714581138799,2024-05-01T19:32:18.799,61.290,-0.061,-0.122,-0.366
1714581138809,2024-05-01T19:32:18.809,61.300,-0.183,-0.122,-0.305
1714581138819,2024-05-01T19:32:18.819,61.310,-0.183,-0.122,-0.366
1714581138829,2024-05-01T19:32:18.829,61.320,-0.305,-0.183,-0.366
1714581138839,2024-05-01T19:32:18.839,61.330,-0.244,-0.183,-0.366
1714581138849,2024-05-01T19:32:18.849,61.340,-0.183,-0.183,-0.366
1714581138859,2024-05-01T19:32:18.859,61.350,-0.183,-0.244,-0.366
1714581138869,2024-05-01T19:32:18.869,61.360,-0.183,-0.244,-0.366
1714581138879,2024-05-01T19:32:18.879,61.370,-0.244,-0.183,-0.427
1714581138889,2024-05-01T19:32:18.889,61.380,-0.122,-0.122,-0.305
1714581138899,2024-05-01T19:32:18.899,61.390,-0.061,-0.122,-0.366
1714581138909,2024-05-01T19:32:18.909,61.400,-0.122,-0.122,-0.427
1714581138919,2024-05-01T19:32:18.919,61.410,-0.183,-0.122,-0.488
1714581138929,2024-05-01T19:32:18.929,61.420,-0.122,-0.122,-0.366
1714581138939,2024-05-01T19:32:18.939,61.430,-0.305,-0.244,-0.427
1714581138949,2024-05-01T19:32:18.949,61.440,-0.244,-0.183,-0.366
1714581138959,2024-05-01T19:32:18.959,61.450,-0.183,-0.122,-0.366
1714581138969,2024-05-01T19:32:18.969,61.460,-0.183,-0.122,-0.305
1714581138979,2024-05-01T19:32:18.979,61.470,-0.183,-0.183,-0.366
1714581138989,2024-05-01T19:32:18.989,61.480,-0.122,-0.244,-0.427
1714581138999,2024-05-01T19:32:18.999,61.490,-0.183,-0.183,-0.427
1714581139009,2024-05-01T19:32:19.009,61.500,-0.183,-0.183,-0.366
1714581139019,2024-05-01T19:32:19.019,61.510,-0.122,-0.122,-0.305
1714581139029,2024-05-01T19:32:19.029,61.520,-0.122,-0.122,-0.305
1714581139039,2024-05-01T19:32:19.039,61.530,-0.244,-0.183,-0.366
1714581139049,2024-05-01T19:32:19.049,61.540,-0.244,-0.183,-0.366
1714581139059,2024-05-01T19:32:19.059,61.550,-0.244,-0.183,-0.305
1714581139069,2024-05-01T19:32:19.069,61.560,-0.061,-0.244,-0.366
1714581139079,2024-05-01T19:32:19.079,61.570,-0.122,-0.183,-0.427
1714581139089,2024-05-01T19:32:19.089,61.580,-0.244,-0.122,-0.366
1714581139099,2024-05-01T19:32:19.099,61.590,-0.244,-0.183,-0.366
1714581139109,2024-05-01T19:32:19.109,61.600,-0.183,-0.122,-0.305
1714581139119,2024-05-01T19:32:19.119,61.610,-0.244,-0.061,-0.366
1714581139129,2024-05-01T19:32:19.129,61.620,-0.244,-0.122,-0.427
1714581139139,2024-05-01T19:32:19.139,61.630,-0.183,-0.183,-0.427
1714581139149,2024-05-01T19:32:19.149,61.640,-0.122,-0.122,-0.305
1714581139159,2024-05-01T19:32:19.159,61.650,-0.122,-0.183,-0.366
1714581139169,2024-05-01T19:32:19.169,61.660,-0.061,-0.183,-0.305
1714581139179,2024-05-01T19:32:19.179,61.670,-0.122,-0.183,-0.366
1714581139189,2024-05-01T19:32:19.189,61.680,-0.183,-0.122,-0.366
1714581139199,2024-05-01T19:32:19.199,61.690,-0.183,-0.122,-0.305
1714581139209,2024-05-01T19:32:19.209,61.700,-0.244,-0.183,-0.244
1714581139219,2024-05-01T19:32:19.219,61.710,-0.244,-0.122,-0.305
1714581139229,2024-05-01T19:32:19.229,61.720,-0.122,-0.061,-0.427
1714581139239,2024-05-01T19:32:19.239,61.730,-0.183,-0.122,-0.305
1714581139249,2024-05-01T19:32:19.249,61.740,-0.244,-0.183,-0.366
1714581139259,2024-05-01T19:32:19.259,61.750,-0.122,-0.122,-0.427
1714581139269,2024-05-01T19:32:19.269,61.760,-0.122,-0.061,-0.427
1714581139279,2024-05-01T19:32:19.279,61.770,-0.061,-0.122,-0.305
1714581139289,2024-05-01T19:32:19.289,61.780,-0.122,-0.122,-0.366
1714581139299,2024-05-01T19:32:19.299,61.790,-0.183,-0.122,-0.305
1714581139309,2024-05-01T19:32:19.309,61.800,-0.122,-0.061,-0.366
