epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1714581077509,2024-05-01T19:31:17.509,0.000,-1.341,-0.976,-1.341
1714581077519,2024-05-01T19:31:17.519,0.010,-1.341,-0.610,-0.976
1714581077529,2024-05-01T19:31:17.529,0.020,-1.768,-0.427,-1.341
1714581077539,2024-05-01T19:31:17.539,0.030,-1.829,-0.122,-1.524
1714581077549,2024-05-01T19:31:17.549,0.040,-1.829,-0.549,-1.341
1714581077559,2024-05-01T19:31:17.559,0.050,-2.012,-1.037,-0.793
1714581077569,2024-05-01T19:31:17.569,0.060,-1.524,-0.671,-0.427
1714581077579,2024-05-01T19:31:17.579,0.070,-0.732,-0.061,-0.244
1714581077589,2024-05-01T19:31:17.589,0.080,-0.061,0.061,0.061
1714581077599,2024-05-01T19:31:17.599,0.090,0.305,0.427,0.061
1714581077609,2024-05-01T19:31:17.609,0.100,0.549,1.037,-0.305
1714581077619,2024-05-01T19:31:17.619,0.110,0.305,1.159,-0.244
1714581077629,2024-05-01T19:31:17.629,0.120,0.061,1.037,-0.122
1714581077639,2024-05-01T19:31:17.639,0.130,0.305,1.220,-0.244
1714581077649,2024-05-01T19:31:17.649,0.140,0.488,1.707,-0.305
1714581077659,2024-05-01T19:31:17.659,0.150,0.305,1.829,-0.061
1714581077669,2024-05-01T19:31:17.669,0.160,0.000,1.890,-0.122
1714581077679,2024-05-01T19:31:17.679,0.170,-0.305,2.317,-0.366
1714581077689,2024-05-01T19:31:17.689,0.180,-0.305,2.683,-0.427
1714581077699,2024-05-01T19:31:17.699,0.190,0.122,3.110,-0.427
1714581077709,2024-05-01T19:31:17.709,0.200,0.549,3.354,-0.061
1714581077719,2024-05-01T19:31:17.719,0.210,0.793,3.537,0.610
1714581077729,2024-05-01T19:31:17.729,0.220,1.768,5.488,0.305
1714581077739,2024-05-01T19:31:17.739,0.230,2.500,8.232,-0.549
1714581077749,2024-05-01T19:31:17.749,0.240,3.110,10.488,-0.732
1714581077759,2024-05-01T19:31:17.759,0.250,4.024,13.476,-0.427
1714581077769,2024-05-01T19:31:17.769,0.260,5.549,18.049,-0.244
1714581077779,2024-05-01T19:31:17.779,0.270,8.110,26.341,-0.793
1714581077789,2024-05-01T19:31:17.789,0.280,10.854,35.549,-2.317
1714581077799,2024-05-01T19:31:17.799,0.290,13.902,39.024,-3.780
1714581077809,2024-05-01T19:31:17.809,0.300,15.732,45.122,-2.805
1714581077819,2024-05-01T19:31:17.819,0.310,17.134,49.268,-2.134
1714581077829,2024-05-01T19:31:17.829,0.320,19.939,51.220,-2.561
1714581077839,2024-05-01T19:31:17.839,0.330,26.768,60.549,-3.293
1714581077849,2024-05-01T19:31:17.849,0.340,26.341,71.707,-6.646
1714581077859,2024-05-01T19:31:17.859,0.350,25.488,84.024,-10.000
1714581077869,2024-05-01T19:31:17.869,0.360,27.927,87.073,-12.439
1714581077879,2024-05-01T19:31:17.879,0.370,25.854,82.744,-10.549
1714581077889,2024-05-01T19:31:17.889,0.380,13.598,72.805,-5.061
1714581077899,2024-05-01T19:31:17.899,0.390,-29.573,28.598,-19.329
1714581077909,2024-05-01T19:31:17.909,0.400,-36.402,-4.878,-31.159
1714581077919,2024-05-01T19:31:17.919,0.410,-29.024,16.890,1.585
1714581077929,2024-05-01T19:31:17.929,0.420,-28.963,28.598,-2.866
1714581077939,2024-05-01T19:31:17.939,0.430,-20.061,43.293,-7.378
1714581077949,2024-05-01T19:31:17.949,0.440,-15.793,51.098,-4.695
1714581077959,2024-05-01T19:31:17.959,0.450,-15.732,49.878,0.915
1714581077969,2024-05-01T19:31:17.969,0.460,-16.768,52.134,6.951
1714581077979,2024-05-01T19:31:17.979,0.470,-32.866,57.988,5.305
1714581077989,2024-05-01T19:31:17.989,0.480,-29.512,62.866,5.854
1714581077999,2024-05-01T19:31:17.999,0.490,-14.329,59.329,0.061
1714581078009,2024-05-01T19:31:18.009,0.500,-18.415,52.500,-2.378
1714581078019,2024-05-01T19:31:18.019,0.510,-21.585,43.720,-3.659
1714581078029,2024-05-01T19:31:18.029,0.520,-14.451,29.512,-6.707
1714581078039,2024-05-01T19:31:18.039,0.530,-5.183,13.049,-5.122
1714581078049,2024-05-01T19:31:18.049,0.540,-3.354,1.159,-0.244
1714581078059,2024-05-01T19:31:18.059,0.550,0.427,-3.415,1.220
1714581078069,2024-05-01T19:31:18.069,0.560,2.195,-3.415,0.488
1714581078079,2024-05-01T19:31:18.079,0.570,-0.854,1.707,-0.610
1714581078089,2024-05-01T19:31:18.089,0.580,-2.805,9.634,-5.183
1714581078099,2024-05-01T19:31:18.099,0.590,-2.561,10.915,-8.232
1714581078109,2024-05-01T19:31:18.109,0.600,1.768,4.817,-8.415
1714581078119,2024-05-01T19:31:18.119,0.610,7.378,-1.890,-6.220
1714581078129,2024-05-01T19:31:18.129,0.620,10.061,33.293,-7.622
1714581078139,2024-05-01T19:31:18.139,0.630,-5.732,42.439,-0.061
1714581078149,2024-05-01T19:31:18.149,0.640,14.573,-15.000,-2.256
1714581078159,2024-05-01T19:31:18.159,0.650,33.659,-27.866,-0.854
1714581078169,2024-05-01T19:31:18.169,0.660,23.232,-14.451,1.220
1714581078179,2024-05-01T19:31:18.179,0.670,15.183,-1.402,-3.110
1714581078189,2024-05-01T19:31:18.189,0.680,12.988,7.012,-5.488
1714581078199,2024-05-01T19:31:18.199,0.690,8.415,12.866,-8.110
1714581078209,2024-05-01T19:31:18.209,0.700,5.793,14.878,-11.768
1714581078219,2024-05-01T19:31:18.219,0.710,8.476,9.085,-11.341
1714581078229,2024-05-01T19:31:18.229,0.720,11.402,-1.220,-8.415
1714581078239,2024-05-01T19:31:18.239,0.730,13.537,-8.841,-7.012
1714581078249,2024-05-01T19:31:18.249,0.740,13.476,-11.951,-7.195
1714581078259,2024-05-01T19:31:18.259,0.750,15.793,-13.659,-7.988
1714581078269,2024-05-01T19:31:18.269,0.760,18.841,-14.573,-8.171
1714581078279,2024-05-01T19:31:18.279,0.770,19.634,-14.512,-7.683
1714581078289,2024-05-01T19:31:18.289,0.780,-22.622,-2.500,-4.573
1714581078299,2024-05-01T19:31:18.299,0.790,-67.195,46.341,-2.561
1714581078309,2024-05-01T19:31:18.309,0.800,-48.110,53.537,-12.927
1714581078319,2024-05-01T19:31:18.319,0.810,-52.256,56.159,-15.183
1714581078329,2024-05-01T19:31:18.329,0.820,-54.817,53.963,-10.305
1714581078339,2024-05-01T19:31:18.339,0.830,-65.915,54.146,-8.841
1714581078349,2024-05-01T19:31:18.349,0.840,-72.744,58.780,-6.524
1714581078359,2024-05-01T19:31:18.359,0.850,-93.171,58.963,-10.915
1714581078369,2024-05-01T19:31:18.369,0.860,-110.183,57.988,2.866
1714581078379,2024-05-01T19:31:18.379,0.870,-83.780,61.463,-0.122
1714581078389,2024-05-01T19:31:18.389,0.880,-57.073,55.915,-15.183
1714581078399,2024-05-01T19:31:18.399,0.890,-49.329,52.256,-17.561
1714581078409,2024-05-01T19:31:18.409,0.900,-60.000,53.049,-19.878
1714581078419,2024-05-01T19:31:18.419,0.910,-63.537,59.634,-13.780
1714581078429,2024-05-01T19:31:18.429,0.920,-57.256,65.122,-11.280
1714581078439,2024-05-01T19:31:18.439,0.930,-46.768,64.085,-15.183
1714581078449,2024-05-01T19:31:18.449,0.940,-36.341,63.902,-20.061
1714581078459,2024-05-01T19:31:18.459,0.950,-35.732,70.488,-25.183
1714581078469,2024-05-01T19:31:18.469,0.960,-52.012,79.146,-24.756
1714581078479,2024-05-01T19:31:18.479,0.970,-40.793,95.305,-20.488
1714581078489,2024-05-01T19:31:18.489,0.980,-32.866,106.098,-28.963
1714581078499,2024-05-01T19:31:18.499,0.990,-45.976,107.805,-33.171
1714581078509,2024-05-01T19:31:18.509,1.000,-52.195,109.817,-34.451
1714581078519,2024-05-01T19:31:18.519,1.010,-60.000,108.049,-33.293
1714581078529,2024-05-01T19:31:18.529,1.020,-50.244,108.293,-39.207
1714581078539,2024-05-01T19:31:18.539,1.030,-43.720,104.085,-45.305
1714581078549,2024-05-01T19:31:18.549,1.040,-49.451,96.768,-44.146
1714581078559,2024-05-01T19:31:18.559,1.050,-30.000,87.134,-46.646
1714581078569,2024-05-01T19:31:18.569,1.060,-27.439,69.268,-46.524
1714581078579,2024-05-01T19:31:18.579,1.070,-42.622,56.037,-40.122
1714581078589,2024-05-01T19:31:18.589,1.080,-23.659,46.707,-40.793
1714581078599,2024-05-01T19:31:18.599,1.090,-7.012,35.793,-40.793
1714581078609,2024-05-01T19:31:18.609,1.100,-11.037,20.610,-39.878
1714581078619,2024-05-01T19:31:18.619,1.110,-12.317,11.829,-34.207
1714581078629,2024-05-01T19:31:18.629,1.120,-2.073,3.232,-34.878
1714581078639,2024-05-01T19:31:18.639,1.130,-9.939,-8.720,-42.683
1714581078649,2024-05-01T19:31:18.649,1.140,-27.073,-7.805,-50.183
1714581078659,2024-05-01T19:31:18.659,1.150,-21.768,4.024,-50.061
1714581078669,2024-05-01T19:31:18.669,1.160,-33.720,12.195,-52.744
1714581078679,2024-05-01T19:31:18.679,1.170,-52.500,32.805,-50.549
1714581078689,2024-05-01T19:31:18.689,1.180,-66.768,73.780,-48.659
1714581078699,2024-05-01T19:31:18.699,1.190,-53.537,93.902,-47.683
1714581078709,2024-05-01T19:31:18.709,1.200,-67.195,91.280,-46.951
1714581078719,2024-05-01T19:31:18.719,1.210,-82.866,109.634,-43.232
1714581078729,2024-05-01T19:31:18.729,1.220,-80.915,126.646,-44.939
1714581078739,2024-05-01T19:31:18.739,1.230,-45.549,86.402,-52.012
1714581078749,2024-05-01T19:31:18.749,1.240,-46.890,35.976,-38.659
1714581078759,2024-05-01T19:31:18.759,1.250,-35.000,9.329,-28.720
1714581078769,2024-05-01T19:31:18.769,1.260,-25.000,8.659,-27.683
1714581078779,2024-05-01T19:31:18.779,1.270,-20.488,13.049,-28.049
1714581078789,2024-05-01T19:31:18.789,1.280,-13.476,9.756,-25.610
1714581078799,2024-05-01T19:31:18.799,1.290,-11.951,-0.488,-25.427
1714581078809,2024-05-01T19:31:18.809,1.300,-14.756,1.524,-26.402
1714581078819,2024-05-01T19:31:18.819,1.310,-24.268,24.878,-23.232
1714581078829,2024-05-01T19:31:18.829,1.320,-24.695,65.732,8.232
1714581078839,2024-05-01T19:31:18.839,1.330,-18.293,62.439,-14.939
1714581078849,2024-05-01T19:31:18.849,1.340,-34.756,39.329,-5.244
1714581078859,2024-05-01T19:31:18.859,1.350,-25.366,26.951,6.524
1714581078869,2024-05-01T19:31:18.869,1.360,-11.341,18.720,-9.207
1714581078879,2024-05-01T19:31:18.879,1.370,-4.207,16.768,-6.463
1714581078889,2024-05-01T19:31:18.889,1.380,-2.927,17.317,-5.915
1714581078899,2024-05-01T19:31:18.899,1.390,-1.646,16.463,-3.841
1714581078909,2024-05-01T19:31:18.909,1.400,-1.402,12.744,-1.341
1714581078919,2024-05-01T19:31:18.919,1.410,5.122,15.488,-4.268
1714581078929,2024-05-01T19:31:18.929,1.420,11.524,25.488,-11.280
1714581078939,2024-05-01T19:31:18.939,1.430,10.610,21.402,-15.793
1714581078949,2024-05-01T19:31:18.949,1.440,13.293,13.780,-13.476
1714581078959,2024-05-01T19:31:18.959,1.450,20.000,9.085,-10.305
1714581078969,2024-05-01T19:31:18.969,1.460,23.415,9.817,-6.220
1714581078979,2024-05-01T19:31:18.979,1.470,23.902,13.476,-1.951
1714581078989,2024-05-01T19:31:18.989,1.480,27.012,17.073,3.293
1714581078999,2024-05-01T19:31:18.999,1.490,26.402,15.427,7.866
1714581079009,2024-05-01T19:31:19.009,1.500,26.037,11.341,10.000
1714581079019,2024-05-01T19:31:19.019,1.510,25.122,7.378,8.902
1714581079029,2024-05-01T19:31:19.029,1.520,24.573,5.610,4.695
1714581079039,2024-05-01T19:31:19.039,1.530,23.232,3.476,-0.549
1714581079049,2024-05-01T19:31:19.049,1.540,21.098,3.720,-6.463
1714581079059,2024-05-01T19:31:19.059,1.550,22.195,15.061,-18.293
1714581079069,2024-05-01T19:31:19.069,1.560,15.366,83.049,-66.951
1714581079079,2024-05-01T19:31:19.079,1.570,-7.439,145.915,-64.390
1714581079089,2024-05-01T19:31:19.089,1.580,-29.146,139.756,-71.951
1714581079099,2024-05-01T19:31:19.099,1.590,-37.561,123.354,-85.854
1714581079109,2024-05-01T19:31:19.109,1.600,-14.085,56.037,-41.037
1714581079119,2024-05-01T19:31:19.119,1.610,-9.085,49.939,-20.671
1714581079129,2024-05-01T19:31:19.129,1.620,-25.061,72.744,-41.402
1714581079139,2024-05-01T19:31:19.139,1.630,-29.451,95.976,-55.793
1714581079149,2024-05-01T19:31:19.149,1.640,-27.622,96.524,-57.256
1714581079159,2024-05-01T19:31:19.159,1.650,-26.463,93.354,-56.037
1714581079169,2024-05-01T19:31:19.169,1.660,-36.341,92.012,-63.780
1714581079179,2024-05-01T19:31:19.179,1.670,-69.390,83.293,-71.951
1714581079189,2024-05-01T19:31:19.189,1.680,-112.927,71.951,-71.768
1714581079199,2024-05-01T19:31:19.199,1.690,-47.439,81.707,-55.122
1714581079209,2024-05-01T19:31:19.209,1.700,-18.354,85.488,-64.695
1714581079219,2024-05-01T19:31:19.219,1.710,-62.012,83.232,-89.817
1714581079229,2024-05-01T19:31:19.229,1.720,-60.122,108.963,-95.854
1714581079239,2024-05-01T19:31:19.239,1.730,-48.476,115.549,-110.000
1714581079249,2024-05-01T19:31:19.249,1.740,-67.866,119.146,-130.793
1714581079259,2024-05-01T19:31:19.259,1.750,-72.073,129.695,-147.073
1714581079269,2024-05-01T19:31:19.269,1.760,-72.195,133.598,-163.598
1714581079279,2024-05-01T19:31:19.279,1.770,-77.012,140.305,-181.220
1714581079289,2024-05-01T19:31:19.289,1.780,-78.537,143.110,-193.780
1714581079299,2024-05-01T19:31:19.299,1.790,-87.073,136.463,-203.110
1714581079309,2024-05-01T19:31:19.309,1.800,-89.512,130.122,-210.427
1714581079319,2024-05-01T19:31:19.319,1.810,-93.659,124.390,-216.463
1714581079329,2024-05-01T19:31:19.329,1.820,-100.732,113.841,-219.756
1714581079339,2024-05-01T19:31:19.339,1.830,-99.939,97.988,-219.451
1714581079349,2024-05-01T19:31:19.349,1.840,-104.817,73.720,-217.622
1714581079359,2024-05-01T19:31:19.359,1.850,-93.841,56.768,-206.037
1714581079369,2024-05-01T19:31:19.369,1.860,-93.902,39.817,-186.890
1714581079379,2024-05-01T19:31:19.379,1.870,-119.207,1.646,-168.598
1714581079389,2024-05-01T19:31:19.389,1.880,-124.573,-35.976,-149.390
1714581079399,2024-05-01T19:31:19.399,1.890,-127.622,-67.988,-138.049
1714581079409,2024-05-01T19:31:19.409,1.900,-120.854,-99.390,-136.707
1714581079419,2024-05-01T19:31:19.419,1.910,169.573,-147.134,-202.683
1714581079429,2024-05-01T19:31:19.429,1.920,168.841,-307.500,-330.610
1714581079439,2024-05-01T19:31:19.439,1.930,186.463,-361.585,-324.268
1714581079449,2024-05-01T19:31:19.449,1.940,315.061,-292.805,-202.683
1714581079459,2024-05-01T19:31:19.459,1.950,139.390,-191.402,-46.707
1714581079469,2024-05-01T19:31:19.469,1.960,10.915,-71.707,66.707
1714581079479,2024-05-01T19:31:19.479,1.970,-37.988,9.451,87.866
1714581079489,2024-05-01T19:31:19.489,1.980,-55.610,28.659,47.317
1714581079499,2024-05-01T19:31:19.499,1.990,-38.354,5.244,5.732
1714581079509,2024-05-01T19:31:19.509,2.000,-7.378,-31.402,-5.183
1714581079519,2024-05-01T19:31:19.519,2.010,31.890,-63.415,16.402
1714581079529,2024-05-01T19:31:19.529,2.020,52.317,-83.232,47.622
1714581079539,2024-05-01T19:31:19.539,2.030,70.732,-68.415,59.512
1714581079549,2024-05-01T19:31:19.549,2.040,71.646,-36.463,44.390
1714581079559,2024-05-01T19:31:19.559,2.050,60.061,-18.841,25.610
1714581079569,2024-05-01T19:31:19.569,2.060,79.634,-6.463,23.171
1714581079579,2024-05-01T19:31:19.579,2.070,108.963,-8.659,34.573
1714581079589,2024-05-01T19:31:19.589,2.080,143.720,-20.305,49.939
1714581079599,2024-05-01T19:31:19.599,2.090,127.805,-31.707,62.073
1714581079609,2024-05-01T19:31:19.609,2.100,-75.488,149.756,78.049
1714581079619,2024-05-01T19:31:19.619,2.110,-23.780,376.524,44.573
1714581079629,2024-05-01T19:31:19.629,2.120,-88.110,310.915,-7.561
1714581079639,2024-05-01T19:31:19.639,2.130,-47.683,196.341,38.659
1714581079649,2024-05-01T19:31:19.649,2.140,-42.134,131.037,73.902
1714581079659,2024-05-01T19:31:19.659,2.150,-56.829,132.622,62.500
1714581079669,2024-05-01T19:31:19.669,2.160,-34.939,137.622,41.707
1714581079679,2024-05-01T19:31:19.679,2.170,-23.110,102.561,52.927
1714581079689,2024-05-01T19:31:19.689,2.180,-32.439,63.720,57.195
1714581079699,2024-05-01T19:31:19.699,2.190,-51.220,60.244,39.390
1714581079709,2024-05-01T19:31:19.709,2.200,-56.220,77.683,10.183
1714581079719,2024-05-01T19:31:19.719,2.210,-52.683,88.537,-8.049
1714581079729,2024-05-01T19:31:19.729,2.220,-43.841,82.317,0.183
1714581079739,2024-05-01T19:31:19.739,2.230,-28.171,78.415,21.098
1714581079749,2024-05-01T19:31:19.749,2.240,-14.817,79.390,35.427
1714581079759,2024-05-01T19:31:19.759,2.250,-10.427,85.915,37.256
1714581079769,2024-05-01T19:31:19.769,2.260,-15.854,95.366,40.305
1714581079779,2024-05-01T19:31:19.779,2.270,-19.512,91.951,46.951
1714581079789,2024-05-01T19:31:19.789,2.280,-23.171,76.524,49.024
1714581079799,2024-05-01T19:31:19.799,2.290,-25.000,70.244,48.354
1714581079809,2024-05-01T19:31:19.809,2.300,-25.061,79.939,43.354
1714581079819,2024-05-01T19:31:19.819,2.310,-32.134,95.549,26.951
1714581079829,2024-05-01T19:31:19.829,2.320,-42.012,97.988,10.305
1714581079839,2024-05-01T19:31:19.839,2.330,-43.354,85.000,6.037
1714581079849,2024-05-01T19:31:19.849,2.340,-40.976,67.317,17.195
1714581079859,2024-05-01T19:31:19.859,2.350,-38.293,57.134,30.793
1714581079869,2024-05-01T19:31:19.869,2.360,-44.207,57.073,35.793
1714581079879,2024-05-01T19:31:19.879,2.370,-50.793,58.963,39.512
1714581079889,2024-05-01T19:31:19.889,2.380,-72.378,52.378,56.098
1714581079899,2024-05-01T19:31:19.899,2.390,-73.598,42.500,82.927
1714581079909,2024-05-01T19:31:19.909,2.400,-46.159,50.427,110.793
1714581079919,2024-05-01T19:31:19.919,2.410,-19.329,63.110,124.268
1714581079929,2024-05-01T19:31:19.929,2.420,6.646,87.683,125.549
1714581079939,2024-05-01T19:31:19.939,2.430,9.390,98.720,123.232
1714581079949,2024-05-01T19:31:19.949,2.440,-5.305,96.098,110.061
1714581079959,2024-05-01T19:31:19.959,2.450,-31.707,99.329,75.854
1714581079969,2024-05-01T19:31:19.969,2.460,-49.146,92.256,42.805
1714581079979,2024-05-01T19:31:19.979,2.470,-74.695,91.159,20.854
1714581079989,2024-05-01T19:31:19.989,2.480,-100.122,85.915,10.000
1714581079999,2024-05-01T19:31:19.999,2.490,-103.902,53.720,12.378
1714581080009,2024-05-01T19:31:20.009,2.500,-73.171,57.988,34.329
1714581080019,2024-05-01T19:31:20.019,2.510,-100.488,58.537,46.890
1714581080029,2024-05-01T19:31:20.029,2.520,-83.902,52.256,62.683
1714581080039,2024-05-01T19:31:20.039,2.530,-72.134,57.683,80.244
1714581080049,2024-05-01T19:31:20.049,2.540,-67.134,110.000,97.195
1714581080059,2024-05-01T19:31:20.059,2.550,21.402,182.256,137.561
1714581080069,2024-05-01T19:31:20.069,2.560,174.512,208.110,208.476
1714581080079,2024-05-01T19:31:20.079,2.570,261.829,318.293,264.634
1714581080089,2024-05-01T19:31:20.089,2.580,95.732,306.280,93.659
1714581080099,2024-05-01T19:31:20.099,2.590,7.195,248.902,-32.195
1714581080109,2024-05-01T19:31:20.109,2.600,28.476,261.280,-1.951
1714581080119,2024-05-01T19:31:20.119,2.610,55.427,269.024,72.683
1714581080129,2024-05-01T19:31:20.129,2.620,52.805,243.537,113.049
1714581080139,2024-05-01T19:31:20.139,2.630,42.500,215.000,127.073
1714581080149,2024-05-01T19:31:20.149,2.640,80.732,202.927,85.915
1714581080159,2024-05-01T19:31:20.159,2.650,17.805,226.646,-29.878
1714581080169,2024-05-01T19:31:20.169,2.660,1.402,190.610,-67.988
1714581080179,2024-05-01T19:31:20.179,2.670,-16.646,149.573,-80.671
1714581080189,2024-05-01T19:31:20.189,2.680,-14.207,80.183,-72.683
1714581080199,2024-05-01T19:31:20.199,2.690,-32.927,30.793,-56.768
1714581080209,2024-05-01T19:31:20.209,2.700,-31.524,170.976,-75.488
1714581080219,2024-05-01T19:31:20.219,2.710,3.415,169.085,-71.402
1714581080229,2024-05-01T19:31:20.229,2.720,-42.439,76.707,-53.476
1714581080239,2024-05-01T19:31:20.239,2.730,-86.159,51.829,-36.524
1714581080249,2024-05-01T19:31:20.249,2.740,-85.671,39.695,2.988
1714581080259,2024-05-01T19:31:20.259,2.750,-114.512,4.573,47.317
1714581080269,2024-05-01T19:31:20.269,2.760,-123.659,15.366,81.463
1714581080279,2024-05-01T19:31:20.279,2.770,63.780,-38.171,149.939
1714581080289,2024-05-01T19:31:20.289,2.780,72.195,-271.341,237.134
1714581080299,2024-05-01T19:31:20.299,2.790,-9.512,-166.159,296.951
1714581080309,2024-05-01T19:31:20.309,2.800,-34.390,38.049,179.695
1714581080319,2024-05-01T19:31:20.319,2.810,20.976,-63.780,162.866
1714581080329,2024-05-01T19:31:20.329,2.820,141.707,-170.854,254.939
1714581080339,2024-05-01T19:31:20.339,2.830,26.524,-156.463,206.098
1714581080349,2024-05-01T19:31:20.349,2.840,-93.354,-89.390,84.878
1714581080359,2024-05-01T19:31:20.359,2.850,-42.195,-76.341,94.939
1714581080369,2024-05-01T19:31:20.369,2.860,-23.598,-63.659,110.915
1714581080379,2024-05-01T19:31:20.379,2.870,1.768,-40.732,71.341
1714581080389,2024-05-01T19:31:20.389,2.880,0.732,-16.890,33.720
1714581080399,2024-05-01T19:31:20.399,2.890,0.183,11.341,17.500
1714581080409,2024-05-01T19:31:20.409,2.900,0.305,34.329,4.878
1714581080419,2024-05-01T19:31:20.419,2.910,-13.902,51.341,-0.854
1714581080429,2024-05-01T19:31:20.429,2.920,-22.012,60.183,-7.500
1714581080439,2024-05-01T19:31:20.439,2.930,-5.793,59.024,-31.098
1714581080449,2024-05-01T19:31:20.449,2.940,151.768,78.720,-47.134
1714581080459,2024-05-01T19:31:20.459,2.950,82.866,108.476,-87.622
1714581080469,2024-05-01T19:31:20.469,2.960,-187.622,105.549,-98.780
1714581080479,2024-05-01T19:31:20.479,2.970,-48.963,110.488,22.622
1714581080489,2024-05-01T19:31:20.489,2.980,75.061,98.354,37.927
1714581080499,2024-05-01T19:31:20.499,2.990,37.195,90.732,11.768
1714581080509,2024-05-01T19:31:20.509,3.000,9.817,91.768,0.793
1714581080519,2024-05-01T19:31:20.519,3.010,-11.098,82.439,5.183
1714581080529,2024-05-01T19:31:20.529,3.020,-17.134,63.415,29.146
1714581080539,2024-05-01T19:31:20.539,3.030,-6.037,38.476,42.500
1714581080549,2024-05-01T19:31:20.549,3.040,-8.780,20.976,35.549
1714581080559,2024-05-01T19:31:20.559,3.050,-22.317,12.561,37.317
1714581080569,2024-05-01T19:31:20.569,3.060,-31.159,6.037,39.756
1714581080579,2024-05-01T19:31:20.579,3.070,-34.878,-6.098,30.305
1714581080589,2024-05-01T19:31:20.589,3.080,-39.207,-20.732,19.756
1714581080599,2024-05-01T19:31:20.599,3.090,-37.134,-55.366,21.037
1714581080609,2024-05-01T19:31:20.609,3.100,10.488,-100.915,61.768
1714581080619,2024-05-01T19:31:20.619,3.110,4.390,-99.695,58.963
1714581080629,2024-05-01T19:31:20.629,3.120,-19.268,-88.963,21.585
1714581080639,2024-05-01T19:31:20.639,3.130,40.915,-130.183,-21.829
1714581080649,2024-05-01T19:31:20.649,3.140,66.037,-160.366,1.890
1714581080659,2024-05-01T19:31:20.659,3.150,47.256,-181.585,86.220
1714581080669,2024-05-01T19:31:20.669,3.160,73.598,-205.000,125.549
1714581080679,2024-05-01T19:31:20.679,3.170,151.037,-219.573,80.793
1714581080689,2024-05-01T19:31:20.689,3.180,201.768,-187.866,47.073
1714581080699,2024-05-01T19:31:20.699,3.190,228.049,-137.439,42.805
1714581080709,2024-05-01T19:31:20.709,3.200,230.183,-109.878,28.049
1714581080719,2024-05-01T19:31:20.719,3.210,235.732,-99.878,24.451
1714581080729,2024-05-01T19:31:20.729,3.220,268.720,-90.732,47.866
1714581080739,2024-05-01T19:31:20.739,3.230,284.390,-77.927,63.476
1714581080749,2024-05-01T19:31:20.749,3.240,285.488,-73.415,57.622
1714581080759,2024-05-01T19:31:20.759,3.250,265.793,-73.171,34.390
1714581080769,2024-05-01T19:31:20.769,3.260,272.927,-63.841,29.329
1714581080779,2024-05-01T19:31:20.779,3.270,258.720,-62.866,33.780
1714581080789,2024-05-01T19:31:20.789,3.280,243.902,-66.220,37.317
1714581080799,2024-05-01T19:31:20.799,3.290,234.207,-60.488,44.695
1714581080809,2024-05-01T19:31:20.809,3.300,232.012,-47.561,62.500
1714581080819,2024-05-01T19:31:20.819,3.310,208.963,-51.037,73.232
1714581080829,2024-05-01T19:31:20.829,3.320,208.049,-60.732,89.390
1714581080839,2024-05-01T19:31:20.839,3.330,248.720,-75.915,120.244
1714581080849,2024-05-01T19:31:20.849,3.340,252.744,-113.659,142.561
1714581080859,2024-05-01T19:31:20.859,3.350,95.976,-193.354,58.841
1714581080869,2024-05-01T19:31:20.869,3.360,26.707,-198.293,-14.390
1714581080879,2024-05-01T19:31:20.879,3.370,162.439,-93.598,-42.195
1714581080889,2024-05-01T19:31:20.889,3.380,192.683,-1.829,-44.695
1714581080899,2024-05-01T19:31:20.899,3.390,131.463,26.037,-38.415
1714581080909,2024-05-01T19:31:20.909,3.400,85.671,-33.293,-68.049
1714581080919,2024-05-01T19:31:20.919,3.410,125.061,-23.598,-14.939
1714581080929,2024-05-01T19:31:20.929,3.420,108.780,23.841,57.622
1714581080939,2024-05-01T19:31:20.939,3.430,55.000,7.134,50.183
1714581080949,2024-05-01T19:31:20.949,3.440,92.927,-55.122,73.415
1714581080959,2024-05-01T19:31:20.959,3.450,12.317,-108.354,120.427
1714581080969,2024-05-01T19:31:20.969,3.460,-55.732,-120.061,111.037
1714581080979,2024-05-01T19:31:20.979,3.470,-90.244,-125.000,69.512
1714581080989,2024-05-01T19:31:20.989,3.480,-99.390,-108.171,24.207
1714581080999,2024-05-01T19:31:20.999,3.490,-50.488,-74.512,-4.390
1714581081009,2024-05-01T19:31:21.009,3.500,-4.085,-61.829,-14.695
1714581081019,2024-05-01T19:31:21.019,3.510,4.878,-76.159,-25.793
1714581081029,2024-05-01T19:31:21.029,3.520,3.659,-94.939,-44.390
1714581081039,2024-05-01T19:31:21.039,3.530,-7.195,-109.878,-61.341
1714581081049,2024-05-01T19:31:21.049,3.540,-3.537,-124.939,-65.915
1714581081059,2024-05-01T19:31:21.059,3.550,-5.244,-147.195,-74.329
1714581081069,2024-05-01T19:31:21.069,3.560,-97.378,-177.378,-106.707
1714581081079,2024-05-01T19:31:21.079,3.570,-51.829,-210.549,-140.610
1714581081089,2024-05-01T19:31:21.089,3.580,-10.183,-223.049,-146.829
1714581081099,2024-05-01T19:31:21.099,3.590,-84.146,-219.268,-149.146
1714581081109,2024-05-01T19:31:21.109,3.600,-84.268,-197.622,-144.756
1714581081119,2024-05-01T19:31:21.119,3.610,-22.683,-170.732,-133.537
