x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
0.26,1.645,0.043,-96.28,-26.707,-65.0
0.285,1.692,0.083,-96.585,-26.098,-65.549
0.264,1.655,0.094,-97.744,-21.463,-67.134
0.231,1.551,0.076,-97.195,-8.72,-69.634
0.206,1.416,0.055,-95.793,8.598,-70.305
0.192,1.315,0.01,-91.524,21.341,-70.732
0.18,1.255,0.01,-83.598,24.573,-71.159
0.106,1.281,0.107,-78.476,20.061,-68.78
0.042,1.374,0.212,-75.976,11.098,-68.171
0.054,1.428,0.293,-72.317,2.561,-68.963
0.072,1.418,0.328,-67.805,-3.11,-65.488
0.054,1.418,0.304,-63.659,-7.439,-62.195
0.032,1.409,0.246,-59.756,-10.488,-60.183
0.042,1.37,0.17,-54.817,-10.305,-58.049
0.046,1.299,0.127,-47.683,-8.171,-57.317
0.003,1.225,0.114,-40.732,-8.415,-57.195
-0.046,1.201,0.114,-36.28,-11.098,-56.951
-0.072,1.203,0.143,-32.073,-14.39,-56.585
-0.099,1.181,0.203,-28.354,-16.829,-55.488
-0.119,1.153,0.237,-24.634,-15.976,-51.463
-0.096,1.167,0.23,-20.793,-12.744,-45.854
-0.091,1.174,0.209,-17.317,-7.012,-40.305
-0.103,1.163,0.189,-14.451,0.427,-34.939
-0.116,1.163,0.169,-12.195,6.159,-29.817
-0.126,1.158,0.163,-11.707,7.561,-25.061
-0.104,1.152,0.15,-12.256,4.39,-19.939
-0.106,1.153,0.14,-14.024,-3.171,-14.329
-0.136,1.159,0.148,-17.195,-11.524,-9.329
-0.113,1.157,0.171,-19.756,-17.195,-6.402
-0.072,1.139,0.205,-20.732,-20.061,-5.0
-0.045,1.115,0.23,-20.793,-20.427,-4.451
-0.01,1.096,0.241,-19.329,-16.951,-2.683
0.028,1.099,0.224,-15.793,-11.951,-0.915
-0.01,1.098,0.216,-13.049,-6.768,-0.671
-0.075,1.073,0.238,-11.463,-2.988,-1.037
