x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
-0.567,-1.06,0.767,-136.28,132.5,28.78
-0.679,-1.143,0.885,-135.0,131.524,29.146
-0.76,-1.197,0.982,-130.549,124.085,31.585
-0.777,-1.192,1.082,-125.61,115.061,33.171
-0.735,-1.18,1.121,-125.366,108.902,31.098
-0.731,-1.199,1.106,-124.817,105.732,27.805
-0.739,-1.229,1.029,-120.427,101.646,25.366
-0.697,-1.215,0.955,-114.634,98.171,22.378
-0.629,-1.167,0.934,-112.5,96.768,19.085
-0.598,-1.144,0.992,-113.11,94.573,18.049
-0.612,-1.165,1.095,-111.463,86.402,16.463
-0.677,-1.199,1.164,-106.524,72.317,14.939
-0.661,-1.209,1.176,-100.122,56.951,14.329
-0.609,-1.195,1.162,-90.732,46.951,13.598
-0.509,-1.17,1.11,-81.646,46.463,10.549
-0.438,-1.148,1.055,-73.902,56.402,7.073
-0.375,-1.138,0.967,-66.159,69.878,4.024
-0.402,-1.113,0.902,-60.061,80.122,0.915
-0.486,-1.09,0.878,-57.378,82.439,-0.671
-0.547,-1.076,0.864,-56.829,75.305,0.183
-0.599,-1.02,0.876,-59.573,58.232,1.098
-0.659,-0.967,0.869,-63.171,32.195,1.28
-0.703,-0.979,0.819,-62.012,5.549,3.293
-0.643,-1.001,0.775,-58.902,-10.427,6.646
-0.529,-0.986,0.735,-57.805,-13.354,10.427
-0.453,-0.951,0.709,-57.134,-9.329,12.744
-0.459,-0.941,0.7,-54.146,-4.634,13.902
-0.458,-0.949,0.672,-48.171,-2.622,13.841
-0.48,-0.932,0.633,-42.378,-0.366,13.11
-0.485,-0.9,0.604,-39.329,3.78,12.378
-0.482,-0.88,0.584,-38.232,8.659,12.073
-0.506,-0.869,0.55,-38.78,9.451,12.683
-0.567,-0.864,0.512,-37.744,4.207,14.085
-0.594,-0.867,0.48,-35.366,-3.415,15.488
-0.573,-0.852,0.451,-35.122,-8.659,16.341
-0.557,-0.825,0.417,-36.646,-11.463,17.134
-0.537,-0.812,0.39,-36.89,-14.451,18.476
-0.521,-0.809,0.376,-37.012,-18.598,19.085
-0.557,-0.802,0.367,-37.134,-22.5,18.354
-0.562,-0.794,0.36,-36.951,-26.037,17.073
-0.537,-0.788,0.354,-37.561,-28.049,16.28
-0.521,-0.785,0.344,-37.5,-29.756,16.037
-0.513,-0.784,0.34,-36.22,-31.463,15.915
-0.516,-0.783,0.341,-34.512,-31.463,15.732
-0.494,-0.775,0.332,-33.293,-30.0,14.695
-0.479,-0.769,0.334,-31.768,-25.976,12.927
