x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
-0.074,-1.212,1.511,28.354,-164.695,-24.634
0.061,-1.302,1.645,31.768,-161.768,-26.037
0.146,-1.35,1.722,47.439,-144.512,-33.902
0.217,-1.381,1.761,68.171,-116.951,-45.0
0.272,-1.423,1.771,87.744,-85.915,-54.573
0.261,-1.468,1.753,107.073,-55.488,-63.476
0.167,-1.51,1.701,124.878,-33.293,-70.793
0.044,-1.54,1.642,140.793,-22.073,-75.915
-0.065,-1.577,1.558,156.159,-18.659,-79.573
-0.161,-1.598,1.459,168.841,-20.732,-81.89
-0.266,-1.591,1.372,177.683,-27.256,-83.293
-0.341,-1.584,1.277,184.146,-36.28,-85.305
-0.392,-1.597,1.186,190.305,-45.976,-85.976
-0.441,-1.596,1.103,194.512,-56.159,-84.817
-0.49,-1.582,1.03,196.951,-65.549,-83.78
-0.517,-1.57,0.965,199.085,-72.744,-83.232
-0.52,-1.55,0.902,200.61,-77.927,-82.317
-0.517,-1.502,0.864,200.488,-83.049,-80.488
-0.54,-1.463,0.821,199.939,-88.537,-79.085
-0.547,-1.439,0.775,201.098,-93.415,-78.476
-0.522,-1.416,0.739,201.585,-96.402,-77.012
-0.494,-1.373,0.72,200.915,-96.89,-75.976
-0.477,-1.318,0.69,200.366,-95.732,-75.061
-0.473,-1.264,0.655,199.451,-93.963,-73.902
-0.463,-1.215,0.614,197.683,-92.256,-72.988
-0.456,-1.158,0.575,195.244,-91.341,-71.098
-0.449,-1.097,0.562,191.646,-92.805,-68.963
-0.471,-1.039,0.548,188.171,-94.756,-67.317
-0.463,-0.99,0.519,184.268,-95.793,-65.671
-0.425,-0.959,0.521,181.951,-94.146,-62.561
-0.386,-0.914,0.535,180.305,-90.549,-58.841
-0.35,-0.847,0.55,178.537,-86.951,-56.524
-0.341,-0.776,0.528,176.951,-84.024,-54.756
-0.337,-0.707,0.488,173.963,-81.402,-53.354
-0.311,-0.658,0.475,169.817,-78.049,-51.524
-0.298,-0.619,0.475,165.793,-74.451,-49.146
-0.307,-0.571,0.469,163.232,-71.951,-46.159
-0.318,-0.508,0.447,160.671,-69.024,-42.317
-0.286,-0.459,0.401,156.585,-64.024,-39.39
-0.246,-0.42,0.322,154.329,-56.402,-36.524
-0.24,-0.36,0.269,151.768,-45.671,-32.744
-0.216,-0.289,0.233,146.28,-34.756,-29.268
-0.199,-0.22,0.231,140.0,-25.366,-24.268
-0.21,-0.154,0.201,134.207,-18.78,-18.841
-0.217,-0.094,0.131,129.085,-16.463,-14.634
-0.213,-0.038,0.065,123.11,-15.793,-10.549
-0.15,0.029,0.055,114.268,-13.476,-6.22
-0.086,0.082,0.065,102.927,-9.024,-1.951
-0.044,0.115,0.08,93.354,-7.256,1.585
-0.034,0.156,0.104,85.61,-8.78,4.451
-0.007,0.2,0.128,77.5,-10.732,5.549
0.053,0.231,0.159,70.488,-8.659,6.341
0.104,0.253,0.19,64.024,-1.646,6.524
0.148,0.267,0.221,57.622,6.463,5.366
0.178,0.266,0.238,51.707,12.317,5.549
0.177,0.276,0.272,45.854,14.451,7.683
0.157,0.314,0.332,37.927,13.232,7.866
0.164,0.327,0.395,29.207,9.451,6.463
0.166,0.303,0.447,22.073,5.976,6.707
0.172,0.27,0.494,18.11,5.0,7.622
0.189,0.265,0.527,15.366,7.317,7.317
0.226,0.263,0.553,12.927,12.195,7.622
0.242,0.261,0.578,9.573,17.683,8.902
0.26,0.254,0.625,6.341,20.488,9.451
0.247,0.254,0.678,3.598,20.0,11.098
0.211,0.269,0.712,0.183,15.061,11.098
0.196,0.267,0.748,-3.171,9.695,10.549
0.203,0.231,0.773,-4.756,7.805,11.22
0.222,0.191,0.773,-4.695,10.122,12.622
0.243,0.179,0.786,-4.024,15.61,14.939
0.258,0.19,0.796,-4.207,21.524,17.073
0.254,0.215,0.784,-6.22,23.598,17.195
0.234,0.219,0.786,-9.024,21.585,16.585
0.239,0.199,0.797,-11.159,17.561,16.22
0.243,0.204,0.793,-13.841,13.476,15.976
0.256,0.211,0.808,-17.378,10.305,15.183
0.271,0.199,0.829,-19.939,9.573,15.0
0.294,0.179,0.836,-21.159,10.976,14.146
0.311,0.168,0.844,-21.463,14.329,13.537
0.315,0.166,0.847,-21.402,17.805,12.439
0.289,0.166,0.838,-21.89,19.756,11.098
0.259,0.151,0.835,-21.829,20.366,10.305
0.244,0.144,0.84,-21.646,21.341,10.427
0.225,0.141,0.835,-23.354,21.768,10.488
0.214,0.128,0.832,-24.573,20.915,11.28
0.215,0.126,0.849,-25.915,19.939,11.341
0.21,0.125,0.868,-28.171,19.024,9.695
0.215,0.108,0.89,-28.598,18.963,8.537
0.226,0.1,0.9,-28.659,21.89,8.537
0.211,0.093,0.882,-27.927,27.012,8.659
0.187,0.093,0.856,-27.561,31.463,9.329
0.156,0.089,0.844,-27.561,36.159,10.671
0.126,0.073,0.806,-27.927,40.61,11.22
0.096,0.048,0.75,-28.415,44.085,12.256
0.082,0.019,0.708,-29.756,46.28,14.268
0.082,0.013,0.705,-31.707,47.988,16.159
0.053,0.034,0.696,-34.817,48.659,16.22
0.013,0.054,0.665,-38.293,49.268,14.817
0.0,0.043,0.602,-41.585,54.39,14.512
0.015,0.01,0.55,-46.037,63.72,16.037
0.023,-0.037,0.577,-49.085,72.805,18.232
-0.018,-0.059,0.565,-50.183,77.927,21.585
-0.088,-0.029,0.512,-55.061,75.244,23.659
-0.113,-0.012,0.5,-61.341,68.841,24.878
-0.085,-0.033,0.504,-67.317,66.28,26.646
-0.06,-0.071,0.491,-71.646,69.268,25.488
-0.041,-0.107,0.451,-73.659,75.61,22.561
-0.036,-0.127,0.442,-77.378,86.402,21.037
-0.054,-0.146,0.473,-85.183,97.195,19.207
-0.101,-0.207,0.509,-90.488,101.402,18.415
-0.171,-0.225,0.518,-94.878,96.463,19.756
-0.232,-0.194,0.557,-102.134,85.183,20.244
-0.26,-0.204,0.617,-109.024,73.598,19.634
-0.242,-0.26,0.636,-112.012,67.805,19.756
-0.171,-0.307,0.627,-113.11,70.61,19.146
-0.145,-0.324,0.628,-115.732,80.061,17.622
-0.189,-0.352,0.64,-119.39,90.427,14.878
-0.249,-0.402,0.646,-122.256,96.646,12.927
-0.307,-0.447,0.643,-125.305,98.72,12.012
-0.338,-0.484,0.656,-129.39,96.768,10.366
-0.384,-0.518,0.693,-133.72,90.732,8.841
-0.417,-0.544,0.758,-138.171,82.317,7.317
-0.414,-0.576,0.773,-142.134,77.012,6.89
-0.384,-0.62,0.723,-145.366,76.159,7.195
-0.375,-0.656,0.699,-147.805,76.646,7.439
-0.402,-0.667,0.729,-151.524,77.683,7.195
-0.433,-0.68,0.742,-157.378,76.037,5.427
-0.477,-0.727,0.78,-162.317,71.22,3.841
-0.513,-0.792,0.818,-165.366,65.061,4.573
-0.532,-0.852,0.848,-167.134,59.817,5.854
-0.531,-0.898,0.839,-166.951,55.671,6.22
-0.5,-0.91,0.883,-164.756,52.439,7.134
-0.497,-0.887,0.914,-163.78,51.89,7.561
-0.5,-0.874,0.882,-164.024,50.183,5.793
-0.528,-0.897,0.888,-163.232,47.317,6.159
-0.57,-0.929,0.933,-164.512,41.341,8.049
-0.598,-0.975,0.99,-164.573,32.805,9.817
-0.598,-1.012,1.0,-162.5,22.439,13.659
-0.6,-1.025,1.009,-160.183,14.268,17.5
-0.564,-1.046,0.991,-157.5,10.488,18.049
-0.496,-1.082,0.966,-152.5,12.988,18.293
-0.433,-1.105,0.943,-146.098,20.793,18.476
-0.428,-1.088,0.895,-140.793,27.439,17.561
-0.462,-1.036,0.93,-137.561,27.805,17.317
-0.5,-0.997,0.992,-136.037,23.902,18.171
-0.513,-1.003,0.956,-133.78,17.378,18.476
-0.501,-1.041,0.925,-127.561,10.793,19.512
-0.479,-1.068,0.921,-120.427,9.512,21.037
-0.427,-1.075,0.882,-114.39,14.39,20.427
-0.396,-1.078,0.849,-107.805,23.476,19.756
-0.377,-1.074,0.808,-102.073,34.146,19.512
-0.355,-1.056,0.768,-98.232,43.354,19.024
-0.369,-1.021,0.745,-95.976,47.744,18.354
-0.388,-0.998,0.716,-94.39,46.159,16.89
-0.396,-0.987,0.688,-92.622,39.451,15.732
-0.417,-0.98,0.667,-90.0,30.671,14.878
-0.398,-0.98,0.66,-86.768,23.171,13.049
-0.364,-0.977,0.652,-83.476,20.061,11.707
-0.358,-0.969,0.635,-79.756,21.098,9.939
-0.36,-0.968,0.609,-75.854,23.598,8.049
-0.372,-0.973,0.592,-71.89,25.732,7.988
-0.396,-0.968,0.575,-68.476,26.28,7.805
-0.438,-0.962,0.551,-65.915,24.146,7.683
-0.486,-0.958,0.539,-63.72,17.866,6.89
-0.497,-0.965,0.533,-61.159,8.049,6.768
-0.499,-0.968,0.54,-58.476,-0.305,7.866
-0.473,-0.962,0.538,-56.037,-4.451,8.476
-0.436,-0.958,0.542,-53.171,-3.659,8.902
-0.405,-0.957,0.546,-49.451,1.402,9.39
-0.38,-0.953,0.549,-45.671,7.561,8.415
-0.352,-0.95,0.589,-36.951,16.159,5.244
-0.028,-1.012,0.739,-11.951,56.524,-8.354
0.568,-1.11,0.945,9.451,138.963,-25.976
0.34,-1.025,0.844,-0.183,170.122,-21.159
-0.863,-0.889,0.455,-17.134,73.354,-3.415
-1.591,-0.868,0.215,-20.671,-60.549,0.305
-1.276,-0.894,0.254,-18.72,-129.39,-6.463
-0.385,-0.911,0.383,-21.524,-112.866,-4.817
0.11,-0.923,0.534,-26.037,-44.268,0.976
-0.085,-0.924,0.522,-21.646,6.951,-0.976
-0.478,-0.936,0.399,-8.415,16.28,-3.72
-0.582,-0.934,0.345,4.329,12.5,-5.122
-0.436,-0.891,0.367,9.207,11.768,-8.049
-0.407,-0.836,0.369,7.683,10.732,-8.659
-0.49,-0.82,0.333,6.037,2.439,-8.293
-0.536,-0.822,0.29,5.0,-8.415,-9.085
-0.515,-0.823,0.279,2.683,-14.451,-9.817
-0.473,-0.829,0.274,-0.061,-15.0,-9.451
-0.453,-0.857,0.26,-0.305,-12.378,-8.354
-0.461,-0.878,0.238,1.646,-10.0,-7.683
-0.474,-0.875,0.22,4.207,-9.207,-7.012
-0.464,-0.855,0.217,5.976,-8.902,-6.707
-0.454,-0.841,0.216,6.402,-7.988,-6.707
-0.454,-0.832,0.205,6.28,-7.866,-7.744
-0.447,-0.831,0.191,5.976,-8.537,-8.049
-0.455,-0.826,0.183,4.939,-8.78,-7.561
-0.462,-0.829,0.175,3.415,-8.902,-8.049
-0.458,-0.845,0.165,2.561,-8.049,-7.317
-0.45,-0.853,0.149,2.012,-7.683,-6.524
-0.459,-0.853,0.142,1.829,-7.988,-6.402
-0.468,-0.854,0.137,1.951,-7.805,-6.098
-0.467,-0.864,0.134,2.805,-5.549,-6.098
-0.447,-0.868,0.119,3.78,-2.805,-6.28
-0.44,-0.861,0.118,3.841,0.061,-5.305
-0.445,-0.846,0.112,2.439,1.159,-4.817
-0.452,-0.842,0.106,1.159,0.61,-4.329
-0.458,-0.849,0.105,0.122,-0.427,-3.232
-0.452,-0.849,0.106,-0.976,-1.585,-2.866
-0.441,-0.846,0.114,-1.829,-2.134,-2.317
-0.438,-0.848,0.127,-2.134,-1.585,-2.012
-0.416,-0.851,0.143,-1.768,0.61,-2.012
-0.402,-0.853,0.148,-0.854,3.354,-1.829
-0.399,-0.853,0.148,-0.488,4.512,-1.646
-0.423,-0.852,0.155,-0.488,3.78,-1.159
-0.43,-0.858,0.167,-0.427,1.768,-1.098
-0.422,-0.855,0.174,-1.037,0.427,-0.732
-0.417,-0.85,0.189,-2.317,0.976,-0.732
-0.415,-0.862,0.19,-3.537,2.439,-0.549
-0.423,-0.882,0.187,-3.963,3.171,0.061
-0.438,-0.894,0.192,-3.963,2.317,1.28
-0.444,-0.892,0.194,-3.78,0.244,1.646
-0.436,-0.888,0.204,-3.537,-0.732,1.951
-0.425,-0.89,0.213,-3.537,-0.122,1.829
-0.422,-0.898,0.219,-3.11,0.976,1.402
-0.421,-0.899,0.228,-2.256,1.89,1.89
-0.425,-0.891,0.225,-2.439,2.5,2.744
-0.442,-0.88,0.223,-3.293,1.341,2.988
-0.446,-0.878,0.231,-4.024,-1.28,2.622
-0.429,-0.883,0.231,-4.024,-3.415,2.927
-0.416,-0.871,0.232,-4.085,-4.573,2.012
-0.408,-0.864,0.239,-3.598,-4.39,1.22
-0.405,-0.867,0.247,-3.049,-2.866,1.341
-0.409,-0.872,0.244,-2.073,-0.976,1.22
-0.424,-0.874,0.242,-1.159,0.61,2.317
-0.445,-0.875,0.238,-0.61,1.28,2.866
-0.448,-0.875,0.23,-0.183,0.976,3.11
-0.443,-0.878,0.221,0.244,0.549,3.659
-0.437,-0.873,0.217,0.244,-0.305,2.744
-0.428,-0.859,0.223,-0.122,-1.585,1.707
-0.434,-0.86,0.213,-0.61,-2.866,1.951
-0.444,-0.865,0.211,-0.427,-4.024,1.524
-0.44,-0.87,0.207,-0.366,-3.963,1.768
-0.427,-0.876,0.198,-0.427,-3.232,2.439
-0.423,-0.875,0.192,-0.488,-2.927,2.439
-0.432,-0.875,0.19,-0.793,-3.537,2.073
-0.426,-0.87,0.188,-1.22,-4.817,1.22
-0.42,-0.871,0.187,-1.524,-6.402,0.183
-0.427,-0.867,0.185,-1.585,-8.354,-0.793
-0.433,-0.866,0.193,-1.28,-9.756,-0.854
-0.433,-0.87,0.205,-1.463,-9.329,-0.61
-0.419,-0.881,0.223,-1.098,-7.866,-0.183
-0.405,-0.89,0.252,-0.732,-6.768,0.549
-0.405,-0.892,0.277,-1.098,-7.622,0.61
-0.4,-0.896,0.313,-0.732,-11.098,-0.244
-0.387,-0.901,0.369,0.122,-15.671,-0.61
-0.373,-0.892,0.436,1.22,-20.732,-1.585
-0.355,-0.886,0.497,3.598,-25.244,-2.622
-0.342,-0.887,0.551,7.805,-28.171,-3.841
-0.32,-0.895,0.619,13.659,-28.598,-5.976
-0.289,-0.916,0.675,20.366,-25.549,-8.659
-0.278,-0.943,0.719,27.256,-20.061,-11.22
-0.286,-0.963,0.773,33.293,-15.976,-14.146
-0.311,-0.982,0.832,38.049,-16.585,-15.61
-0.377,-1.009,0.884,43.537,-23.659,-15.915
-0.426,-1.045,0.925,51.28,-34.451,-16.829
