x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
-0.637,-0.596,0.611,5.427,4.451,1.402
-0.624,-0.592,0.603,5.305,4.817,1.524
-0.592,-0.584,0.598,4.756,3.659,0.488
-0.585,-0.577,0.576,3.354,0.854,-0.549
-0.592,-0.569,0.564,1.829,-2.317,-0.732
-0.574,-0.562,0.554,-0.366,-3.78,-0.976
-0.575,-0.552,0.553,-3.171,-4.268,-1.037
-0.597,-0.556,0.545,-4.695,-5.61,-0.427
-0.59,-0.568,0.553,-5.183,-6.585,-0.305
-0.561,-0.568,0.555,-6.098,-6.098,-0.549
-0.558,-0.567,0.552,-6.28,-6.037,-1.159
-0.563,-0.569,0.552,-6.341,-6.098,-1.585
-0.567,-0.571,0.538,-6.524,-5.427,-1.463
-0.579,-0.567,0.529,-6.402,-4.512,-1.341
-0.581,-0.565,0.523,-6.22,-3.293,-1.402
-0.569,-0.565,0.523,-6.159,-1.951,-2.195
-0.567,-0.576,0.528,-5.61,-0.793,-3.171
-0.562,-0.589,0.521,-5.854,-1.159,-3.78
-0.564,-0.59,0.521,-5.549,-2.134,-4.268
-0.563,-0.586,0.515,-5.366,-2.622,-4.939
-0.574,-0.585,0.505,-6.646,-4.085,-5.549
-0.615,-0.571,0.492,-6.951,-8.902,-6.707
-0.605,-0.588,0.49,-5.122,-7.866,-4.146
-0.547,-0.61,0.512,-5.427,1.829,-2.622
-0.562,-0.625,0.545,-4.817,6.159,-4.878
-0.623,-0.648,0.547,-2.439,0.366,-4.878
-0.62,-0.655,0.538,0.061,-4.512,-2.195
-0.581,-0.632,0.545,-0.427,-2.561,-2.012
-0.577,-0.625,0.547,-0.793,-0.427,-2.439
-0.598,-0.638,0.543,0.183,-0.183,-1.159
-0.61,-0.635,0.533,0.549,-0.488,-0.305
-0.606,-0.622,0.526,1.037,-0.732,-0.183
-0.59,-0.622,0.529,0.915,0.122,-0.122
