x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
0.59881555749049,0.5651070067449281,0.40308596193319424,0.47370909961258284,0.49212398435292865,0.5899141706613691
0.6092219082499545,0.5796573232603422,0.38503531655241147,0.45188361221750445,0.48593944541256084,0.597344589329754
0.619218848585081,0.59384325092686,0.3668271285169977,0.43026307215238574,0.4799870657590677,0.604573483833639
0.6280542291584581,0.6071372122388121,0.34831991636830195,0.40905689134207085,0.4744882635680293,0.6113282653901262
0.6350227262224035,0.6190485085432849,0.3294148099206689,0.3884643873125057,0.46963524671890033,0.6173557814452751
0.6394932817122166,0.6291402891546302,0.31007531410531597,0.3686793070509575,0.46558264626495627,0.6224308959046885
0.6409325698624209,0.637043319558643,0.29034135222927276,0.3498950464268975,0.46244255918614796,0.6263635252780937
0.6389240606069304,0.6424663120996738,0.270336281600126,0.3323097722454377,0.46028325432556044,0.6290039777103884
0.633182461670133,0.6452027756676346,0.2502662626713817,0.316130667906958,0.45913144263692035,0.6302465006653635
0.6235634694049412,0.6451344938444111,0.2304120753214616,0.30157659656252744,0.45897768197411976,0.6300309925467463
0.6100688455404957,0.6422318492196155,0.2111141412454527,0.28887860152002626,0.4597842113926171,0.6283428779187491
0.5928468753483356,0.6365512768825101,0.1927520713344251,0.27827783476133344,0.46149431539448865,0.6252111897179428
0.5721882718106878,0.6282301593428279,0.17572046970346186,0.2700207111157166,0.46404221928729505,0.6207049487234346
0.5485175934262401,0.6174794787531773,0.16040296810309673,0.2643513159777863,0.46736251649469185,0.6149279828408178
0.5223802635109929,0.6045745323243581,0.14714652962480348,0.26150133424616817,0.47139822089018996,0.6080123866945425
0.49442533567495583,0.5898440049292519,0.13623795813998266,0.26167800128405116,0.47610670745888195,0.6001108836705815
0.4653842560913274,0.573657688719013,0.12788430161959322,0.26505078603025006,0.4814630324443352,0.5913884139755545
0.43604603160277255,0.556413149423767,0.12219847444191949,0.2717376850143661,0.48746038601777264,0.5820133280408806
0.4072294168915645,0.5385216650924048,0.11919098285544427,0.2817921187674059,0.49410770212187105,0.5721486084444586
0.3797529674101528,0.5203938033395801,0.11876815816238193,0.2951914670259491,0.5014247086715375,0.5619435691807109
0.3544040430692641,0.5024250519522138,0.12073682245755121,0.3118282488384484,0.5094349270695954,0.5515264831318222
0.3319080612515876,0.484981966406066,0.12481486703323091,0.3315048463792661,0.5181573076148426,0.5409985630986127
0.312899455575021,0.4683893364199302,0.130646843419958,0.35393249115718534,0.5275973062696696,0.530429667030253
0.29789587056134087,0.45291889210432645,0.1378233739284401,0.37873498848146964,0.537738262737236,0.5198560149945631
0.28727708995365375,0.4387800599832703,0.14590299689918199,0.4054573658820471,0.5485339287766898,0.5092800974795196
0.2812700453778655,0.4261132343280463,0.15443497775384393,0.4335793131328063,0.5599029220661627,0.49867282785858563
0.2799409814816194,0.4149859475646131,0.1629816385025069,0.46253295764500246,0.5717257509194367,0.48797785443119823
0.2831954751320122,0.4053922067106248,0.17113887659961796,0.4917242121909462,0.5838448775910566,0.47711780894772315
0.29078654305390567,0.3972551164761405,0.17855374408207644,0.5205566641960775,0.5960680735882116,0.46600213913972355
0.30233055773926115,0.39043274280245976,0.18493822048940392,0.5484567666624716,0.6081750817231508,0.45453606239474936
0.3173301658640534,0.38472699466394616,0.1900786160705282,0.5748989556713127,0.6199273502205441,0.44263009502957107
0.33520291043382305,0.3798951297048613,0.19384036191049123,0.5994292688549341,0.6310803587154965,0.4302095633164001
0.3553138402694543,0.37566333363147003,0.19616825783194866,0.6216860780450139,0.6413978299118915,0.4172234925880567
0.37701008615427084,0.3717416960736793,0.19708253588428334,0.6414166763618664,0.6506669298667129,0.4036523005203856
0.39965522123633385,0.3678398166350099,0.19667133850147195,0.6584886683745599,0.6587134198319939,0.3895137881758901
0.4226612216669072,0.36368223096865543,0.19508039158875842,0.672895389399039,0.6654156474067892,0.3748670229089453
0.4455160058358737,0.35902285150140284,0.19250076441038227,0.6847549098094061,0.6707162656796514,0.35981383377577814
0.4678048464487703,0.35365767088800165,0.18915564627236134,0.6943025423412302,0.6746306529150515,0.34449778399650377
0.4892243949401447,0.34743507499987886,0.18528703653809372,0.7018771426148961,0.6772511730744782,0.32910063672174067
0.5095885966591976,0.34026324976315686,0.18114314708048643,0.7079018527002039,0.6787466629529969,0.31383648018825167
0.528826364007864,0.3321143335188085,0.17696716751521346,0.712860262495367,0.6793568413856819,0.2989438172277389
0.5469714653476273,0.3230251530903938,0.1729878600549768,0.7172692342508795,0.6793816892787479,0.28467604410636627
0.5641456326737919,0.3130945757598475,0.16941225152625686,0.721649835476646,0.6791662200315635,0.27129083845602536
0.5805363484554174,0.30247769903957816,0.16642049447142218,0.7264979429952172,0.6790814188375927,0.25903904098719593
