x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
-1.109,0.437,0.344,30.061,15.244,7.317
-1.042,0.375,0.337,30.915,20.793,6.28
-1.034,0.318,0.299,32.317,44.146,-0.854
-1.087,0.293,0.244,32.256,61.159,-12.073
-1.087,0.268,0.122,29.939,52.439,-23.354
-1.104,0.227,0.013,26.951,25.244,-33.11
-1.126,0.176,-0.062,23.537,-18.537,-42.805
-1.231,0.116,-0.053,19.634,-69.817,-53.415
-1.338,0.011,0.047,16.951,-111.402,-63.598
-1.241,-0.093,0.153,15.732,-112.866,-68.72
-1.013,-0.192,0.25,16.098,-67.195,-68.537
-0.856,-0.325,0.314,17.927,4.085,-71.28
-0.859,-0.477,0.334,23.415,71.524,-75.0
-0.979,-0.575,0.317,28.78,108.232,-78.537
-1.128,-0.605,0.247,31.768,107.927,-84.207
-1.197,-0.618,0.11,32.622,79.39,-85.732
-1.241,-0.63,0.008,33.049,36.037,-84.939
-1.299,-0.656,0.016,32.988,-7.378,-86.098
-1.237,-0.695,0.065,32.134,-39.634,-89.268
-1.066,-0.714,0.096,31.585,-56.159,-92.927
-0.891,-0.709,0.129,29.939,-58.598,-95.61
-0.792,-0.708,0.189,26.402,-53.049,-97.683
-0.748,-0.741,0.216,22.561,-45.854,-101.524
-0.745,-0.79,0.219,19.695,-38.537,-104.146
-0.753,-0.838,0.22,17.439,-29.878,-103.659
-0.77,-0.872,0.226,15.671,-20.549,-100.183
-0.777,-0.863,0.21,14.085,-15.183,-93.963
-0.792,-0.822,0.219,12.073,-14.451,-84.695
-0.869,-0.787,0.246,10.427,-15.305,-73.415
-0.929,-0.755,0.28,9.878,-13.902,-61.463
-0.911,-0.713,0.319,8.537,-8.171,-47.988
-0.855,-0.66,0.355,7.134,-0.854,-34.512
-0.815,-0.598,0.406,4.39,5.305,-22.256
-0.81,-0.551,0.422,0.305,7.134,-11.89
-0.8,-0.536,0.408,-2.378,2.439,-5.915
-0.778,-0.516,0.387,-5.0,-7.561,-2.988
-0.747,-0.479,0.366,-7.378,-21.037,-2.439
-0.754,-0.443,0.377,-9.634,-34.512,-4.024
-0.781,-0.429,0.424,-11.159,-44.634,-8.049
-0.75,-0.444,0.456,-10.732,-46.28,-11.707
-0.698,-0.458,0.484,-8.415,-36.098,-13.659
-0.65,-0.454,0.507,-4.939,-18.415,-14.207
