x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
-0.44,0.713,-0.311,-26.89,-45.488,-40.854
-0.361,0.675,-0.271,-27.317,-50.61,-39.207
-0.313,0.657,-0.25,-29.634,-68.598,-32.256
-0.19,0.717,-0.26,-34.39,-80.915,-22.622
0.003,0.79,-0.267,-35.305,-77.073,-12.683
0.096,0.831,-0.26,-34.817,-61.646,-6.829
0.092,0.803,-0.266,-33.232,-42.5,-4.085
0.088,0.761,-0.265,-28.171,-24.939,-0.427
0.088,0.773,-0.234,-22.256,-10.366,3.11
0.067,0.792,-0.203,-17.317,0.122,6.28
0.021,0.804,-0.18,-11.951,6.159,10.305
-0.039,0.82,-0.159,-7.378,6.098,14.512
-0.102,0.839,-0.156,-6.829,2.439,19.024
-0.111,0.847,-0.157,-6.402,-1.707,23.72
-0.102,0.825,-0.132,-3.963,-2.195,27.622
-0.09,0.788,-0.102,-0.427,1.951,30.976
-0.064,0.763,-0.067,3.354,9.573,34.085
-0.026,0.743,-0.031,8.659,19.329,37.317
-0.008,0.73,-0.008,13.78,29.939,40.61
-0.005,0.722,0.009,17.927,39.146,43.11
-0.029,0.683,-0.002,22.134,46.402,45.976
-0.052,0.653,-0.017,27.134,50.061,50.793
-0.042,0.671,-0.031,30.61,51.402,56.28
-0.024,0.695,-0.052,32.5,52.866,60.305
-0.024,0.708,-0.059,34.207,52.744,62.317
-0.061,0.701,-0.074,34.817,48.902,61.463
-0.094,0.667,-0.082,34.512,42.866,59.939
-0.066,0.632,-0.08,34.207,38.78,58.963
0.0,0.578,-0.062,36.037,39.146,59.268
0.035,0.509,-0.066,40.183,43.841,62.5
0.049,0.489,-0.06,43.232,50.976,68.232
0.068,0.514,-0.058,47.073,58.78,75.0
0.066,0.594,-0.05,51.22,61.768,81.89
0.019,0.729,-0.044,47.073,57.439,82.134
-0.04,0.774,-0.066,38.78,50.122,76.098
-0.032,0.721,-0.08,35.427,41.524,71.89
0.019,0.685,-0.089,32.5,32.378,69.207
0.052,0.627,-0.107,28.537,25.915,66.585
0.087,0.555,-0.129,28.232,23.659,66.22
0.116,0.534,-0.133,31.22,21.463,69.573
0.074,0.604,-0.115,32.317,17.195,73.11
0.025,0.734,-0.104,27.5,10.122,71.22
0.031,0.816,-0.116,19.573,3.72,64.878
0.057,0.784,-0.12,13.293,0.549,58.72
0.071,0.687,-0.132,8.476,1.768,53.415
0.112,0.573,-0.134,7.195,7.317,49.39
0.166,0.524,-0.124,12.317,15.305,48.78
0.181,0.642,-0.111,16.646,18.78,50.183
0.125,0.872,-0.126,10.0,14.573,47.195
0.046,1.001,-0.145,-3.049,5.549,37.622
0.037,0.958,-0.162,-13.78,-6.098,27.378
0.063,0.802,-0.171,-18.415,-16.402,22.134
0.067,0.703,-0.184,-21.646,-19.207,18.841
0.098,0.72,-0.162,-23.659,-16.829,14.817
0.175,0.848,-0.137,-27.683,-11.098,11.22
0.281,1.044,-0.142,-34.634,-3.537,7.317
0.346,1.151,-0.111,-39.268,4.085,3.11
0.339,1.162,-0.081,-40.549,11.646,-2.988
0.287,1.127,-0.08,-41.037,13.78,-12.866
0.197,1.046,-0.102,-41.646,11.524,-24.817
0.145,0.998,-0.155,-43.72,8.537,-36.524
0.185,1.027,-0.213,-44.573,5.976,-46.585
0.285,1.108,-0.175,-41.768,6.951,-53.11
0.367,1.256,-0.096,-40.732,11.463,-56.463
0.338,1.381,-0.01,-44.146,15.122,-62.622
0.259,1.36,0.046,-44.268,12.439,-71.159
0.262,1.261,0.07,-40.915,4.756,-74.878
0.243,1.231,0.075,-40.244,-2.073,-75.793
0.168,1.242,-0.008,-41.037,-11.707,-80.732
0.104,1.345,-0.119,-47.073,-18.659,-86.585
0.115,1.444,-0.19,-57.317,-17.439,-94.024
0.149,1.4,-0.209,-60.976,-7.195,-100.183
0.168,1.305,-0.155,-56.646,7.5,-99.207
0.188,1.304,-0.085,-51.22,18.537,-92.134
0.151,1.356,-0.026,-51.28,24.146,-84.085
-0.009,1.357,0.042,-54.268,21.707,-77.683
-0.176,1.332,0.05,-55.732,8.902,-74.512
-0.217,1.405,-0.001,-60.976,-3.72,-72.378
-0.138,1.478,-0.053,-65.61,-10.427,-71.28
-0.062,1.475,-0.049,-63.841,-12.195,-68.72
-0.031,1.459,0.009,-58.354,-12.988,-61.341
-0.029,1.504,0.077,-55.427,-14.756,-52.134
-0.076,1.53,0.122,-54.939,-17.256,-45.732
-0.13,1.495,0.121,-53.171,-19.512,-40.671
-0.116,1.455,0.118,-49.634,-20.915,-35.183
-0.062,1.432,0.118,-44.207,-17.927,-30.671
-0.011,1.417,0.114,-38.171,-10.427,-26.463
-0.015,1.406,0.111,-33.293,-1.28,-22.5
-0.061,1.366,0.129,-27.866,6.768,-19.634
-0.071,1.33,0.144,-21.28,12.317,-15.854
-0.063,1.343,0.171,-16.707,14.939,-12.134
-0.082,1.333,0.186,-14.207,13.963,-9.634
-0.101,1.281,0.177,-12.744,8.841,-7.256
-0.104,1.227,0.154,-11.585,2.378,-4.085
-0.098,1.182,0.124,-9.512,-3.293,-2.378
-0.094,1.144,0.103,-6.768,-7.744,-1.341
-0.09,1.116,0.087,-4.512,-8.963,0.793
-0.075,1.104,0.062,-2.5,-7.256,1.707
-0.098,1.083,0.06,-0.854,-3.902,1.829
-0.121,1.052,0.071,-0.061,0.244,2.683
-0.099,1.042,0.076,0.427,4.39,3.78
-0.076,1.027,0.077,0.854,8.232,4.634
-0.084,1.004,0.076,1.098,10.183,5.793
-0.097,0.988,0.089,0.549,9.817,7.073
-0.107,0.978,0.102,-0.366,7.561,7.866
-0.125,0.972,0.104,-1.646,4.085,7.561
-0.133,0.968,0.11,-2.988,-0.427,7.744
-0.123,0.974,0.103,-4.024,-5.427,8.049
-0.123,0.977,0.103,-4.573,-8.841,8.232
-0.118,0.964,0.116,-4.695,-10.244,8.598
-0.092,0.963,0.132,-4.756,-8.78,9.024
-0.06,0.959,0.139,-3.902,-5.183,8.841
-0.04,0.943,0.147,-2.5,-0.61,8.78
-0.038,0.938,0.146,-1.22,2.622,9.024
-0.045,0.935,0.145,-0.61,4.695,7.927
-0.054,0.938,0.155,-0.732,5.183,6.341
-0.067,0.936,0.155,-1.098,4.695,4.512
-0.067,0.932,0.153,-0.549,3.72,2.256
-0.051,0.932,0.16,0.122,1.22,0.488
-0.059,0.937,0.154,-0.549,-2.012,-1.159
-0.063,0.938,0.14,-0.793,-4.817,-2.805
-0.048,0.932,0.131,-0.915,-6.829,-3.476
-0.035,0.935,0.127,-1.22,-6.707,-4.146
-0.02,0.935,0.13,-0.366,-5.183,-4.939
-0.025,0.925,0.132,0.793,-3.293,-5.488
-0.049,0.935,0.133,0.854,-1.28,-5.549
-0.062,0.947,0.133,0.732,0.549,-6.768
-0.075,0.957,0.126,0.305,1.951,-8.598
-0.08,0.963,0.112,-0.793,2.317,-9.207
-0.083,0.969,0.103,-1.89,1.341,-9.329
-0.083,0.971,0.1,-2.256,0.915,-9.695
-0.075,0.969,0.101,-2.317,0.488,-8.902
-0.081,0.979,0.094,-3.476,-0.854,-8.354
-0.088,0.994,0.09,-5.305,-3.171,-8.171
-0.087,0.997,0.089,-6.707,-5.183,-8.232
-0.081,0.994,0.086,-7.378,-6.707,-9.207
-0.062,1.0,0.09,-7.805,-7.5,-9.939
-0.033,1.0,0.087,-8.232,-9.939,-9.878
-0.026,1.009,0.067,-8.841,-13.841,-9.817
-0.035,1.016,0.063,-9.329,-17.5,-10.427
-0.045,1.019,0.074,-10.0,-19.268,-10.854
-0.05,1.034,0.072,-9.756,-17.195,-10.244
-0.045,1.067,0.078,-7.073,-11.707,-9.451
-0.042,1.129,0.084,-2.866,-4.451,-8.293
-0.034,1.21,0.102,2.5,2.927,-5.915
-0.054,1.294,0.129,8.537,9.695,-0.854
-0.088,1.387,0.163,16.22,13.78,6.89
-0.106,1.524,0.214,24.695,14.085,17.5
-0.119,1.699,0.256,31.646,11.646,29.39
-0.119,1.845,0.274,37.988,8.841,40.366
-0.117,1.942,0.294,46.28,6.037,50.915
-0.125,2.004,0.322,55.122,1.829,60.183
-0.128,2.036,0.338,63.78,-5.061,67.744
-0.114,2.034,0.345,72.073,-13.537,75.244
-0.052,2.008,0.372,80.915,-19.695,83.963
0.03,1.982,0.394,89.39,-20.427,92.988
0.083,1.946,0.394,95.793,-15.0,100.122
0.116,1.873,0.356,100.488,-3.841,105.671
0.116,1.782,0.299,104.756,8.354,109.085
0.108,1.711,0.248,106.89,19.634,109.817
0.145,1.678,0.209,106.037,27.256,108.232
0.131,1.636,0.155,103.841,25.61,104.085
0.074,1.582,0.096,98.354,16.341,97.622
0.082,1.508,0.054,89.939,7.622,90.732
0.125,1.419,0.031,83.537,3.171,84.451
0.116,1.344,0.009,78.354,-1.159,77.561
0.093,1.3,-0.006,70.915,-6.585,69.573
0.105,1.261,0.002,62.683,-8.902,61.341
0.141,1.211,0.016,55.122,-5.854,51.28
0.154,1.137,0.009,49.878,1.22,40.0
0.166,1.066,-0.019,46.402,9.573,29.634
0.172,1.004,-0.023,43.78,12.256,20.854
0.128,0.944,-0.052,39.512,5.732,11.585
0.05,0.884,-0.086,33.415,-9.756,-0.183
0.013,0.814,-0.105,26.829,-29.207,-12.073
0.017,0.78,-0.105,20.793,-42.683,-22.927
0.067,0.755,-0.094,15.671,-48.293,-34.268
0.105,0.707,-0.102,9.085,-46.951,-44.451
0.115,0.646,-0.124,3.72,-41.768,-52.866
0.102,0.595,-0.131,-0.488,-32.927,-60.793
0.083,0.58,-0.137,-5.671,-20.671,-68.963
0.096,0.586,-0.151,-11.89,-9.756,-77.683
0.117,0.57,-0.167,-17.195,-10.0,-85.976
0.072,0.52,-0.226,-27.561,-13.354,-94.268
0.074,0.452,-0.259,-36.22,-12.622,-102.805
0.164,0.398,-0.266,-39.512,-7.988,-107.439
0.2,0.374,-0.231,-38.537,-4.207,-107.012
0.109,0.365,-0.18,-38.659,-5.549,-106.951
-0.021,0.371,-0.149,-43.537,-8.293,-112.012
-0.065,0.334,-0.121,-43.841,-13.598,-117.012
-0.092,0.292,-0.066,-37.622,-24.329,-117.866
-0.18,0.295,-0.033,-32.256,-38.598,-116.098
-0.285,0.318,-0.016,-31.707,-54.939,-115.854
-0.352,0.281,-0.038,-32.012,-67.5,-116.402
-0.359,0.219,-0.087,-26.829,-74.573,-114.451
-0.32,0.175,-0.108,-18.78,-76.463,-108.537
-0.207,0.174,-0.138,-8.11,-70.671,-97.561
-0.081,0.236,-0.16,4.573,-53.049,-82.378
-0.01,0.339,-0.167,18.171,-22.744,-66.341
-0.02,0.463,-0.203,29.451,10.732,-53.171
-0.093,0.581,-0.274,34.207,37.622,-44.329
-0.118,0.632,-0.34,37.134,55.976,-33.537
-0.114,0.668,-0.385,40.671,66.037,-20.732
-0.145,0.692,-0.417,41.646,66.341,-9.939
-0.169,0.71,-0.445,40.305,59.329,-1.28
-0.15,0.745,-0.452,35.0,49.146,5.732
-0.117,0.753,-0.438,28.232,39.268,12.317
-0.081,0.747,-0.421,23.11,32.012,18.963
-0.021,0.763,-0.411,19.024,27.866,24.634
0.04,0.803,-0.415,14.329,26.585,28.659
0.07,0.832,-0.426,9.39,27.134,29.695
0.088,0.851,-0.448,4.085,27.195,27.988
0.113,0.868,-0.488,-0.915,24.512,24.634
0.09,0.893,-0.497,-6.646,19.329,19.878
0.07,0.901,-0.48,-11.951,11.524,14.878
0.062,0.931,-0.442,-17.866,3.72,10.305
0.065,0.953,-0.389,-23.476,-3.537,5.061
0.037,0.932,-0.336,-28.171,-10.305,0.366
-0.011,0.888,-0.285,-32.195,-17.683,-1.829
-0.046,0.858,-0.248,-35.427,-25.0,-1.646
-0.031,0.855,-0.237,-37.134,-30.793,0.244
-0.0,0.859,-0.229,-37.012,-34.39,3.78
-0.01,0.855,-0.197,-35.732,-35.854,8.049
-0.028,0.859,-0.174,-35.427,-36.646,10.61
-0.049,0.845,-0.146,-36.22,-36.829,12.622
-0.053,0.8,-0.12,-35.915,-34.695,15.61
-0.034,0.757,-0.092,-33.232,-28.902,18.841
-0.031,0.713,-0.064,-28.659,-20.488,22.378
-0.029,0.671,-0.055,-22.439,-10.244,27.378
-0.025,0.648,-0.056,-14.695,1.707,33.598
-0.056,0.627,-0.053,-8.049,14.085,39.695
-0.096,0.578,-0.045,-2.561,26.524,45.915
-0.123,0.497,-0.023,4.329,39.024,54.878
-0.15,0.445,-0.011,11.89,51.159,65.793
-0.163,0.437,0.004,20.366,60.549,77.805
-0.154,0.476,0.033,25.244,66.098,88.293
-0.16,0.509,0.051,24.451,68.598,95.122
-0.171,0.451,0.057,23.659,66.951,100.915
-0.208,0.358,0.052,23.415,61.951,106.341
-0.232,0.255,0.037,25.305,54.207,110.549
-0.219,0.188,0.009,30.488,48.171,115.061
-0.163,0.231,0.006,36.402,45.732,120.061
-0.102,0.363,0.001,35.488,44.939,121.159
-0.058,0.462,-0.016,32.073,43.11,118.963
-0.034,0.514,-0.028,28.293,38.72,115.671
-0.029,0.536,-0.024,21.463,31.463,109.634
-0.012,0.482,-0.038,14.085,22.866,101.159
0.034,0.387,-0.099,10.793,14.451,93.72
0.096,0.324,-0.159,9.451,8.659,88.841
0.154,0.303,-0.169,7.744,5.488,84.39
0.202,0.306,-0.174,10.488,6.159,79.451
0.256,0.421,-0.174,15.61,8.293,76.89
0.288,0.693,-0.18,10.61,9.024,71.037
