x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
-0.147,0.935,-0.049,1.768,-6.341,4.939
-0.142,0.94,-0.058,2.073,-6.037,4.756
-0.125,0.931,-0.059,1.28,-3.598,5.122
-0.131,0.929,-0.065,-0.122,-1.768,4.939
-0.144,0.937,-0.064,-0.976,-1.159,3.78
-0.145,0.934,-0.064,-1.159,-1.707,3.476
-0.163,0.938,-0.06,-2.195,-3.171,4.085
-0.167,0.949,-0.055,-3.171,-4.329,4.146
-0.156,0.951,-0.042,-4.024,-3.902,4.939
-0.142,0.95,-0.048,-4.39,-4.024,5.061
-0.144,0.956,-0.054,-5.61,-5.488,4.878
-0.134,0.968,-0.06,-6.646,-7.744,4.39
-0.14,0.965,-0.047,-6.951,-8.537,3.72
-0.135,0.962,-0.037,-7.012,-6.707,3.415
-0.12,0.97,-0.034,-7.012,-3.72,2.988
-0.11,0.977,-0.035,-7.012,-1.28,1.89
-0.102,0.977,-0.03,-6.89,-1.463,1.037
-0.114,0.975,-0.023,-7.012,-2.866,0.671
-0.127,0.978,-0.012,-6.951,-3.598,0.061
-0.127,0.969,-0.011,-6.89,-3.354,-0.244
-0.131,0.966,-0.005,-7.256,-2.561,-0.366
-0.133,0.972,-0.007,-8.293,-2.683,-0.61
-0.128,0.97,-0.006,-9.512,-1.951,-0.488
-0.112,0.971,-0.013,-10.549,-0.61,-0.427
-0.112,0.975,-0.023,-11.524,0.183,0.183
-0.123,0.975,-0.005,-13.171,1.524,1.463
-0.114,0.976,0.019,-13.963,3.476,2.439
-0.109,0.973,0.026,-14.268,4.329,3.354
-0.113,0.971,0.033,-14.268,2.622,3.659
-0.109,0.974,0.037,-14.329,-2.439,3.659
-0.109,0.973,0.076,-15.122,-6.28,4.085
-0.081,0.963,0.107,-14.756,-7.683,4.634
-0.06,0.954,0.132,-14.024,-7.927,5.244
-0.05,0.941,0.158,-13.598,-7.317,4.939
-0.018,0.943,0.162,-12.561,-7.073,3.476
-0.005,0.94,0.187,-11.951,-7.317,2.622
-0.002,0.932,0.221,-12.317,-7.012,2.744
-0.003,0.933,0.244,-13.476,-7.195,2.073
-0.003,0.925,0.25,-13.841,-9.878,0.854
-0.005,0.912,0.262,-13.537,-15.061,-0.122
-0.019,0.91,0.282,-14.146,-20.244,0.305
-0.011,0.93,0.287,-15.0,-24.207,1.951
-0.017,0.945,0.287,-16.159,-28.598,2.561
-0.067,0.945,0.302,-18.963,-33.415,3.293
-0.057,0.949,0.341,-22.5,-35.976,5.915
-0.007,0.965,0.369,-25.976,-36.585,8.963
0.008,0.988,0.369,-29.939,-32.988,12.805
0.071,1.008,0.221,-29.512,-36.28,16.22
0.0,1.024,0.106,-28.659,-48.293,16.585
-0.175,0.996,0.09,-30.915,-68.354,13.415
-0.269,0.989,0.174,-36.829,-87.134,11.037
-0.183,0.988,0.347,-40.366,-92.378,11.341
0.031,0.978,0.487,-35.122,-82.805,13.11
0.127,1.018,0.548,-27.866,-67.561,14.817
0.082,1.103,0.503,-24.878,-58.171,10.61
0.145,1.192,0.14,-23.902,-65.732,7.744
0.035,1.242,-0.172,-27.378,-90.0,8.659
-0.428,1.13,-0.177,-32.622,-117.195,-0.244
-0.502,1.045,-0.062,-34.39,-131.585,-9.695
-0.09,1.125,0.111,-29.268,-115.793,-8.171
0.149,1.185,0.246,-12.561,-79.207,-7.134
-0.011,1.223,0.259,4.146,-52.134,-7.5
-0.225,1.333,0.177,10.122,-45.061,-6.707
-0.303,1.447,0.117,12.866,-48.354,-6.768
-0.32,1.514,0.07,17.439,-49.268,-4.695
-0.312,1.563,0.031,25.061,-50.427,1.159
-0.381,1.618,-0.052,33.659,-55.366,9.024
-0.484,1.703,-0.086,39.268,-62.744,20.427
-0.469,1.805,-0.069,42.927,-66.037,36.524
-0.361,1.897,-0.063,47.195,-56.28,52.805
-0.299,1.919,-0.079,56.707,-38.902,66.524
-0.286,1.95,-0.092,69.146,-20.854,82.378
-0.223,2.07,-0.105,76.341,-6.341,98.232
-0.156,2.174,-0.097,83.72,3.354,110.915
-0.119,2.247,-0.112,87.134,5.122,117.988
-0.147,2.234,-0.126,85.244,-1.768,122.683
-0.139,2.135,-0.12,82.195,-12.622,127.622
-0.057,2.027,-0.121,78.354,-22.927,132.561
0.054,1.954,-0.107,73.537,-32.256,135.671
0.143,1.867,-0.071,67.012,-39.512,136.951
0.16,1.746,-0.015,59.939,-41.402,134.207
0.149,1.589,0.036,54.634,-40.122,124.39
0.151,1.468,0.053,49.024,-40.488,111.585
0.171,1.364,0.073,42.561,-43.841,98.902
0.212,1.274,0.042,36.037,-45.366,85.061
0.296,1.179,-0.039,31.951,-48.476,73.354
0.238,1.098,-0.039,26.22,-55.183,63.72
0.085,1.012,-0.007,19.573,-63.537,47.683
0.077,0.927,0.01,14.878,-72.378,29.512
0.16,0.863,0.056,9.573,-76.098,14.512
0.2,0.78,0.114,6.89,-70.976,-0.244
0.202,0.709,0.149,4.329,-60.61,-17.195
0.175,0.62,0.157,0.732,-51.037,-34.329
0.125,0.505,0.11,-3.415,-43.78,-49.329
