x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
-0.852,-0.08,0.403,38.415,-39.085,-30.61
-0.818,-0.042,0.435,39.634,-40.427,-31.037
-0.863,-0.003,0.392,42.5,-41.037,-33.232
-0.884,0.021,0.411,42.744,-27.5,-35.427
-0.901,0.024,0.445,40.549,-1.646,-35.732
-0.916,0.028,0.435,37.683,26.037,-37.134
-0.906,0.033,0.414,37.561,50.793,-39.634
-0.897,0.029,0.419,39.268,64.573,-40.793
-0.894,0.033,0.42,41.402,63.78,-40.549
-0.878,0.024,0.413,45.305,52.073,-39.024
-0.898,0.015,0.436,47.988,34.207,-37.256
-0.933,0.021,0.441,48.78,17.927,-36.524
-0.927,0.014,0.421,47.683,9.085,-35.183
-0.905,0.01,0.421,43.598,7.744,-33.841
-0.892,0.011,0.417,40.0,9.512,-33.232
-0.898,0.017,0.418,38.72,11.463,-32.866
-0.901,0.015,0.428,35.915,10.122,-32.622
-0.887,0.006,0.411,31.22,2.744,-32.927
-0.756,-0.149,0.287,27.988,-9.085,-33.293
-0.641,-0.419,0.15,26.037,-22.012,-33.537
-0.714,-0.439,0.318,25.366,-31.341,-34.695
-1.042,-0.223,0.448,25.366,-37.927,-35.549
-1.241,0.032,0.444,22.195,-43.11,-37.622
-1.377,0.181,0.407,19.878,-45.488,-39.207
-1.259,0.319,0.352,18.415,-45.61,-38.902
-0.937,0.292,0.356,17.195,-44.329,-36.768
-0.826,0.142,0.266,16.28,-43.476,-33.232
-0.923,-0.063,0.226,14.146,-43.11,-30.122
-0.995,-0.186,0.247,13.293,-42.5,-26.768
-0.938,-0.217,0.268,12.439,-40.366,-23.11
-0.936,-0.195,0.311,12.256,-35.244,-20.0
-0.935,0.024,0.267,12.195,-27.927,-18.171
-1.062,0.296,0.335,12.256,-19.512,-16.89
-1.179,0.301,0.497,12.378,-11.829,-15.671
-1.183,0.246,0.396,13.293,-5.305,-14.207
-1.126,0.053,0.286,13.841,-0.854,-12.439
-0.923,-0.188,0.251,12.927,-0.183,-11.341
-0.893,-0.33,0.18,12.195,-2.195,-10.732
-0.878,-0.308,0.308,11.402,-5.671,-10.183
-0.77,-0.129,0.354,10.61,-8.659,-9.085
-0.788,-0.067,0.4,9.329,-8.902,-8.11
-0.797,-0.038,0.442,6.89,-8.78,-7.439
-0.888,0.017,0.456,5.488,-9.268,-6.22
-0.898,0.03,0.454,3.841,-8.902,-5.061
-0.925,0.038,0.438,2.256,-7.744,-3.963
