x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
0.1,1.336,0.332,-58.171,-11.829,-40.793
0.164,1.489,0.429,-58.11,-12.5,-42.012
0.29,1.536,0.479,-56.707,-11.951,-47.012
0.323,1.508,0.461,-53.354,-3.415,-48.476
0.292,1.463,0.405,-46.707,13.415,-48.293
0.292,1.407,0.328,-38.841,31.829,-49.146
0.255,1.387,0.292,-33.171,47.866,-50.61
0.17,1.374,0.303,-32.195,52.5,-52.195
0.121,1.386,0.348,-31.159,43.354,-51.951
0.125,1.427,0.402,-24.695,26.098,-50.061
0.114,1.478,0.417,-17.317,8.232,-46.707
0.087,1.502,0.393,-13.049,-3.171,-42.5
0.1,1.483,0.352,-9.207,-3.293,-38.598
0.122,1.421,0.272,-7.317,2.622,-35.488
0.07,1.379,0.191,-8.476,6.646,-33.049
0.034,1.306,0.172,-7.805,7.744,-30.427
0.057,1.27,0.232,-5.793,5.061,-28.11
0.071,1.28,0.29,-2.744,0.549,-26.037
0.085,1.263,0.309,0.854,-3.902,-23.293
0.086,1.247,0.287,3.902,-6.951,-20.183
0.101,1.243,0.23,7.5,-6.037,-17.317
0.108,1.211,0.176,11.341,-0.854,-14.756
0.094,1.188,0.111,13.963,5.61,-12.073
0.09,1.188,0.057,13.415,13.171,-9.329
0.099,1.199,0.03,9.268,19.39,-6.829
0.089,1.202,0.026,4.146,20.915,-3.659
0.077,1.19,0.042,0.183,17.866,0.122
0.075,1.16,0.055,-2.683,11.402,4.146
0.075,1.129,0.045,-5.122,2.5,8.659
0.056,1.109,0.045,-9.146,-5.671,11.585
0.051,1.088,0.057,-12.5,-10.244,12.134
0.091,1.052,0.066,-15.061,-10.915,12.988
0.12,1.043,0.092,-18.049,-8.963,13.841
0.125,1.032,0.126,-20.976,-7.5,14.268
0.126,1.016,0.162,-22.561,-8.11,13.78
0.115,0.995,0.202,-21.646,-10.122,12.561
0.12,0.97,0.216,-17.988,-11.524,11.585
0.133,0.954,0.208,-14.817,-12.012,10.61
0.121,0.949,0.206,-11.707,-10.976,8.78
0.122,0.927,0.205,-7.561,-7.622,6.768
0.128,0.921,0.2,-4.756,-2.744,4.329
0.114,0.921,0.207,-2.622,2.561,2.012
0.13,0.909,0.22,-0.183,7.439,1.037
0.144,0.917,0.235,0.183,10.793,0.732
0.11,0.937,0.238,-1.341,10.0,-0.793
0.066,0.931,0.223,-1.159,3.171,-3.537
0.053,0.924,0.195,-0.244,-5.732,-5.671
0.061,0.929,0.19,1.22,-11.463,-6.829
0.09,0.927,0.168,3.049,-12.866,-6.646
0.117,0.935,0.144,2.805,-11.402,-5.854
0.127,0.943,0.16,2.256,-7.5,-5.244
0.14,0.949,0.182,1.829,-3.415,-5.0
0.125,0.95,0.187,2.561,0.122,-5.244
