epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718717748806,2024-06-18T16.35.48.806,0.000,-0.549,-2.561,-0.366
1718717748816,2024-06-18T16.35.48.816,0.010,-1.341,-3.049,-0.366
1718717748827,2024-06-18T16.35.48.827,0.021,-0.854,-4.329,0.122
1718717748835,2024-06-18T16.35.48.835,0.029,-0.610,-4.817,1.037
1718717748846,2024-06-18T16.35.48.846,0.040,-0.854,-4.634,1.402
1718717748856,2024-06-18T16.35.48.856,0.050,-0.976,-4.695,2.012
1718717748866,2024-06-18T16.35.48.866,0.060,-0.671,-5.122,2.317
1718717748875,2024-06-18T16.35.48.875,0.069,-0.488,-5.183,2.195
1718717748885,2024-06-18T16.35.48.885,0.079,-0.305,-5.244,1.829
1718717748895,2024-06-18T16.35.48.895,0.089,0.061,-5.183,1.463
1718717748906,2024-06-18T16.35.48.906,0.100,0.427,-4.695,1.585
1718717748914,2024-06-18T16.35.48.914,0.108,0.549,-3.902,1.707
1718717748925,2024-06-18T16.35.48.925,0.119,0.732,-3.476,1.707
1718717748935,2024-06-18T16.35.48.935,0.129,0.976,-3.232,2.378
1718717748944,2024-06-18T16.35.48.944,0.138,0.976,-2.805,2.500
1718717748954,2024-06-18T16.35.48.954,0.148,1.037,-2.378,2.256
1718717748964,2024-06-18T16.35.48.964,0.158,1.341,-1.829,2.012
1718717748975,2024-06-18T16.35.48.975,0.169,1.341,-1.341,1.951
1718717748983,2024-06-18T16.35.48.983,0.177,1.280,-1.037,1.646
1718717748994,2024-06-18T16.35.48.994,0.188,1.524,-1.341,1.402
1718717749004,2024-06-18T16.35.49.004,0.198,1.524,-1.280,1.524
1718717749014,2024-06-18T16.35.49.014,0.208,1.098,-0.976,1.524
1718717749023,2024-06-18T16.35.49.023,0.217,0.671,-0.732,1.524
1718717749033,2024-06-18T16.35.49.033,0.227,0.305,-1.159,1.707
1718717749043,2024-06-18T16.35.49.043,0.237,0.000,-1.768,1.768
1718717749054,2024-06-18T16.35.49.054,0.248,-0.061,-2.073,1.829
1718717749062,2024-06-18T16.35.49.062,0.256,0.061,-2.012,1.524
1718717749073,2024-06-18T16.35.49.073,0.267,0.366,-1.524,1.159
1718717749083,2024-06-18T16.35.49.083,0.277,0.976,-0.915,0.671
1718717749093,2024-06-18T16.35.49.093,0.287,1.646,-0.427,0.305
1718717749102,2024-06-18T16.35.49.102,0.296,2.073,0.549,0.366
1718717749112,2024-06-18T16.35.49.112,0.306,2.256,1.585,0.305
1718717749123,2024-06-18T16.35.49.123,0.317,2.744,2.134,0.122
1718717749133,2024-06-18T16.35.49.133,0.327,3.354,2.195,0.305
1718717749142,2024-06-18T16.35.49.142,0.336,3.902,2.317,1.037
1718717749152,2024-06-18T16.35.49.152,0.346,4.634,3.049,1.646
1718717749162,2024-06-18T16.35.49.162,0.356,5.610,3.902,1.890
1718717749172,2024-06-18T16.35.49.172,0.366,6.829,5.061,2.195
1718717749181,2024-06-18T16.35.49.181,0.375,7.378,6.646,2.500
1718717749191,2024-06-18T16.35.49.191,0.385,7.805,7.500,1.890
1718717749202,2024-06-18T16.35.49.202,0.396,8.232,7.439,0.854
1718717749210,2024-06-18T16.35.49.210,0.404,8.476,6.159,-0.305
1718717749221,2024-06-18T16.35.49.221,0.415,8.110,4.085,-1.524
1718717749231,2024-06-18T16.35.49.231,0.425,7.500,2.561,-2.195
1718717749241,2024-06-18T16.35.49.241,0.435,6.646,1.829,-2.622
1718717749250,2024-06-18T16.35.49.250,0.444,5.915,1.220,-2.683
1718717749260,2024-06-18T16.35.49.260,0.454,5.061,0.427,-2.744
1718717749270,2024-06-18T16.35.49.270,0.464,4.390,-0.488,-2.561
1718717749281,2024-06-18T16.35.49.281,0.475,4.085,-1.402,-2.561
1718717749289,2024-06-18T16.35.49.289,0.483,3.780,-1.829,-2.195
1718717749300,2024-06-18T16.35.49.300,0.494,3.232,-1.707,-2.012
1718717749310,2024-06-18T16.35.49.310,0.504,2.805,-1.524,-2.378
1718717749320,2024-06-18T16.35.49.320,0.514,2.622,-1.707,-2.866
1718717749329,2024-06-18T16.35.49.329,0.523,2.500,-2.500,-3.293
1718717749339,2024-06-18T16.35.49.339,0.533,2.378,-2.805,-3.537
1718717749350,2024-06-18T16.35.49.350,0.544,2.012,-2.012,-3.963
1718717749360,2024-06-18T16.35.49.360,0.554,1.646,-0.549,-4.390
1718717749369,2024-06-18T16.35.49.369,0.563,1.159,0.915,-4.512
1718717749379,2024-06-18T16.35.49.379,0.573,0.793,1.585,-4.329
1718717749389,2024-06-18T16.35.49.389,0.583,0.671,1.646,-3.780
1718717749399,2024-06-18T16.35.49.399,0.593,0.305,1.280,-3.232
1718717749408,2024-06-18T16.35.49.408,0.602,0.000,0.305,-3.049
1718717749418,2024-06-18T16.35.49.418,0.612,-0.610,-0.549,-2.683
1718717749429,2024-06-18T16.35.49.429,0.623,-1.280,-1.646,-2.195
1718717749439,2024-06-18T16.35.49.439,0.633,-2.134,-2.683,-1.707
1718717749448,2024-06-18T16.35.49.448,0.642,-2.988,-3.354,-1.098
1718717749458,2024-06-18T16.35.49.458,0.652,-3.293,-3.902,-0.427
1718717749468,2024-06-18T16.35.49.468,0.662,-3.354,-3.963,0.183
1718717749477,2024-06-18T16.35.49.477,0.671,-3.476,-3.841,0.854
1718717749487,2024-06-18T16.35.49.487,0.681,-3.659,-3.049,1.585
1718717749498,2024-06-18T16.35.49.498,0.692,-3.659,-2.134,2.073
1718717749508,2024-06-18T16.35.49.508,0.702,-3.354,-1.707,2.378
1718717749517,2024-06-18T16.35.49.517,0.711,-3.049,-1.768,2.500
1718717749527,2024-06-18T16.35.49.527,0.721,-2.866,-2.012,2.744
1718717749537,2024-06-18T16.35.49.537,0.731,-2.866,-1.585,2.744
1718717749547,2024-06-18T16.35.49.547,0.741,-2.927,-1.159,2.683
1718717749556,2024-06-18T16.35.49.556,0.750,-3.049,-0.976,2.866
1718717749566,2024-06-18T16.35.49.566,0.760,-2.988,-0.671,3.049
1718717749577,2024-06-18T16.35.49.577,0.771,-2.683,-0.549,3.415
1718717749587,2024-06-18T16.35.49.587,0.781,-2.195,-0.976,3.720
1718717749596,2024-06-18T16.35.49.596,0.790,-2.073,-1.098,3.841
1718717749606,2024-06-18T16.35.49.606,0.800,-2.256,-1.220,3.598
1718717749616,2024-06-18T16.35.49.616,0.810,-2.134,-1.951,2.805
1718717749626,2024-06-18T16.35.49.626,0.820,-2.073,-3.720,2.134
