epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1718554597869,2024-06-16T19.16.37.869,0.513,0.031,0.978,0.487
1718554597879,2024-06-16T19.16.37.879,0.523,0.127,1.018,0.548
1718554597888,2024-06-16T19.16.37.888,0.532,0.082,1.103,0.503
1718554597898,2024-06-16T19.16.37.898,0.542,0.145,1.192,0.140
1718554597909,2024-06-16T19.16.37.909,0.553,0.035,1.242,-0.172
1718554597919,2024-06-16T19.16.37.919,0.563,-0.428,1.130,-0.177
1718554597928,2024-06-16T19.16.37.928,0.572,-0.502,1.045,-0.062
1718554597938,2024-06-16T19.16.37.938,0.582,-0.090,1.125,0.111
1718554597948,2024-06-16T19.16.37.948,0.592,0.149,1.185,0.246
1718554597958,2024-06-16T19.16.37.958,0.602,-0.011,1.223,0.259
1718554597967,2024-06-16T19.16.37.967,0.611,-0.225,1.333,0.177
1718554597977,2024-06-16T19.16.37.977,0.621,-0.303,1.447,0.117
1718554597988,2024-06-16T19.16.37.988,0.632,-0.320,1.514,0.070
1718554597998,2024-06-16T19.16.37.998,0.642,-0.312,1.563,0.031
1718554598007,2024-06-16T19.16.38.007,0.651,-0.381,1.618,-0.052
1718554598017,2024-06-16T19.16.38.017,0.661,-0.484,1.703,-0.086
1718554598027,2024-06-16T19.16.38.027,0.671,-0.469,1.805,-0.069
1718554598037,2024-06-16T19.16.38.037,0.681,-0.361,1.897,-0.063
1718554598046,2024-06-16T19.16.38.046,0.690,-0.299,1.919,-0.079
1718554598056,2024-06-16T19.16.38.056,0.700,-0.286,1.950,-0.092
1718554598067,2024-06-16T19.16.38.067,0.711,-0.223,2.070,-0.105
1718554598076,2024-06-16T19.16.38.076,0.720,-0.156,2.174,-0.097
1718554598086,2024-06-16T19.16.38.086,0.730,-0.119,2.247,-0.112
1718554598096,2024-06-16T19.16.38.096,0.740,-0.147,2.234,-0.126
1718554598106,2024-06-16T19.16.38.106,0.750,-0.139,2.135,-0.120
1718554598115,2024-06-16T19.16.38.115,0.759,-0.057,2.027,-0.121
1718554598125,2024-06-16T19.16.38.125,0.769,0.054,1.954,-0.107
1718554598136,2024-06-16T19.16.38.136,0.780,0.143,1.867,-0.071
1718554598146,2024-06-16T19.16.38.146,0.790,0.160,1.746,-0.015
1718554598155,2024-06-16T19.16.38.155,0.799,0.149,1.589,0.036
1718554598165,2024-06-16T19.16.38.165,0.809,0.151,1.468,0.053
1718554598175,2024-06-16T19.16.38.175,0.819,0.171,1.364,0.073
1718554598185,2024-06-16T19.16.38.185,0.829,0.212,1.274,0.042
1718554598194,2024-06-16T19.16.38.194,0.838,0.296,1.179,-0.039
1718554598204,2024-06-16T19.16.38.204,0.848,0.238,1.098,-0.039
1718554598215,2024-06-16T19.16.38.215,0.859,0.085,1.012,-0.007
1718554598225,2024-06-16T19.16.38.225,0.869,0.077,0.927,0.010
1718554598234,2024-06-16T19.16.38.234,0.878,0.160,0.863,0.056
1718554598244,2024-06-16T19.16.38.244,0.888,0.200,0.780,0.114
1718554598254,2024-06-16T19.16.38.254,0.898,0.202,0.709,0.149
1718554598264,2024-06-16T19.16.38.264,0.908,0.175,0.620,0.157
1718554598273,2024-06-16T19.16.38.273,0.917,0.125,0.505,0.110
1718554598284,2024-06-16T19.16.38.284,0.928,0.115,0.416,-0.002
1718554598294,2024-06-16T19.16.38.294,0.938,0.114,0.382,-0.136
1718554598304,2024-06-16T19.16.38.304,0.948,0.055,0.393,-0.194
1718554598313,2024-06-16T19.16.38.313,0.957,-0.051,0.402,-0.191
1718554598323,2024-06-16T19.16.38.323,0.967,-0.129,0.386,-0.173
1718554598333,2024-06-16T19.16.38.333,0.977,-0.082,0.353,-0.141
1718554598342,2024-06-16T19.16.38.342,0.986,0.017,0.310,-0.042
1718554598352,2024-06-16T19.16.38.352,0.996,0.051,0.270,0.020
1718554598363,2024-06-16T19.16.38.363,1.007,0.030,0.235,-0.003
1718554598373,2024-06-16T19.16.38.373,1.017,0.002,0.245,-0.046
1718554598382,2024-06-16T19.16.38.382,1.026,-0.046,0.287,-0.067
1718554598392,2024-06-16T19.16.38.392,1.036,-0.070,0.304,-0.112
1718554598402,2024-06-16T19.16.38.402,1.046,-0.019,0.299,-0.122
1718554598412,2024-06-16T19.16.38.412,1.056,0.006,0.283,-0.056
1718554598421,2024-06-16T19.16.38.421,1.065,-0.006,0.267,0.028
1718554598431,2024-06-16T19.16.38.431,1.075,-0.043,0.287,0.058
1718554598442,2024-06-16T19.16.38.442,1.086,-0.088,0.273,0.045
1718554598452,2024-06-16T19.16.38.452,1.096,-0.091,0.257,0.020
1718554598461,2024-06-16T19.16.38.461,1.105,-0.046,0.289,-0.018
1718554598471,2024-06-16T19.16.38.471,1.115,0.015,0.396,-0.068
1718554598481,2024-06-16T19.16.38.481,1.125,0.055,0.546,-0.114
1718554598492,2024-06-16T19.16.38.492,1.136,0.042,0.714,-0.166
1718554598500,2024-06-16T19.16.38.500,1.144,0.023,0.866,-0.193
1718554598511,2024-06-16T19.16.38.511,1.155,-0.001,0.906,-0.191
1718554598521,2024-06-16T19.16.38.521,1.165,-0.018,0.830,-0.134
1718554598531,2024-06-16T19.16.38.531,1.175,0.006,0.747,-0.081
1718554598540,2024-06-16T19.16.38.540,1.184,0.037,0.748,-0.074
1718554598550,2024-06-16T19.16.38.550,1.194,0.059,0.811,-0.097
1718554598560,2024-06-16T19.16.38.560,1.204,0.073,0.869,-0.111
1718554598569,2024-06-16T19.16.38.569,1.213,0.061,0.868,-0.131
1718554598579,2024-06-16T19.16.38.579,1.223,0.011,0.836,-0.141
1718554598590,2024-06-16T19.16.38.590,1.234,-0.029,0.817,-0.136
1718554598600,2024-06-16T19.16.38.600,1.244,-0.029,0.819,-0.127
1718554598609,2024-06-16T19.16.38.609,1.253,-0.020,0.820,-0.124
1718554598619,2024-06-16T19.16.38.619,1.263,-0.020,0.843,-0.141
1718554598629,2024-06-16T19.16.38.629,1.273,-0.027,0.907,-0.168
1718554598639,2024-06-16T19.16.38.639,1.283,-0.043,0.957,-0.189
1718554598648,2024-06-16T19.16.38.648,1.292,-0.092,0.948,-0.197
1718554598659,2024-06-16T19.16.38.659,1.303,-0.118,0.927,-0.211
1718554598669,2024-06-16T19.16.38.669,1.313,-0.102,0.929,-0.216
1718554598679,2024-06-16T19.16.38.679,1.323,-0.082,0.929,-0.210
1718554598688,2024-06-16T19.16.38.688,1.332,-0.057,0.941,-0.194
1718554598698,2024-06-16T19.16.38.698,1.342,-0.011,0.977,-0.176
1718554598708,2024-06-16T19.16.38.708,1.352,0.049,1.003,-0.162
1718554598719,2024-06-16T19.16.38.719,1.363,0.047,0.988,-0.146
1718554598727,2024-06-16T19.16.38.727,1.371,0.016,0.970,-0.125
1718554598738,2024-06-16T19.16.38.738,1.382,0.026,0.966,-0.108
1718554598748,2024-06-16T19.16.38.748,1.392,0.060,0.962,-0.087
1718554598758,2024-06-16T19.16.38.758,1.402,0.087,0.990,-0.077
1718554598767,2024-06-16T19.16.38.767,1.411,0.107,1.022,-0.081
1718554598777,2024-06-16T19.16.38.777,1.421,0.103,1.029,-0.090
1718554598787,2024-06-16T19.16.38.787,1.431,0.091,1.033,-0.097
1718554598796,2024-06-16T19.16.38.796,1.440,0.067,1.018,-0.079
1718554598806,2024-06-16T19.16.38.806,1.450,0.038,0.989,-0.063
1718554598817,2024-06-16T19.16.38.817,1.461,0.058,0.976,-0.041
1718554598827,2024-06-16T19.16.38.827,1.471,0.104,0.960,-0.023
1718554598836,2024-06-16T19.16.38.836,1.480,0.121,0.953,-0.021
1718554598846,2024-06-16T19.16.38.846,1.490,0.097,0.971,-0.035
1718554598856,2024-06-16T19.16.38.856,1.500,0.058,0.993,-0.044
1718554598867,2024-06-16T19.16.38.867,1.511,0.023,0.983,-0.030
1718554598875,2024-06-16T19.16.38.875,1.519,-0.009,0.955,-0.001
1718554598886,2024-06-16T19.16.38.886,1.530,-0.026,0.945,0.003
1718554598896,2024-06-16T19.16.38.896,1.540,-0.027,0.947,0.006
1718554598906,2024-06-16T19.16.38.906,1.550,-0.038,0.952,0.000
1718554598915,2024-06-16T19.16.38.915,1.559,-0.041,0.958,-0.012
1718554598925,2024-06-16T19.16.38.925,1.569,-0.028,0.963,-0.004
1718554598935,2024-06-16T19.16.38.935,1.579,0.020,0.951,0.015
1718554598946,2024-06-16T19.16.38.946,1.590,0.062,0.914,0.022
1718554598954,2024-06-16T19.16.38.954,1.598,0.060,0.881,0.018
1718554598965,2024-06-16T19.16.38.965,1.609,0.047,0.883,0.016
1718554598975,2024-06-16T19.16.38.975,1.619,0.059,0.889,0.018
1718554598985,2024-06-16T19.16.38.985,1.629,0.062,0.895,0.014
1718554598994,2024-06-16T19.16.38.994,1.638,0.042,0.938,-0.014
1718554599004,2024-06-16T19.16.39.004,1.648,0.025,0.956,-0.040
1718554599014,2024-06-16T19.16.39.014,1.658,0.033,0.921,-0.037
1718554599025,2024-06-16T19.16.39.025,1.669,0.054,0.865,-0.016
1718554599034,2024-06-16T19.16.39.034,1.678,0.062,0.807,-0.006
1718554599044,2024-06-16T19.16.39.044,1.688,0.042,0.732,-0.007
1718554599054,2024-06-16T19.16.39.054,1.698,0.040,0.684,-0.017
1718554599063,2024-06-16T19.16.39.063,1.707,0.062,0.665,-0.050
1718554599073,2024-06-16T19.16.39.073,1.717,0.087,0.653,-0.077
1718554599083,2024-06-16T19.16.39.083,1.727,0.096,0.634,-0.060
1718554599094,2024-06-16T19.16.39.094,1.738,0.074,0.572,-0.031
1718554599102,2024-06-16T19.16.39.102,1.746,0.060,0.493,-0.029
1718554599113,2024-06-16T19.16.39.113,1.757,0.044,0.410,-0.037
1718554599123,2024-06-16T19.16.39.123,1.767,0.014,0.357,-0.042
1718554599133,2024-06-16T19.16.39.133,1.777,0.024,0.370,-0.021
1718554599142,2024-06-16T19.16.39.142,1.786,0.062,0.421,0.009
1718554599152,2024-06-16T19.16.39.152,1.796,0.088,0.495,-0.002
1718554599162,2024-06-16T19.16.39.162,1.806,0.110,0.537,-0.049
1718554599173,2024-06-16T19.16.39.173,1.817,0.140,0.540,-0.116
1718554599181,2024-06-16T19.16.39.181,1.825,0.175,0.519,-0.152
1718554599192,2024-06-16T19.16.39.192,1.836,0.216,0.507,-0.177
1718554599202,2024-06-16T19.16.39.202,1.846,0.256,0.438,-0.212
1718554599212,2024-06-16T19.16.39.212,1.856,0.240,0.333,-0.207
1718554599221,2024-06-16T19.16.39.221,1.865,0.166,0.271,-0.182
1718554599231,2024-06-16T19.16.39.231,1.875,0.145,0.331,-0.148
1718554599242,2024-06-16T19.16.39.242,1.886,0.197,0.585,-0.137
1718554599252,2024-06-16T19.16.39.252,1.896,0.229,0.779,-0.192
1718554599261,2024-06-16T19.16.39.261,1.905,0.187,0.760,-0.246
1718554599271,2024-06-16T19.16.39.271,1.915,0.137,0.743,-0.264
1718554599281,2024-06-16T19.16.39.281,1.925,0.139,0.748,-0.256
1718554599290,2024-06-16T19.16.39.290,1.934,0.160,0.713,-0.248
1718554599300,2024-06-16T19.16.39.300,1.944,0.186,0.702,-0.259
1718554599310,2024-06-16T19.16.39.310,1.954,0.222,0.734,-0.320
1718554599321,2024-06-16T19.16.39.321,1.965,0.242,0.853,-0.371
1718554599329,2024-06-16T19.16.39.329,1.973,0.202,0.987,-0.375
1718554599340,2024-06-16T19.16.39.340,1.984,0.172,0.951,-0.289
1718554599350,2024-06-16T19.16.39.350,1.994,0.237,0.860,-0.194
1718554599360,2024-06-16T19.16.39.360,2.004,0.269,0.785,-0.117
1718554599369,2024-06-16T19.16.39.369,2.013,0.188,0.771,-0.048
1718554599379,2024-06-16T19.16.39.379,2.023,0.145,0.988,-0.006
1718554599389,2024-06-16T19.16.39.389,2.033,0.174,1.245,-0.009
1718554599400,2024-06-16T19.16.39.400,2.044,0.267,1.322,-0.041
1718554599409,2024-06-16T19.16.39.409,2.053,0.339,1.159,-0.028
1718554599419,2024-06-16T19.16.39.419,2.063,0.319,0.944,0.059
1718554599429,2024-06-16T19.16.39.429,2.073,0.249,0.936,0.095
1718554599439,2024-06-16T19.16.39.439,2.083,0.221,1.237,0.074
1718554599448,2024-06-16T19.16.39.448,2.092,0.277,1.628,0.006
1718554599458,2024-06-16T19.16.39.458,2.102,0.304,1.704,-0.092
1718554599469,2024-06-16T19.16.39.469,2.113,0.220,1.532,-0.165
1718554599479,2024-06-16T19.16.39.479,2.123,0.135,1.338,-0.212
1718554599488,2024-06-16T19.16.39.488,2.132,0.120,1.222,-0.169
1718554599498,2024-06-16T19.16.39.498,2.142,0.058,1.157,-0.041
1718554599508,2024-06-16T19.16.39.508,2.152,-0.042,1.174,0.025
1718554599518,2024-06-16T19.16.39.518,2.162,-0.035,1.313,0.072
1718554599527,2024-06-16T19.16.39.527,2.171,0.049,1.595,0.099
1718554599537,2024-06-16T19.16.39.537,2.181,0.083,1.642,0.064
1718554599548,2024-06-16T19.16.39.548,2.192,0.088,1.514,0.036
1718554599556,2024-06-16T19.16.39.556,2.200,0.069,1.425,0.035
1718554599567,2024-06-16T19.16.39.567,2.211,0.069,1.361,0.034
1718554599577,2024-06-16T19.16.39.577,2.221,0.063,1.300,0.116
1718554599587,2024-06-16T19.16.39.587,2.231,-0.008,1.247,0.221
1718554599596,2024-06-16T19.16.39.596,2.240,-0.074,1.240,0.297
1718554599606,2024-06-16T19.16.39.606,2.250,-0.059,1.334,0.345
1718554599617,2024-06-16T19.16.39.617,2.261,0.000,1.453,0.323
1718554599627,2024-06-16T19.16.39.627,2.271,0.072,1.444,0.263
1718554599636,2024-06-16T19.16.39.636,2.280,0.101,1.377,0.195
1718554599646,2024-06-16T19.16.39.646,2.290,0.062,1.320,0.142
1718554599656,2024-06-16T19.16.39.656,2.300,0.053,1.286,0.111
1718554599666,2024-06-16T19.16.39.666,2.310,0.023,1.243,0.111
1718554599675,2024-06-16T19.16.39.675,2.319,-0.018,1.223,0.095
1718554599685,2024-06-16T19.16.39.685,2.329,-0.023,1.279,0.090
1718554599696,2024-06-16T19.16.39.696,2.340,-0.025,1.377,0.087
1718554599706,2024-06-16T19.16.39.706,2.350,-0.098,1.435,0.042
1718554599715,2024-06-16T19.16.39.715,2.359,-0.168,1.423,-0.019
1718554599725,2024-06-16T19.16.39.725,2.369,-0.170,1.400,-0.037
1718554599735,2024-06-16T19.16.39.735,2.379,-0.171,1.363,0.016
1718554599745,2024-06-16T19.16.39.745,2.389,-0.130,1.323,0.073
1718554599754,2024-06-16T19.16.39.754,2.398,-0.054,1.278,0.128
1718554599764,2024-06-16T19.16.39.764,2.408,0.020,1.238,0.160
1718554599775,2024-06-16T19.16.39.775,2.419,0.040,1.211,0.192
1718554599784,2024-06-16T19.16.39.784,2.428,-0.003,1.176,0.204
1718554599794,2024-06-16T19.16.39.794,2.438,-0.041,1.146,0.210
1718554599804,2024-06-16T19.16.39.804,2.448,-0.084,1.114,0.225
1718554599814,2024-06-16T19.16.39.814,2.458,-0.101,1.084,0.267
1718554599823,2024-06-16T19.16.39.823,2.467,-0.083,1.070,0.308
1718554599833,2024-06-16T19.16.39.833,2.477,-0.068,1.042,0.295
1718554599844,2024-06-16T19.16.39.844,2.488,-0.076,1.000,0.271
1718554599854,2024-06-16T19.16.39.854,2.498,-0.082,0.966,0.247
1718554599863,2024-06-16T19.16.39.863,2.507,-0.092,0.942,0.234
1718554599873,2024-06-16T19.16.39.873,2.517,-0.093,0.926,0.227
1718554599883,2024-06-16T19.16.39.883,2.527,-0.068,0.920,0.193
1718554599893,2024-06-16T19.16.39.893,2.537,-0.087,0.917,0.153
1718554599902,2024-06-16T19.16.39.902,2.546,-0.145,0.917,0.129
1718554599912,2024-06-16T19.16.39.912,2.556,-0.146,0.925,0.112
1718554599923,2024-06-16T19.16.39.923,2.567,-0.116,0.921,0.093
1718554599933,2024-06-16T19.16.39.933,2.577,-0.096,0.898,0.083
1718554599942,2024-06-16T19.16.39.942,2.586,-0.079,0.893,0.069
1718554599952,2024-06-16T19.16.39.952,2.596,-0.075,0.890,0.068
1718554599962,2024-06-16T19.16.39.962,2.606,-0.068,0.890,0.070
1718554599972,2024-06-16T19.16.39.972,2.616,-0.065,0.900,0.073
1718554599981,2024-06-16T19.16.39.981,2.625,-0.062,0.914,0.090
1718554599992,2024-06-16T19.16.39.992,2.636,-0.058,0.940,0.095
1718554600002,2024-06-16T19.16.40.002,2.646,-0.078,0.940,0.109
1718554600011,2024-06-16T19.16.40.011,2.655,-0.098,0.940,0.107
1718554600021,2024-06-16T19.16.40.021,2.665,-0.088,0.947,0.095
1718554600031,2024-06-16T19.16.40.031,2.675,-0.082,0.954,0.095
1718554600041,2024-06-16T19.16.40.041,2.685,-0.089,0.964,0.110
1718554600050,2024-06-16T19.16.40.050,2.694,-0.080,0.973,0.110
1718554600060,2024-06-16T19.16.40.060,2.704,-0.073,0.973,0.123
1718554600071,2024-06-16T19.16.40.071,2.715,-0.057,0.967,0.138
1718554600081,2024-06-16T19.16.40.081,2.725,-0.048,0.980,0.143
1718554600090,2024-06-16T19.16.40.090,2.734,-0.056,0.984,0.131
1718554600100,2024-06-16T19.16.40.100,2.744,-0.044,0.989,0.118
1718554600110,2024-06-16T19.16.40.110,2.754,-0.017,1.003,0.107
1718554600120,2024-06-16T19.16.40.120,2.764,-0.031,1.017,0.093
1718554600129,2024-06-16T19.16.40.129,2.773,-0.079,1.027,0.090
1718554600139,2024-06-16T19.16.40.139,2.783,-0.107,1.045,0.084
1718554600150,2024-06-16T19.16.40.150,2.794,-0.118,1.057,0.060
1718554600160,2024-06-16T19.16.40.160,2.804,-0.105,1.047,0.050
1718554600169,2024-06-16T19.16.40.169,2.813,-0.075,1.043,0.045
1718554600179,2024-06-16T19.16.40.179,2.823,-0.040,1.031,0.049
1718554600189,2024-06-16T19.16.40.189,2.833,-0.007,1.023,0.066
1718554600200,2024-06-16T19.16.40.200,2.844,0.011,1.024,0.082
1718554600208,2024-06-16T19.16.40.208,2.852,0.000,1.014,0.083
1718554600219,2024-06-16T19.16.40.219,2.863,-0.023,1.007,0.098
1718554600229,2024-06-16T19.16.40.229,2.873,-0.044,0.999,0.114
1718554600239,2024-06-16T19.16.40.239,2.883,-0.070,0.989,0.117
1718554600248,2024-06-16T19.16.40.248,2.892,-0.081,0.986,0.122
1718554600258,2024-06-16T19.16.40.258,2.902,-0.065,0.985,0.104
1718554600268,2024-06-16T19.16.40.268,2.912,-0.059,0.975,0.098
1718554600277,2024-06-16T19.16.40.277,2.921,-0.047,0.958,0.097
1718554600287,2024-06-16T19.16.40.287,2.931,-0.037,0.949,0.102
1718554600298,2024-06-16T19.16.40.298,2.942,-0.042,0.943,0.109
1718554600308,2024-06-16T19.16.40.308,2.952,-0.042,0.945,0.099
1718554600317,2024-06-16T19.16.40.317,2.961,-0.057,0.950,0.087
1718554600327,2024-06-16T19.16.40.327,2.971,-0.074,0.955,0.071
1718554600337,2024-06-16T19.16.40.337,2.981,-0.078,0.964,0.065
1718554600347,2024-06-16T19.16.40.347,2.991,-0.078,0.958,0.064
1718554600356,2024-06-16T19.16.40.356,3.000,-0.075,0.946,0.057
1718554600367,2024-06-16T19.16.40.367,3.011,-0.072,0.945,0.062
1718554600377,2024-06-16T19.16.40.377,3.021,-0.064,0.945,0.069
1718554600387,2024-06-16T19.16.40.387,3.031,-0.057,0.956,0.074
1718554600396,2024-06-16T19.16.40.396,3.040,-0.062,0.949,0.087
1718554600406,2024-06-16T19.16.40.406,3.050,-0.083,0.946,0.096
1718554600416,2024-06-16T19.16.40.416,3.060,-0.115,0.955,0.096
1718554600427,2024-06-16T19.16.40.427,3.071,-0.132,0.972,0.091
1718554600435,2024-06-16T19.16.40.435,3.079,-0.144,0.974,0.100
1718554600446,2024-06-16T19.16.40.446,3.090,-0.160,0.973,0.113
1718554600456,2024-06-16T19.16.40.456,3.100,-0.174,1.006,0.113
1718554600466,2024-06-16T19.16.40.466,3.110,-0.158,1.113,0.101
1718554600475,2024-06-16T19.16.40.475,3.119,-0.106,1.271,0.101
1718554600485,2024-06-16T19.16.40.485,3.129,-0.057,1.422,0.102
1718554600495,2024-06-16T19.16.40.495,3.139,-0.024,1.566,0.100
1718554600504,2024-06-16T19.16.40.504,3.148,-0.003,1.723,0.106
1718554600514,2024-06-16T19.16.40.514,3.158,0.020,1.854,0.114
1718554600525,2024-06-16T19.16.40.525,3.169,0.060,1.990,0.135
1718554600535,2024-06-16T19.16.40.535,3.179,0.093,2.180,0.176
1718554600544,2024-06-16T19.16.40.544,3.188,0.117,2.386,0.221
1718554600554,2024-06-16T19.16.40.554,3.198,0.114,2.529,0.233
1718554600564,2024-06-16T19.16.40.564,3.208,0.121,2.603,0.207
1718554600575,2024-06-16T19.16.40.575,3.219,0.189,2.634,0.190
1718554600583,2024-06-16T19.16.40.583,3.227,0.259,2.600,0.189
1718554600594,2024-06-16T19.16.40.594,3.238,0.284,2.542,0.175
1718554600604,2024-06-16T19.16.40.604,3.248,0.299,2.450,0.178
1718554600614,2024-06-16T19.16.40.614,3.258,0.303,2.312,0.182
1718554600623,2024-06-16T19.16.40.623,3.267,0.293,2.163,0.193
1718554600633,2024-06-16T19.16.40.633,3.277,0.259,2.015,0.212
1718554600643,2024-06-16T19.16.40.643,3.287,0.216,1.848,0.211
1718554600654,2024-06-16T19.16.40.654,3.298,0.184,1.679,0.171
1718554600662,2024-06-16T19.16.40.662,3.306,0.157,1.529,0.099
1718554600673,2024-06-16T19.16.40.673,3.317,0.213,1.382,-0.025
1718554600683,2024-06-16T19.16.40.683,3.327,0.263,1.231,-0.123
1718554600693,2024-06-16T19.16.40.693,3.337,0.233,1.117,-0.171
1718554600702,2024-06-16T19.16.40.702,3.346,0.130,0.987,-0.168
1718554600712,2024-06-16T19.16.40.712,3.356,0.043,0.811,-0.129
1718554600722,2024-06-16T19.16.40.722,3.366,0.040,0.671,-0.075
1718554600733,2024-06-16T19.16.40.733,3.377,0.064,0.512,-0.024
1718554600742,2024-06-16T19.16.40.742,3.386,0.039,0.349,-0.002
1718554600752,2024-06-16T19.16.40.752,3.396,-0.053,0.219,0.013
1718554600762,2024-06-16T19.16.40.762,3.406,-0.129,0.130,0.002
1718554600771,2024-06-16T19.16.40.771,3.415,-0.156,0.055,-0.036
1718554600781,2024-06-16T19.16.40.781,3.425,-0.155,-0.003,-0.000
1718554600791,2024-06-16T19.16.40.791,3.435,-0.186,-0.083,0.115
1718554600802,2024-06-16T19.16.40.802,3.446,-0.258,-0.117,0.195
1718554600810,2024-06-16T19.16.40.810,3.454,-0.259,-0.121,0.193
1718554600821,2024-06-16T19.16.40.821,3.465,-0.206,-0.118,0.145
1718554600831,2024-06-16T19.16.40.831,3.475,-0.152,-0.068,0.076
1718554600841,2024-06-16T19.16.40.841,3.485,-0.115,-0.024,0.009
1718554600850,2024-06-16T19.16.40.850,3.494,-0.146,0.037,-0.037
1718554600860,2024-06-16T19.16.40.860,3.504,-0.171,0.103,-0.089
1718554600870,2024-06-16T19.16.40.870,3.514,-0.207,0.229,-0.101
1718554600881,2024-06-16T19.16.40.881,3.525,-0.272,0.278,-0.115
1718554600889,2024-06-16T19.16.40.889,3.533,-0.215,0.235,-0.135
1718554600900,2024-06-16T19.16.40.900,3.544,-0.135,0.202,-0.151
1718554600910,2024-06-16T19.16.40.910,3.554,-0.109,0.241,-0.176
1718554600920,2024-06-16T19.16.40.920,3.564,-0.077,0.344,-0.222
1718554600929,2024-06-16T19.16.40.929,3.573,-0.025,0.450,-0.276
1718554600939,2024-06-16T19.16.40.939,3.583,0.022,0.527,-0.314
1718554600950,2024-06-16T19.16.40.950,3.594,0.021,0.609,-0.308
