epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1718909092838,2024-06-20T21.44.52.838,0.000,-0.958,-0.135,0.252
1718909092917,2024-06-20T21.44.52.917,0.079,-0.928,-0.176,0.320
1718909092996,2024-06-20T21.44.52.996,0.158,-0.924,-0.316,0.193
1718909093073,2024-06-20T21.44.53.073,0.235,-1.052,-0.546,0.083
1718909093153,2024-06-20T21.44.53.153,0.315,-0.992,-0.624,0.106
1718909093232,2024-06-20T21.44.53.232,0.394,-0.866,-0.270,0.097
1718909093311,2024-06-20T21.44.53.311,0.473,-1.240,0.234,0.184
1718909093390,2024-06-20T21.44.53.390,0.552,-1.203,0.726,0.422
1718909093469,2024-06-20T21.44.53.469,0.631,-0.897,1.000,0.346
1718909093548,2024-06-20T21.44.53.548,0.710,-0.775,0.493,0.110
1718909093627,2024-06-20T21.44.53.627,0.789,-1.119,-0.266,0.215
1718909093706,2024-06-20T21.44.53.706,0.868,-1.114,-0.150,0.291
1718909093785,2024-06-20T21.44.53.785,0.947,-0.894,0.388,0.179
1718909093864,2024-06-20T21.44.53.864,1.026,-0.895,0.697,0.259
1718909093942,2024-06-20T21.44.53.942,1.104,-0.953,0.352,0.227
1718909094021,2024-06-20T21.44.54.021,1.183,-1.183,-0.018,0.108
1718909094100,2024-06-20T21.44.54.100,1.262,-0.998,-0.483,0.094
1718909094179,2024-06-20T21.44.54.179,1.341,-1.079,-0.641,0.170
1718909094258,2024-06-20T21.44.54.258,1.420,-0.793,-0.320,0.233
1718909094338,2024-06-20T21.44.54.338,1.500,-0.843,-0.189,0.279
1718909094417,2024-06-20T21.44.54.417,1.579,-0.912,-0.163,0.268
1718909094496,2024-06-20T21.44.54.496,1.658,-0.992,-0.117,0.254
1718909094575,2024-06-20T21.44.54.575,1.737,-0.935,-0.171,0.311
1718909094654,2024-06-20T21.44.54.654,1.816,-0.978,-0.150,0.312
1718909094733,2024-06-20T21.44.54.733,1.895,-0.966,-0.151,0.282
1718909094811,2024-06-20T21.44.54.811,1.973,-0.945,-0.152,0.292
1718909094890,2024-06-20T21.44.54.890,2.052,-0.951,-0.159,0.295
1718909094969,2024-06-20T21.44.54.969,2.131,-0.967,-0.150,0.297
1718909095048,2024-06-20T21.44.55.048,2.210,-0.956,-0.155,0.294
1718909095127,2024-06-20T21.44.55.127,2.289,-0.948,-0.150,0.280
1718909095206,2024-06-20T21.44.55.206,2.368,-0.939,-0.151,0.288
1718909095285,2024-06-20T21.44.55.285,2.447,-0.959,-0.146,0.275
1718909095364,2024-06-20T21.44.55.364,2.526,-0.957,-0.143,0.283
1718909095444,2024-06-20T21.44.55.444,2.606,-0.960,-0.133,0.285
1718909095523,2024-06-20T21.44.55.523,2.685,-0.935,-0.147,0.300
1718909095602,2024-06-20T21.44.55.602,2.764,-0.920,-0.219,0.289
1718909095681,2024-06-20T21.44.55.681,2.843,-0.825,-0.834,-0.031
1718909095758,2024-06-20T21.44.55.758,2.920,-0.800,-0.917,0.099
1718909095838,2024-06-20T21.44.55.838,3.000,-0.882,-0.370,0.221
1718909095917,2024-06-20T21.44.55.917,3.079,-1.596,0.291,0.228
1718909095996,2024-06-20T21.44.55.996,3.158,-1.380,0.739,0.378
1718909096075,2024-06-20T21.44.56.075,3.237,-0.885,0.777,0.321
1718909096154,2024-06-20T21.44.56.154,3.316,-0.795,0.349,0.089
1718909096233,2024-06-20T21.44.56.233,3.395,-0.938,0.090,0.318
1718909096312,2024-06-20T21.44.56.312,3.474,-0.877,0.672,0.214
1718909096391,2024-06-20T21.44.56.391,3.553,-1.150,0.648,0.193
1718909096470,2024-06-20T21.44.56.470,3.632,-1.225,0.152,0.282
1718909096549,2024-06-20T21.44.56.549,3.711,-1.257,-0.294,0.178
1718909096627,2024-06-20T21.44.56.627,3.789,-1.010,-0.417,0.094
1718909096706,2024-06-20T21.44.56.706,3.868,-0.743,-0.496,0.097
1718909096785,2024-06-20T21.44.56.785,3.947,-0.843,-0.339,0.136
1718909096864,2024-06-20T21.44.56.864,4.026,-0.887,-0.183,0.267
1718909096944,2024-06-20T21.44.56.944,4.106,-0.991,-0.141,0.294
1718909097023,2024-06-20T21.44.57.023,4.185,-1.016,-0.097,0.249
1718909097102,2024-06-20T21.44.57.102,4.264,-0.976,-0.123,0.240
1718909097181,2024-06-20T21.44.57.181,4.343,-0.976,-0.122,0.265
1718909097260,2024-06-20T21.44.57.260,4.422,-0.973,-0.118,0.297
1718909097339,2024-06-20T21.44.57.339,4.501,-0.971,-0.129,0.290
1718909097418,2024-06-20T21.44.57.418,4.580,-0.955,-0.123,0.274
1718909097496,2024-06-20T21.44.57.496,4.658,-0.928,-0.124,0.270
1718909097575,2024-06-20T21.44.57.575,4.737,-0.960,-0.112,0.264
1718909097654,2024-06-20T21.44.57.654,4.816,-0.971,-0.118,0.253
1718909097733,2024-06-20T21.44.57.733,4.895,-0.939,-0.130,0.254
1718909097812,2024-06-20T21.44.57.812,4.974,-0.896,-0.281,0.220
1718909097891,2024-06-20T21.44.57.891,5.053,-0.838,-0.671,-0.020
1718909097970,2024-06-20T21.44.57.970,5.132,-0.986,-1.121,0.014
1718909098049,2024-06-20T21.44.58.049,5.211,-1.135,-0.421,0.091
1718909098129,2024-06-20T21.44.58.129,5.291,-1.419,0.651,0.257
1718909098208,2024-06-20T21.44.58.208,5.370,-1.155,1.223,0.488
1718909098287,2024-06-20T21.44.58.287,5.449,-0.856,0.756,0.244
1718909098366,2024-06-20T21.44.58.366,5.528,-0.910,0.144,0.103
1718909098444,2024-06-20T21.44.58.444,5.606,-1.005,0.219,0.229
1718909098523,2024-06-20T21.44.58.523,5.685,-0.992,0.368,0.267
1718909098602,2024-06-20T21.44.58.602,5.764,-1.035,0.169,0.230
1718909098681,2024-06-20T21.44.58.681,5.843,-1.184,-0.028,0.085
1718909098760,2024-06-20T21.44.58.760,5.922,-1.090,-0.249,0.112
1718909098839,2024-06-20T21.44.58.839,6.001,-0.945,-0.312,0.160
1718909098918,2024-06-20T21.44.58.918,6.080,-0.918,-0.375,0.176
1718909098997,2024-06-20T21.44.58.997,6.159,-0.903,-0.361,0.212
1718909099076,2024-06-20T21.44.59.076,6.238,-0.944,-0.251,0.222
1718909099155,2024-06-20T21.44.59.155,6.317,-0.973,-0.201,0.237
1718909099235,2024-06-20T21.44.59.235,6.397,-0.940,-0.170,0.226
1718909099312,2024-06-20T21.44.59.312,6.474,-0.938,-0.169,0.262
1718909099391,2024-06-20T21.44.59.391,6.553,-0.942,-0.168,0.300
1718909099470,2024-06-20T21.44.59.470,6.632,-0.940,-0.152,0.276
1718909099549,2024-06-20T21.44.59.549,6.711,-0.943,-0.154,0.274
1718909099629,2024-06-20T21.44.59.629,6.791,-0.968,-0.147,0.271
1718909099708,2024-06-20T21.44.59.708,6.870,-0.974,-0.159,0.281
1718909099787,2024-06-20T21.44.59.787,6.949,-0.953,-0.176,0.270
1718909099866,2024-06-20T21.44.59.866,7.028,-0.931,-0.321,0.250
1718909099945,2024-06-20T21.44.59.945,7.107,-0.917,-0.842,0.139
1718909100024,2024-06-20T21.45.00.024,7.186,-0.834,-0.835,0.137
1718909100103,2024-06-20T21.45.00.103,7.265,-1.011,-0.346,0.183
1718909100181,2024-06-20T21.45.00.181,7.343,-1.251,0.409,0.234
1718909100260,2024-06-20T21.45.00.260,7.422,-1.142,0.928,0.385
1718909100339,2024-06-20T21.45.00.339,7.501,-0.929,0.741,0.333
1718909100418,2024-06-20T21.45.00.418,7.580,-0.821,0.280,0.189
1718909100497,2024-06-20T21.45.00.497,7.659,-0.889,0.480,0.233
1718909100576,2024-06-20T21.45.00.576,7.738,-1.108,0.531,0.299
1718909100655,2024-06-20T21.45.00.655,7.817,-1.158,0.125,0.238
1718909100735,2024-06-20T21.45.00.735,7.897,-1.310,-0.374,0.127
1718909100814,2024-06-20T21.45.00.814,7.976,-0.974,-0.521,0.094
1718909100893,2024-06-20T21.45.00.893,8.055,-0.875,-0.423,0.130
1718909100970,2024-06-20T21.45.00.970,8.132,-0.853,-0.295,0.204
1718909101049,2024-06-20T21.45.01.049,8.211,-0.921,-0.273,0.261
1718909101129,2024-06-20T21.45.01.129,8.291,-1.002,-0.240,0.257
1718909101208,2024-06-20T21.45.01.208,8.370,-0.966,-0.194,0.279
1718909101287,2024-06-20T21.45.01.287,8.449,-0.929,-0.186,0.287
