epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1718553969303,2024-06-16T19.06.09.303,0.000,-0.172,0.668,-0.038
1718553969313,2024-06-16T19.06.09.313,0.010,-0.274,0.670,-0.104
1718553969322,2024-06-16T19.06.09.322,0.019,-0.244,0.589,-0.082
1718553969332,2024-06-16T19.06.09.332,0.029,-0.253,0.439,-0.059
1718553969342,2024-06-16T19.06.09.342,0.039,-0.246,0.375,-0.066
1718553969353,2024-06-16T19.06.09.353,0.050,-0.191,0.358,-0.029
1718553969361,2024-06-16T19.06.09.361,0.058,-0.152,0.316,-0.007
1718553969372,2024-06-16T19.06.09.372,0.069,-0.080,0.273,-0.051
1718553969382,2024-06-16T19.06.09.382,0.079,-0.142,0.159,-0.144
1718553969392,2024-06-16T19.06.09.392,0.089,-0.265,0.173,-0.196
1718553969401,2024-06-16T19.06.09.401,0.098,-0.287,0.231,-0.164
1718553969411,2024-06-16T19.06.09.411,0.108,-0.280,0.211,-0.128
1718553969421,2024-06-16T19.06.09.421,0.118,-0.287,0.215,-0.128
1718553969432,2024-06-16T19.06.09.432,0.129,-0.283,0.236,-0.132
1718553969440,2024-06-16T19.06.09.440,0.137,-0.233,0.241,-0.124
1718553969451,2024-06-16T19.06.09.451,0.148,-0.107,0.294,-0.187
1718553969461,2024-06-16T19.06.09.461,0.158,-0.035,0.354,-0.331
1718553969471,2024-06-16T19.06.09.471,0.168,-0.140,0.400,-0.396
1718553969480,2024-06-16T19.06.09.480,0.177,-0.178,0.462,-0.438
1718553969490,2024-06-16T19.06.09.490,0.187,-0.230,0.495,-0.485
1718553969500,2024-06-16T19.06.09.500,0.197,-0.438,0.550,-0.456
1718553969511,2024-06-16T19.06.09.511,0.208,-0.311,0.553,-0.296
1718553969520,2024-06-16T19.06.09.520,0.217,-0.240,0.446,-0.201
1718553969530,2024-06-16T19.06.09.530,0.227,-0.317,0.438,-0.235
1718553969540,2024-06-16T19.06.09.540,0.237,-0.360,0.565,-0.276
1718553969550,2024-06-16T19.06.09.550,0.247,-0.307,0.589,-0.319
1718553969559,2024-06-16T19.06.09.559,0.256,-0.215,0.556,-0.374
1718553969569,2024-06-16T19.06.09.569,0.266,-0.244,0.583,-0.436
1718553969580,2024-06-16T19.06.09.580,0.277,-0.283,0.656,-0.473
1718553969588,2024-06-16T19.06.09.588,0.285,-0.283,0.647,-0.497
1718553969599,2024-06-16T19.06.09.599,0.296,-0.288,0.636,-0.521
1718553969609,2024-06-16T19.06.09.609,0.306,-0.319,0.680,-0.540
1718553969619,2024-06-16T19.06.09.619,0.316,-0.340,0.718,-0.540
1718553969628,2024-06-16T19.06.09.628,0.325,-0.346,0.746,-0.538
1718553969638,2024-06-16T19.06.09.638,0.335,-0.304,0.780,-0.556
1718553969648,2024-06-16T19.06.09.648,0.345,-0.275,0.787,-0.584
1718553969659,2024-06-16T19.06.09.659,0.356,-0.303,0.771,-0.604
1718553969667,2024-06-16T19.06.09.667,0.364,-0.301,0.748,-0.620
1718553969678,2024-06-16T19.06.09.678,0.375,-0.250,0.729,-0.633
1718553969688,2024-06-16T19.06.09.688,0.385,-0.214,0.739,-0.661
1718553969698,2024-06-16T19.06.09.698,0.395,-0.198,0.787,-0.690
1718553969707,2024-06-16T19.06.09.707,0.404,-0.217,0.802,-0.688
