epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1718718423545,2024-06-18T16.47.03.545,0.000,-0.567,-1.060,0.767
1718718423554,2024-06-18T16.47.03.554,0.009,-0.679,-1.143,0.885
1718718423564,2024-06-18T16.47.03.564,0.019,-0.760,-1.197,0.982
1718718423574,2024-06-18T16.47.03.574,0.029,-0.777,-1.192,1.082
1718718423584,2024-06-18T16.47.03.584,0.039,-0.735,-1.180,1.121
1718718423593,2024-06-18T16.47.03.593,0.048,-0.731,-1.199,1.106
1718718423603,2024-06-18T16.47.03.603,0.058,-0.739,-1.229,1.029
1718718423614,2024-06-18T16.47.03.614,0.069,-0.697,-1.215,0.955
1718718423624,2024-06-18T16.47.03.624,0.079,-0.629,-1.167,0.934
1718718423633,2024-06-18T16.47.03.633,0.088,-0.598,-1.144,0.992
1718718423643,2024-06-18T16.47.03.643,0.098,-0.612,-1.165,1.095
1718718423653,2024-06-18T16.47.03.653,0.108,-0.677,-1.199,1.164
1718718423662,2024-06-18T16.47.03.662,0.117,-0.661,-1.209,1.176
1718718423672,2024-06-18T16.47.03.672,0.127,-0.609,-1.195,1.162
1718718423682,2024-06-18T16.47.03.682,0.137,-0.509,-1.170,1.110
1718718423693,2024-06-18T16.47.03.693,0.148,-0.438,-1.148,1.055
1718718423701,2024-06-18T16.47.03.701,0.156,-0.375,-1.138,0.967
1718718423712,2024-06-18T16.47.03.712,0.167,-0.402,-1.113,0.902
1718718423722,2024-06-18T16.47.03.722,0.177,-0.486,-1.090,0.878
1718718423732,2024-06-18T16.47.03.732,0.187,-0.547,-1.076,0.864
1718718423741,2024-06-18T16.47.03.741,0.196,-0.599,-1.020,0.876
1718718423751,2024-06-18T16.47.03.751,0.206,-0.659,-0.967,0.869
1718718423762,2024-06-18T16.47.03.762,0.217,-0.703,-0.979,0.819
1718718423772,2024-06-18T16.47.03.772,0.227,-0.643,-1.001,0.775
1718718423781,2024-06-18T16.47.03.781,0.236,-0.529,-0.986,0.735
1718718423791,2024-06-18T16.47.03.791,0.246,-0.453,-0.951,0.709
1718718423801,2024-06-18T16.47.03.801,0.256,-0.459,-0.941,0.700
1718718423811,2024-06-18T16.47.03.811,0.266,-0.458,-0.949,0.672
1718718423820,2024-06-18T16.47.03.820,0.275,-0.480,-0.932,0.633
1718718423830,2024-06-18T16.47.03.830,0.285,-0.485,-0.900,0.604
1718718423841,2024-06-18T16.47.03.841,0.296,-0.482,-0.880,0.584
1718718423851,2024-06-18T16.47.03.851,0.306,-0.506,-0.869,0.550
1718718423860,2024-06-18T16.47.03.860,0.315,-0.567,-0.864,0.512
1718718423870,2024-06-18T16.47.03.870,0.325,-0.594,-0.867,0.480
1718718423880,2024-06-18T16.47.03.880,0.335,-0.573,-0.852,0.451
1718718423889,2024-06-18T16.47.03.889,0.344,-0.557,-0.825,0.417
1718718423899,2024-06-18T16.47.03.899,0.354,-0.537,-0.812,0.390
1718718423909,2024-06-18T16.47.03.909,0.364,-0.521,-0.809,0.376
1718718423920,2024-06-18T16.47.03.920,0.375,-0.557,-0.802,0.367
1718718423929,2024-06-18T16.47.03.929,0.384,-0.562,-0.794,0.360
1718718423939,2024-06-18T16.47.03.939,0.394,-0.537,-0.788,0.354
1718718423949,2024-06-18T16.47.03.949,0.404,-0.521,-0.785,0.344
1718718423959,2024-06-18T16.47.03.959,0.414,-0.513,-0.784,0.340
1718718423968,2024-06-18T16.47.03.968,0.423,-0.516,-0.783,0.341
1718718423978,2024-06-18T16.47.03.978,0.433,-0.494,-0.775,0.332
1718718423989,2024-06-18T16.47.03.989,0.444,-0.479,-0.769,0.334
1718718423999,2024-06-18T16.47.03.999,0.454,-0.432,-0.782,0.354
1718718424008,2024-06-18T16.47.04.008,0.463,-0.357,-0.802,0.370
