epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1718725810222,2024-06-18T18.50.10.222,0.000,-0.736,-0.376,0.117
1718725810232,2024-06-18T18.50.10.232,0.010,-0.841,-0.400,0.119
1718725810242,2024-06-18T18.50.10.242,0.020,-0.940,-0.404,0.139
1718725810251,2024-06-18T18.50.10.251,0.029,-1.024,-0.412,0.145
1718725810261,2024-06-18T18.50.10.261,0.039,-1.021,-0.415,0.129
1718725810271,2024-06-18T18.50.10.271,0.049,-0.969,-0.408,0.111
1718725810282,2024-06-18T18.50.10.282,0.060,-0.899,-0.418,0.098
1718725810290,2024-06-18T18.50.10.290,0.068,-0.822,-0.431,0.102
1718725810301,2024-06-18T18.50.10.301,0.079,-0.785,-0.415,0.080
1718725810311,2024-06-18T18.50.10.311,0.089,-0.861,-0.393,0.046
1718725810320,2024-06-18T18.50.10.320,0.098,-0.975,-0.391,0.063
1718725810330,2024-06-18T18.50.10.330,0.108,-0.980,-0.409,0.137
1718725810340,2024-06-18T18.50.10.340,0.118,-1.063,-0.499,0.143
1718725810350,2024-06-18T18.50.10.350,0.128,-1.038,-0.446,0.121
1718725810359,2024-06-18T18.50.10.359,0.137,-0.793,-0.346,0.200
1718725810369,2024-06-18T18.50.10.369,0.147,-0.678,-0.407,0.183
1718725810380,2024-06-18T18.50.10.380,0.158,-0.879,-0.266,0.095
1718725810390,2024-06-18T18.50.10.390,0.168,-0.741,-0.650,0.069
1718725810399,2024-06-18T18.50.10.399,0.177,-0.857,-0.349,0.132
1718725810409,2024-06-18T18.50.10.409,0.187,-1.006,-0.359,0.161
1718725810419,2024-06-18T18.50.10.419,0.197,-0.984,-0.453,0.189
1718725810430,2024-06-18T18.50.10.430,0.208,-0.919,-0.378,0.202
1718725810438,2024-06-18T18.50.10.438,0.216,-0.878,-0.324,0.189
1718725810449,2024-06-18T18.50.10.449,0.227,-0.843,-0.327,0.175
1718725810459,2024-06-18T18.50.10.459,0.237,-0.807,-0.353,0.164
1718725810469,2024-06-18T18.50.10.469,0.247,-0.857,-0.370,0.071
1718725810478,2024-06-18T18.50.10.478,0.256,-0.883,-0.420,0.007
1718725810488,2024-06-18T18.50.10.488,0.266,-0.878,-0.435,0.014
1718725810498,2024-06-18T18.50.10.498,0.276,-0.980,-0.392,0.057
1718725810509,2024-06-18T18.50.10.509,0.287,-1.028,-0.381,0.106
1718725810517,2024-06-18T18.50.10.517,0.295,-0.914,-0.393,0.154
1718725810528,2024-06-18T18.50.10.528,0.306,-0.832,-0.400,0.178
1718725810538,2024-06-18T18.50.10.538,0.316,-0.841,-0.435,0.209
1718725810547,2024-06-18T18.50.10.547,0.325,-0.799,-0.512,0.236
1718725810557,2024-06-18T18.50.10.557,0.335,-0.747,-0.568,0.247
1718725810567,2024-06-18T18.50.10.567,0.345,-0.671,-0.580,0.183
1718725810577,2024-06-18T18.50.10.577,0.355,-0.668,-0.573,0.071
1718725810586,2024-06-18T18.50.10.586,0.364,-0.877,-0.577,0.071
1718725810597,2024-06-18T18.50.10.597,0.375,-1.008,-0.619,0.149
1718725810607,2024-06-18T18.50.10.607,0.385,-0.968,-0.660,0.212
1718725810617,2024-06-18T18.50.10.617,0.395,-0.870,-0.678,0.228
1718725810626,2024-06-18T18.50.10.626,0.404,-0.817,-0.694,0.202
1718725810636,2024-06-18T18.50.10.636,0.414,-0.761,-0.730,0.179
1718725810646,2024-06-18T18.50.10.646,0.424,-0.704,-0.764,0.183
1718725810657,2024-06-18T18.50.10.657,0.435,-0.662,-0.794,0.178
1718725810665,2024-06-18T18.50.10.665,0.443,-0.629,-0.839,0.153
1718725810676,2024-06-18T18.50.10.676,0.454,-0.704,-0.853,0.078
1718725810686,2024-06-18T18.50.10.686,0.464,-0.880,-0.857,0.092
1718725810696,2024-06-18T18.50.10.696,0.474,-0.862,-0.873,0.199
1718725810705,2024-06-18T18.50.10.705,0.483,-0.861,-0.890,0.251
1718725810715,2024-06-18T18.50.10.715,0.493,-0.889,-0.900,0.253
1718725810725,2024-06-18T18.50.10.725,0.503,-0.821,-0.899,0.243
1718725810736,2024-06-18T18.50.10.736,0.514,-0.766,-0.899,0.206
1718725810744,2024-06-18T18.50.10.744,0.522,-0.767,-0.897,0.175
1718725810755,2024-06-18T18.50.10.755,0.533,-0.729,-0.903,0.167
1718725810765,2024-06-18T18.50.10.765,0.543,-0.691,-0.907,0.151
1718725810775,2024-06-18T18.50.10.775,0.553,-0.728,-0.895,0.145
1718725810784,2024-06-18T18.50.10.784,0.562,-0.749,-0.884,0.137
1718725810794,2024-06-18T18.50.10.794,0.572,-0.741,-0.889,0.131
1718725810805,2024-06-18T18.50.10.805,0.583,-0.724,-0.897,0.141
1718725810813,2024-06-18T18.50.10.813,0.591,-0.734,-0.886,0.165
1718725810824,2024-06-18T18.50.10.824,0.602,-0.744,-0.857,0.177
1718725810834,2024-06-18T18.50.10.834,0.612,-0.768,-0.828,0.181
1718725810844,2024-06-18T18.50.10.844,0.622,-0.757,-0.814,0.196
1718725810853,2024-06-18T18.50.10.853,0.631,-0.712,-0.817,0.195
1718725810863,2024-06-18T18.50.10.863,0.641,-0.722,-0.807,0.182
1718725810873,2024-06-18T18.50.10.873,0.651,-0.722,-0.780,0.189
1718725810884,2024-06-18T18.50.10.884,0.662,-0.690,-0.763,0.222
1718725810892,2024-06-18T18.50.10.892,0.670,-0.666,-0.759,0.260
1718725810903,2024-06-18T18.50.10.903,0.681,-0.654,-0.764,0.276
1718725810913,2024-06-18T18.50.10.913,0.691,-0.628,-0.764,0.264
1718725810923,2024-06-18T18.50.10.923,0.701,-0.586,-0.766,0.256
1718725810932,2024-06-18T18.50.10.932,0.710,-0.574,-0.757,0.264
1718725810942,2024-06-18T18.50.10.942,0.720,-0.601,-0.742,0.273
1718725810952,2024-06-18T18.50.10.952,0.730,-0.622,-0.737,0.281
1718725810963,2024-06-18T18.50.10.963,0.741,-0.655,-0.739,0.262
1718725810972,2024-06-18T18.50.10.972,0.750,-0.676,-0.740,0.250
1718725810982,2024-06-18T18.50.10.982,0.760,-0.640,-0.735,0.244
1718725810992,2024-06-18T18.50.10.992,0.770,-0.619,-0.738,0.241
1718725811002,2024-06-18T18.50.11.002,0.780,-0.622,-0.744,0.235
1718725811011,2024-06-18T18.50.11.011,0.789,-0.620,-0.735,0.219
1718725811021,2024-06-18T18.50.11.021,0.799,-0.640,-0.725,0.235
1718725811032,2024-06-18T18.50.11.032,0.810,-0.643,-0.725,0.244
1718725811040,2024-06-18T18.50.11.040,0.818,-0.648,-0.727,0.232
1718725811051,2024-06-18T18.50.11.051,0.829,-0.661,-0.727,0.226
1718725811061,2024-06-18T18.50.11.061,0.839,-0.649,-0.718,0.224
1718725811071,2024-06-18T18.50.11.071,0.849,-0.625,-0.714,0.228
1718725811080,2024-06-18T18.50.11.080,0.858,-0.606,-0.711,0.247
