epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1718901491980,2024-06-20T19.38.11.980,4.264,-0.798,-0.340,0.248
1718901492059,2024-06-20T19.38.12.059,4.343,-0.832,-0.246,0.265
1718901492138,2024-06-20T19.38.12.138,4.422,-1.111,-0.081,0.316
1718901492217,2024-06-20T19.38.12.217,4.501,-1.218,0.061,0.349
1718901492296,2024-06-20T19.38.12.296,4.580,-1.164,0.297,0.376
1718901492375,2024-06-20T19.38.12.375,4.659,-1.151,0.438,0.417
1718901492455,2024-06-20T19.38.12.455,4.739,-0.966,0.296,0.408
1718901492534,2024-06-20T19.38.12.534,4.818,-0.826,-0.040,0.191
1718901492613,2024-06-20T19.38.12.613,4.897,-0.974,-0.159,0.180
1718901492692,2024-06-20T19.38.12.692,4.976,-0.974,-0.178,0.279
1718901492771,2024-06-20T19.38.12.771,5.055,-0.926,-0.197,0.305
1718901492849,2024-06-20T19.38.12.849,5.133,-0.971,-0.210,0.294
1718901492928,2024-06-20T19.38.12.928,5.212,-0.947,-0.184,0.286
1718901493007,2024-06-20T19.38.13.007,5.291,-0.941,-0.195,0.282
1718901493086,2024-06-20T19.38.13.086,5.370,-0.926,-0.217,0.274
1718901493165,2024-06-20T19.38.13.165,5.449,-0.915,-0.131,0.282
1718901493244,2024-06-20T19.38.13.244,5.528,-1.046,0.376,0.247
1718901493323,2024-06-20T19.38.13.323,5.607,-1.191,0.702,0.405
1718901493402,2024-06-20T19.38.13.402,5.686,-1.110,0.379,0.583
1718901493481,2024-06-20T19.38.13.481,5.765,-1.145,-0.010,0.492
1718901493561,2024-06-20T19.38.13.561,5.845,-1.136,-0.267,0.237
1718901493640,2024-06-20T19.38.13.640,5.924,-0.842,-0.348,0.181
1718901493719,2024-06-20T19.38.13.719,6.003,-0.757,-0.365,0.250
1718901493796,2024-06-20T19.38.13.796,6.080,-0.738,-0.147,0.366
1718901493875,2024-06-20T19.38.13.875,6.159,-0.801,-0.020,0.449
1718901493955,2024-06-20T19.38.13.955,6.239,-0.834,0.015,0.462
1718901494034,2024-06-20T19.38.14.034,6.318,-0.867,0.035,0.471
1718901494113,2024-06-20T19.38.14.113,6.397,-0.906,0.029,0.447
1718901494192,2024-06-20T19.38.14.192,6.476,-0.924,-0.044,0.321
1718901494271,2024-06-20T19.38.14.271,6.555,-0.944,-0.356,0.062
1718901494350,2024-06-20T19.38.14.350,6.634,-0.595,-0.361,-0.211
1718901494429,2024-06-20T19.38.14.429,6.713,-0.369,0.330,0.678
1718901494508,2024-06-20T19.38.14.508,6.792,-1.374,0.097,1.224
1718901494587,2024-06-20T19.38.14.587,6.871,-1.297,0.315,0.591
1718901494666,2024-06-20T19.38.14.666,6.950,-0.635,0.074,0.546
1718901494744,2024-06-20T19.38.14.744,7.028,-1.057,-0.284,0.590
1718901494823,2024-06-20T19.38.14.823,7.107,-1.029,0.245,0.200
1718901494902,2024-06-20T19.38.14.902,7.186,-0.866,0.188,0.324
1718901494981,2024-06-20T19.38.14.981,7.265,-0.803,-0.128,0.593
1718901495061,2024-06-20T19.38.15.061,7.345,-0.897,-0.027,0.448
1718901495140,2024-06-20T19.38.15.140,7.424,-0.897,0.121,0.468
1718901495219,2024-06-20T19.38.15.219,7.503,-0.963,0.083,0.480
1718901495298,2024-06-20T19.38.15.298,7.582,-0.893,0.057,0.380
1718901495377,2024-06-20T19.38.15.377,7.661,-0.837,0.049,0.480
1718901495456,2024-06-20T19.38.15.456,7.740,-0.896,0.191,0.445
1718901495535,2024-06-20T19.38.15.535,7.819,-0.930,0.260,0.400
1718901495614,2024-06-20T19.38.15.614,7.898,-0.922,0.287,0.454
1718901495692,2024-06-20T19.38.15.692,7.976,-0.915,0.106,0.277
1718901495771,2024-06-20T19.38.15.771,8.055,-0.922,-0.086,0.313
1718901495850,2024-06-20T19.38.15.850,8.134,-0.739,-0.022,0.483
1718901495929,2024-06-20T19.38.15.929,8.213,-0.751,-0.000,0.599
1718901496008,2024-06-20T19.38.16.008,8.292,-0.959,-0.061,0.477
1718901496087,2024-06-20T19.38.16.087,8.371,-0.989,0.119,0.317
1718901496166,2024-06-20T19.38.16.166,8.450,-1.003,0.137,0.232
1718901496246,2024-06-20T19.38.16.246,8.530,-0.893,0.118,0.284
1718901496325,2024-06-20T19.38.16.325,8.609,-0.841,-0.011,0.479
1718901496404,2024-06-20T19.38.16.404,8.688,-0.953,-0.025,0.410
1718901496483,2024-06-20T19.38.16.483,8.767,-1.065,0.084,0.242
1718901496562,2024-06-20T19.38.16.562,8.846,-0.975,0.152,0.230
1718901496640,2024-06-20T19.38.16.640,8.924,-0.929,0.131,0.358
1718901496719,2024-06-20T19.38.16.719,9.003,-0.872,0.171,0.254
1718901496798,2024-06-20T19.38.16.798,9.082,-0.830,0.037,0.394
1718901496877,2024-06-20T19.38.16.877,9.161,-1.020,-0.025,0.413
1718901496956,2024-06-20T19.38.16.956,9.240,-0.979,0.134,0.232
1718901497035,2024-06-20T19.38.17.035,9.319,-0.914,0.087,0.333
1718901497114,2024-06-20T19.38.17.114,9.398,-0.951,0.104,0.291
1718901497193,2024-06-20T19.38.17.193,9.477,-0.964,0.139,0.224
1718901497272,2024-06-20T19.38.17.272,9.556,-0.953,0.136,0.286
1718901497352,2024-06-20T19.38.17.352,9.636,-0.858,-0.038,0.490
1718901497431,2024-06-20T19.38.17.431,9.715,-0.996,0.086,0.346
1718901497508,2024-06-20T19.38.17.508,9.792,-0.938,0.149,0.262
1718901497587,2024-06-20T19.38.17.587,9.871,-0.915,0.062,0.416
1718901497666,2024-06-20T19.38.17.666,9.950,-0.951,0.085,0.392
1718901497746,2024-06-20T19.38.17.746,10.030,-0.933,0.124,0.316
1718901497825,2024-06-20T19.38.17.825,10.109,-0.881,0.081,0.375
1718901497904,2024-06-20T19.38.17.904,10.188,-0.898,0.086,0.432
1718901497983,2024-06-20T19.38.17.983,10.267,-0.876,0.056,0.477
1718901498062,2024-06-20T19.38.18.062,10.346,-0.812,0.009,0.490
1718901498141,2024-06-20T19.38.18.141,10.425,-0.948,0.063,0.230
1718901498220,2024-06-20T19.38.18.220,10.504,-1.074,0.150,0.143
1718901498299,2024-06-20T19.38.18.299,10.583,-1.014,0.172,0.181
1718901498378,2024-06-20T19.38.18.378,10.662,-0.934,0.114,0.312
1718901498456,2024-06-20T19.38.18.456,10.740,-0.941,0.086,0.301
1718901498535,2024-06-20T19.38.18.535,10.819,-0.935,0.074,0.329
1718901498614,2024-06-20T19.38.18.614,10.898,-0.950,0.111,0.302
1718901498693,2024-06-20T19.38.18.693,10.977,-0.930,0.096,0.317
1718901498772,2024-06-20T19.38.18.772,11.056,-0.938,0.096,0.311
1718901498852,2024-06-20T19.38.18.852,11.136,-0.920,0.087,0.389
1718901498931,2024-06-20T19.38.18.931,11.215,-0.958,0.099,0.310
1718901499010,2024-06-20T19.38.19.010,11.294,-0.932,0.127,0.275
1718901499089,2024-06-20T19.38.19.089,11.373,-0.940,0.132,0.321
1718901499168,2024-06-20T19.38.19.168,11.452,-0.952,0.132,0.292
1718901499247,2024-06-20T19.38.19.247,11.531,-0.936,0.111,0.318
1718901499326,2024-06-20T19.38.19.326,11.610,-0.935,0.111,0.339
1718901499404,2024-06-20T19.38.19.404,11.688,-0.928,0.095,0.353
1718901499483,2024-06-20T19.38.19.483,11.767,-0.942,0.101,0.306
1718901499562,2024-06-20T19.38.19.562,11.846,-0.947,0.125,0.299
1718901499641,2024-06-20T19.38.19.641,11.925,-0.951,0.145,0.284
1718901499720,2024-06-20T19.38.19.720,12.004,-0.916,0.087,0.349
1718901499799,2024-06-20T19.38.19.799,12.083,-0.995,0.110,0.322
1718901499878,2024-06-20T19.38.19.878,12.162,-0.955,0.156,0.244
1718901499958,2024-06-20T19.38.19.958,12.242,-0.939,0.131,0.266
1718901500037,2024-06-20T19.38.20.037,12.321,-0.958,0.141,0.340
1718901500116,2024-06-20T19.38.20.116,12.400,-0.886,0.113,0.339
1718901500195,2024-06-20T19.38.20.195,12.479,-0.885,0.096,0.362
1718901500274,2024-06-20T19.38.20.274,12.558,-0.925,0.036,0.376
1718901500352,2024-06-20T19.38.20.352,12.636,-0.929,0.062,0.364
1718901500431,2024-06-20T19.38.20.431,12.715,-1.010,0.140,0.217
1718901500510,2024-06-20T19.38.20.510,12.794,-0.943,0.120,0.236
1718901500589,2024-06-20T19.38.20.589,12.873,-0.979,0.124,0.243
1718901500668,2024-06-20T19.38.20.668,12.952,-0.946,0.119,0.264
1718901512863,2024-06-20T19.38.32.863,25.147,-0.896,-0.030,0.388
1718901512873,2024-06-20T19.38.32.873,25.157,-0.907,-0.038,0.392
1718901512882,2024-06-20T19.38.32.882,25.166,-0.912,-0.047,0.372
1718901512892,2024-06-20T19.38.32.892,25.176,-0.920,-0.045,0.358
1718901512903,2024-06-20T19.38.32.903,25.187,-0.915,-0.042,0.371
1718901512913,2024-06-20T19.38.32.913,25.197,-0.930,-0.033,0.379
1718901512922,2024-06-20T19.38.32.922,25.206,-0.952,-0.025,0.381
1718901512932,2024-06-20T19.38.32.932,25.216,-0.958,-0.026,0.372
1718901512942,2024-06-20T19.38.32.942,25.226,-0.951,-0.025,0.373
1718901512952,2024-06-20T19.38.32.952,25.236,-0.941,-0.030,0.399
1718901512961,2024-06-20T19.38.32.961,25.245,-0.934,-0.035,0.414
1718901512971,2024-06-20T19.38.32.971,25.255,-0.946,-0.034,0.404
1718901512982,2024-06-20T19.38.32.982,25.266,-0.959,-0.041,0.390
1718901512990,2024-06-20T19.38.32.990,25.274,-0.948,-0.052,0.382
1718901513001,2024-06-20T19.38.33.001,25.285,-0.948,-0.048,0.377
1718901513011,2024-06-20T19.38.33.011,25.295,-0.974,-0.034,0.379
1718901513021,2024-06-20T19.38.33.021,25.305,-0.974,-0.040,0.385
1718901513030,2024-06-20T19.38.33.030,25.314,-0.961,-0.045,0.397
1718901513040,2024-06-20T19.38.33.040,25.324,-0.949,-0.040,0.404
1718901513051,2024-06-20T19.38.33.051,25.335,-0.949,-0.035,0.405
1718901513061,2024-06-20T19.38.33.061,25.345,-0.954,-0.034,0.403
1718901513070,2024-06-20T19.38.33.070,25.354,-0.955,-0.025,0.396
1718901513080,2024-06-20T19.38.33.080,25.364,-0.949,-0.030,0.385
1718901513090,2024-06-20T19.38.33.090,25.374,-0.941,-0.041,0.378
1718901513100,2024-06-20T19.38.33.100,25.384,-0.951,-0.042,0.376
1718901513109,2024-06-20T19.38.33.109,25.393,-0.952,-0.046,0.375
1718901513119,2024-06-20T19.38.33.119,25.403,-0.937,-0.045,0.373
1718901513130,2024-06-20T19.38.33.130,25.414,-0.923,-0.038,0.379
1718901513140,2024-06-20T19.38.33.140,25.424,-0.901,-0.035,0.396
1718901513149,2024-06-20T19.38.33.149,25.433,-0.887,-0.031,0.406
1718901513159,2024-06-20T19.38.33.159,25.443,-0.889,-0.035,0.412
1718901513169,2024-06-20T19.38.33.169,25.453,-0.897,-0.037,0.413
1718901513179,2024-06-20T19.38.33.179,25.463,-0.917,-0.034,0.409
1718901513188,2024-06-20T19.38.33.188,25.472,-0.926,-0.035,0.397
1718901513198,2024-06-20T19.38.33.198,25.482,-0.932,-0.036,0.386
1718901513209,2024-06-20T19.38.33.209,25.493,-0.930,-0.034,0.381
1718901513218,2024-06-20T19.38.33.218,25.502,-0.921,-0.033,0.376
1718901513228,2024-06-20T19.38.33.228,25.512,-0.918,-0.029,0.380
1718901513238,2024-06-20T19.38.33.238,25.522,-0.910,-0.031,0.379
1718901513248,2024-06-20T19.38.33.248,25.532,-0.910,-0.044,0.383
1718901513257,2024-06-20T19.38.33.257,25.541,-0.909,-0.051,0.396
1718901513267,2024-06-20T19.38.33.267,25.551,-0.905,-0.051,0.404
1718901513278,2024-06-20T19.38.33.278,25.562,-0.896,-0.056,0.395
1718901513288,2024-06-20T19.38.33.288,25.572,-0.889,-0.052,0.389
1718901513297,2024-06-20T19.38.33.297,25.581,-0.899,-0.041,0.380
1718901513307,2024-06-20T19.38.33.307,25.591,-0.919,-0.032,0.368
1718901513317,2024-06-20T19.38.33.317,25.601,-0.931,-0.029,0.371
1718901513327,2024-06-20T19.38.33.327,25.611,-0.937,-0.034,0.373
1718901513336,2024-06-20T19.38.33.336,25.620,-0.934,-0.044,0.377
1718901513346,2024-06-20T19.38.33.346,25.630,-0.915,-0.046,0.386
1718901513357,2024-06-20T19.38.33.357,25.641,-0.897,-0.038,0.393
1718901513367,2024-06-20T19.38.33.367,25.651,-0.904,-0.032,0.392
1718901513376,2024-06-20T19.38.33.376,25.660,-0.919,-0.036,0.395
1718901513386,2024-06-20T19.38.33.386,25.670,-0.933,-0.043,0.401
1718901513396,2024-06-20T19.38.33.396,25.680,-0.916,-0.057,0.406
1718901513406,2024-06-20T19.38.33.406,25.690,-0.884,-0.064,0.405
1718901513415,2024-06-20T19.38.33.415,25.699,-0.877,-0.059,0.397
1718901513426,2024-06-20T19.38.33.426,25.710,-0.885,-0.048,0.397
1718901513436,2024-06-20T19.38.33.436,25.720,-0.889,-0.042,0.391
1718901513445,2024-06-20T19.38.33.445,25.729,-0.892,-0.053,0.396
1718901513455,2024-06-20T19.38.33.455,25.739,-0.896,-0.063,0.403
1718901513465,2024-06-20T19.38.33.465,25.749,-0.884,-0.076,0.403
1718901513475,2024-06-20T19.38.33.475,25.759,-0.867,-0.082,0.407
1718901513484,2024-06-20T19.38.33.484,25.768,-0.868,-0.079,0.403
1718901513494,2024-06-20T19.38.33.494,25.778,-0.879,-0.087,0.399
1718901513505,2024-06-20T19.38.33.505,25.789,-0.882,-0.098,0.396
1718901513515,2024-06-20T19.38.33.515,25.799,-0.866,-0.112,0.392
1718901513524,2024-06-20T19.38.33.524,25.808,-0.862,-0.111,0.382
1718901513534,2024-06-20T19.38.33.534,25.818,-0.871,-0.099,0.372
1718901513544,2024-06-20T19.38.33.544,25.828,-0.861,-0.102,0.353
1718901513554,2024-06-20T19.38.33.554,25.838,-0.841,-0.122,0.328
1718901513563,2024-06-20T19.38.33.563,25.847,-0.826,-0.137,0.299
1718901513573,2024-06-20T19.38.33.573,25.857,-0.817,-0.125,0.312
1718901513584,2024-06-20T19.38.33.584,25.868,-0.828,-0.133,0.335
1718901513594,2024-06-20T19.38.33.594,25.878,-0.835,-0.178,0.334
1718901513603,2024-06-20T19.38.33.603,25.887,-0.825,-0.223,0.328
1718901513613,2024-06-20T19.38.33.613,25.897,-0.811,-0.248,0.308
1718901513623,2024-06-20T19.38.33.623,25.907,-0.798,-0.280,0.271
1718901513634,2024-06-20T19.38.33.634,25.918,-0.793,-0.334,0.229
1718901513642,2024-06-20T19.38.33.642,25.926,-0.780,-0.373,0.188
1718901513653,2024-06-20T19.38.33.653,25.937,-0.795,-0.380,0.132
1718901513663,2024-06-20T19.38.33.663,25.947,-0.807,-0.398,0.101
1718901513673,2024-06-20T19.38.33.673,25.957,-0.788,-0.448,0.093
1718901513682,2024-06-20T19.38.33.682,25.966,-0.816,-0.472,0.107
1718901513692,2024-06-20T19.38.33.692,25.976,-0.865,-0.485,0.109
1718901513702,2024-06-20T19.38.33.702,25.986,-0.894,-0.498,0.113
1718901513711,2024-06-20T19.38.33.711,25.995,-0.879,-0.481,0.164
1718901513721,2024-06-20T19.38.33.721,26.005,-0.819,-0.400,0.231
1718901513732,2024-06-20T19.38.33.732,26.016,-0.805,-0.289,0.282
1718901513742,2024-06-20T19.38.33.742,26.026,-0.864,-0.241,0.274
1718901513751,2024-06-20T19.38.33.751,26.035,-0.927,-0.215,0.241
1718901513761,2024-06-20T19.38.33.761,26.045,-0.976,-0.219,0.180
1718901513771,2024-06-20T19.38.33.771,26.055,-0.974,-0.260,0.134
1718901513781,2024-06-20T19.38.33.781,26.065,-0.953,-0.234,0.154
1718901513790,2024-06-20T19.38.33.790,26.074,-0.951,-0.191,0.207
1718901513801,2024-06-20T19.38.33.801,26.085,-0.916,-0.176,0.261
1718901513811,2024-06-20T19.38.33.811,26.095,-0.895,-0.159,0.295
1718901513821,2024-06-20T19.38.33.821,26.105,-0.894,-0.159,0.305
1718901513830,2024-06-20T19.38.33.830,26.114,-0.876,-0.165,0.286
1718901513840,2024-06-20T19.38.33.840,26.124,-0.894,-0.149,0.244
1718901513850,2024-06-20T19.38.33.850,26.134,-0.968,-0.140,0.200
1718901513861,2024-06-20T19.38.33.861,26.145,-1.082,-0.125,0.181
1718901513869,2024-06-20T19.38.33.869,26.153,-1.164,-0.100,0.204
1718901513880,2024-06-20T19.38.33.880,26.164,-1.180,-0.080,0.247
1718901513890,2024-06-20T19.38.33.890,26.174,-1.175,-0.049,0.283
1718901513899,2024-06-20T19.38.33.899,26.183,-1.109,-0.022,0.332
1718901513909,2024-06-20T19.38.33.909,26.193,-1.017,0.004,0.356
1718901513919,2024-06-20T19.38.33.919,26.203,-1.004,0.033,0.312
1718901513929,2024-06-20T19.38.33.929,26.213,-1.062,0.047,0.238
1718901513938,2024-06-20T19.38.33.938,26.222,-1.124,0.049,0.223
1718901513948,2024-06-20T19.38.33.948,26.232,-1.167,0.073,0.229
1718901513959,2024-06-20T19.38.33.959,26.243,-1.206,0.124,0.238
1718901513969,2024-06-20T19.38.33.969,26.253,-1.215,0.157,0.250
1718901513978,2024-06-20T19.38.33.978,26.262,-1.219,0.166,0.247
1718901513988,2024-06-20T19.38.33.988,26.272,-1.211,0.188,0.205
1718901513998,2024-06-20T19.38.33.998,26.282,-1.223,0.228,0.177
1718901514009,2024-06-20T19.38.34.009,26.293,-1.249,0.257,0.203
1718901514017,2024-06-20T19.38.34.017,26.301,-1.244,0.269,0.239
1718901514028,2024-06-20T19.38.34.028,26.312,-1.211,0.279,0.279
1718901514038,2024-06-20T19.38.34.038,26.322,-1.202,0.297,0.307
1718901514048,2024-06-20T19.38.34.048,26.332,-1.205,0.327,0.317
1718901514057,2024-06-20T19.38.34.057,26.341,-1.171,0.353,0.304
1718901514067,2024-06-20T19.38.34.067,26.351,-1.104,0.384,0.308
1718901514077,2024-06-20T19.38.34.077,26.361,-1.086,0.419,0.324
1718901514088,2024-06-20T19.38.34.088,26.372,-1.083,0.439,0.315
1718901514096,2024-06-20T19.38.34.096,26.380,-1.060,0.449,0.309
1718901514107,2024-06-20T19.38.34.107,26.391,-1.062,0.461,0.330
1718901514117,2024-06-20T19.38.34.117,26.401,-1.087,0.482,0.356
1718901514126,2024-06-20T19.38.34.126,26.410,-1.119,0.481,0.371
1718901514136,2024-06-20T19.38.34.136,26.420,-1.145,0.463,0.400
1718901514146,2024-06-20T19.38.34.146,26.430,-1.133,0.429,0.442
1718901514156,2024-06-20T19.38.34.156,26.440,-1.093,0.387,0.476
1718901514165,2024-06-20T19.38.34.165,26.449,-1.101,0.364,0.491
1718901514176,2024-06-20T19.38.34.176,26.460,-1.071,0.343,0.488
1718901514186,2024-06-20T19.38.34.186,26.470,-0.988,0.329,0.462
1718901514196,2024-06-20T19.38.34.196,26.480,-0.930,0.315,0.429
1718901514205,2024-06-20T19.38.34.205,26.489,-0.915,0.282,0.392
1718901514215,2024-06-20T19.38.34.215,26.499,-0.875,0.220,0.359
1718901514225,2024-06-20T19.38.34.225,26.509,-0.805,0.157,0.319
1718901514236,2024-06-20T19.38.34.236,26.520,-0.825,0.129,0.269
1718901514244,2024-06-20T19.38.34.244,26.528,-0.882,0.096,0.242
1718901514255,2024-06-20T19.38.34.255,26.539,-0.891,0.054,0.224
1718901514265,2024-06-20T19.38.34.265,26.549,-0.915,0.014,0.204
1718901514275,2024-06-20T19.38.34.275,26.559,-0.957,-0.020,0.188
1718901514284,2024-06-20T19.38.34.284,26.568,-0.992,-0.052,0.180
1718901514294,2024-06-20T19.38.34.294,26.578,-1.016,-0.062,0.185
1718901514304,2024-06-20T19.38.34.304,26.588,-1.012,-0.063,0.193
1718901514315,2024-06-20T19.38.34.315,26.599,-0.997,-0.066,0.185
1718901514323,2024-06-20T19.38.34.323,26.607,-0.980,-0.068,0.181
1718901514334,2024-06-20T19.38.34.334,26.618,-0.970,-0.064,0.197
1718901514344,2024-06-20T19.38.34.344,26.628,-0.980,-0.070,0.202
1718901514353,2024-06-20T19.38.34.353,26.637,-1.010,-0.095,0.197
1718901514363,2024-06-20T19.38.34.363,26.647,-1.023,-0.114,0.168
1718901514373,2024-06-20T19.38.34.373,26.657,-0.987,-0.109,0.169
1718901514384,2024-06-20T19.38.34.384,26.668,-0.939,-0.102,0.188
1718901514392,2024-06-20T19.38.34.392,26.676,-0.917,-0.098,0.202
1718901514403,2024-06-20T19.38.34.403,26.687,-0.920,-0.098,0.219
1718901514413,2024-06-20T19.38.34.413,26.697,-0.944,-0.107,0.237
1718901514423,2024-06-20T19.38.34.423,26.707,-0.953,-0.129,0.230
1718901514432,2024-06-20T19.38.34.432,26.716,-0.947,-0.131,0.201
1718901514442,2024-06-20T19.38.34.442,26.726,-0.953,-0.114,0.173
1718901514452,2024-06-20T19.38.34.452,26.736,-0.963,-0.105,0.179
1718901514463,2024-06-20T19.38.34.463,26.747,-0.964,-0.109,0.201
1718901514471,2024-06-20T19.38.34.471,26.755,-0.972,-0.104,0.213
1718901514482,2024-06-20T19.38.34.482,26.766,-0.958,-0.088,0.244
1718901514492,2024-06-20T19.38.34.492,26.776,-0.931,-0.079,0.258
1718901514502,2024-06-20T19.38.34.502,26.786,-0.921,-0.067,0.261
1718901514511,2024-06-20T19.38.34.511,26.795,-0.912,-0.044,0.263
1718901514521,2024-06-20T19.38.34.521,26.805,-0.918,-0.021,0.248
1718901514531,2024-06-20T19.38.34.531,26.815,-0.942,-0.016,0.235
1718901514542,2024-06-20T19.38.34.542,26.826,-0.954,-0.001,0.236
1718901514551,2024-06-20T19.38.34.551,26.835,-0.963,0.019,0.244
1718901514561,2024-06-20T19.38.34.561,26.845,-0.975,0.018,0.251
1718901514571,2024-06-20T19.38.34.571,26.855,-0.959,-0.000,0.263
1718901514580,2024-06-20T19.38.34.580,26.864,-0.935,-0.006,0.266
1718901514590,2024-06-20T19.38.34.590,26.874,-0.910,-0.000,0.272
1718901514600,2024-06-20T19.38.34.600,26.884,-0.901,0.021,0.272
1718901514611,2024-06-20T19.38.34.611,26.895,-0.908,0.043,0.264
1718901514619,2024-06-20T19.38.34.619,26.903,-0.896,0.062,0.260
1718901514630,2024-06-20T19.38.34.630,26.914,-0.907,0.096,0.248
1718901514640,2024-06-20T19.38.34.640,26.924,-0.952,0.145,0.245
1718901514650,2024-06-20T19.38.34.650,26.934,-1.000,0.171,0.258
1718901514659,2024-06-20T19.38.34.659,26.943,-1.012,0.163,0.277
1718901514669,2024-06-20T19.38.34.669,26.953,-1.014,0.166,0.316
1718901514679,2024-06-20T19.38.34.679,26.963,-1.019,0.170,0.364
1718901514690,2024-06-20T19.38.34.690,26.974,-1.022,0.160,0.395
1718901514698,2024-06-20T19.38.34.698,26.982,-1.004,0.151,0.416
1718901514709,2024-06-20T19.38.34.709,26.993,-0.991,0.167,0.412
1718901514719,2024-06-20T19.38.34.719,27.003,-1.054,0.192,0.391
1718901514729,2024-06-20T19.38.34.729,27.013,-1.112,0.196,0.396
1718901514738,2024-06-20T19.38.34.738,27.022,-1.132,0.195,0.441
1718901514748,2024-06-20T19.38.34.748,27.032,-1.124,0.207,0.485
1718901514759,2024-06-20T19.38.34.759,27.043,-1.107,0.234,0.504
1718901514769,2024-06-20T19.38.34.769,27.053,-1.083,0.264,0.510
1718901514778,2024-06-20T19.38.34.778,27.062,-1.031,0.279,0.539
1718901514788,2024-06-20T19.38.34.788,27.072,-0.984,0.291,0.560
