epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1718727071405,2024-06-18T19.11.11.405,0.000,-0.776,-0.486,0.363
1718727071415,2024-06-18T19.11.11.415,0.010,-0.790,-0.487,0.363
1718727071425,2024-06-18T19.11.11.425,0.020,-0.803,-0.488,0.360
1718727071434,2024-06-18T19.11.11.434,0.029,-0.807,-0.496,0.356
1718727071444,2024-06-18T19.11.11.444,0.039,-0.809,-0.497,0.357
1718727071454,2024-06-18T19.11.11.454,0.049,-0.801,-0.498,0.359
1718727071465,2024-06-18T19.11.11.465,0.060,-0.783,-0.500,0.362
1718727071473,2024-06-18T19.11.11.473,0.068,-0.777,-0.500,0.367
1718727071484,2024-06-18T19.11.11.484,0.079,-0.760,-0.503,0.375
1718727071494,2024-06-18T19.11.11.494,0.089,-0.759,-0.503,0.378
1718727071504,2024-06-18T19.11.11.504,0.099,-0.762,-0.505,0.379
1718727071513,2024-06-18T19.11.11.513,0.108,-0.750,-0.506,0.382
1718727071523,2024-06-18T19.11.11.523,0.118,-0.761,-0.504,0.386
1718727071533,2024-06-18T19.11.11.533,0.128,-0.778,-0.500,0.384
1718727071542,2024-06-18T19.11.11.542,0.137,-0.781,-0.495,0.376
1718727071552,2024-06-18T19.11.11.552,0.147,-0.781,-0.492,0.376
1718727071563,2024-06-18T19.11.11.563,0.158,-0.785,-0.492,0.379
1718727071573,2024-06-18T19.11.11.573,0.168,-0.784,-0.493,0.379
1718727071582,2024-06-18T19.11.11.582,0.177,-0.777,-0.496,0.383
1718727071592,2024-06-18T19.11.11.592,0.187,-0.779,-0.499,0.379
1718727071602,2024-06-18T19.11.11.602,0.197,-0.777,-0.498,0.377
1718727071613,2024-06-18T19.11.11.613,0.208,-0.766,-0.498,0.380
1718727071621,2024-06-18T19.11.11.621,0.216,-0.777,-0.494,0.381
1718727071632,2024-06-18T19.11.11.632,0.227,-0.780,-0.493,0.377
1718727071642,2024-06-18T19.11.11.642,0.237,-0.777,-0.495,0.375
1718727071652,2024-06-18T19.11.11.652,0.247,-0.781,-0.496,0.371
1718727071661,2024-06-18T19.11.11.661,0.256,-0.786,-0.498,0.373
1718727071671,2024-06-18T19.11.11.671,0.266,-0.779,-0.495,0.373
1718727071681,2024-06-18T19.11.11.681,0.276,-0.776,-0.496,0.370
1718727071692,2024-06-18T19.11.11.692,0.287,-0.781,-0.497,0.367
1718727071700,2024-06-18T19.11.11.700,0.295,-0.778,-0.499,0.371
1718727071711,2024-06-18T19.11.11.711,0.306,-0.773,-0.500,0.372
1718727071721,2024-06-18T19.11.11.721,0.316,-0.776,-0.499,0.367
1718727071731,2024-06-18T19.11.11.731,0.326,-0.777,-0.499,0.367
1718727071740,2024-06-18T19.11.11.740,0.335,-0.773,-0.499,0.364
1718727071750,2024-06-18T19.11.11.750,0.345,-0.773,-0.499,0.367
1718727071760,2024-06-18T19.11.11.760,0.355,-0.777,-0.497,0.364
1718727071769,2024-06-18T19.11.11.769,0.364,-0.775,-0.494,0.363
1718727071780,2024-06-18T19.11.11.780,0.375,-0.777,-0.492,0.363
1718727071790,2024-06-18T19.11.11.790,0.385,-0.776,-0.496,0.363
1718727071800,2024-06-18T19.11.11.800,0.395,-0.774,-0.495,0.360
1718727071809,2024-06-18T19.11.11.809,0.404,-0.772,-0.496,0.363
1718727071819,2024-06-18T19.11.11.819,0.414,-0.772,-0.497,0.364
1718727071829,2024-06-18T19.11.11.829,0.424,-0.773,-0.498,0.365
1718727071840,2024-06-18T19.11.11.840,0.435,-0.769,-0.500,0.365
1718727071848,2024-06-18T19.11.11.848,0.443,-0.772,-0.500,0.362
1718727071859,2024-06-18T19.11.11.859,0.454,-0.777,-0.500,0.362
1718727071869,2024-06-18T19.11.11.869,0.464,-0.775,-0.501,0.358
1718727071879,2024-06-18T19.11.11.879,0.474,-0.774,-0.499,0.362
1718727071888,2024-06-18T19.11.11.888,0.483,-0.784,-0.500,0.363
1718727071898,2024-06-18T19.11.11.898,0.493,-0.788,-0.500,0.364
1718727071908,2024-06-18T19.11.11.908,0.503,-0.790,-0.496,0.367
1718727071919,2024-06-18T19.11.11.919,0.514,-0.782,-0.497,0.372
1718727071927,2024-06-18T19.11.11.927,0.522,-0.780,-0.496,0.371
1718727071938,2024-06-18T19.11.11.938,0.533,-0.778,-0.493,0.368
1718727071948,2024-06-18T19.11.11.948,0.543,-0.773,-0.497,0.368
1718727071958,2024-06-18T19.11.11.958,0.553,-0.771,-0.498,0.370
1718727071967,2024-06-18T19.11.11.967,0.562,-0.774,-0.493,0.371
1718727071977,2024-06-18T19.11.11.977,0.572,-0.778,-0.494,0.371
1718727071988,2024-06-18T19.11.11.988,0.583,-0.777,-0.496,0.375
1718727071998,2024-06-18T19.11.11.998,0.593,-0.777,-0.495,0.370
1718727072007,2024-06-18T19.11.12.007,0.602,-0.783,-0.492,0.367
1718727072017,2024-06-18T19.11.12.017,0.612,-0.780,-0.492,0.374
1718727072027,2024-06-18T19.11.12.027,0.622,-0.777,-0.491,0.372
