epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1718909868991,2024-06-20T21.57.48.991,0.000,-1.109,0.437,0.344
1718909869001,2024-06-20T21.57.49.001,0.010,-1.042,0.375,0.337
1718909869010,2024-06-20T21.57.49.010,0.019,-1.034,0.318,0.299
1718909869020,2024-06-20T21.57.49.020,0.029,-1.087,0.293,0.244
1718909869031,2024-06-20T21.57.49.031,0.040,-1.087,0.268,0.122
1718909869041,2024-06-20T21.57.49.041,0.050,-1.104,0.227,0.013
1718909869050,2024-06-20T21.57.49.050,0.059,-1.126,0.176,-0.062
1718909869060,2024-06-20T21.57.49.060,0.069,-1.231,0.116,-0.053
1718909869070,2024-06-20T21.57.49.070,0.079,-1.338,0.011,0.047
1718909869080,2024-06-20T21.57.49.080,0.089,-1.241,-0.093,0.153
1718909869089,2024-06-20T21.57.49.089,0.098,-1.013,-0.192,0.250
1718909869099,2024-06-20T21.57.49.099,0.108,-0.856,-0.325,0.314
1718909869110,2024-06-20T21.57.49.110,0.119,-0.859,-0.477,0.334
1718909869120,2024-06-20T21.57.49.120,0.129,-0.979,-0.575,0.317
1718909869129,2024-06-20T21.57.49.129,0.138,-1.128,-0.605,0.247
1718909869139,2024-06-20T21.57.49.139,0.148,-1.197,-0.618,0.110
1718909869149,2024-06-20T21.57.49.149,0.158,-1.241,-0.630,0.008
1718909869158,2024-06-20T21.57.49.158,0.167,-1.299,-0.656,0.016
1718909869168,2024-06-20T21.57.49.168,0.177,-1.237,-0.695,0.065
1718909869178,2024-06-20T21.57.49.178,0.187,-1.066,-0.714,0.096
1718909869189,2024-06-20T21.57.49.189,0.198,-0.891,-0.709,0.129
1718909869198,2024-06-20T21.57.49.198,0.207,-0.792,-0.708,0.189
1718909869208,2024-06-20T21.57.49.208,0.217,-0.748,-0.741,0.216
1718909869218,2024-06-20T21.57.49.218,0.227,-0.745,-0.790,0.219
1718909869228,2024-06-20T21.57.49.228,0.237,-0.753,-0.838,0.220
1718909869237,2024-06-20T21.57.49.237,0.246,-0.770,-0.872,0.226
1718909869247,2024-06-20T21.57.49.247,0.256,-0.777,-0.863,0.210
1718909869258,2024-06-20T21.57.49.258,0.267,-0.792,-0.822,0.219
1718909869268,2024-06-20T21.57.49.268,0.277,-0.869,-0.787,0.246
1718909869277,2024-06-20T21.57.49.277,0.286,-0.929,-0.755,0.280
1718909869287,2024-06-20T21.57.49.287,0.296,-0.911,-0.713,0.319
1718909869297,2024-06-20T21.57.49.297,0.306,-0.855,-0.660,0.355
1718909869307,2024-06-20T21.57.49.307,0.316,-0.815,-0.598,0.406
1718909869316,2024-06-20T21.57.49.316,0.325,-0.810,-0.551,0.422
1718909869326,2024-06-20T21.57.49.326,0.335,-0.800,-0.536,0.408
1718909869337,2024-06-20T21.57.49.337,0.346,-0.778,-0.516,0.387
1718909869347,2024-06-20T21.57.49.347,0.356,-0.747,-0.479,0.366
1718909869356,2024-06-20T21.57.49.356,0.365,-0.754,-0.443,0.377
1718909869366,2024-06-20T21.57.49.366,0.375,-0.781,-0.429,0.424
1718909869376,2024-06-20T21.57.49.376,0.385,-0.750,-0.444,0.456
1718909869386,2024-06-20T21.57.49.386,0.395,-0.698,-0.458,0.484
1718909869395,2024-06-20T21.57.49.395,0.404,-0.650,-0.454,0.507
1718909869406,2024-06-20T21.57.49.406,0.415,-0.644,-0.435,0.514
1718909869416,2024-06-20T21.57.49.416,0.425,-0.693,-0.419,0.478
1718909869425,2024-06-20T21.57.49.425,0.434,-0.787,-0.395,0.458
1718909869435,2024-06-20T21.57.49.435,0.444,-0.862,-0.371,0.460
1718909869445,2024-06-20T21.57.49.445,0.454,-0.886,-0.374,0.459
1718909869455,2024-06-20T21.57.49.455,0.464,-0.875,-0.362,0.451
1718909869464,2024-06-20T21.57.49.464,0.473,-0.874,-0.350,0.437
1718909869474,2024-06-20T21.57.49.474,0.483,-0.865,-0.355,0.428
1718909869485,2024-06-20T21.57.49.485,0.494,-0.832,-0.350,0.426
1718909869495,2024-06-20T21.57.49.495,0.504,-0.827,-0.340,0.416
1718909869504,2024-06-20T21.57.49.504,0.513,-0.843,-0.329,0.410
1718909869514,2024-06-20T21.57.49.514,0.523,-0.842,-0.323,0.400
1718909869524,2024-06-20T21.57.49.524,0.533,-0.840,-0.321,0.404
1718909869534,2024-06-20T21.57.49.534,0.543,-0.824,-0.332,0.394
1718909869543,2024-06-20T21.57.49.543,0.552,-0.815,-0.339,0.378
1718909869553,2024-06-20T21.57.49.553,0.562,-0.832,-0.330,0.370
1718909869564,2024-06-20T21.57.49.564,0.573,-0.878,-0.328,0.355
1718909869574,2024-06-20T21.57.49.574,0.583,-0.904,-0.332,0.354
1718909869583,2024-06-20T21.57.49.583,0.592,-0.896,-0.335,0.356
1718909869593,2024-06-20T21.57.49.593,0.602,-0.885,-0.333,0.358
1718909869603,2024-06-20T21.57.49.603,0.612,-0.872,-0.329,0.348
1718909869612,2024-06-20T21.57.49.612,0.621,-0.877,-0.335,0.344
1718909869622,2024-06-20T21.57.49.622,0.631,-0.856,-0.341,0.352
1718909869633,2024-06-20T21.57.49.633,0.642,-0.845,-0.336,0.369
1718909869643,2024-06-20T21.57.49.643,0.652,-0.862,-0.337,0.382
1718909869652,2024-06-20T21.57.49.652,0.661,-0.871,-0.347,0.384
1718909869662,2024-06-20T21.57.49.662,0.671,-0.873,-0.346,0.391
1718909869672,2024-06-20T21.57.49.672,0.681,-0.865,-0.346,0.387
1718909869682,2024-06-20T21.57.49.682,0.691,-0.877,-0.343,0.379
1718909869691,2024-06-20T21.57.49.691,0.700,-0.889,-0.333,0.386
1718909869701,2024-06-20T21.57.49.701,0.710,-0.879,-0.335,0.392
1718909869712,2024-06-20T21.57.49.712,0.721,-0.885,-0.339,0.390
1718909869722,2024-06-20T21.57.49.722,0.731,-0.890,-0.341,0.392
1718909869731,2024-06-20T21.57.49.731,0.740,-0.887,-0.345,0.386
1718909869741,2024-06-20T21.57.49.741,0.750,-0.889,-0.340,0.382
1718909869751,2024-06-20T21.57.49.751,0.760,-0.879,-0.335,0.392
