epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1718901319501,2024-06-20T19.35.19.501,0.000,-0.029,0.416,-0.207
1718901319511,2024-06-20T19.35.19.511,0.010,-0.002,0.478,-0.188
1718901319521,2024-06-20T19.35.19.521,0.020,0.026,0.506,-0.178
1718901319530,2024-06-20T19.35.19.530,0.029,0.024,0.519,-0.181
1718901319540,2024-06-20T19.35.19.540,0.039,0.021,0.531,-0.152
1718901319550,2024-06-20T19.35.19.550,0.049,0.038,0.567,-0.114
1718901319561,2024-06-20T19.35.19.561,0.060,0.053,0.603,-0.091
1718901319569,2024-06-20T19.35.19.569,0.068,0.076,0.613,-0.086
1718901319580,2024-06-20T19.35.19.580,0.079,0.093,0.609,-0.073
1718901319590,2024-06-20T19.35.19.590,0.089,0.099,0.596,-0.042
1718901319599,2024-06-20T19.35.19.599,0.098,0.102,0.579,0.017
1718901319609,2024-06-20T19.35.19.609,0.108,0.096,0.556,0.100
1718901319619,2024-06-20T19.35.19.619,0.118,0.072,0.543,0.162
1718901319629,2024-06-20T19.35.19.629,0.128,0.067,0.524,0.213
1718901319638,2024-06-20T19.35.19.638,0.137,0.079,0.513,0.265
1718901319648,2024-06-20T19.35.19.648,0.147,0.065,0.524,0.315
1718901319659,2024-06-20T19.35.19.659,0.158,0.049,0.517,0.345
1718901319669,2024-06-20T19.35.19.669,0.168,0.056,0.481,0.369
1718901319678,2024-06-20T19.35.19.678,0.177,0.069,0.428,0.406
1718901319688,2024-06-20T19.35.19.688,0.187,0.064,0.375,0.438
1718901319698,2024-06-20T19.35.19.698,0.197,0.036,0.334,0.470
1718901319709,2024-06-20T19.35.19.709,0.208,0.011,0.301,0.493
1718901319717,2024-06-20T19.35.19.717,0.216,0.011,0.291,0.509
1718901319728,2024-06-20T19.35.19.728,0.227,0.019,0.288,0.515
1718901319738,2024-06-20T19.35.19.738,0.237,0.023,0.283,0.525
1718901319748,2024-06-20T19.35.19.748,0.247,0.033,0.279,0.556
1718901319757,2024-06-20T19.35.19.757,0.256,0.017,0.247,0.562
1718901319767,2024-06-20T19.35.19.767,0.266,0.014,0.196,0.539
1718901319777,2024-06-20T19.35.19.777,0.276,0.012,0.136,0.529
1718901319788,2024-06-20T19.35.19.788,0.287,-0.023,0.095,0.576
1718901319796,2024-06-20T19.35.19.796,0.295,-0.080,0.087,0.564
1718901319807,2024-06-20T19.35.19.807,0.306,-0.093,0.074,0.565
1718901319817,2024-06-20T19.35.19.817,0.316,-0.112,0.050,0.634
1718901319827,2024-06-20T19.35.19.827,0.326,-0.154,0.063,0.663
1718901319836,2024-06-20T19.35.19.836,0.335,-0.185,0.055,0.670
1718901319846,2024-06-20T19.35.19.846,0.345,-0.211,0.002,0.676
1718901319856,2024-06-20T19.35.19.856,0.355,-0.196,-0.062,0.652
1718901319865,2024-06-20T19.35.19.865,0.364,-0.125,-0.113,0.649
1718901319876,2024-06-20T19.35.19.876,0.375,-0.100,-0.155,0.766
1718901319886,2024-06-20T19.35.19.886,0.385,-0.128,-0.161,0.847
1718901319896,2024-06-20T19.35.19.896,0.395,-0.146,-0.157,0.840
1718901319905,2024-06-20T19.35.19.905,0.404,-0.150,-0.190,0.815
1718901319915,2024-06-20T19.35.19.915,0.414,-0.140,-0.222,0.779
1718901319925,2024-06-20T19.35.19.925,0.424,-0.105,-0.239,0.774
