epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1718726279362,2024-06-18T18.57.59.362,0.000,-0.852,0.026,0.504
1718726279372,2024-06-18T18.57.59.372,0.010,-0.854,0.022,0.516
1718726279382,2024-06-18T18.57.59.382,0.020,-0.854,0.019,0.514
1718726279391,2024-06-18T18.57.59.391,0.029,-0.859,0.014,0.506
1718726279401,2024-06-18T18.57.59.401,0.039,-0.863,0.009,0.504
1718726279411,2024-06-18T18.57.59.411,0.049,-0.862,0.011,0.513
1718726279422,2024-06-18T18.57.59.422,0.060,-0.869,0.008,0.510
1718726279430,2024-06-18T18.57.59.430,0.068,-0.878,0.004,0.502
1718726279441,2024-06-18T18.57.59.441,0.079,-0.889,0.002,0.495
1718726279451,2024-06-18T18.57.59.451,0.089,-0.900,-0.002,0.496
1718726279460,2024-06-18T18.57.59.460,0.098,-0.908,-0.004,0.502
1718726279470,2024-06-18T18.57.59.470,0.108,-0.908,-0.010,0.503
1718726279480,2024-06-18T18.57.59.480,0.118,-0.905,-0.017,0.488
1718726279490,2024-06-18T18.57.59.490,0.128,-0.914,-0.020,0.480
1718726279499,2024-06-18T18.57.59.499,0.137,-0.891,-0.033,0.487
1718726279509,2024-06-18T18.57.59.509,0.147,-0.861,-0.057,0.487
1718726279520,2024-06-18T18.57.59.520,0.158,-0.863,-0.077,0.470
1718726279530,2024-06-18T18.57.59.530,0.168,-0.878,-0.103,0.457
1718726279539,2024-06-18T18.57.59.539,0.177,-0.862,-0.128,0.456
1718726279549,2024-06-18T18.57.59.549,0.187,-0.845,-0.141,0.457
1718726279559,2024-06-18T18.57.59.559,0.197,-0.846,-0.141,0.463
1718726279570,2024-06-18T18.57.59.570,0.208,-0.862,-0.126,0.458
1718726279578,2024-06-18T18.57.59.578,0.216,-0.908,-0.104,0.458
1718726279589,2024-06-18T18.57.59.589,0.227,-0.931,-0.111,0.470
1718726279599,2024-06-18T18.57.59.599,0.237,-0.915,-0.137,0.481
1718726279609,2024-06-18T18.57.59.609,0.247,-0.870,-0.158,0.483
1718726279618,2024-06-18T18.57.59.618,0.256,-0.830,-0.187,0.458
1718726279628,2024-06-18T18.57.59.628,0.266,-0.794,-0.217,0.425
1718726279638,2024-06-18T18.57.59.638,0.276,-0.790,-0.226,0.405
1718726279649,2024-06-18T18.57.59.649,0.287,-0.816,-0.242,0.365
1718726279657,2024-06-18T18.57.59.657,0.295,-0.829,-0.284,0.301
1718726279668,2024-06-18T18.57.59.668,0.306,-0.825,-0.312,0.266
1718726279678,2024-06-18T18.57.59.678,0.316,-0.857,-0.306,0.240
1718726279688,2024-06-18T18.57.59.688,0.326,-0.903,-0.309,0.257
1718726279697,2024-06-18T18.57.59.697,0.335,-0.915,-0.304,0.329
1718726279707,2024-06-18T18.57.59.707,0.345,-0.895,-0.271,0.385
1718726279717,2024-06-18T18.57.59.717,0.355,-0.867,-0.241,0.390
1718726279726,2024-06-18T18.57.59.726,0.364,-0.844,-0.257,0.372
1718726279737,2024-06-18T18.57.59.737,0.375,-0.840,-0.305,0.380
1718726279747,2024-06-18T18.57.59.747,0.385,-0.815,-0.323,0.390
1718726279757,2024-06-18T18.57.59.757,0.395,-0.794,-0.300,0.386
1718726279766,2024-06-18T18.57.59.766,0.404,-0.792,-0.246,0.370
1718726279776,2024-06-18T18.57.59.776,0.414,-0.836,-0.194,0.372
1718726279786,2024-06-18T18.57.59.786,0.424,-0.839,-0.157,0.373
1718726279797,2024-06-18T18.57.59.797,0.435,-0.858,-0.124,0.389
1718726279805,2024-06-18T18.57.59.805,0.443,-0.848,-0.093,0.406
1718726279816,2024-06-18T18.57.59.816,0.454,-0.835,-0.060,0.396
1718726279826,2024-06-18T18.57.59.826,0.464,-0.871,-0.019,0.379
1718726279836,2024-06-18T18.57.59.836,0.474,-0.972,0.029,0.397
1718726279845,2024-06-18T18.57.59.845,0.483,-0.995,0.075,0.435
1718726279855,2024-06-18T18.57.59.855,0.493,-0.958,0.142,0.479
1718726279865,2024-06-18T18.57.59.865,0.503,-0.903,0.213,0.498
1718726279876,2024-06-18T18.57.59.876,0.514,-0.858,0.262,0.496
1718726279884,2024-06-18T18.57.59.884,0.522,-0.862,0.312,0.500
1718726279895,2024-06-18T18.57.59.895,0.533,-0.838,0.350,0.490
1718726279905,2024-06-18T18.57.59.905,0.543,-0.840,0.376,0.487
1718726279915,2024-06-18T18.57.59.915,0.553,-0.863,0.400,0.482
1718726279924,2024-06-18T18.57.59.924,0.562,-0.844,0.428,0.504
1718726279934,2024-06-18T18.57.59.934,0.572,-0.802,0.453,0.499
1718726279945,2024-06-18T18.57.59.945,0.583,-0.827,0.471,0.480
1718726279955,2024-06-18T18.57.59.955,0.593,-0.875,0.476,0.429
1718726279964,2024-06-18T18.57.59.964,0.602,-0.934,0.479,0.385
