epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718909869001,2024-06-20T21.57.49.001,0.000,30.061,15.244,7.317
1718909869010,2024-06-20T21.57.49.010,0.009,30.915,20.793,6.280
1718909869020,2024-06-20T21.57.49.020,0.019,32.317,44.146,-0.854
1718909869031,2024-06-20T21.57.49.031,0.030,32.256,61.159,-12.073
1718909869041,2024-06-20T21.57.49.041,0.040,29.939,52.439,-23.354
1718909869050,2024-06-20T21.57.49.050,0.049,26.951,25.244,-33.110
1718909869060,2024-06-20T21.57.49.060,0.059,23.537,-18.537,-42.805
1718909869070,2024-06-20T21.57.49.070,0.069,19.634,-69.817,-53.415
1718909869080,2024-06-20T21.57.49.080,0.079,16.951,-111.402,-63.598
1718909869089,2024-06-20T21.57.49.089,0.088,15.732,-112.866,-68.720
1718909869099,2024-06-20T21.57.49.099,0.098,16.098,-67.195,-68.537
1718909869110,2024-06-20T21.57.49.110,0.109,17.927,4.085,-71.280
1718909869120,2024-06-20T21.57.49.120,0.119,23.415,71.524,-75.000
1718909869129,2024-06-20T21.57.49.129,0.128,28.780,108.232,-78.537
1718909869139,2024-06-20T21.57.49.139,0.138,31.768,107.927,-84.207
1718909869149,2024-06-20T21.57.49.149,0.148,32.622,79.390,-85.732
1718909869159,2024-06-20T21.57.49.159,0.158,33.049,36.037,-84.939
1718909869168,2024-06-20T21.57.49.168,0.167,32.988,-7.378,-86.098
1718909869178,2024-06-20T21.57.49.178,0.177,32.134,-39.634,-89.268
1718909869189,2024-06-20T21.57.49.189,0.188,31.585,-56.159,-92.927
1718909869198,2024-06-20T21.57.49.198,0.197,29.939,-58.598,-95.610
1718909869208,2024-06-20T21.57.49.208,0.207,26.402,-53.049,-97.683
1718909869218,2024-06-20T21.57.49.218,0.217,22.561,-45.854,-101.524
1718909869228,2024-06-20T21.57.49.228,0.227,19.695,-38.537,-104.146
1718909869237,2024-06-20T21.57.49.237,0.236,17.439,-29.878,-103.659
1718909869247,2024-06-20T21.57.49.247,0.246,15.671,-20.549,-100.183
1718909869258,2024-06-20T21.57.49.258,0.257,14.085,-15.183,-93.963
1718909869268,2024-06-20T21.57.49.268,0.267,12.073,-14.451,-84.695
1718909869277,2024-06-20T21.57.49.277,0.276,10.427,-15.305,-73.415
1718909869287,2024-06-20T21.57.49.287,0.286,9.878,-13.902,-61.463
1718909869297,2024-06-20T21.57.49.297,0.296,8.537,-8.171,-47.988
1718909869307,2024-06-20T21.57.49.307,0.306,7.134,-0.854,-34.512
1718909869316,2024-06-20T21.57.49.316,0.315,4.390,5.305,-22.256
1718909869326,2024-06-20T21.57.49.326,0.325,0.305,7.134,-11.890
1718909869337,2024-06-20T21.57.49.337,0.336,-2.378,2.439,-5.915
1718909869347,2024-06-20T21.57.49.347,0.346,-5.000,-7.561,-2.988
1718909869356,2024-06-20T21.57.49.356,0.355,-7.378,-21.037,-2.439
1718909869366,2024-06-20T21.57.49.366,0.365,-9.634,-34.512,-4.024
1718909869376,2024-06-20T21.57.49.376,0.375,-11.159,-44.634,-8.049
1718909869386,2024-06-20T21.57.49.386,0.385,-10.732,-46.280,-11.707
1718909869395,2024-06-20T21.57.49.395,0.394,-8.415,-36.098,-13.659
1718909869406,2024-06-20T21.57.49.406,0.405,-4.939,-18.415,-14.207
1718909869416,2024-06-20T21.57.49.416,0.415,-1.707,-0.244,-12.744
1718909869425,2024-06-20T21.57.49.425,0.424,1.524,11.524,-10.549
1718909869435,2024-06-20T21.57.49.435,0.434,4.024,15.427,-8.841
1718909869445,2024-06-20T21.57.49.445,0.444,4.695,13.537,-7.317
1718909869455,2024-06-20T21.57.49.455,0.454,5.244,9.085,-6.829
1718909869464,2024-06-20T21.57.49.464,0.463,5.427,5.671,-5.610
1718909869474,2024-06-20T21.57.49.474,0.473,4.512,5.000,-4.512
1718909869485,2024-06-20T21.57.49.485,0.484,4.024,5.915,-4.024
1718909869495,2024-06-20T21.57.49.495,0.494,3.720,7.988,-3.354
1718909869504,2024-06-20T21.57.49.504,0.503,3.537,9.573,-3.537
1718909869514,2024-06-20T21.57.49.514,0.513,2.927,7.744,-4.390
1718909869524,2024-06-20T21.57.49.524,0.523,2.805,3.902,-5.488
1718909869534,2024-06-20T21.57.49.534,0.533,2.805,2.073,-6.402
1718909869543,2024-06-20T21.57.49.543,0.542,3.110,3.841,-6.585
1718909869553,2024-06-20T21.57.49.553,0.552,3.963,7.866,-6.463
1718909869564,2024-06-20T21.57.49.564,0.563,3.902,10.915,-5.976
1718909869574,2024-06-20T21.57.49.574,0.573,2.988,10.671,-5.427
1718909869583,2024-06-20T21.57.49.583,0.582,2.317,7.683,-4.878
1718909869593,2024-06-20T21.57.49.593,0.592,1.159,3.476,-4.268
1718909869603,2024-06-20T21.57.49.603,0.602,-0.244,-1.159,-3.963
1718909869612,2024-06-20T21.57.49.612,0.611,-2.012,-4.512,-3.476
1718909869622,2024-06-20T21.57.49.622,0.621,-2.927,-5.244,-3.659
1718909869633,2024-06-20T21.57.49.633,0.632,-2.927,-3.537,-3.537
1718909869643,2024-06-20T21.57.49.643,0.642,-2.622,-0.610,-2.866
1718909869652,2024-06-20T21.57.49.652,0.651,-2.683,1.037,-2.744
1718909869662,2024-06-20T21.57.49.662,0.661,-2.256,1.829,-2.317
1718909869672,2024-06-20T21.57.49.672,0.671,-1.829,3.171,-1.707
1718909869682,2024-06-20T21.57.49.682,0.681,-1.402,4.207,-0.915
1718909869691,2024-06-20T21.57.49.691,0.690,-0.915,4.695,-0.122
1718909869701,2024-06-20T21.57.49.701,0.700,-0.610,4.695,0.549
1718909869712,2024-06-20T21.57.49.712,0.711,-0.610,4.146,1.037
1718909869722,2024-06-20T21.57.49.722,0.721,-0.549,3.780,1.341
1718909869731,2024-06-20T21.57.49.731,0.730,-0.488,3.354,1.159
1718909869741,2024-06-20T21.57.49.741,0.740,-0.061,2.988,1.159
1718909869751,2024-06-20T21.57.49.751,0.750,0.549,2.378,0.915
1718909869761,2024-06-20T21.57.49.761,0.760,0.488,1.463,0.488
1718909869770,2024-06-20T21.57.49.770,0.769,0.732,0.366,-0.061
1718909869781,2024-06-20T21.57.49.781,0.780,1.341,-0.732,-0.366
1718909869791,2024-06-20T21.57.49.791,0.790,1.890,-0.732,0.305
1718909869801,2024-06-20T21.57.49.801,0.800,2.500,0.854,0.915
1718909869810,2024-06-20T21.57.49.810,0.809,2.988,2.866,1.402
1718909869820,2024-06-20T21.57.49.820,0.819,3.049,3.659,1.707
1718909869830,2024-06-20T21.57.49.830,0.829,3.171,3.598,2.012
1718909869839,2024-06-20T21.57.49.839,0.838,3.780,2.866,2.134
1718909869849,2024-06-20T21.57.49.849,0.848,3.780,2.073,1.951
1718909869860,2024-06-20T21.57.49.860,0.859,3.780,1.585,1.585
1718909869870,2024-06-20T21.57.49.870,0.869,3.841,1.707,0.915
1718909869879,2024-06-20T21.57.49.879,0.878,3.841,1.524,0.366
1718909869889,2024-06-20T21.57.49.889,0.888,3.598,1.037,0.183
1718909869899,2024-06-20T21.57.49.899,0.898,3.171,1.646,0.549
1718909869909,2024-06-20T21.57.49.909,0.908,3.171,3.110,0.671
1718909869918,2024-06-20T21.57.49.918,0.917,3.293,3.659,0.488
1718909869928,2024-06-20T21.57.49.928,0.927,2.805,3.354,0.305
1718909869939,2024-06-20T21.57.49.939,0.938,2.439,2.927,-0.061
1718909869949,2024-06-20T21.57.49.949,0.948,2.256,1.890,-0.305
1718909869958,2024-06-20T21.57.49.958,0.957,1.402,0.854,0.061
1718909869968,2024-06-20T21.57.49.968,0.967,0.610,0.244,0.732
1718909869978,2024-06-20T21.57.49.978,0.977,0.427,-0.793,1.463
1718909869989,2024-06-20T21.57.49.989,0.988,0.305,-1.951,2.256
1718909869997,2024-06-20T21.57.49.997,0.996,0.122,-2.561,2.988
1718909870008,2024-06-20T21.57.50.008,1.007,0.244,-2.378,3.171
1718909870018,2024-06-20T21.57.50.018,1.017,0.366,-1.280,2.988
1718909870028,2024-06-20T21.57.50.028,1.027,0.671,0.427,2.805
1718909870037,2024-06-20T21.57.50.037,1.036,1.159,2.073,2.805
1718909870047,2024-06-20T21.57.50.047,1.046,1.463,3.293,2.866
1718909870057,2024-06-20T21.57.50.057,1.056,1.646,4.329,3.354
