epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718553969313,2024-06-16T19.06.09.313,0.000,13.537,-71.037,-23.598
1718553969323,2024-06-16T19.06.09.323,0.010,11.402,-73.780,-24.573
1718553969332,2024-06-16T19.06.09.332,0.019,4.817,-85.488,-31.585
1718553969342,2024-06-16T19.06.09.342,0.029,-3.354,-96.402,-42.683
1718553969353,2024-06-16T19.06.09.353,0.040,-10.122,-97.744,-52.500
1718553969361,2024-06-16T19.06.09.361,0.048,-17.805,-90.183,-61.280
1718553969372,2024-06-16T19.06.09.372,0.059,-24.939,-74.817,-66.341
1718553969382,2024-06-16T19.06.09.382,0.069,-27.317,-62.378,-70.549
1718553969392,2024-06-16T19.06.09.392,0.079,-25.183,-62.073,-69.756
1718553969401,2024-06-16T19.06.09.401,0.088,-25.976,-68.841,-65.854
1718553969411,2024-06-16T19.06.09.411,0.098,-30.183,-77.195,-65.915
1718553969421,2024-06-16T19.06.09.421,0.108,-33.780,-83.720,-64.512
1718553969432,2024-06-16T19.06.09.432,0.119,-36.829,-89.512,-60.427
1718553969440,2024-06-16T19.06.09.440,0.127,-41.768,-92.927,-56.524
1718553969451,2024-06-16T19.06.09.451,0.138,-44.512,-88.232,-53.598
1718553969461,2024-06-16T19.06.09.461,0.148,-40.488,-82.134,-53.293
1718553969471,2024-06-16T19.06.09.471,0.158,-31.159,-86.524,-54.817
1718553969480,2024-06-16T19.06.09.480,0.167,-26.220,-92.134,-50.000
1718553969490,2024-06-16T19.06.09.490,0.177,-20.732,-90.122,-46.402
1718553969500,2024-06-16T19.06.09.500,0.187,-9.695,-83.902,-45.305
1718553969511,2024-06-16T19.06.09.511,0.198,-8.232,-77.134,-37.683
1718553969520,2024-06-16T19.06.09.520,0.207,-2.439,-65.000,-32.378
1718553969530,2024-06-16T19.06.09.530,0.217,9.878,-56.646,-22.622
1718553969540,2024-06-16T19.06.09.540,0.227,17.439,-65.305,-10.671
1718553969550,2024-06-16T19.06.09.550,0.237,17.683,-82.927,-2.317
1718553969559,2024-06-16T19.06.09.559,0.246,19.695,-86.037,0.610
1718553969569,2024-06-16T19.06.09.569,0.256,29.573,-68.598,1.098
1718553969580,2024-06-16T19.06.09.580,0.267,38.354,-40.854,2.988
1718553969588,2024-06-16T19.06.09.588,0.275,43.171,-10.366,1.402
1718553969599,2024-06-16T19.06.09.599,0.286,47.988,17.866,-1.463
1718553969609,2024-06-16T19.06.09.609,0.296,53.049,36.341,-2.012
1718553969619,2024-06-16T19.06.09.619,0.306,55.244,41.890,0.122
1718553969628,2024-06-16T19.06.09.628,0.315,54.817,36.890,3.476
1718553969638,2024-06-16T19.06.09.638,0.325,51.037,25.976,8.110
1718553969648,2024-06-16T19.06.09.648,0.335,46.220,15.000,13.841
1718553969659,2024-06-16T19.06.09.659,0.346,41.768,5.488,19.268
1718553969667,2024-06-16T19.06.09.667,0.354,36.768,-1.707,23.780
1718553969678,2024-06-16T19.06.09.678,0.365,33.171,-3.476,26.037
1718553969688,2024-06-16T19.06.09.688,0.375,32.195,0.793,27.683
1718553969698,2024-06-16T19.06.09.698,0.385,31.890,8.049,28.963
1718553969707,2024-06-16T19.06.09.707,0.394,30.244,14.939,29.146
1718553969717,2024-06-16T19.06.09.717,0.404,27.561,18.354,29.451
1718553969728,2024-06-16T19.06.09.728,0.415,24.512,19.695,30.000
1718553969738,2024-06-16T19.06.09.738,0.425,22.988,19.634,30.488
1718553969747,2024-06-16T19.06.09.747,0.434,21.220,17.561,31.646
1718553969757,2024-06-16T19.06.09.757,0.444,20.122,16.280,33.720
1718553969767,2024-06-16T19.06.09.767,0.454,20.122,17.134,34.512
1718553969777,2024-06-16T19.06.09.777,0.464,18.963,19.878,34.756
1718553969786,2024-06-16T19.06.09.786,0.473,16.768,24.573,33.780
1718553969796,2024-06-16T19.06.09.796,0.483,14.817,30.183,32.927
1718553969807,2024-06-16T19.06.09.807,0.494,13.476,36.707,32.744
1718553969817,2024-06-16T19.06.09.817,0.504,13.476,42.988,32.805
1718553969826,2024-06-16T19.06.09.826,0.513,14.207,45.793,33.537
1718553969836,2024-06-16T19.06.09.836,0.523,12.866,47.012,37.378
1718553969846,2024-06-16T19.06.09.846,0.533,11.707,48.963,39.451
1718553969855,2024-06-16T19.06.09.855,0.542,10.122,48.293,38.902
1718553969865,2024-06-16T19.06.09.865,0.552,5.183,42.073,36.707
1718553969875,2024-06-16T19.06.09.875,0.562,-0.366,36.646,33.293
1718553969886,2024-06-16T19.06.09.886,0.573,-3.354,37.500,30.976
1718553969895,2024-06-16T19.06.09.895,0.582,-5.000,43.537,30.244
1718553969905,2024-06-16T19.06.09.905,0.592,-5.244,52.134,30.671
1718553969915,2024-06-16T19.06.09.915,0.602,-2.622,58.659,32.317
1718553969925,2024-06-16T19.06.09.925,0.612,-2.256,57.195,34.390
1718553969934,2024-06-16T19.06.09.934,0.621,-6.280,49.695,35.793
1718553969944,2024-06-16T19.06.09.944,0.631,-8.720,41.220,35.244
1718553969955,2024-06-16T19.06.09.955,0.642,-11.220,32.317,35.183
1718553969965,2024-06-16T19.06.09.965,0.652,-13.232,26.402,34.878
1718553969974,2024-06-16T19.06.09.974,0.661,-12.622,25.610,33.293
1718553969984,2024-06-16T19.06.09.984,0.671,-10.244,31.220,32.561
1718553969994,2024-06-16T19.06.09.994,0.681,-8.415,41.220,33.049
1718553970004,2024-06-16T19.06.10.004,0.691,-9.634,48.293,33.171
1718553970013,2024-06-16T19.06.10.013,0.700,-12.744,48.659,33.963
1718553970023,2024-06-16T19.06.10.023,0.710,-15.976,41.890,35.854
1718553970034,2024-06-16T19.06.10.034,0.721,-18.354,27.683,37.805
1718553970044,2024-06-16T19.06.10.044,0.731,-19.146,10.610,38.415
1718553970053,2024-06-16T19.06.10.053,0.740,-18.963,0.000,36.402
