epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718554392043,2024-06-16T19.13.12.043,0.000,-96.280,-26.707,-65.000
1718554392053,2024-06-16T19.13.12.053,0.010,-96.585,-26.098,-65.549
1718554392064,2024-06-16T19.13.12.064,0.021,-97.744,-21.463,-67.134
1718554392073,2024-06-16T19.13.12.073,0.030,-97.195,-8.720,-69.634
1718554392083,2024-06-16T19.13.12.083,0.040,-95.793,8.598,-70.305
1718554392093,2024-06-16T19.13.12.093,0.050,-91.524,21.341,-70.732
1718554392103,2024-06-16T19.13.12.103,0.060,-83.598,24.573,-71.159
1718554392112,2024-06-16T19.13.12.112,0.069,-78.476,20.061,-68.780
1718554392122,2024-06-16T19.13.12.122,0.079,-75.976,11.098,-68.171
1718554392133,2024-06-16T19.13.12.133,0.090,-72.317,2.561,-68.963
1718554392143,2024-06-16T19.13.12.143,0.100,-67.805,-3.110,-65.488
1718554392152,2024-06-16T19.13.12.152,0.109,-63.659,-7.439,-62.195
1718554392162,2024-06-16T19.13.12.162,0.119,-59.756,-10.488,-60.183
1718554392172,2024-06-16T19.13.12.172,0.129,-54.817,-10.305,-58.049
1718554392182,2024-06-16T19.13.12.182,0.139,-47.683,-8.171,-57.317
1718554392191,2024-06-16T19.13.12.191,0.148,-40.732,-8.415,-57.195
1718554392201,2024-06-16T19.13.12.201,0.158,-36.280,-11.098,-56.951
1718554392212,2024-06-16T19.13.12.212,0.169,-32.073,-14.390,-56.585
1718554392220,2024-06-16T19.13.12.220,0.177,-28.354,-16.829,-55.488
1718554392231,2024-06-16T19.13.12.231,0.188,-24.634,-15.976,-51.463
1718554392241,2024-06-16T19.13.12.241,0.198,-20.793,-12.744,-45.854
1718554392251,2024-06-16T19.13.12.251,0.208,-17.317,-7.012,-40.305
1718554392260,2024-06-16T19.13.12.260,0.217,-14.451,0.427,-34.939
1718554392270,2024-06-16T19.13.12.270,0.227,-12.195,6.159,-29.817
1718554392281,2024-06-16T19.13.12.281,0.238,-11.707,7.561,-25.061
1718554392291,2024-06-16T19.13.12.291,0.248,-12.256,4.390,-19.939
1718554392300,2024-06-16T19.13.12.300,0.257,-14.024,-3.171,-14.329
1718554392310,2024-06-16T19.13.12.310,0.267,-17.195,-11.524,-9.329
1718554392320,2024-06-16T19.13.12.320,0.277,-19.756,-17.195,-6.402
1718554392330,2024-06-16T19.13.12.330,0.287,-20.732,-20.061,-5.000
1718554392339,2024-06-16T19.13.12.339,0.296,-20.793,-20.427,-4.451
1718554392349,2024-06-16T19.13.12.349,0.306,-19.329,-16.951,-2.683
1718554392360,2024-06-16T19.13.12.360,0.317,-15.793,-11.951,-0.915
1718554392370,2024-06-16T19.13.12.370,0.327,-13.049,-6.768,-0.671
1718554392379,2024-06-16T19.13.12.379,0.336,-11.463,-2.988,-1.037
1718554392389,2024-06-16T19.13.12.389,0.346,-9.512,-0.793,-1.768
1718554392399,2024-06-16T19.13.12.399,0.356,-6.585,1.890,-2.073
1718554392409,2024-06-16T19.13.12.409,0.366,-2.073,2.622,-2.500
1718554392418,2024-06-16T19.13.12.418,0.375,1.037,0.854,-2.439
1718554392428,2024-06-16T19.13.12.428,0.385,2.866,-2.805,-2.439
1718554392439,2024-06-16T19.13.12.439,0.396,3.720,-6.890,-2.500
1718554392449,2024-06-16T19.13.12.449,0.406,5.488,-7.805,-2.378
1718554392458,2024-06-16T19.13.12.458,0.415,8.171,-5.427,-2.622
1718554392468,2024-06-16T19.13.12.468,0.425,10.793,-3.476,-3.049
1718554392478,2024-06-16T19.13.12.478,0.435,11.646,-2.561,-3.049
1718554392487,2024-06-16T19.13.12.487,0.444,12.378,-2.805,-3.963
1718554392497,2024-06-16T19.13.12.497,0.454,12.744,-2.317,-4.451
1718554392508,2024-06-16T19.13.12.508,0.465,12.378,-0.549,-4.512
1718554392518,2024-06-16T19.13.12.518,0.475,11.890,0.671,-4.817
1718554392527,2024-06-16T19.13.12.527,0.484,10.732,2.134,-4.573
1718554392537,2024-06-16T19.13.12.537,0.494,9.573,3.841,-4.512
1718554392547,2024-06-16T19.13.12.547,0.504,8.232,3.963,-4.512
1718554392557,2024-06-16T19.13.12.557,0.514,5.915,2.378,-3.354
1718554392566,2024-06-16T19.13.12.566,0.523,3.415,-0.488,-2.378
