epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718901319511,2024-06-20T19.35.19.511,0.000,68.415,-24.634,8.049
1718901319521,2024-06-20T19.35.19.521,0.010,66.280,-24.085,8.049
1718901319530,2024-06-20T19.35.19.530,0.019,54.573,-20.732,8.659
1718901319540,2024-06-20T19.35.19.540,0.029,40.427,-18.415,9.329
1718901319550,2024-06-20T19.35.19.550,0.039,28.963,-18.232,9.817
1718901319561,2024-06-20T19.35.19.561,0.050,18.049,-17.805,9.268
1718901319569,2024-06-20T19.35.19.569,0.058,6.280,-17.988,7.134
1718901319580,2024-06-20T19.35.19.580,0.069,-4.939,-18.902,5.793
1718901319590,2024-06-20T19.35.19.590,0.079,-14.939,-19.329,5.244
1718901319600,2024-06-20T19.35.19.600,0.089,-24.695,-18.902,4.512
1718901319609,2024-06-20T19.35.19.609,0.098,-33.902,-17.195,3.720
1718901319619,2024-06-20T19.35.19.619,0.108,-41.829,-16.159,2.988
1718901319629,2024-06-20T19.35.19.629,0.118,-49.939,-16.890,1.585
1718901319638,2024-06-20T19.35.19.638,0.127,-56.220,-16.768,1.037
1718901319648,2024-06-20T19.35.19.648,0.137,-61.463,-15.915,1.768
1718901319659,2024-06-20T19.35.19.659,0.148,-67.805,-16.220,1.646
1718901319669,2024-06-20T19.35.19.669,0.158,-73.780,-16.951,0.366
1718901319678,2024-06-20T19.35.19.678,0.167,-78.720,-15.732,0.732
1718901319688,2024-06-20T19.35.19.688,0.177,-81.829,-11.341,2.744
1718901319698,2024-06-20T19.35.19.698,0.187,-84.085,-5.732,4.451
1718901319709,2024-06-20T19.35.19.709,0.198,-85.610,-1.829,5.427
1718901319717,2024-06-20T19.35.19.717,0.206,-85.610,0.793,6.341
1718901319728,2024-06-20T19.35.19.728,0.217,-85.915,3.659,7.744
1718901319738,2024-06-20T19.35.19.738,0.227,-87.683,7.622,9.451
1718901319748,2024-06-20T19.35.19.748,0.237,-90.671,13.049,11.037
1718901319757,2024-06-20T19.35.19.757,0.246,-94.085,19.451,12.256
1718901319767,2024-06-20T19.35.19.767,0.256,-96.463,26.463,13.171
1718901319777,2024-06-20T19.35.19.777,0.266,-99.085,33.293,14.390
1718901319788,2024-06-20T19.35.19.788,0.277,-101.646,40.244,17.683
1718901319796,2024-06-20T19.35.19.796,0.285,-101.768,46.829,21.463
1718901319807,2024-06-20T19.35.19.807,0.296,-105.061,50.854,21.951
1718901319817,2024-06-20T19.35.19.817,0.306,-109.695,52.134,22.622
1718901319827,2024-06-20T19.35.19.827,0.316,-111.768,52.317,25.244
1718901319836,2024-06-20T19.35.19.836,0.325,-116.707,49.024,24.512
1718901319846,2024-06-20T19.35.19.846,0.335,-122.073,42.866,22.012
1718901319856,2024-06-20T19.35.19.856,0.345,-124.390,36.890,21.098
1718901319865,2024-06-20T19.35.19.865,0.354,-125.732,34.756,21.280
1718901319876,2024-06-20T19.35.19.876,0.365,-130.610,35.549,23.963
1718901319886,2024-06-20T19.35.19.886,0.375,-133.293,38.476,30.061
1718901319896,2024-06-20T19.35.19.896,0.385,-134.329,41.524,33.598
1718901319905,2024-06-20T19.35.19.905,0.394,-135.488,43.537,32.744
1718901319915,2024-06-20T19.35.19.915,0.404,-134.329,46.463,31.402
1718901319925,2024-06-20T19.35.19.925,0.414,-132.012,52.073,29.329
1718901319936,2024-06-20T19.35.19.936,0.425,-132.073,60.122,27.073
1718901319944,2024-06-20T19.35.19.944,0.433,-136.402,65.671,25.671
1718901319955,2024-06-20T19.35.19.955,0.444,-140.061,63.720,24.878
1718901319965,2024-06-20T19.35.19.965,0.454,-139.695,54.939,23.841
1718901319975,2024-06-20T19.35.19.975,0.464,-138.720,43.780,21.829
1718901319984,2024-06-20T19.35.19.984,0.473,-136.341,40.183,20.732
1718901319994,2024-06-20T19.35.19.994,0.483,-135.061,46.585,21.341
1718901320004,2024-06-20T19.35.20.004,0.493,-141.037,57.317,22.378
1718901320015,2024-06-20T19.35.20.015,0.504,-145.793,66.585,25.488
1718901320023,2024-06-20T19.35.20.023,0.512,-145.671,69.451,27.683
1718901320034,2024-06-20T19.35.20.034,0.523,-144.817,64.268,26.463
1718901320044,2024-06-20T19.35.20.044,0.533,-143.659,56.280,23.476
1718901320054,2024-06-20T19.35.20.054,0.543,-139.390,53.537,20.732
1718901320063,2024-06-20T19.35.20.063,0.552,-134.573,59.756,18.110
1718901320073,2024-06-20T19.35.20.073,0.562,-135.000,72.256,17.683
1718901320084,2024-06-20T19.35.20.084,0.573,-143.049,83.598,19.329
1718901320094,2024-06-20T19.35.20.094,0.583,-152.500,84.695,19.268
1718901320103,2024-06-20T19.35.20.103,0.592,-156.402,73.476,16.524
1718901320113,2024-06-20T19.35.20.113,0.602,-155.488,54.512,13.354
1718901320123,2024-06-20T19.35.20.123,0.612,-154.817,36.037,9.329
1718901320132,2024-06-20T19.35.20.132,0.621,-153.598,26.768,6.037
1718901320142,2024-06-20T19.35.20.142,0.631,-150.610,30.549,4.817
1718901320152,2024-06-20T19.35.20.152,0.641,-151.829,44.207,6.829
1718901320163,2024-06-20T19.35.20.163,0.652,-158.354,59.634,10.244
1718901320171,2024-06-20T19.35.20.171,0.660,-163.171,68.293,11.890
1718901320182,2024-06-20T19.35.20.182,0.671,-162.988,65.000,10.244
1718901320192,2024-06-20T19.35.20.192,0.681,-161.402,51.098,5.915
1718901320202,2024-06-20T19.35.20.202,0.691,-159.085,33.659,0.976
1718901320211,2024-06-20T19.35.20.211,0.700,-155.854,20.122,-1.098
1718901320221,2024-06-20T19.35.20.221,0.710,-151.098,14.878,-0.366
1718901320231,2024-06-20T19.35.20.231,0.720,-145.793,19.268,2.012
1718901320242,2024-06-20T19.35.20.242,0.731,-143.780,30.427,5.122
1718901320251,2024-06-20T19.35.20.251,0.740,-144.390,43.537,6.220
1718901320261,2024-06-20T19.35.20.261,0.750,-142.500,54.268,5.427
1718901320271,2024-06-20T19.35.20.271,0.760,-138.415,59.207,4.329
1718901320281,2024-06-20T19.35.20.281,0.770,-134.146,57.622,2.378
1718901320290,2024-06-20T19.35.20.290,0.779,-130.305,51.402,1.159
1718901320300,2024-06-20T19.35.20.300,0.789,-127.744,43.293,1.951
1718901320311,2024-06-20T19.35.20.311,0.800,-124.024,34.634,4.146
1718901320321,2024-06-20T19.35.20.321,0.810,-119.756,25.305,7.073
1718901320330,2024-06-20T19.35.20.330,0.819,-115.122,16.951,9.451
1718901320340,2024-06-20T19.35.20.340,0.829,-108.841,13.232,11.159
1718901320350,2024-06-20T19.35.20.350,0.839,-103.841,14.024,12.744
1718901320359,2024-06-20T19.35.20.359,0.848,-100.610,17.683,13.902
1718901320369,2024-06-20T19.35.20.369,0.858,-97.378,20.671,14.085
1718901320379,2024-06-20T19.35.20.379,0.868,-91.402,20.061,13.537
1718901320390,2024-06-20T19.35.20.390,0.879,-84.146,15.854,12.500
1718901320398,2024-06-20T19.35.20.398,0.887,-77.622,10.305,11.585
1718901320409,2024-06-20T19.35.20.409,0.898,-72.439,5.427,11.646
1718901320419,2024-06-20T19.35.20.419,0.908,-68.415,2.195,11.890
1718901320429,2024-06-20T19.35.20.429,0.918,-65.610,0.000,11.524
1718901320438,2024-06-20T19.35.20.438,0.927,-61.280,-1.037,10.488
1718901320448,2024-06-20T19.35.20.448,0.937,-56.037,-0.488,9.573
1718901320459,2024-06-20T19.35.20.459,0.948,-51.524,2.012,9.512
1718901320469,2024-06-20T19.35.20.469,0.958,-47.134,5.427,9.451
1718901320478,2024-06-20T19.35.20.478,0.967,-42.317,6.951,8.963
1718901320488,2024-06-20T19.35.20.488,0.977,-37.012,6.829,8.354
1718901320498,2024-06-20T19.35.20.498,0.987,-31.768,6.159,7.134
1718901320508,2024-06-20T19.35.20.508,0.997,-27.500,5.854,5.488
1718901320517,2024-06-20T19.35.20.517,1.006,-24.085,6.037,3.902
1718901320527,2024-06-20T19.35.20.527,1.016,-21.402,6.037,2.317
1718901320538,2024-06-20T19.35.20.538,1.027,-19.268,5.488,0.427
1718901320548,2024-06-20T19.35.20.548,1.037,-15.976,4.390,-1.646
1718901320557,2024-06-20T19.35.20.557,1.046,-12.012,2.073,-3.963
1718901320567,2024-06-20T19.35.20.567,1.056,-7.561,0.793,-5.854
1718901320577,2024-06-20T19.35.20.577,1.066,-4.390,2.317,-6.402
1718901320586,2024-06-20T19.35.20.586,1.075,-2.927,6.159,-6.646
1718901320596,2024-06-20T19.35.20.596,1.085,-1.341,9.939,-7.744
1718901320606,2024-06-20T19.35.20.606,1.095,1.463,11.951,-9.451
1718901320617,2024-06-20T19.35.20.617,1.106,4.695,12.927,-10.793
1718901320626,2024-06-20T19.35.20.626,1.115,7.866,14.329,-10.854
1718901320636,2024-06-20T19.35.20.636,1.125,9.878,15.732,-10.305
1718901320646,2024-06-20T19.35.20.646,1.135,11.768,15.549,-10.000
1718901320656,2024-06-20T19.35.20.656,1.145,14.146,14.390,-8.841
1718901320665,2024-06-20T19.35.20.665,1.154,15.610,12.866,-7.256
1718901320675,2024-06-20T19.35.20.675,1.164,15.793,11.402,-6.524
1718901320686,2024-06-20T19.35.20.686,1.175,16.037,10.427,-5.976
1718901320696,2024-06-20T19.35.20.696,1.185,16.402,10.183,-5.061
1718901320705,2024-06-20T19.35.20.705,1.194,16.341,10.488,-3.720
1718901320715,2024-06-20T19.35.20.715,1.204,15.671,11.037,-3.049
1718901320725,2024-06-20T19.35.20.725,1.214,14.451,11.098,-2.866
1718901320735,2024-06-20T19.35.20.735,1.224,12.439,10.000,-3.110
1718901320744,2024-06-20T19.35.20.744,1.233,10.183,6.159,-3.902
1718901320754,2024-06-20T19.35.20.754,1.243,8.659,0.183,-4.817
1718901320765,2024-06-20T19.35.20.765,1.254,7.500,-5.976,-5.610
1718901320775,2024-06-20T19.35.20.775,1.264,5.732,-9.939,-6.402
1718901320784,2024-06-20T19.35.20.784,1.273,4.085,-11.829,-6.646
1718901320794,2024-06-20T19.35.20.794,1.283,2.683,-10.488,-5.549
1718901320804,2024-06-20T19.35.20.804,1.293,0.976,-6.524,-4.695
1718901320814,2024-06-20T19.35.20.814,1.303,-0.793,-2.866,-4.451
1718901320823,2024-06-20T19.35.20.823,1.312,-1.951,-0.549,-4.024
1718901320834,2024-06-20T19.35.20.834,1.323,-2.195,0.915,-3.171
1718901320844,2024-06-20T19.35.20.844,1.333,-2.439,1.524,-1.829
1718901320853,2024-06-20T19.35.20.853,1.342,-3.354,1.220,-1.037
1718901320863,2024-06-20T19.35.20.863,1.352,-4.512,0.183,-0.793
1718901320873,2024-06-20T19.35.20.873,1.362,-5.122,-1.768,-0.427
1718901320883,2024-06-20T19.35.20.883,1.372,-6.098,-4.451,-0.366
1718901320892,2024-06-20T19.35.20.892,1.381,-7.012,-6.341,-0.366
1718901320902,2024-06-20T19.35.20.902,1.391,-7.439,-7.195,-0.671
1718901320913,2024-06-20T19.35.20.913,1.402,-7.378,-8.049,-1.341
1718901320923,2024-06-20T19.35.20.923,1.412,-6.646,-8.841,-1.524
1718901320932,2024-06-20T19.35.20.932,1.421,-6.159,-8.354,-0.854
1718901320942,2024-06-20T19.35.20.942,1.431,-5.732,-6.585,-0.305
1718901320952,2024-06-20T19.35.20.952,1.441,-5.122,-4.573,0.061
1718901320962,2024-06-20T19.35.20.962,1.451,-4.939,-2.683,0.427
1718901320971,2024-06-20T19.35.20.971,1.460,-4.878,-0.671,1.646
1718901320981,2024-06-20T19.35.20.981,1.470,-5.183,1.524,3.049
1718901320992,2024-06-20T19.35.20.992,1.481,-6.159,3.293,3.598
1718901321002,2024-06-20T19.35.21.002,1.491,-7.012,3.415,3.902
1718901321011,2024-06-20T19.35.21.011,1.500,-7.988,0.610,3.354
1718901321021,2024-06-20T19.35.21.021,1.510,-8.537,-4.024,2.256
1718901321031,2024-06-20T19.35.21.031,1.520,-8.902,-8.902,1.098
1718901321042,2024-06-20T19.35.21.042,1.531,-9.329,-13.049,0.305
1718901321050,2024-06-20T19.35.21.050,1.539,-9.878,-15.488,0.061
