epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718727071415,2024-06-18T19.11.11.415,0.000,-3.293,-3.171,-1.768
1718727071425,2024-06-18T19.11.11.425,0.010,-3.780,-3.902,-1.951
1718727071434,2024-06-18T19.11.11.434,0.019,-4.756,-7.317,-1.951
1718727071444,2024-06-18T19.11.11.444,0.029,-5.793,-11.585,-1.463
1718727071454,2024-06-18T19.11.11.454,0.039,-6.585,-15.427,-1.341
1718727071465,2024-06-18T19.11.11.465,0.050,-7.073,-17.927,-1.280
1718727071473,2024-06-18T19.11.11.473,0.058,-7.073,-17.927,-0.854
1718727071484,2024-06-18T19.11.11.484,0.069,-6.280,-16.159,-0.854
1718727071494,2024-06-18T19.11.11.494,0.079,-5.122,-12.866,-0.549
1718727071504,2024-06-18T19.11.11.504,0.089,-3.841,-8.293,-0.244
1718727071513,2024-06-18T19.11.11.513,0.098,-2.073,-2.683,-0.122
1718727071523,2024-06-18T19.11.11.523,0.108,-0.305,2.805,0.000
1718727071533,2024-06-18T19.11.11.533,0.118,0.854,5.610,0.061
1718727071542,2024-06-18T19.11.11.542,0.127,1.220,5.793,-0.244
1718727071552,2024-06-18T19.11.11.552,0.137,1.098,4.329,-0.610
1718727071563,2024-06-18T19.11.11.563,0.148,0.427,2.500,-0.732
1718727071573,2024-06-18T19.11.11.573,0.158,-0.122,0.854,-0.793
1718727071582,2024-06-18T19.11.11.582,0.167,-0.244,-0.244,-0.427
1718727071592,2024-06-18T19.11.11.592,0.177,-0.244,-0.305,-0.183
1718727071602,2024-06-18T19.11.11.602,0.187,0.000,-0.183,-0.122
1718727071613,2024-06-18T19.11.11.613,0.198,0.122,0.244,-0.488
1718727071621,2024-06-18T19.11.11.621,0.206,0.305,0.793,-0.610
1718727071632,2024-06-18T19.11.11.632,0.217,0.366,0.732,-0.793
1718727071642,2024-06-18T19.11.11.642,0.227,0.305,0.427,-0.854
1718727071652,2024-06-18T19.11.11.652,0.237,0.183,0.061,-0.915
1718727071661,2024-06-18T19.11.11.661,0.246,0.244,-0.305,-0.671
1718727071671,2024-06-18T19.11.11.671,0.256,0.488,-0.244,-0.549
1718727071681,2024-06-18T19.11.11.681,0.266,0.366,0.305,-0.305
1718727071692,2024-06-18T19.11.11.692,0.277,0.610,0.610,-0.183
1718727071700,2024-06-18T19.11.11.700,0.285,0.488,0.549,-0.122
1718727071711,2024-06-18T19.11.11.711,0.296,0.427,0.610,-0.061
1718727071721,2024-06-18T19.11.11.721,0.306,0.183,0.793,-0.061
1718727071731,2024-06-18T19.11.11.731,0.316,0.244,0.671,-0.061
1718727071740,2024-06-18T19.11.11.740,0.325,0.305,0.549,-0.244
1718727071750,2024-06-18T19.11.11.750,0.335,0.427,0.915,-0.305
1718727071760,2024-06-18T19.11.11.760,0.345,0.549,1.524,-0.122
1718727071771,2024-06-18T19.11.11.771,0.356,0.549,1.768,0.000
1718727071780,2024-06-18T19.11.11.780,0.365,0.427,1.707,0.244
1718727071790,2024-06-18T19.11.11.790,0.375,0.305,1.341,0.183
1718727071800,2024-06-18T19.11.11.800,0.385,0.244,1.037,0.061
1718727071809,2024-06-18T19.11.11.809,0.394,0.122,1.098,-0.122
1718727071819,2024-06-18T19.11.11.819,0.404,0.244,1.585,-0.244
