x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
0.5445501102164463,0.7673963805772488,0.9545634071413456,0.8189912321517455,0.34727073249476503,0.808139466738696
0.5077861247840049,0.7319577070453209,0.947901342885432,0.8270795000907174,0.33720181771185886,0.7935424681616974
0.4715976678974402,0.6964118468130422,0.9405179754127515,0.8345024056527277,0.32780715103105423,0.7786485920431548
0.4369166883357553,0.6605804704098495,0.9314870888091757,0.8404021709883027,0.3194239029640132,0.7630931491759396
0.40463657131866826,0.6243429580949761,0.9199957720598826,0.8440112673753353,0.31229616904247615,0.746574712150364
0.37558720481755997,0.5876602377503688,0.9053943010516935,0.8446900031182761,0.30654165002713196,0.7288750996179677
0.35051121701334254,0.5505901412618625,0.887233061536547,0.8419542420606335,0.3021299832501659,0.709871051855342
0.3300414557807469,0.5132930292782395,0.8652845113251669,0.8354920922992423,0.298875360135213,0.6895369714856068
0.31468002364555014,0.4760274453755421,0.839549466694222,0.8251693359660147,0.2964445847827995,0.6679389844349484
0.30477944107730753,0.43913653575882305,0.8102482480798149,0.8110242392643608,0.29438015070588847,0.6452213917769415
0.30052673182066497,0.4030268080932192,0.7777983219207557,0.7932531114574288,0.29213640938167956,0.6215872518899422
0.3019313648123842,0.3681414281862606,0.742780945377835,0.7721885201304025,0.28912562804175546,0.5972752963123825
0.3088180234884229,0.3349306226813978,0.7058999074241255,0.7482723915681622,0.2847698045734859,0.5725356103091188
0.32082509689269195,0.3038218576120406,0.6679357448964048,0.7220263278198362,0.2785536016704965,0.5476064952983668
0.33740960408147963,0.2751923125227157,0.6296988063986269,0.694021375104839,0.2700737109990573,0.5226946933603245
0.3578589907986373,0.2493458062070371,0.5919842754306193,0.6648492164443168,0.2590803456912233,0.49796073149262315
0.3813098993464041,0.2264958068419668,0.5555317991865651,0.6350963794317475,0.24550732927558014,0.47351058592266315
0.4067736368396188,0.20675553870777408,0.5209917638276333,0.6053225966932685,0.22948831157274216,0.4493942328665379
0.43316768243257425,0.19013554361594323,0.4888995767468125,0.5760439796992312,0.21135788517077417,0.42561100148602204
0.45935220832775736,0.17654842707052992,0.4596586246790933,0.5477212089871834,0.1916376776009367,0.4021210337364737
0.48417026742613845,0.16581996744501146,0.43353192892832865,0.5207525403600469,0.17100873383049184,0.3788616328385071
0.5064900436442389,0.15770532919606822,0.4106419595304911,0.49547110232411684,0.15027257373875816,0.3557668848758163
0.525247386008373,0.15190882257266342,0.39097762937076863,0.47214572970855107,0.1303041246017552,0.33278869134546035
0.5394867663964432,0.14810550248634158,0.37440718345374524,0.45098444691309786,0.11200023273999413,0.30991726563652866
0.5483988194932137,0.14596289512259913,0.3606955304894454,0.4321396776340034,0.09622762690504438,0.2871992214309211
0.5513527426073848,0.14516126824609082,0.3495245246734135,0.4157143051738,0.08377404635030648,0.26475160196295966
0.5479220469850575,0.14541109713690628,0.34051477662370255,0.4017678223420187,0.07530579562214944,0.24277054198371079
0.5379024498793773,0.14646669413283667,0.3332477290785697,0.39032197316729156,0.07133430617812522,0.2215336876606208
0.5213210613650493,0.1481353344770439,0.32728694697444194,0.3813654796520286,0.0721934482188707,0.20139598726384683
0.4984364308317648,0.15028159308682387,0.3221978142970162,0.37485764564107066,0.07802842828430508,0.18277896923193324
0.4697294513285561,0.15282697663077194,0.3175650751605897,0.37073081855099693,0.08879621173718434,0.1661541068525834
0.4358855501398974,0.1557452675468074,0.313007881680461,0.36889185327407575,0.10427659784391091,0.15202129652591867
0.39776899626266554,0.15905427119359347,0.30819219981737656,0.36922284985376225,0.12409240727033263,0.14088382109983238
0.3563905072052191,0.1628048600207455,0.30284056646173757,0.37158152048035936,0.14773675679303985,0.13322140990846212
0.31286962007913494,0.16706833154546524,0.2967392832295693,0.3758015790985425,0.17460511242622911,0.12946312990852257
0.2683934919071222,0.17192313824299088,0.2897431776149606,0.3816935395030632,0.20402972841630757,0.12996184332766544
0.22417390414058033,0.17744201106488186,0.28177806835717906,0.38904625972905,0.23531417675447885,0.13497185064817063
0.18140426564095422,0.18368039297493313,0.2728410510199849,0.39762948912483115,0.2677659180391178,0.14463111550726407
0.14121834191556407,0.19066693736765764,0.262998685871404,0.4071975690615676,0.30072521979471867,0.15894915883482552
0.10465229640262912,0.19839662406506237,0.25238313758948555,0.4174943193045133,0.33358915014812207,0.17780133704296658
0.07261142602489401,0.20682681993884147,0.24118629816595202,0.4282590204951447,0.3658298225061203,0.2009298104411438
0.045842724176960926,0.2158763796038625,0.22965193088441604,0.4392332893339074,0.3970065056229076,0.22795109177936373
0.02491412634780033,0.2254276607577386,0.21806591071167575,0.4501685460514784,0.42677161609969133,0.2583696688568859
0.01020100221548819,0.23533113334776776,0.20674470649680696,0.46083370092762166,0.4548709584767797,0.29159684499003596
0.0018801665358072392,0.24541210373531236,0.1960223497558256,0.4710226430076997,0.48113886136200656,0.3269736582723998
-6.860026124747072e-05,0.2554789627980042,0.18623625558347087,0.4805611023025627,0.5054890728823215,0.3637965410758304
0.00414620490865478,0.26533230498084437,0.17771239141981035,0.48931247659039495,0.5279024262599896,0.401344274926648
0.014143284920803285,0.27477425425085045,0.17075041409091252,0.4971822630006304,0.54841237028935,0.43890478576105324
0.029390003932003916,0.2836173695899037,0.1656094982342677,0.5041208082967208,0.5670894846690328,0.47580040682953567
0.04922890198659171,0.2916925807387239,0.16249564341818765,0.5101241840359132,0.5840260711012443,0.5114104010442854
0.07290816092693925,0.2988557155609474,0.16155125822156682,0.5152330964171354,0.5993218317873937,0.5451897657520016
0.09961477573037379,0.3049923131815034,0.16284776599580783,0.5195298481216708,0.6130715210711173,0.5766836210000562
0.12850907115035168,0.31002056079386875,0.16638185283250298,0.5231334735726926,0.6253552875566535,0.605536785001505
0.1587591244965133,0.3138923356926268,0.17207578371073295,0.526193263403074,0.6362322185095055,0.631498444568615
0.18957361891935287,0.316592467532957,0.179781955564721,0.5288809734381306,0.6457373635095507,0.6544221117414839
0.22023166650649653,0.31813645039732374,0.18929155145506757,0.5313820746750175,0.6538822609168778,0.6742613015426692
0.2501082161770691,0.3185669232041737,0.20034683080033894,0.5338864417836406,0.660658732546535,0.6910615550512983
0.2786938062712043,0.3179492956772432,0.2126562654776212,0.5365788984111248,0.6660454654348803,0.7049495577650892
0.30560764196324947,0.3163669230316667,0.22591144332446936,0.5396300392823777,0.6700166826250146,0.7161201627807099
0.33060327520388827,0.3139162253672557,0.23980444317323332,0.5431877340018597,0.6725520353514054,0.7248221253391145
0.3535665361844777,0.310702109136392,0.2540442707455843,0.5473696883552606,0.6736467428107626,0.7313432992353537
0.3745057996780078,0.30683398149320407,0.26837095807666755,0.5522573985764336,0.6733209750226571,0.7359959505692865
0.3935351484815145,0.3024225591070229,0.2825660860254529,0.5578917848005303,0.6716275257944336,0.7391027272469928
0.4108514927565934,0.29757756806639407,0.29645879150003696,0.5642707332154441,0.6686569564879826,0.740983701150776
0.4267071837342359,0.2924063192841121,0.30992675338356646,0.5713487125959428,0.6645395997963642,0.7419447899357007
0.4413800819772819,0.28701303417995216,0.3228921809163384,0.5790385591877202,0.6594440815328576,0.7422677790041241
0.45514335907987113,0.2814986992523636,0.33531340503728924,0.5872154426574112,0.6535723266627514,0.7422021075308421
0.4682374816267337,0.27596115682684264,0.34717323159165603,0.5957229330380975,0.647151337909777,0.7419585545392068
0.48084680565150445,0.2704951037634101,0.35846568042689625,0.6043809827069309,0.6404223431330168,0.7417049536481751
