x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
-0.858,-0.951,0.192,-12.012,9.512,62.622
-0.973,-0.978,0.175,-12.622,9.268,66.707
-1.078,-0.977,0.171,-14.024,10.366,87.439
-1.14,-0.972,0.162,-15.183,18.841,114.085
-1.16,-0.975,0.155,-15.915,33.049,137.073
-1.18,-0.997,0.162,-19.817,47.073,155.305
-1.269,-1.035,0.171,-24.512,58.415,174.817
-1.319,-1.058,0.187,-26.341,67.866,197.561
-1.3,-1.079,0.218,-29.085,77.683,217.622
-1.323,-1.087,0.245,-31.22,90.122,235.305
-1.425,-1.1,0.253,-33.354,100.61,252.5
-1.529,-1.135,0.241,-35.915,103.11,266.585
-1.571,-1.164,0.212,-37.317,94.756,276.22
-1.58,-1.178,0.183,-37.744,76.829,284.146
-1.591,-1.158,0.159,-36.89,51.646,292.195
-1.558,-1.131,0.133,-36.402,23.354,299.085
-1.465,-1.103,0.115,-35.183,-2.012,304.817
-1.336,-1.058,0.102,-32.622,-19.146,311.159
-1.242,-0.997,0.083,-30.0,-26.951,317.073
-1.206,-0.932,0.065,-28.049,-27.073,321.402
-1.189,-0.881,0.051,-27.012,-24.085,323.72
-1.138,-0.845,0.043,-26.402,-22.073,324.207
-1.082,-0.797,0.025,-26.22,-21.098,322.195
-1.06,-0.728,0.009,-25.122,-23.232,318.963
-1.009,-0.65,-0.003,-23.963,-27.866,315.671
-0.977,-0.579,-0.018,-24.146,-34.939,312.317
-0.981,-0.541,-0.015,-24.939,-42.256,308.11
-0.961,-0.527,-0.027,-25.61,-49.268,304.573
-0.885,-0.517,-0.019,-27.012,-50.305,300.854
-0.799,-0.497,0.005,-26.951,-39.756,297.378
-0.723,-0.45,0.022,-25.671,-21.707,293.171
-0.722,-0.372,0.025,-24.695,-2.073,288.232
-0.771,-0.293,0.008,-25.488,13.232,284.268
-0.743,-0.26,0.0,-30.183,21.829,280.122
-0.747,-0.234,-0.007,-33.841,24.39,273.598
-0.729,-0.186,-0.014,-35.671,24.146,267.073
-0.685,-0.14,-0.022,-38.049,19.817,260.671
-0.662,-0.094,0.001,-39.268,13.171,253.598
-0.63,-0.057,0.019,-40.854,6.341,247.622
-0.604,-0.014,0.035,-41.646,2.195,241.341
-0.526,0.026,0.07,-41.341,1.585,235.854
-0.481,0.079,0.09,-40.488,2.195,226.768
-0.409,0.147,0.119,-39.756,3.11,217.805
-0.38,0.212,0.111,-41.159,3.659,209.451
-0.355,0.258,0.111,-41.646,5.854,201.28
-0.354,0.294,0.106,-42.927,6.159,192.256
-0.482,0.333,0.081,-43.049,2.012,182.5
-0.517,0.36,0.065,-42.073,-8.537,176.463
-0.399,0.401,0.072,-40.122,-18.11,167.073
-0.292,0.458,0.1,-37.256,-14.512,157.439
-0.291,0.5,0.118,-34.817,-2.561,152.439
-0.299,0.529,0.111,-31.22,3.659,147.683
-0.285,0.593,0.109,-27.744,2.683,140.305
-0.197,0.656,0.139,-26.646,-1.829,134.634
-0.161,0.694,0.177,-26.829,-4.695,127.988
-0.083,0.702,0.234,-26.707,-6.585,122.683
0.07,0.727,0.299,-25.671,-7.378,113.598
0.182,0.754,0.37,-23.841,-3.11,101.646
0.254,0.747,0.401,-21.22,2.012,91.829
0.301,0.754,0.422,-16.585,2.5,80.793
0.312,0.8,0.43,-12.134,-2.866,65.061
0.328,0.816,0.432,-9.39,-11.22,47.439
0.369,0.796,0.435,-7.134,-17.805,29.329
0.339,0.782,0.413,-3.11,-20.0,9.329
0.232,0.78,0.366,0.549,-18.963,-10.854
0.138,0.781,0.313,3.11,-18.598,-28.293
0.045,0.781,0.269,4.512,-18.049,-42.622
-0.048,0.76,0.233,4.573,-12.317,-52.317
-0.152,0.743,0.195,5.793,-2.012,-59.756
-0.207,0.733,0.159,7.744,9.512,-65.915
-0.2,0.733,0.149,9.939,18.598,-72.012
-0.172,0.733,0.152,11.951,24.573,-77.866
-0.157,0.722,0.156,13.963,27.012,-82.256
-0.169,0.713,0.159,16.341,23.293,-86.037
-0.222,0.717,0.132,18.354,10.915,-90.122
-0.223,0.712,0.132,18.293,-5.061,-95.61
-0.219,0.678,0.151,17.439,-15.671,-102.805
-0.223,0.636,0.173,18.11,-19.207,-110.854
-0.235,0.609,0.183,18.598,-16.402,-120.61
-0.244,0.585,0.193,18.902,-6.585,-129.085
-0.184,0.556,0.184,19.756,5.732,-137.622
-0.135,0.539,0.158,21.951,16.098,-148.963
-0.181,0.538,0.132,23.049,20.976,-158.415
-0.259,0.507,0.121,22.256,18.537,-164.939
-0.275,0.455,0.128,21.341,10.427,-171.585
-0.346,0.423,0.138,21.22,5.732,-180.061
-0.475,0.38,0.132,20.793,7.927,-185.488
-0.519,0.318,0.12,20.366,11.829,-190.366
-0.544,0.292,0.106,23.354,16.463,-198.78
-0.589,0.291,0.1,26.28,20.427,-205.854
-0.596,0.273,0.111,26.341,20.366,-210.976
-0.616,0.26,0.128,25.976,15.793,-215.793
-0.655,0.254,0.152,25.0,10.488,-218.537
-0.617,0.229,0.192,23.171,5.427,-221.341
-0.639,0.21,0.199,21.463,4.329,-228.171
-0.811,0.155,0.177,20.366,9.024,-232.012
-1.015,0.062,0.112,19.207,6.341,-233.11
-1.095,-0.011,0.083,18.598,-2.134,-236.829
-1.034,-0.008,0.063,21.159,-15.061,-240.183
-0.937,0.016,0.063,19.878,-26.707,-243.841
-0.813,0.011,0.051,14.207,-31.707,-243.537
-0.829,-0.03,0.022,7.744,-30.061,-240.122
-1.004,-0.111,0.03,3.659,-22.195,-233.049
-1.207,-0.207,0.062,3.171,-20.671,-225.915
-1.27,-0.281,0.107,2.012,-28.598,-223.476
-1.204,-0.333,0.163,1.037,-35.122,-225.244
-1.257,-0.337,0.212,3.537,-38.902,-226.402
-1.251,-0.34,0.268,3.72,-39.39,-222.012
-1.152,-0.356,0.286,0.671,-36.768,-218.049
-1.02,-0.351,0.242,-2.195,-27.317,-215.244
-0.921,-0.362,0.168,-5.0,-14.756,-211.037
-1.008,-0.413,0.116,-7.256,-4.207,-207.134
-1.221,-0.497,0.116,-6.037,0.0,-200.122
-1.386,-0.585,0.119,-4.024,-7.622,-193.659
-1.363,-0.658,0.157,-3.537,-18.476,-191.524
-1.25,-0.667,0.218,-0.061,-27.805,-190.854
-1.14,-0.62,0.274,3.354,-32.134,-188.659
-1.068,-0.582,0.311,3.72,-31.524,-183.049
