x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
-0.917,0.196,0.387,1.159,5.854,-8.902
-0.965,0.205,0.387,1.22,5.183,-8.841
-0.989,0.195,0.381,1.341,1.341,-8.11
-1.0,0.207,0.373,1.768,-3.11,-5.488
-1.026,0.235,0.362,1.28,-6.951,-2.927
-1.026,0.233,0.335,2.073,-8.415,-1.646
-0.988,0.225,0.314,3.354,-6.829,-1.098
-0.939,0.215,0.291,5.183,-2.683,-1.037
-0.898,0.206,0.271,6.951,1.524,-0.549
-0.879,0.202,0.252,7.866,4.451,-0.244
-0.929,0.197,0.232,7.805,4.146,0.244
-0.965,0.186,0.223,7.195,0.61,0.183
-0.938,0.188,0.212,5.793,-1.22,0.854
-0.907,0.195,0.215,3.049,-0.793,2.012
-0.93,0.187,0.241,1.402,-0.061,2.317
-0.942,0.176,0.262,1.28,0.61,2.134
-0.924,0.187,0.26,1.22,2.927,2.012
-0.895,0.194,0.246,1.646,6.22,1.768
-0.882,0.182,0.238,3.659,10.061,1.037
-0.896,0.169,0.237,6.829,13.171,0.122
-0.923,0.168,0.241,9.146,14.268,-1.159
-0.948,0.166,0.262,9.756,14.146,-1.829
-0.963,0.162,0.293,9.756,13.476,-0.915
-0.985,0.171,0.317,8.72,10.488,0.549
-0.999,0.193,0.335,6.768,4.634,1.524
-0.979,0.2,0.345,4.329,-1.585,2.134
-0.953,0.197,0.342,2.012,-5.793,2.5
-0.93,0.192,0.345,0.732,-7.317,1.524
-0.894,0.195,0.352,0.793,-5.0,-0.244
-0.879,0.206,0.353,0.976,-0.976,-1.524
-0.9,0.209,0.337,1.585,1.768,-2.683
-0.912,0.21,0.325,2.195,2.195,-3.293
-0.911,0.221,0.333,2.012,0.671,-3.11
-0.913,0.233,0.342,1.707,-1.951,-2.256
-0.931,0.246,0.341,1.524,-5.061,-1.098
-0.944,0.263,0.335,1.89,-7.622,0.427
-0.938,0.284,0.33,2.134,-8.659,2.195
-0.941,0.305,0.327,2.073,-8.598,3.841
-0.945,0.314,0.314,2.5,-8.659,5.366
-0.939,0.323,0.307,3.415,-8.841,7.073
-0.938,0.345,0.313,3.537,-10.244,8.78
-0.953,0.37,0.337,2.866,-12.805,11.037
-0.958,0.395,0.366,1.951,-15.61,14.329
-0.938,0.429,0.373,0.305,-16.89,18.598
-0.915,0.469,0.355,-2.5,-17.561,22.866
-0.898,0.488,0.349,-6.159,-18.902,26.098
-0.884,0.491,0.369,-9.878,-21.89,27.744
-0.885,0.483,0.4,-13.415,-27.866,28.598
-0.888,0.468,0.44,-15.488,-36.829,28.415
-0.881,0.461,0.47,-15.427,-45.122,28.659
-0.883,0.47,0.485,-13.78,-50.549,30.122
-0.872,0.492,0.48,-10.732,-51.768,31.768
-0.849,0.521,0.434,-7.439,-49.939,34.756
-0.837,0.551,0.399,-5.61,-45.671,38.232
-0.844,0.557,0.396,-4.695,-41.28,40.305
-0.862,0.538,0.415,-3.902,-39.512,41.463
-0.879,0.52,0.441,-3.293,-41.646,42.5
-0.872,0.51,0.467,-3.72,-46.28,43.902
-0.874,0.51,0.479,-4.268,-51.829,46.098
-0.882,0.512,0.478,-4.451,-58.476,47.439
-0.879,0.512,0.463,-4.085,-63.232,48.841
-0.847,0.514,0.451,-3.11,-61.829,50.183
-0.792,0.51,0.431,-0.305,-54.512,51.768
-0.782,0.527,0.411,2.317,-44.573,53.293
-0.844,0.54,0.378,4.451,-36.402,53.72
-0.902,0.536,0.376,6.585,-31.829,52.012
-0.912,0.534,0.393,8.841,-27.195,49.817
-0.896,0.527,0.425,11.098,-23.78,50.061
-0.834,0.523,0.45,13.354,-22.561,47.073
-0.728,0.53,0.464,15.305,-20.305,41.098
-0.648,0.536,0.451,16.159,-14.878,37.927
-0.663,0.55,0.409,15.915,-9.512,35.427
-0.709,0.56,0.376,14.512,-7.5,29.268
-0.741,0.557,0.353,10.854,-11.707,22.256
-0.802,0.541,0.342,5.427,-18.537,15.793
-0.808,0.504,0.381,0.732,-22.805,9.268
-0.812,0.48,0.43,-3.841,-19.39,5.061
-0.843,0.456,0.479,-7.317,-7.378,1.829
-0.806,0.412,0.527,-6.707,11.829,-2.378
-0.749,0.398,0.561,-3.476,31.098,-5.488
-0.773,0.424,0.545,-3.171,31.159,-8.415
-0.975,0.454,0.464,-6.646,9.939,-12.012
-1.101,0.434,0.394,-8.049,-16.463,-13.232
-1.015,0.41,0.359,-8.78,-33.78,-12.805
-0.922,0.406,0.378,-10.244,-34.573,-11.463
-0.891,0.379,0.446,-9.878,-23.11,-12.195
-0.89,0.327,0.497,-6.829,-3.354,-14.634
-0.88,0.274,0.521,-1.951,17.988,-18.11
-0.867,0.237,0.504,1.585,23.476,-22.683
-0.993,0.235,0.463,1.707,6.402,-25.793
-1.078,0.23,0.435,1.037,-19.634,-28.293
-0.982,0.225,0.419,-0.122,-41.707,-28.476
-0.911,0.237,0.427,-2.683,-59.146,-27.927
-0.903,0.238,0.447,-4.451,-68.049,-29.634
-0.856,0.221,0.449,-4.085,-63.354,-30.488
-0.775,0.195,0.463,-3.902,-51.22,-33.293
-0.734,0.163,0.489,-2.805,-38.293,-38.902
-0.7,0.153,0.517,-0.061,-25.305,-43.659
-0.679,0.165,0.542,2.622,-10.122,-47.134
-0.682,0.14,0.545,6.159,4.451,-50.488
-0.704,0.086,0.523,10.854,14.146,-53.659
-0.714,0.06,0.47,15.366,17.622,-56.037
-0.71,0.082,0.45,17.744,14.39,-57.988
-0.732,0.1,0.454,18.415,5.976,-59.695
-0.78,0.104,0.449,18.476,-2.561,-59.817
-0.81,0.103,0.422,18.415,-10.305,-58.415
-0.837,0.094,0.393,16.829,-17.988,-57.561
-0.835,0.075,0.384,14.512,-24.695,-56.707
-0.815,0.037,0.416,12.439,-27.927,-54.39
-0.782,0.013,0.459,11.159,-27.988,-51.768
-0.767,0.021,0.491,9.878,-26.646,-49.207
-0.748,0.026,0.503,8.963,-24.573,-46.646
-0.721,0.037,0.498,9.146,-20.732,-44.39
-0.722,0.052,0.48,9.939,-16.22,-42.256
-0.733,0.066,0.46,10.61,-10.793,-41.159
-0.718,0.064,0.432,10.732,-6.646,-40.427
-0.725,0.071,0.443,9.817,-4.878,-39.451
-0.715,0.066,0.484,8.72,-5.732,-38.963
-0.685,0.057,0.521,8.293,-6.402,-38.415
-0.671,0.069,0.529,8.476,-5.61,-37.805
-0.691,0.1,0.523,8.354,-4.695,-38.232
-0.708,0.125,0.519,7.744,-4.024,-40.244
-0.7,0.12,0.539,7.073,-3.415,-43.354
-0.681,0.083,0.543,7.195,-2.378,-46.341
-0.684,0.07,0.561,7.561,-1.463,-48.537
-0.703,0.066,0.576,7.927,-2.073,-51.768
-0.74,0.051,0.576,8.293,-4.512,-55.0
-0.786,0.041,0.565,9.329,-5.549,-56.524
-0.805,0.04,0.556,10.671,-2.5,-57.195
-0.794,0.035,0.556,12.256,3.841,-57.561
-0.803,0.024,0.566,13.963,10.427,-55.732
-0.804,0.01,0.59,14.939,15.854,-53.293
-0.836,-0.004,0.601,15.793,19.634,-50.427
-0.889,-0.013,0.579,16.402,20.732,-46.402
-0.94,-0.011,0.544,16.463,20.671,-42.317
-0.959,-0.009,0.521,16.524,20.671,-39.207
-0.957,-0.005,0.508,16.098,20.427,-36.28
-0.966,-0.001,0.508,14.756,19.695,-32.317
-0.99,0.009,0.516,13.11,16.707,-28.232
-0.984,0.008,0.517,11.463,11.707,-24.512
-0.977,0.014,0.512,9.817,7.866,-19.695
-0.953,0.02,0.508,7.866,6.463,-15.671
-0.914,0.014,0.495,6.524,6.829,-12.561
-0.906,0.015,0.492,5.0,5.793,-10.061
-0.928,0.042,0.509,2.744,1.341,-9.329
-0.929,0.06,0.524,0.793,-3.293,-9.085
-0.92,0.058,0.523,0.183,-5.549,-7.866
-0.915,0.061,0.512,0.183,-6.159,-6.707
-0.907,0.073,0.504,0.427,-5.427,-5.0
-0.891,0.082,0.509,0.732,-3.963,-2.927
-0.868,0.089,0.512,0.793,-2.012,-1.341
-0.862,0.091,0.508,0.915,0.915,0.549
-0.852,0.087,0.504,1.524,4.085,1.707
-0.836,0.095,0.5,1.89,6.707,2.195
-0.852,0.112,0.504,1.585,8.598,2.927
-0.869,0.106,0.5,1.037,9.451,3.659
-0.88,0.108,0.491,0.488,9.573,5.0
-0.886,0.111,0.482,0.061,8.841,6.402
-0.898,0.109,0.484,-0.549,7.012,7.683
-0.9,0.102,0.506,-0.732,4.756,8.476
-0.852,0.097,0.509,-0.488,3.659,8.537
-0.836,0.108,0.504,-0.244,3.537,8.171
-0.826,0.105,0.498,0.366,2.866,6.341
-0.829,0.109,0.5,1.159,2.378,4.817
-0.846,0.125,0.504,1.646,3.049,3.78
-0.842,0.122,0.503,2.195,4.939,3.537
-0.849,0.106,0.495,3.293,7.5,4.451
-0.86,0.104,0.498,3.963,9.207,5.61
-0.842,0.099,0.499,4.024,11.402,6.524
-0.827,0.101,0.498,3.902,13.476,6.646
-0.838,0.108,0.495,3.415,12.988,5.671
-0.86,0.105,0.486,2.805,9.573,4.878
-0.865,0.101,0.476,2.256,6.402,4.146
-0.861,0.103,0.469,2.195,5.0,3.598
-0.849,0.104,0.464,2.195,4.573,2.744
-0.853,0.108,0.464,1.951,3.171,2.012
-0.865,0.117,0.481,1.341,0.915,1.707
-0.848,0.124,0.504,0.671,0.671,1.89
-0.832,0.124,0.505,0.61,2.683,2.195
-0.845,0.118,0.491,0.793,4.39,2.134
-0.863,0.107,0.474,1.159,4.512,1.951
-0.881,0.1,0.463,1.402,4.024,2.256
-0.876,0.1,0.468,1.098,4.085,2.378
-0.865,0.096,0.467,0.976,4.512,2.5
-0.872,0.087,0.462,0.915,4.024,2.927
-0.858,0.086,0.46,0.793,2.927,2.744
-0.85,0.093,0.464,0.732,1.524,2.195
-0.854,0.109,0.48,0.305,0.427,1.22
-0.853,0.113,0.481,-0.122,0.244,0.305
-0.853,0.107,0.473,0.183,0.854,-0.061
-0.851,0.105,0.468,0.427,1.22,-0.427
-0.857,0.118,0.47,0.122,1.28,-0.183
-0.856,0.121,0.481,-0.183,1.402,-0.122
-0.833,0.121,0.484,-0.244,2.073,0.183
-0.829,0.118,0.479,-0.122,2.134,0.122
-0.847,0.128,0.476,-0.244,0.854,-0.549
-0.864,0.131,0.483,-0.488,-0.305,-1.28
-0.856,0.122,0.478,-0.549,-0.244,-2.134
-0.848,0.115,0.471,-0.061,0.976,-2.195
-0.847,0.117,0.47,0.305,2.317,-1.951
-0.854,0.122,0.467,0.366,3.476,-1.829
-0.86,0.123,0.464,0.427,4.329,-1.707
-0.865,0.116,0.469,0.488,4.573,-2.134
-0.875,0.121,0.473,0.793,4.573,-2.134
-0.893,0.125,0.469,0.793,4.024,-1.829
-0.901,0.116,0.463,0.854,2.683,-1.524
-0.895,0.115,0.464,0.976,1.646,-0.671
-0.885,0.12,0.464,0.793,1.707,-0.244
-0.878,0.118,0.468,0.732,2.378,-0.183
-0.878,0.118,0.468,0.61,2.805,-0.488
-0.896,0.128,0.463,0.366,1.89,-0.549
-0.907,0.126,0.465,-0.061,0.122,-0.366
-0.896,0.12,0.467,-0.427,-0.915,0.061
-0.883,0.118,0.466,-0.549,-0.61,0.671
-0.869,0.115,0.46,-0.61,0.793,0.915
-0.865,0.117,0.46,-0.427,2.744,0.488
-0.87,0.118,0.461,-0.366,3.659,-0.122
-0.883,0.122,0.464,-0.427,2.988,-0.488
-0.899,0.127,0.475,-0.671,1.341,-0.549
-0.899,0.129,0.474,-0.671,-0.183,-0.427
-0.89,0.125,0.478,-0.793,-0.488,0.122
-0.886,0.129,0.477,-0.244,0.244,0.854
-0.883,0.129,0.477,0.122,1.098,1.037
-0.882,0.131,0.48,0.488,2.256,1.159
-0.883,0.134,0.478,0.732,2.561,1.159
-0.889,0.132,0.477,0.793,1.646,1.098
-0.889,0.131,0.474,0.488,0.732,1.22
-0.879,0.128,0.473,0.366,0.732,1.402
-0.862,0.12,0.467,0.366,1.646,1.098
-0.857,0.119,0.457,0.488,3.171,0.854
-0.86,0.119,0.457,0.732,4.268,0.427
-0.87,0.116,0.457,0.793,4.39,0.183
-0.877,0.111,0.45,0.915,3.537,0.305
-0.884,0.111,0.455,0.976,2.744,0.854
-0.883,0.109,0.454,0.732,2.317,1.341
-0.871,0.107,0.458,0.61,2.073,1.524
-0.861,0.108,0.452,0.366,1.89,1.524
-0.86,0.11,0.454,0.244,1.28,0.854
-0.865,0.11,0.453,0.244,0.427,0.244
-0.858,0.111,0.452,0.061,0.061,-0.549
-0.854,0.111,0.452,-0.061,0.061,-0.976
-0.862,0.112,0.455,0.0,0.0,-1.037
-0.871,0.112,0.457,-0.061,0.183,-0.854
-0.862,0.11,0.453,-0.122,0.549,-0.549
-0.86,0.112,0.457,-0.183,0.549,-0.427
-0.868,0.113,0.454,-0.366,0.183,-0.732
-0.867,0.117,0.457,-0.427,-0.488,-1.037
-0.87,0.124,0.462,-0.671,-0.976,-1.402
-0.869,0.124,0.465,-0.732,-1.098,-1.707
-0.865,0.117,0.465,-0.488,-0.366,-1.402
-0.865,0.122,0.466,-0.427,0.366,-1.341
-0.861,0.125,0.469,-0.427,0.793,-1.585
-0.865,0.124,0.466,0.0,0.854,-1.646
-0.875,0.125,0.465,0.244,0.671,-2.012
-0.879,0.129,0.468,0.427,0.366,-2.317
-0.87,0.125,0.467,0.305,0.549,-2.378
-0.873,0.121,0.462,0.366,0.976,-2.134
-0.884,0.123,0.458,0.305,0.915,-1.829
-0.891,0.124,0.46,0.305,0.549,-1.524
-0.891,0.122,0.458,0.183,0.366,-1.098
-0.89,0.118,0.457,0.122,0.61,-0.793
-0.892,0.117,0.458,0.366,1.22,-0.488
-0.894,0.122,0.461,0.61,1.768,-0.244
-0.89,0.119,0.461,0.915,2.744,0.122
-0.882,0.116,0.454,1.22,3.841,0.427
-0.879,0.117,0.443,1.463,4.573,0.122
-0.883,0.119,0.442,1.402,4.573,-0.122
-0.876,0.119,0.445,1.28,4.451,-0.671
-0.87,0.121,0.441,0.976,4.024,-1.22
-0.874,0.127,0.438,0.366,2.927,-1.768
-0.884,0.128,0.445,-0.305,1.646,-1.768
-0.891,0.126,0.448,-0.976,0.793,-1.524
-0.891,0.122,0.444,-1.28,0.61,-1.098
-0.895,0.122,0.441,-1.646,0.427,-0.366
-0.886,0.12,0.435,-1.646,-0.061,0.122
-0.878,0.117,0.44,-1.341,-0.305,0.366
-0.875,0.123,0.451,-0.915,0.244,-0.305
