x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
-1.149,-1.404,-1.341,-482.439,29.085,175.549
-1.024,-1.396,-1.413,-482.073,33.11,175.671
-0.895,-1.392,-1.436,-483.354,48.415,172.561
-0.814,-1.409,-1.267,-479.817,64.024,166.829
-0.774,-1.389,-1.05,-470.854,69.939,165.305
-0.711,-1.282,-0.871,-464.695,67.317,162.134
-0.686,-1.162,-0.809,-463.598,60.61,160.122
-0.662,-1.091,-0.855,-462.378,51.098,159.329
-0.567,-1.073,-0.862,-458.841,39.939,155.305
-0.492,-1.061,-0.741,-450.366,35.61,151.707
-0.462,-1.03,-0.594,-438.049,38.841,151.037
-0.453,-0.957,-0.531,-423.293,44.268,150.732
-0.442,-0.919,-0.42,-403.11,52.012,148.049
-0.341,-0.839,-0.324,-384.756,65.671,146.402
-0.245,-0.695,-0.292,-366.768,85.305,147.439
-0.267,-0.569,-0.208,-348.598,99.878,145.0
-0.277,-0.466,-0.027,-331.585,106.768,135.854
-0.195,-0.37,0.22,-314.939,103.902,126.829
-0.152,-0.249,0.374,-295.0,87.256,121.22
-0.126,-0.107,0.551,-272.5,55.183,112.561
-0.087,0.024,0.782,-247.378,14.329,100.61
-0.001,0.101,1.112,-214.878,-26.159,87.988
0.124,0.133,1.367,-172.317,-61.037,74.634
0.214,0.18,1.423,-127.622,-79.756,63.171
0.31,0.195,1.428,-79.878,-78.841,51.159
0.419,0.198,1.312,-31.037,-62.256,33.537
0.493,0.235,1.131,12.134,-36.402,9.878
0.5,0.266,0.951,52.012,-3.171,-9.695
0.309,0.329,0.782,82.195,19.39,-17.561
0.039,0.407,0.58,101.585,16.28,-22.378
-0.148,0.443,0.389,114.146,-2.5,-29.207
-0.158,0.469,0.316,120.061,-26.463,-35.915
-0.093,0.484,0.297,122.744,-53.72,-41.098
-0.082,0.49,0.235,129.39,-77.988,-44.573
-0.026,0.519,0.188,140.793,-91.707,-49.939
0.102,0.528,0.264,158.476,-91.707,-59.573
0.166,0.463,0.444,182.256,-78.659,-72.866
0.212,0.349,0.519,210.976,-57.622,-82.439
0.219,0.27,0.498,239.939,-38.293,-88.11
0.123,0.202,0.468,263.902,-31.402,-95.427
-0.037,0.105,0.383,282.195,-45.488,-101.098
-0.188,0.028,0.248,295.671,-75.488,-105.427
-0.282,-0.011,0.133,305.244,-107.988,-113.841
-0.297,-0.037,-0.036,313.72,-128.11,-124.329
-0.228,-0.039,-0.288,321.646,-128.354,-133.293
-0.175,-0.037,-0.447,327.561,-104.573,-144.939
-0.158,-0.093,-0.464,333.598,-64.878,-155.732
-0.238,-0.17,-0.564,335.732,-30.488,-160.122
-0.492,-0.235,-0.615,331.463,-15.366,-161.22
-0.725,-0.32,-0.666,324.207,-23.659,-161.707
-0.736,-0.328,-0.852,314.085,-50.549,-162.561
-0.585,-0.259,-1.205,308.049,-93.598,-163.476
-0.759,-0.196,-1.236,309.207,-126.22,-162.988
-0.876,-0.218,-1.101,305.915,-134.085,-171.463
-0.706,-0.298,-1.072,299.817,-102.744,-177.317
-0.575,-0.397,-1.21,294.329,-39.268,-173.902
-0.619,-0.519,-1.073,286.585,9.39,-174.512
-0.842,-0.627,-0.887,279.207,2.439,-170.122
-1.238,-0.615,-0.898,269.512,-54.878,-154.024
-1.309,-0.536,-1.05,263.598,-127.805,-142.988
-1.132,-0.485,-1.109,258.659,-177.805,-143.11
-1.008,-0.518,-1.173,255.427,-178.293,-147.317
-0.911,-0.615,-1.269,246.829,-134.817,-149.756
-0.756,-0.766,-1.179,238.78,-67.683,-154.817
-0.748,-0.927,-1.128,238.72,-12.927,-150.61
-1.0,-0.915,-1.128,237.5,9.939,-139.024
-1.131,-0.817,-1.001,233.293,-4.024,-130.427
-1.129,-0.728,-0.905,225.183,-40.427,-119.573
-1.146,-0.671,-0.965,213.232,-80.061,-108.537
-1.147,-0.727,-0.933,203.963,-106.768,-107.622
-1.019,-0.822,-0.842,196.707,-112.012,-111.22
-0.894,-0.84,-0.831,190.183,-97.561,-111.829
-0.833,-0.831,-0.838,183.72,-74.512,-114.939
-0.813,-0.847,-0.809,179.024,-51.585,-118.963
-0.824,-0.868,-0.763,176.098,-36.585,-118.902
-0.897,-0.884,-0.724,173.415,-31.22,-116.098
