x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
-0.611,-0.798,-0.349,41.463,-13.72,-17.683
-0.617,-0.812,-0.313,40.854,-14.39,-17.561
-0.604,-0.809,-0.282,40.122,-17.439,-18.476
-0.602,-0.817,-0.269,40.427,-19.512,-19.39
-0.593,-0.836,-0.285,41.402,-20.671,-19.451
-0.574,-0.833,-0.306,41.524,-20.0,-19.146
-0.549,-0.826,-0.326,40.488,-18.963,-18.232
-0.521,-0.823,-0.346,38.841,-17.866,-16.524
-0.52,-0.813,-0.356,35.244,-17.561,-13.415
-0.529,-0.82,-0.327,31.524,-16.951,-10.305
-0.542,-0.831,-0.269,29.512,-16.585,-8.598
-0.552,-0.834,-0.211,28.232,-18.598,-7.5
-0.552,-0.847,-0.186,27.134,-19.085,-6.829
-0.506,-0.877,-0.176,26.707,-16.707,-5.732
-0.451,-0.897,-0.203,26.524,-11.402,-5.488
-0.443,-0.904,-0.243,26.159,-3.11,-5.244
-0.433,-0.889,-0.272,24.512,6.829,-4.817
-0.405,-0.875,-0.286,21.829,15.244,-4.634
-0.404,-0.871,-0.285,18.354,20.488,-4.024
-0.433,-0.871,-0.273,14.756,23.537,-2.439
-0.446,-0.875,-0.223,11.829,24.634,-2.073
-0.45,-0.877,-0.159,10.61,22.5,-3.537
-0.49,-0.887,-0.131,10.549,15.671,-4.756
-0.503,-0.893,-0.131,10.732,7.012,-5.854
-0.483,-0.897,-0.136,11.646,-0.244,-6.951
-0.454,-0.901,-0.146,12.988,-3.841,-8.049
-0.452,-0.905,-0.172,14.573,-2.5,-8.171
-0.446,-0.904,-0.192,15.244,1.037,-8.171
-0.438,-0.896,-0.207,15.244,6.707,-7.744
-0.424,-0.888,-0.204,14.39,13.598,-6.341
-0.422,-0.888,-0.181,13.354,19.817,-5.366
-0.444,-0.885,-0.15,12.134,22.927,-5.061
-0.468,-0.878,-0.128,10.793,21.646,-5.427
-0.486,-0.873,-0.114,9.634,16.707,-5.915
-0.505,-0.868,-0.121,8.598,9.207,-6.28
-0.525,-0.858,-0.145,7.012,1.22,-6.585
-0.52,-0.854,-0.173,5.244,-5.915,-6.341
-0.507,-0.858,-0.166,3.78,-9.329,-5.915
-0.493,-0.871,-0.146,3.171,-8.415,-4.39
-0.475,-0.888,-0.132,2.988,-5.854,-3.293
-0.465,-0.889,-0.121,3.11,-4.207,-2.317
-0.495,-0.88,-0.137,2.988,-3.476,-0.671
-0.497,-0.876,-0.144,2.622,-3.415,-0.854
-0.482,-0.879,-0.144,3.049,-2.866,-1.585
-0.501,-0.881,-0.168,2.439,-2.744,-0.915
-0.503,-0.874,-0.192,0.61,-1.159,-0.122
-0.476,-0.863,-0.207,-1.89,3.72,1.646
-0.474,-0.875,-0.238,-5.854,11.22,4.695
-0.501,-0.888,-0.298,-10.671,19.634,8.841
-0.521,-0.874,-0.358,-17.317,27.439,13.171
-0.545,-0.853,-0.426,-26.585,36.707,17.866
-0.55,-0.84,-0.493,-36.707,52.195,23.476
-0.525,-0.837,-0.552,-47.805,74.207,30.183
-0.55,-0.853,-0.6,-59.085,98.232,37.866
-0.618,-0.867,-0.639,-71.341,120.488,45.793
-0.665,-0.868,-0.665,-83.659,139.146,51.89
-0.692,-0.866,-0.687,-96.585,154.695,56.646
-0.721,-0.875,-0.719,-109.756,167.561,61.463
-0.746,-0.894,-0.762,-122.256,174.634,64.39
-0.788,-0.886,-0.812,-135.793,176.037,66.707
-0.829,-0.886,-0.873,-149.573,174.878,68.78
-0.857,-0.894,-0.921,-163.293,170.488,68.415
-0.851,-0.895,-0.97,-177.5,165.427,67.927
-0.856,-0.919,-1.005,-192.012,162.805,68.841
-0.865,-0.948,-1.021,-205.488,162.744,69.451
-0.85,-0.974,-1.057,-217.256,160.915,69.329
-0.917,-0.97,-1.103,-228.354,153.476,71.707
-0.98,-0.953,-1.156,-239.268,140.671,74.573
-0.969,-0.936,-1.18,-249.878,123.11,75.244
