epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1718551569999,2024-06-16T18.26.09.999,0.000,0.007,-0.880,0.520
1718551570008,2024-06-16T18.26.10.008,0.009,0.033,-0.863,0.470
1718551570018,2024-06-16T18.26.10.018,0.019,0.034,-0.859,0.439
1718551570028,2024-06-16T18.26.10.028,0.029,0.034,-0.886,0.447
1718551570038,2024-06-16T18.26.10.038,0.039,0.044,-0.892,0.439
1718551570047,2024-06-16T18.26.10.047,0.048,0.068,-0.878,0.483
1718551570057,2024-06-16T18.26.10.057,0.058,0.104,-0.885,0.516
1718551570068,2024-06-16T18.26.10.068,0.069,0.127,-0.869,0.508
1718551570078,2024-06-16T18.26.10.078,0.079,0.150,-0.866,0.495
1718551570087,2024-06-16T18.26.10.087,0.088,0.154,-0.863,0.462
1718551570097,2024-06-16T18.26.10.097,0.098,0.133,-0.854,0.429
1718551570107,2024-06-16T18.26.10.107,0.108,0.128,-0.862,0.403
1718551570117,2024-06-16T18.26.10.117,0.118,0.117,-0.875,0.422
1718551570126,2024-06-16T18.26.10.126,0.127,0.108,-0.896,0.463
1718551570136,2024-06-16T18.26.10.136,0.137,0.120,-0.876,0.455
1718551570147,2024-06-16T18.26.10.147,0.148,0.156,-0.874,0.460
1718551570157,2024-06-16T18.26.10.157,0.158,0.184,-0.885,0.472
1718551570166,2024-06-16T18.26.10.166,0.167,0.215,-0.874,0.456
1718551570176,2024-06-16T18.26.10.176,0.177,0.211,-0.867,0.442
1718551570186,2024-06-16T18.26.10.186,0.187,0.191,-0.868,0.432
1718551570197,2024-06-16T18.26.10.197,0.198,0.178,-0.866,0.429
1718551570205,2024-06-16T18.26.10.205,0.206,0.184,-0.869,0.409
1718551570216,2024-06-16T18.26.10.216,0.217,0.178,-0.879,0.408
1718551570226,2024-06-16T18.26.10.226,0.227,0.175,-0.876,0.412
1718551570235,2024-06-16T18.26.10.235,0.236,0.200,-0.870,0.427
1718551570245,2024-06-16T18.26.10.245,0.246,0.229,-0.872,0.433
1718551570255,2024-06-16T18.26.10.255,0.256,0.240,-0.866,0.410
1718551570265,2024-06-16T18.26.10.265,0.266,0.249,-0.866,0.398
1718551570274,2024-06-16T18.26.10.274,0.275,0.264,-0.871,0.403
1718551570284,2024-06-16T18.26.10.284,0.285,0.282,-0.876,0.415
1718551570295,2024-06-16T18.26.10.295,0.296,0.257,-0.879,0.428
1718551570305,2024-06-16T18.26.10.305,0.306,0.243,-0.876,0.417
1718551570314,2024-06-16T18.26.10.314,0.315,0.249,-0.880,0.407
1718551570324,2024-06-16T18.26.10.324,0.325,0.245,-0.882,0.386
1718551570334,2024-06-16T18.26.10.334,0.335,0.229,-0.869,0.385
1718551570345,2024-06-16T18.26.10.345,0.346,0.241,-0.877,0.412
1718551570353,2024-06-16T18.26.10.353,0.354,0.254,-0.881,0.420
1718551570364,2024-06-16T18.26.10.364,0.365,0.256,-0.878,0.426
1718551570374,2024-06-16T18.26.10.374,0.375,0.262,-0.880,0.420
1718551570384,2024-06-16T18.26.10.384,0.385,0.257,-0.872,0.405
1718551570393,2024-06-16T18.26.10.393,0.394,0.227,-0.879,0.397
1718551570403,2024-06-16T18.26.10.403,0.404,0.225,-0.885,0.389
1718551570413,2024-06-16T18.26.10.413,0.414,0.209,-0.881,0.393
1718551570424,2024-06-16T18.26.10.424,0.425,0.200,-0.883,0.426
1718551570432,2024-06-16T18.26.10.432,0.433,0.223,-0.866,0.452
1718551570443,2024-06-16T18.26.10.443,0.444,0.312,-0.836,0.467
1718551570453,2024-06-16T18.26.10.453,0.454,0.428,-0.833,0.463
1718551570463,2024-06-16T18.26.10.463,0.464,0.589,-0.799,0.504
1718551570472,2024-06-16T18.26.10.472,0.473,0.698,-0.804,0.658
1718551570482,2024-06-16T18.26.10.482,0.483,0.624,-0.939,0.662
1718551570492,2024-06-16T18.26.10.492,0.493,0.473,-1.028,0.456
1718551570501,2024-06-16T18.26.10.501,0.502,0.262,-1.060,0.176
1718551570511,2024-06-16T18.26.10.511,0.512,-0.153,-1.078,-0.129
1718551570522,2024-06-16T18.26.10.522,0.523,-0.652,-0.968,-0.392
1718551570532,2024-06-16T18.26.10.532,0.533,-1.045,-0.843,-0.551
1718551570541,2024-06-16T18.26.10.541,0.542,-1.186,-0.767,-0.662
1718551570551,2024-06-16T18.26.10.551,0.552,-1.314,-0.646,-0.727
1718551570561,2024-06-16T18.26.10.561,0.562,-1.565,-0.586,-0.774
1718551570572,2024-06-16T18.26.10.572,0.573,-1.720,-0.633,-0.775
1718551570580,2024-06-16T18.26.10.580,0.581,-1.735,-0.691,-0.738
1718551570591,2024-06-16T18.26.10.591,0.592,-1.605,-0.774,-0.704
1718551570601,2024-06-16T18.26.10.601,0.602,-1.415,-0.901,-0.719
1718551570611,2024-06-16T18.26.10.611,0.612,-1.314,-0.972,-0.765
1718551570620,2024-06-16T18.26.10.620,0.621,-1.277,-0.981,-0.818
1718551570630,2024-06-16T18.26.10.630,0.631,-1.347,-0.969,-0.890
1718551570640,2024-06-16T18.26.10.640,0.641,-1.437,-1.007,-0.951
1718551570651,2024-06-16T18.26.10.651,0.652,-1.468,-1.048,-0.948
1718551570659,2024-06-16T18.26.10.659,0.660,-1.485,-1.030,-0.945
1718551570670,2024-06-16T18.26.10.670,0.671,-1.428,-1.043,-0.999
1718551570680,2024-06-16T18.26.10.680,0.681,-1.368,-1.086,-1.040
1718551570690,2024-06-16T18.26.10.690,0.691,-1.290,-1.113,-1.083
1718551570699,2024-06-16T18.26.10.699,0.700,-1.184,-1.125,-1.075
1718551570709,2024-06-16T18.26.10.709,0.710,-1.061,-1.108,-1.009
1718551570720,2024-06-16T18.26.10.720,0.721,-0.961,-1.082,-0.989
1718551570730,2024-06-16T18.26.10.730,0.731,-0.868,-1.036,-0.995
1718551570739,2024-06-16T18.26.10.739,0.740,-0.813,-0.980,-0.999
1718551570749,2024-06-16T18.26.10.749,0.750,-0.859,-0.930,-0.945
1718551570759,2024-06-16T18.26.10.759,0.760,-0.883,-0.896,-0.884
1718551570768,2024-06-16T18.26.10.768,0.769,-0.831,-0.861,-0.855
1718551570778,2024-06-16T18.26.10.778,0.779,-0.750,-0.817,-0.857
1718551570788,2024-06-16T18.26.10.788,0.789,-0.682,-0.776,-0.825
1718551570799,2024-06-16T18.26.10.799,0.800,-0.623,-0.737,-0.870
1718551570807,2024-06-16T18.26.10.807,0.808,-0.617,-0.693,-0.941
1718551570818,2024-06-16T18.26.10.818,0.819,-0.641,-0.670,-0.899
1718551570828,2024-06-16T18.26.10.828,0.829,-0.674,-0.667,-0.866
1718551570838,2024-06-16T18.26.10.838,0.839,-0.704,-0.608,-0.764
1718551570847,2024-06-16T18.26.10.847,0.848,-0.655,-0.525,-0.656
1718551570857,2024-06-16T18.26.10.857,0.858,-0.576,-0.442,-0.649
1718551570867,2024-06-16T18.26.10.867,0.868,-0.501,-0.392,-0.678
1718551570878,2024-06-16T18.26.10.878,0.879,-0.416,-0.372,-0.673
1718551570886,2024-06-16T18.26.10.886,0.887,-0.304,-0.306,-0.701
1718551570897,2024-06-16T18.26.10.897,0.898,-0.268,-0.186,-0.681
1718551570907,2024-06-16T18.26.10.907,0.908,-0.332,-0.127,-0.684
1718551570917,2024-06-16T18.26.10.917,0.918,-0.367,-0.077,-0.682
1718551570926,2024-06-16T18.26.10.926,0.927,-0.306,-0.000,-0.671
1718551570936,2024-06-16T18.26.10.936,0.937,-0.194,0.041,-0.633
1718551570947,2024-06-16T18.26.10.947,0.948,-0.094,0.080,-0.612
1718551570957,2024-06-16T18.26.10.957,0.958,-0.065,0.147,-0.592
1718551570966,2024-06-16T18.26.10.966,0.967,-0.085,0.219,-0.545
1718551570976,2024-06-16T18.26.10.976,0.977,-0.121,0.269,-0.527
1718551570986,2024-06-16T18.26.10.986,0.987,-0.165,0.306,-0.526
1718551570995,2024-06-16T18.26.10.995,0.996,-0.196,0.338,-0.483
1718551571005,2024-06-16T18.26.11.005,1.006,-0.207,0.365,-0.472
1718551571015,2024-06-16T18.26.11.015,1.016,-0.210,0.404,-0.438
1718551571026,2024-06-16T18.26.11.026,1.027,-0.201,0.428,-0.345
1718551571034,2024-06-16T18.26.11.034,1.035,-0.172,0.461,-0.284
1718551571045,2024-06-16T18.26.11.045,1.046,-0.128,0.511,-0.225
1718551571055,2024-06-16T18.26.11.055,1.056,-0.104,0.554,-0.194
1718551571065,2024-06-16T18.26.11.065,1.066,-0.125,0.577,-0.156
1718551571074,2024-06-16T18.26.11.074,1.075,-0.175,0.591,-0.107
1718551571084,2024-06-16T18.26.11.084,1.085,-0.210,0.605,-0.079
1718551571095,2024-06-16T18.26.11.095,1.096,-0.224,0.625,-0.048
1718551571105,2024-06-16T18.26.11.105,1.106,-0.223,0.640,-0.013
1718551571114,2024-06-16T18.26.11.114,1.115,-0.182,0.667,-0.021
1718551571124,2024-06-16T18.26.11.124,1.125,-0.140,0.696,-0.043
1718551571134,2024-06-16T18.26.11.134,1.135,-0.133,0.715,-0.058
1718551571144,2024-06-16T18.26.11.144,1.145,-0.148,0.724,-0.109
1718551571153,2024-06-16T18.26.11.153,1.154,-0.204,0.724,-0.178
1718551571163,2024-06-16T18.26.11.163,1.164,-0.215,0.729,-0.193
1718551571174,2024-06-16T18.26.11.174,1.175,-0.183,0.726,-0.171
