epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1718550801423,2024-06-16T18.13.21.423,0.000,-0.571,-0.880,-0.229
1718550801434,2024-06-16T18.13.21.434,0.011,-0.625,-0.874,-0.223
1718550801444,2024-06-16T18.13.21.444,0.021,-0.667,-0.870,-0.221
1718550801453,2024-06-16T18.13.21.453,0.030,-0.682,-0.879,-0.225
1718550801463,2024-06-16T18.13.21.463,0.040,-0.660,-0.891,-0.215
1718550801473,2024-06-16T18.13.21.473,0.050,-0.607,-0.891,-0.197
1718550801482,2024-06-16T18.13.21.482,0.059,-0.583,-0.894,-0.179
1718550801492,2024-06-16T18.13.21.492,0.069,-0.596,-0.893,-0.167
1718550801502,2024-06-16T18.13.21.502,0.079,-0.597,-0.877,-0.157
1718550801513,2024-06-16T18.13.21.513,0.090,-0.588,-0.873,-0.136
1718550801522,2024-06-16T18.13.21.522,0.099,-0.585,-0.872,-0.119
1718550801532,2024-06-16T18.13.21.532,0.109,-0.563,-0.858,-0.089
1718550801542,2024-06-16T18.13.21.542,0.119,-0.524,-0.859,-0.048
1718550801552,2024-06-16T18.13.21.552,0.129,-0.537,-0.864,-0.042
1718550801561,2024-06-16T18.13.21.561,0.138,-0.564,-0.870,-0.054
1718550801571,2024-06-16T18.13.21.571,0.148,-0.566,-0.878,-0.081
1718550801582,2024-06-16T18.13.21.582,0.159,-0.524,-0.873,-0.099
1718550801592,2024-06-16T18.13.21.592,0.169,-0.514,-0.870,-0.083
1718550801601,2024-06-16T18.13.21.601,0.178,-0.548,-0.871,-0.048
1718550801611,2024-06-16T18.13.21.611,0.188,-0.556,-0.869,-0.029
1718550801621,2024-06-16T18.13.21.621,0.198,-0.521,-0.877,-0.009
1718550801631,2024-06-16T18.13.21.631,0.208,-0.471,-0.887,0.010
1718550801640,2024-06-16T18.13.21.640,0.217,-0.449,-0.885,0.011
1718550801650,2024-06-16T18.13.21.650,0.227,-0.449,-0.888,-0.001
1718550801661,2024-06-16T18.13.21.661,0.238,-0.461,-0.886,-0.011
1718550801671,2024-06-16T18.13.21.671,0.248,-0.500,-0.872,-0.036
1718550801680,2024-06-16T18.13.21.680,0.257,-0.521,-0.855,-0.067
1718550801690,2024-06-16T18.13.21.690,0.267,-0.515,-0.856,-0.089
1718550801700,2024-06-16T18.13.21.700,0.277,-0.511,-0.860,-0.101
1718550801710,2024-06-16T18.13.21.710,0.287,-0.516,-0.867,-0.106
1718550801719,2024-06-16T18.13.21.719,0.296,-0.518,-0.885,-0.098
1718550801730,2024-06-16T18.13.21.730,0.307,-0.515,-0.907,-0.103
1718550801740,2024-06-16T18.13.21.740,0.317,-0.527,-0.919,-0.120
1718550801749,2024-06-16T18.13.21.749,0.326,-0.550,-0.933,-0.155
1718550801759,2024-06-16T18.13.21.759,0.336,-0.554,-0.936,-0.203
1718550801769,2024-06-16T18.13.21.769,0.346,-0.594,-0.934,-0.240
1718550801779,2024-06-16T18.13.21.779,0.356,-0.667,-0.956,-0.277
1718550801788,2024-06-16T18.13.21.788,0.365,-0.770,-0.982,-0.333
1718550801798,2024-06-16T18.13.21.798,0.375,-0.848,-0.983,-0.379
1718550801809,2024-06-16T18.13.21.809,0.386,-0.892,-0.981,-0.425
