x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),energy,movement
0.8014529594867948,0.18864107767446253,0.8541615916710272,0.5557491056608408,0.3199940761998215,0.45662537788066987,0.6723103299185722,1
0.8050292613433693,0.18888924667054013,0.8519479512951611,0.555978634390034,0.3196520613823552,0.4587834004432252,0.6752677923421156,0
0.8090714519853901,0.18912999347634693,0.8497834926215141,0.5564069760065904,0.31947173096122417,0.46136130220233973,0.6790128884086671,0
0.8135406025452453,0.18935657419483137,0.8477142150160314,0.557054269126709,0.31949317982588715,0.46434887748777515,0.6835629148988281,0
0.8183843938582163,0.18956271433032051,0.8457772055144908,0.557933226522123,0.3197528230778726,0.46772181914871713,0.6889053479896527,0
0.8235392700123476,0.18974292730984219,0.843998203471648,0.5590478139107019,0.3202815212038841,0.47144241287761207,0.6949950220391009,0
0.8289330455018095,0.1898928728331662,0.8423901273952548,0.5603924754848795,0.32110313104634447,0.4754610871705072,0.7017526853688555,0
0.8344876628222626,0.1900097738224188,0.8409524541181068,0.5619520262406195,0.32223361710760107,0.47971874252162644,0.709065138772272,0
0.8401217471198642,0.19009285921063943,0.8396712006164224,0.5637022485528393,0.32368072125252534,0.4841497076002052,0.7167870986244939,0
0.845752632771249,0.19014374595279543,0.8385192862645264,0.5656111277614925,0.3254440215880372,0.48868509026989804,0.7247448531754176,0
0.8512976703869236,0.1901666450947513,0.8374572260254762,0.5676405635704274,0.327515067450195,0.4932562202991541,0.7327416996749958,0
0.8566748437195972,0.19016828700533592,0.8364343196993681,0.5697483272443868,0.3298772113361852,0.4977978401245063,0.7405650635827823,0
0.8618029722134599,0.19015751042706702,0.8353906346112617,0.5718900159554566,0.33250480294263274,0.5022507110064969,0.7479951118323008,0
0.8666019643820418,0.1901445367507743,0.8342600490875482,0.5740207869303087,0.33536156496581243,0.5065633738119697,0.7548145830093952,0
0.870993653170195,0.1901400284669643,0.8329744365729937,0.5760967242925261,0.3383982022693853,0.5106929257949427,0.760819471921019,0
0.8749036606736627,0.190154075609837,0.8314688136803702,0.5780757831191589,0.3415495498482435,0.5146048181767873,0.7658301284289041,0
