epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718726094543,2024-06-18T18.54.54.543,0.000,4.695,7.500,-4.939
1718726094553,2024-06-18T18.54.54.553,0.010,5.122,8.902,-4.634
1718726094563,2024-06-18T18.54.54.563,0.020,6.707,15.915,-2.988
1718726094574,2024-06-18T18.54.54.574,0.031,7.317,20.610,-1.585
1718726094582,2024-06-18T18.54.54.582,0.039,5.732,17.805,-0.915
1718726094593,2024-06-18T18.54.54.593,0.050,3.293,9.085,-1.829
1718726094603,2024-06-18T18.54.54.603,0.060,0.671,0.427,-3.415
1718726094613,2024-06-18T18.54.54.613,0.070,-1.951,-5.610,-4.939
1718726094622,2024-06-18T18.54.54.622,0.079,-3.354,-9.390,-6.402
1718726094632,2024-06-18T18.54.54.632,0.089,-3.841,-11.037,-6.890
1718726094643,2024-06-18T18.54.54.643,0.100,-3.354,-11.829,-7.012
1718726094651,2024-06-18T18.54.54.651,0.108,-2.500,-11.159,-6.280
1718726094662,2024-06-18T18.54.54.662,0.119,-1.524,-8.049,-5.061
1718726094672,2024-06-18T18.54.54.672,0.129,-0.488,-4.573,-4.207
1718726094682,2024-06-18T18.54.54.682,0.139,0.244,-3.171,-4.329
1718726094691,2024-06-18T18.54.54.691,0.148,1.220,-2.195,-4.085
1718726094701,2024-06-18T18.54.54.701,0.158,2.378,-0.305,-3.415
1718726094711,2024-06-18T18.54.54.711,0.168,3.415,1.890,-2.073
1718726094722,2024-06-18T18.54.54.722,0.179,3.841,3.232,-0.732
1718726094730,2024-06-18T18.54.54.730,0.187,4.085,4.146,0.610
1718726094741,2024-06-18T18.54.54.741,0.198,4.817,6.220,1.707
1718726094751,2024-06-18T18.54.54.751,0.208,5.549,9.451,1.890
1718726094761,2024-06-18T18.54.54.761,0.218,5.854,11.524,0.732
1718726094770,2024-06-18T18.54.54.770,0.227,5.976,12.256,-0.976
1718726094780,2024-06-18T18.54.54.780,0.237,6.341,12.256,-2.134
1718726094790,2024-06-18T18.54.54.790,0.247,6.220,11.220,-2.378
1718726094801,2024-06-18T18.54.54.801,0.258,6.037,9.268,-2.317
1718726094810,2024-06-18T18.54.54.810,0.267,6.098,6.585,-1.951
1718726094820,2024-06-18T18.54.54.820,0.277,5.793,4.024,-1.098
1718726094830,2024-06-18T18.54.54.830,0.287,6.037,2.134,-0.061
1718726094840,2024-06-18T18.54.54.840,0.297,6.341,1.890,0.915
1718726094849,2024-06-18T18.54.54.849,0.306,6.646,2.744,0.732
1718726094859,2024-06-18T18.54.54.859,0.316,7.256,3.780,0.793
1718726094870,2024-06-18T18.54.54.870,0.327,7.256,5.549,1.220
1718726094880,2024-06-18T18.54.54.880,0.337,6.829,6.646,1.341
1718726094889,2024-06-18T18.54.54.889,0.346,6.341,5.915,1.829
