epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718551841392,2024-06-16T18.30.41.392,0.000,-482.439,29.085,175.549
1718551841401,2024-06-16T18.30.41.401,0.009,-482.073,33.110,175.671
1718551841411,2024-06-16T18.30.41.411,0.019,-483.354,48.415,172.561
1718551841422,2024-06-16T18.30.41.422,0.030,-479.817,64.024,166.829
1718551841432,2024-06-16T18.30.41.432,0.040,-470.854,69.939,165.305
1718551841441,2024-06-16T18.30.41.441,0.049,-464.695,67.317,162.134
1718551841451,2024-06-16T18.30.41.451,0.059,-463.598,60.610,160.122
1718551841461,2024-06-16T18.30.41.461,0.069,-462.378,51.098,159.329
1718551841470,2024-06-16T18.30.41.470,0.078,-458.841,39.939,155.305
1718551841480,2024-06-16T18.30.41.480,0.088,-450.366,35.610,151.707
1718551841490,2024-06-16T18.30.41.490,0.098,-438.049,38.841,151.037
1718551841501,2024-06-16T18.30.41.501,0.109,-423.293,44.268,150.732
1718551841509,2024-06-16T18.30.41.509,0.117,-403.110,52.012,148.049
1718551841520,2024-06-16T18.30.41.520,0.128,-384.756,65.671,146.402
1718551841530,2024-06-16T18.30.41.530,0.138,-366.768,85.305,147.439
1718551841540,2024-06-16T18.30.41.540,0.148,-348.598,99.878,145.000
1718551841549,2024-06-16T18.30.41.549,0.157,-331.585,106.768,135.854
1718551841559,2024-06-16T18.30.41.559,0.167,-314.939,103.902,126.829
1718551841570,2024-06-16T18.30.41.570,0.178,-295.000,87.256,121.220
1718551841580,2024-06-16T18.30.41.580,0.188,-272.500,55.183,112.561
1718551841589,2024-06-16T18.30.41.589,0.197,-247.378,14.329,100.610
1718551841599,2024-06-16T18.30.41.599,0.207,-214.878,-26.159,87.988
1718551841609,2024-06-16T18.30.41.609,0.217,-172.317,-61.037,74.634
1718551841619,2024-06-16T18.30.41.619,0.227,-127.622,-79.756,63.171
1718551841628,2024-06-16T18.30.41.628,0.236,-79.878,-78.841,51.159
1718551841638,2024-06-16T18.30.41.638,0.246,-31.037,-62.256,33.537
1718551841649,2024-06-16T18.30.41.649,0.257,12.134,-36.402,9.878
1718551841659,2024-06-16T18.30.41.659,0.267,52.012,-3.171,-9.695
1718551841668,2024-06-16T18.30.41.668,0.276,82.195,19.390,-17.561
1718551841678,2024-06-16T18.30.41.678,0.286,101.585,16.280,-22.378
1718551841688,2024-06-16T18.30.41.688,0.296,114.146,-2.500,-29.207
1718551841698,2024-06-16T18.30.41.698,0.306,120.061,-26.463,-35.915
1718551841707,2024-06-16T18.30.41.707,0.315,122.744,-53.720,-41.098
1718551841717,2024-06-16T18.30.41.717,0.325,129.390,-77.988,-44.573
1718551841728,2024-06-16T18.30.41.728,0.336,140.793,-91.707,-49.939
1718551841737,2024-06-16T18.30.41.737,0.345,158.476,-91.707,-59.573
1718551841747,2024-06-16T18.30.41.747,0.355,182.256,-78.659,-72.866
1718551841757,2024-06-16T18.30.41.757,0.365,210.976,-57.622,-82.439
1718551841767,2024-06-16T18.30.41.767,0.375,239.939,-38.293,-88.110
1718551841776,2024-06-16T18.30.41.776,0.384,263.902,-31.402,-95.427
1718551841786,2024-06-16T18.30.41.786,0.394,282.195,-45.488,-101.098
1718551841797,2024-06-16T18.30.41.797,0.405,295.671,-75.488,-105.427
1718551841807,2024-06-16T18.30.41.807,0.415,305.244,-107.988,-113.841
1718551841816,2024-06-16T18.30.41.816,0.424,313.720,-128.110,-124.329
1718551841826,2024-06-16T18.30.41.826,0.434,321.646,-128.354,-133.293
1718551841836,2024-06-16T18.30.41.836,0.444,327.561,-104.573,-144.939
1718551841846,2024-06-16T18.30.41.846,0.454,333.598,-64.878,-155.732
1718551841855,2024-06-16T18.30.41.855,0.463,335.732,-30.488,-160.122
1718551841865,2024-06-16T18.30.41.865,0.473,331.463,-15.366,-161.220
1718551841876,2024-06-16T18.30.41.876,0.484,324.207,-23.659,-161.707
1718551841886,2024-06-16T18.30.41.886,0.494,314.085,-50.549,-162.561
1718551841895,2024-06-16T18.30.41.895,0.503,308.049,-93.598,-163.476
1718551841905,2024-06-16T18.30.41.905,0.513,309.207,-126.220,-162.988
1718551841915,2024-06-16T18.30.41.915,0.523,305.915,-134.085,-171.463
1718551841925,2024-06-16T18.30.41.925,0.533,299.817,-102.744,-177.317
1718551841934,2024-06-16T18.30.41.934,0.542,294.329,-39.268,-173.902
1718551841945,2024-06-16T18.30.41.945,0.553,286.585,9.390,-174.512
1718551841955,2024-06-16T18.30.41.955,0.563,279.207,2.439,-170.122
1718551841964,2024-06-16T18.30.41.964,0.572,269.512,-54.878,-154.024
1718551841974,2024-06-16T18.30.41.974,0.582,263.598,-127.805,-142.988
1718551841984,2024-06-16T18.30.41.984,0.592,258.659,-177.805,-143.110
1718551841994,2024-06-16T18.30.41.994,0.602,255.427,-178.293,-147.317
1718551842003,2024-06-16T18.30.42.003,0.611,246.829,-134.817,-149.756
1718551842013,2024-06-16T18.30.42.013,0.621,238.780,-67.683,-154.817
1718551842024,2024-06-16T18.30.42.024,0.632,238.720,-12.927,-150.610
1718551842034,2024-06-16T18.30.42.034,0.642,237.500,9.939,-139.024
1718551842043,2024-06-16T18.30.42.043,0.651,233.293,-4.024,-130.427
1718551842053,2024-06-16T18.30.42.053,0.661,225.183,-40.427,-119.573
1718551842063,2024-06-16T18.30.42.063,0.671,213.232,-80.061,-108.537
1718551842073,2024-06-16T18.30.42.073,0.681,203.963,-106.768,-107.622
1718551842082,2024-06-16T18.30.42.082,0.690,196.707,-112.012,-111.220
1718551842092,2024-06-16T18.30.42.092,0.700,190.183,-97.561,-111.829
1718551842103,2024-06-16T18.30.42.103,0.711,183.720,-74.512,-114.939
1718551842113,2024-06-16T18.30.42.113,0.721,179.024,-51.585,-118.963
1718551842122,2024-06-16T18.30.42.122,0.730,176.098,-36.585,-118.902
1718551842132,2024-06-16T18.30.42.132,0.740,173.415,-31.220,-116.098
1718551842142,2024-06-16T18.30.42.142,0.750,171.037,-34.146,-112.012
1718551842153,2024-06-16T18.30.42.153,0.761,168.841,-42.134,-107.317
1718551842161,2024-06-16T18.30.42.161,0.769,165.488,-50.732,-102.439
1718551842172,2024-06-16T18.30.42.172,0.780,160.915,-58.476,-98.598
1718551842182,2024-06-16T18.30.42.182,0.790,157.256,-63.902,-95.793
1718551842192,2024-06-16T18.30.42.192,0.800,152.866,-67.805,-93.963
1718551842201,2024-06-16T18.30.42.201,0.809,147.012,-68.902,-93.902
1718551842211,2024-06-16T18.30.42.211,0.819,141.402,-65.061,-92.500
1718551842221,2024-06-16T18.30.42.221,0.829,137.683,-61.280,-91.037
1718551842230,2024-06-16T18.30.42.230,0.838,133.171,-57.134,-87.988
1718551842240,2024-06-16T18.30.42.240,0.848,126.341,-52.134,-84.146
1718551842251,2024-06-16T18.30.42.251,0.859,121.280,-48.049,-81.463
1718551842261,2024-06-16T18.30.42.261,0.869,117.012,-45.366,-77.927
1718551842270,2024-06-16T18.30.42.270,0.878,111.768,-44.146,-74.512
1718551842280,2024-06-16T18.30.42.280,0.888,106.098,-43.232,-70.427
1718551842290,2024-06-16T18.30.42.290,0.898,100.732,-41.463,-66.402
1718551842300,2024-06-16T18.30.42.300,0.908,95.061,-38.171,-62.622
1718551842309,2024-06-16T18.30.42.309,0.917,88.415,-32.988,-58.110
1718551842320,2024-06-16T18.30.42.320,0.928,82.805,-27.683,-54.878
