epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718551570008,2024-06-16T18.26.10.008,0.000,-14.817,-23.049,-35.244
1718551570018,2024-06-16T18.26.10.018,0.010,-15.061,-23.537,-35.671
1718551570028,2024-06-16T18.26.10.028,0.020,-15.915,-26.159,-33.720
1718551570038,2024-06-16T18.26.10.038,0.030,-16.829,-32.134,-31.463
1718551570047,2024-06-16T18.26.10.047,0.039,-18.537,-40.000,-30.427
1718551570057,2024-06-16T18.26.10.057,0.049,-19.146,-43.720,-29.512
1718551570068,2024-06-16T18.26.10.068,0.060,-18.049,-40.854,-27.683
1718551570078,2024-06-16T18.26.10.078,0.070,-15.976,-32.134,-24.085
1718551570087,2024-06-16T18.26.10.087,0.079,-11.890,-20.122,-20.488
1718551570097,2024-06-16T18.26.10.097,0.089,-8.354,-8.293,-15.915
1718551570107,2024-06-16T18.26.10.107,0.099,-5.976,1.402,-10.122
1718551570117,2024-06-16T18.26.10.117,0.109,-3.841,6.037,-7.744
1718551570126,2024-06-16T18.26.10.126,0.118,-2.195,5.488,-6.890
1718551570136,2024-06-16T18.26.10.136,0.128,-1.646,0.122,-5.671
1718551570147,2024-06-16T18.26.10.147,0.139,-2.805,-7.500,-5.488
1718551570157,2024-06-16T18.26.10.157,0.149,-2.744,-12.073,-5.488
1718551570166,2024-06-16T18.26.10.166,0.158,-2.744,-11.341,-4.390
1718551570176,2024-06-16T18.26.10.176,0.168,-2.073,-7.500,-2.927
1718551570186,2024-06-16T18.26.10.186,0.178,-1.402,-3.720,-1.341
1718551570197,2024-06-16T18.26.10.197,0.189,-1.280,-1.341,0.122
1718551570205,2024-06-16T18.26.10.205,0.197,-0.976,-0.427,1.159
1718551570216,2024-06-16T18.26.10.216,0.208,-0.549,-1.463,1.768
1718551570226,2024-06-16T18.26.10.226,0.218,0.183,-4.756,2.439
1718551570236,2024-06-16T18.26.10.236,0.228,0.000,-8.598,3.110
1718551570245,2024-06-16T18.26.10.245,0.237,0.183,-9.085,4.634
1718551570255,2024-06-16T18.26.10.255,0.247,1.159,-7.195,5.671
1718551570265,2024-06-16T18.26.10.265,0.257,1.280,-4.756,5.915
1718551570274,2024-06-16T18.26.10.274,0.266,1.098,-2.439,4.878
1718551570284,2024-06-16T18.26.10.284,0.276,0.671,-0.366,3.415
1718551570295,2024-06-16T18.26.10.295,0.287,1.098,1.220,3.049
1718551570305,2024-06-16T18.26.10.305,0.297,0.854,2.195,3.110
1718551570314,2024-06-16T18.26.10.314,0.306,0.732,2.866,2.378
1718551570324,2024-06-16T18.26.10.324,0.316,1.037,3.598,2.500
1718551570334,2024-06-16T18.26.10.334,0.326,0.671,2.134,3.232
1718551570345,2024-06-16T18.26.10.345,0.337,-0.366,-0.793,2.988
1718551570353,2024-06-16T18.26.10.353,0.345,-0.366,-2.317,2.927
1718551570364,2024-06-16T18.26.10.364,0.356,-0.671,-2.988,3.476
1718551570374,2024-06-16T18.26.10.374,0.366,0.183,-1.829,4.512
1718551570384,2024-06-16T18.26.10.384,0.376,1.524,1.098,5.549
1718551570393,2024-06-16T18.26.10.393,0.385,2.622,4.756,7.256
1718551570403,2024-06-16T18.26.10.403,0.395,3.659,9.512,9.207
1718551570413,2024-06-16T18.26.10.413,0.405,4.939,12.866,9.268
1718551570424,2024-06-16T18.26.10.424,0.416,4.695,14.451,9.268
1718551570432,2024-06-16T18.26.10.432,0.424,3.354,18.720,9.878
1718551570443,2024-06-16T18.26.10.443,0.435,-1.098,31.646,11.037
1718551570453,2024-06-16T18.26.10.453,0.445,-5.244,64.939,13.780
1718551570463,2024-06-16T18.26.10.463,0.455,-8.598,136.220,17.866
1718551570472,2024-06-16T18.26.10.472,0.464,-12.256,262.439,24.817
1718551570482,2024-06-16T18.26.10.482,0.474,-5.366,423.293,31.098
1718551570492,2024-06-16T18.26.10.492,0.484,5.915,582.744,33.659
1718551570501,2024-06-16T18.26.10.501,0.493,15.488,724.085,40.061
1718551570511,2024-06-16T18.26.10.511,0.503,38.659,830.488,53.537
1718551570522,2024-06-16T18.26.10.522,0.514,56.098,885.183,75.427
1718551570532,2024-06-16T18.26.10.532,0.524,43.963,900.610,101.646
1718551570541,2024-06-16T18.26.10.541,0.533,22.683,891.341,128.171
1718551570551,2024-06-16T18.26.10.551,0.543,7.012,860.183,142.927
1718551570561,2024-06-16T18.26.10.561,0.553,-22.012,807.073,155.976
1718551570572,2024-06-16T18.26.10.572,0.564,-57.195,736.890,170.366
1718551570580,2024-06-16T18.26.10.580,0.572,-86.829,657.805,173.841
1718551570591,2024-06-16T18.26.10.591,0.583,-116.341,580.549,170.366
1718551570601,2024-06-16T18.26.10.601,0.593,-145.915,523.720,162.317
1718551570611,2024-06-16T18.26.10.611,0.603,-168.354,492.988,152.561
1718551570620,2024-06-16T18.26.10.620,0.612,-187.988,478.537,142.622
1718551570630,2024-06-16T18.26.10.630,0.622,-208.476,460.549,130.671
1718551570640,2024-06-16T18.26.10.640,0.632,-229.878,432.012,118.415
1718551570651,2024-06-16T18.26.10.651,0.643,-249.024,388.354,107.500
1718551570659,2024-06-16T18.26.10.659,0.651,-263.415,341.524,100.732
1718551570670,2024-06-16T18.26.10.670,0.662,-275.610,294.390,93.720
1718551570680,2024-06-16T18.26.10.680,0.672,-288.537,236.829,87.073
1718551570690,2024-06-16T18.26.10.690,0.682,-297.866,185.488,87.134
1718551570699,2024-06-16T18.26.10.699,0.691,-305.610,147.561,89.756
1718551570709,2024-06-16T18.26.10.709,0.701,-312.866,124.390,90.305
1718551570720,2024-06-16T18.26.10.720,0.712,-317.805,116.585,89.390
1718551570730,2024-06-16T18.26.10.730,0.722,-319.634,120.122,87.622
1718551570739,2024-06-16T18.26.10.739,0.731,-320.671,127.500,84.573
1718551570749,2024-06-16T18.26.10.749,0.741,-320.854,130.610,79.817
1718551570759,2024-06-16T18.26.10.759,0.751,-319.085,126.402,73.232
1718551570768,2024-06-16T18.26.10.768,0.760,-314.512,118.780,68.659
1718551570778,2024-06-16T18.26.10.778,0.770,-309.024,113.476,65.854
1718551570788,2024-06-16T18.26.10.788,0.780,-303.963,111.037,62.378
1718551570799,2024-06-16T18.26.10.799,0.791,-298.476,113.537,59.329
1718551570807,2024-06-16T18.26.10.807,0.799,-292.988,116.280,56.951
1718551570818,2024-06-16T18.26.10.818,0.810,-289.878,113.354,51.463
1718551570828,2024-06-16T18.26.10.828,0.820,-286.220,106.280,47.073
1718551570838,2024-06-16T18.26.10.838,0.830,-280.061,93.659,46.524
1718551570847,2024-06-16T18.26.10.847,0.839,-272.439,75.671,42.500
1718551570857,2024-06-16T18.26.10.857,0.849,-265.427,59.268,40.610
1718551570867,2024-06-16T18.26.10.867,0.859,-260.366,49.085,40.061
1718551570878,2024-06-16T18.26.10.878,0.870,-254.756,44.329,39.451
1718551570886,2024-06-16T18.26.10.886,0.878,-246.707,48.171,39.146
1718551570897,2024-06-16T18.26.10.897,0.889,-238.415,52.561,32.622
1718551570907,2024-06-16T18.26.10.907,0.899,-232.683,51.890,28.293
1718551570917,2024-06-16T18.26.10.917,0.909,-224.634,43.720,29.451
1718551570926,2024-06-16T18.26.10.926,0.918,-215.915,31.159,28.232
1718551570936,2024-06-16T18.26.10.936,0.928,-209.573,27.073,27.012
1718551570947,2024-06-16T18.26.10.947,0.939,-201.341,36.220,25.793
1718551570957,2024-06-16T18.26.10.957,0.949,-192.256,51.707,24.878
1718551570966,2024-06-16T18.26.10.966,0.958,-184.207,66.951,22.256
1718551570976,2024-06-16T18.26.10.976,0.968,-176.707,77.805,19.085
1718551570986,2024-06-16T18.26.10.986,0.978,-169.817,81.037,16.037
1718551570996,2024-06-16T18.26.10.996,0.988,-164.512,73.537,11.646
1718551571005,2024-06-16T18.26.11.005,0.997,-160.000,58.902,9.329
1718551571015,2024-06-16T18.26.11.015,1.007,-155.976,43.476,10.488
1718551571026,2024-06-16T18.26.11.026,1.018,-152.378,27.134,8.720
1718551571034,2024-06-16T18.26.11.034,1.026,-146.768,13.537,7.195
1718551571045,2024-06-16T18.26.11.045,1.037,-139.634,7.317,7.378
1718551571055,2024-06-16T18.26.11.055,1.047,-131.524,7.866,6.037
1718551571065,2024-06-16T18.26.11.065,1.057,-122.622,11.707,6.037
1718551571074,2024-06-16T18.26.11.074,1.066,-112.073,14.085,5.671
1718551571084,2024-06-16T18.26.11.084,1.076,-100.610,13.232,5.244
1718551571095,2024-06-16T18.26.11.095,1.087,-88.232,8.354,5.610
1718551571105,2024-06-16T18.26.11.105,1.097,-75.366,1.646,5.671
1718551571114,2024-06-16T18.26.11.114,1.106,-61.951,-1.646,5.305
1718551571124,2024-06-16T18.26.11.124,1.116,-49.085,0.366,4.817
1718551571134,2024-06-16T18.26.11.134,1.126,-37.378,5.549,3.659
1718551571144,2024-06-16T18.26.11.144,1.136,-26.402,10.061,1.646
1718551571153,2024-06-16T18.26.11.153,1.145,-16.463,8.841,-0.061
1718551571163,2024-06-16T18.26.11.163,1.155,-8.171,2.134,-0.915
1718551571174,2024-06-16T18.26.11.174,1.166,-1.341,-5.000,-1.890
1718551571184,2024-06-16T18.26.11.184,1.176,6.037,-8.780,-3.354
1718551571193,2024-06-16T18.26.11.193,1.185,12.378,-8.598,-3.476
1718551571203,2024-06-16T18.26.11.203,1.195,17.744,-6.524,-4.268
1718551571213,2024-06-16T18.26.11.213,1.205,23.171,-5.427,-6.220
1718551571223,2024-06-16T18.26.11.223,1.215,28.537,-5.671,-5.915
1718551571232,2024-06-16T18.26.11.232,1.224,32.012,-7.683,-4.085
1718551571242,2024-06-16T18.26.11.242,1.234,33.537,-10.610,-2.805
1718551571253,2024-06-16T18.26.11.253,1.245,33.415,-11.159,-1.524
1718551571261,2024-06-16T18.26.11.261,1.253,32.134,-6.220,0.671
1718551571272,2024-06-16T18.26.11.272,1.264,30.915,2.683,2.256
1718551571282,2024-06-16T18.26.11.282,1.274,29.329,11.037,2.805
1718551571292,2024-06-16T18.26.11.292,1.284,26.524,7.744,2.683
1718551571301,2024-06-16T18.26.11.301,1.293,23.659,-5.244,3.171
1718551571311,2024-06-16T18.26.11.311,1.303,20.610,-17.683,2.866
1718551571322,2024-06-16T18.26.11.322,1.314,18.293,-24.390,2.195
1718551571332,2024-06-16T18.26.11.332,1.324,16.280,-25.732,2.439
1718551571341,2024-06-16T18.26.11.341,1.333,15.366,-21.768,2.256
1718551571351,2024-06-16T18.26.11.351,1.343,15.976,-13.049,1.951
1718551571361,2024-06-16T18.26.11.361,1.353,17.073,-5.549,0.793
1718551571371,2024-06-16T18.26.11.371,1.363,18.659,-2.134,0.183
1718551571380,2024-06-16T18.26.11.380,1.372,20.427,-4.512,-0.183
1718551571390,2024-06-16T18.26.11.390,1.382,22.622,-10.976,-1.220
1718551571401,2024-06-16T18.26.11.401,1.393,24.939,-18.476,-2.683
1718551571411,2024-06-16T18.26.11.411,1.403,28.902,-22.500,-3.232
1718551571420,2024-06-16T18.26.11.420,1.412,32.378,-22.195,-4.451
1718551571430,2024-06-16T18.26.11.430,1.422,35.976,-20.976,-7.500
1718551571440,2024-06-16T18.26.11.440,1.432,41.402,-20.671,-9.512
1718551571450,2024-06-16T18.26.11.450,1.442,47.744,-21.280,-11.280
1718551571459,2024-06-16T18.26.11.459,1.451,54.756,-22.622,-13.902
1718551571470,2024-06-16T18.26.11.470,1.462,63.902,-26.951,-17.195
1718551571480,2024-06-16T18.26.11.480,1.472,74.451,-35.732,-21.098
1718551571490,2024-06-16T18.26.11.490,1.482,87.073,-48.049,-25.732
1718551571499,2024-06-16T18.26.11.499,1.491,102.256,-63.049,-30.427
1718551571509,2024-06-16T18.26.11.509,1.501,119.024,-82.378,-35.854
1718551571519,2024-06-16T18.26.11.519,1.511,136.646,-103.354,-41.768
1718551571528,2024-06-16T18.26.11.528,1.520,155.488,-124.512,-48.415
1718551571538,2024-06-16T18.26.11.538,1.530,174.939,-144.207,-56.707
1718551571549,2024-06-16T18.26.11.549,1.541,193.963,-159.207,-66.280
1718551571559,2024-06-16T18.26.11.559,1.551,212.012,-173.232,-77.927
1718551571568,2024-06-16T18.26.11.568,1.560,228.720,-191.463,-89.756
1718551571578,2024-06-16T18.26.11.578,1.570,242.378,-218.902,-101.037
1718551571588,2024-06-16T18.26.11.588,1.580,251.159,-259.695,-113.598
1718551571598,2024-06-16T18.26.11.598,1.590,255.671,-309.329,-128.537
1718551571607,2024-06-16T18.26.11.607,1.599,258.171,-355.244,-143.659
1718551571617,2024-06-16T18.26.11.617,1.609,257.317,-377.500,-158.476
1718551571628,2024-06-16T18.26.11.628,1.620,254.207,-376.463,-174.085
1718551571638,2024-06-16T18.26.11.638,1.630,249.390,-351.585,-195.610
1718551571647,2024-06-16T18.26.11.647,1.639,240.000,-297.988,-213.598
1718551571657,2024-06-16T18.26.11.657,1.649,229.634,-248.720,-227.927
1718551571667,2024-06-16T18.26.11.667,1.659,221.646,-222.561,-248.902
1718551571678,2024-06-16T18.26.11.678,1.670,215.854,-224.695,-262.256
1718551571686,2024-06-16T18.26.11.686,1.678,207.866,-248.659,-264.634
1718551571697,2024-06-16T18.26.11.697,1.689,198.110,-266.951,-267.439
1718551571707,2024-06-16T18.26.11.707,1.699,184.817,-263.780,-267.927
1718551571717,2024-06-16T18.26.11.717,1.709,164.817,-228.720,-263.110
1718551571726,2024-06-16T18.26.11.726,1.718,143.354,-176.951,-260.244
1718551571736,2024-06-16T18.26.11.736,1.728,125.305,-129.329,-263.537
1718551571746,2024-06-16T18.26.11.746,1.738,118.476,-102.012,-264.329
1718551571755,2024-06-16T18.26.11.755,1.747,114.634,-110.732,-254.878
1718551571765,2024-06-16T18.26.11.765,1.757,109.390,-159.451,-242.683
1718551571776,2024-06-16T18.26.11.776,1.768,102.439,-222.683,-229.024
1718551571786,2024-06-16T18.26.11.786,1.778,89.207,-272.256,-213.780
1718551571795,2024-06-16T18.26.11.795,1.787,68.537,-288.598,-208.171
1718551571805,2024-06-16T18.26.11.805,1.797,54.512,-269.024,-206.646
1718551571815,2024-06-16T18.26.11.815,1.807,44.817,-225.061,-198.659
1718551571825,2024-06-16T18.26.11.825,1.817,37.561,-183.598,-187.866
1718551571834,2024-06-16T18.26.11.834,1.826,34.756,-167.622,-183.110
1718551571845,2024-06-16T18.26.11.845,1.837,38.049,-179.146,-178.049
1718551571855,2024-06-16T18.26.11.855,1.847,38.354,-212.317,-169.817
1718551571865,2024-06-16T18.26.11.865,1.857,33.476,-242.683,-160.854
1718551571874,2024-06-16T18.26.11.874,1.866,27.134,-257.256,-152.378
1718551571884,2024-06-16T18.26.11.884,1.876,19.207,-242.500,-146.951
1718551571894,2024-06-16T18.26.11.894,1.886,13.171,-211.402,-144.207
1718551571905,2024-06-16T18.26.11.905,1.897,8.049,-174.146,-144.207
1718551571913,2024-06-16T18.26.11.913,1.905,6.585,-147.622,-143.415
1718551571924,2024-06-16T18.26.11.924,1.916,8.780,-143.232,-143.049
1718551571934,2024-06-16T18.26.11.934,1.926,15.183,-157.256,-139.634
1718551571944,2024-06-16T18.26.11.944,1.936,21.098,-191.220,-132.073
1718551571953,2024-06-16T18.26.11.953,1.945,23.171,-230.000,-122.500
1718551571963,2024-06-16T18.26.11.963,1.955,23.110,-262.622,-112.256
1718551571973,2024-06-16T18.26.11.973,1.965,17.622,-278.780,-104.695
1718551571984,2024-06-16T18.26.11.984,1.976,9.024,-271.341,-98.537
1718551571992,2024-06-16T18.26.11.992,1.984,1.707,-244.146,-93.354
1718551572003,2024-06-16T18.26.12.003,1.995,-1.829,-217.317,-89.085
1718551572013,2024-06-16T18.26.12.013,2.005,-3.110,-200.244,-85.549
1718551572022,2024-06-16T18.26.12.022,2.014,0.976,-196.220,-80.305
1718551572032,2024-06-16T18.26.12.032,2.024,0.549,-204.329,-75.671
1718551572042,2024-06-16T18.26.12.042,2.034,-3.476,-214.451,-71.159
1718551572053,2024-06-16T18.26.12.053,2.045,-8.841,-219.329,-67.134
1718551572061,2024-06-16T18.26.12.061,2.053,-14.512,-207.988,-63.963
