epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718551074645,2024-06-16T18.17.54.645,0.000,41.463,-13.720,-17.683
1718551074656,2024-06-16T18.17.54.656,0.011,40.854,-14.390,-17.561
1718551074666,2024-06-16T18.17.54.666,0.021,40.122,-17.439,-18.476
1718551074676,2024-06-16T18.17.54.676,0.031,40.427,-19.512,-19.390
1718551074685,2024-06-16T18.17.54.685,0.040,41.402,-20.671,-19.451
1718551074695,2024-06-16T18.17.54.695,0.050,41.524,-20.000,-19.146
1718551074705,2024-06-16T18.17.54.705,0.060,40.488,-18.963,-18.232
1718551074716,2024-06-16T18.17.54.716,0.071,38.841,-17.866,-16.524
1718551074724,2024-06-16T18.17.54.724,0.079,35.244,-17.561,-13.415
1718551074735,2024-06-16T18.17.54.735,0.090,31.524,-16.951,-10.305
1718551074745,2024-06-16T18.17.54.745,0.100,29.512,-16.585,-8.598
1718551074755,2024-06-16T18.17.54.755,0.110,28.232,-18.598,-7.500
1718551074764,2024-06-16T18.17.54.764,0.119,27.134,-19.085,-6.829
1718551074774,2024-06-16T18.17.54.774,0.129,26.707,-16.707,-5.732
1718551074785,2024-06-16T18.17.54.785,0.140,26.524,-11.402,-5.488
1718551074795,2024-06-16T18.17.54.795,0.150,26.159,-3.110,-5.244
1718551074804,2024-06-16T18.17.54.804,0.159,24.512,6.829,-4.817
1718551074814,2024-06-16T18.17.54.814,0.169,21.829,15.244,-4.634
1718551074824,2024-06-16T18.17.54.824,0.179,18.354,20.488,-4.024
1718551074834,2024-06-16T18.17.54.834,0.189,14.756,23.537,-2.439
1718551074843,2024-06-16T18.17.54.843,0.198,11.829,24.634,-2.073
1718551074853,2024-06-16T18.17.54.853,0.208,10.610,22.500,-3.537
1718551074864,2024-06-16T18.17.54.864,0.219,10.549,15.671,-4.756
1718551074872,2024-06-16T18.17.54.872,0.227,10.732,7.012,-5.854
1718551074883,2024-06-16T18.17.54.883,0.238,11.646,-0.244,-6.951
1718551074893,2024-06-16T18.17.54.893,0.248,12.988,-3.841,-8.049
1718551074903,2024-06-16T18.17.54.903,0.258,14.573,-2.500,-8.171
1718551074912,2024-06-16T18.17.54.912,0.267,15.244,1.037,-8.171
1718551074922,2024-06-16T18.17.54.922,0.277,15.244,6.707,-7.744
1718551074932,2024-06-16T18.17.54.932,0.287,14.390,13.598,-6.341
1718551074943,2024-06-16T18.17.54.943,0.298,13.354,19.817,-5.366
1718551074952,2024-06-16T18.17.54.952,0.307,12.134,22.927,-5.061
1718551074962,2024-06-16T18.17.54.962,0.317,10.793,21.646,-5.427
1718551074972,2024-06-16T18.17.54.972,0.327,9.634,16.707,-5.915
1718551074982,2024-06-16T18.17.54.982,0.337,8.598,9.207,-6.280
1718551074991,2024-06-16T18.17.54.991,0.346,7.012,1.220,-6.585
1718551075001,2024-06-16T18.17.55.001,0.356,5.244,-5.915,-6.341
1718551075012,2024-06-16T18.17.55.012,0.367,3.780,-9.329,-5.915
1718551075022,2024-06-16T18.17.55.022,0.377,3.171,-8.415,-4.390
1718551075031,2024-06-16T18.17.55.031,0.386,2.988,-5.854,-3.293
1718551075041,2024-06-16T18.17.55.041,0.396,3.110,-4.207,-2.317
1718551075051,2024-06-16T18.17.55.051,0.406,2.988,-3.476,-0.671
1718551075061,2024-06-16T18.17.55.061,0.416,2.622,-3.415,-0.854
1718551075070,2024-06-16T18.17.55.070,0.425,3.049,-2.866,-1.585
1718551075080,2024-06-16T18.17.55.080,0.435,2.439,-2.744,-0.915
1718551075091,2024-06-16T18.17.55.091,0.446,0.610,-1.159,-0.122
1718551075101,2024-06-16T18.17.55.101,0.456,-1.890,3.720,1.646
1718551075110,2024-06-16T18.17.55.110,0.465,-5.854,11.220,4.695
1718551075120,2024-06-16T18.17.55.120,0.475,-10.671,19.634,8.841
1718551075130,2024-06-16T18.17.55.130,0.485,-17.317,27.439,13.171
1718551075139,2024-06-16T18.17.55.139,0.494,-26.585,36.707,17.866
1718551075149,2024-06-16T18.17.55.149,0.504,-36.707,52.195,23.476
1718551075160,2024-06-16T18.17.55.160,0.515,-47.805,74.207,30.183
1718551075170,2024-06-16T18.17.55.170,0.525,-59.085,98.232,37.866
1718551075179,2024-06-16T18.17.55.179,0.534,-71.341,120.488,45.793
1718551075189,2024-06-16T18.17.55.189,0.544,-83.659,139.146,51.890
1718551075199,2024-06-16T18.17.55.199,0.554,-96.585,154.695,56.646
1718551075209,2024-06-16T18.17.55.209,0.564,-109.756,167.561,61.463
1718551075218,2024-06-16T18.17.55.218,0.573,-122.256,174.634,64.390
