epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718548914630,2024-06-16T17.41.54.630,0.000,-15.915,1.829,14.817
1718548914640,2024-06-16T17.41.54.640,0.010,-15.915,1.220,14.573
1718548914650,2024-06-16T17.41.54.650,0.020,-16.890,0.061,15.000
1718548914661,2024-06-16T17.41.54.661,0.031,-18.110,1.037,14.512
1718548914670,2024-06-16T17.41.54.670,0.040,-18.902,4.390,14.817
1718548914680,2024-06-16T17.41.54.680,0.050,-19.512,9.329,15.915
1718548914690,2024-06-16T17.41.54.690,0.060,-20.915,17.866,19.268
1718548914700,2024-06-16T17.41.54.700,0.070,-23.415,32.195,25.732
1718548914709,2024-06-16T17.41.54.709,0.079,-26.463,49.756,34.634
1718548914719,2024-06-16T17.41.54.719,0.089,-31.341,67.683,46.159
1718548914730,2024-06-16T17.41.54.730,0.100,-37.927,88.293,59.634
1718548914740,2024-06-16T17.41.54.740,0.110,-44.939,111.585,74.390
1718548914749,2024-06-16T17.41.54.749,0.119,-53.476,134.146,88.293
1718548914759,2024-06-16T17.41.54.759,0.129,-65.000,154.695,100.427
1718548914769,2024-06-16T17.41.54.769,0.139,-78.232,175.793,112.927
1718548914779,2024-06-16T17.41.54.779,0.149,-91.890,195.854,125.244
1718548914788,2024-06-16T17.41.54.788,0.158,-105.976,218.841,136.341
1718548914798,2024-06-16T17.41.54.798,0.168,-118.963,245.976,148.049
1718548914809,2024-06-16T17.41.54.809,0.179,-131.707,276.707,157.988
1718548914819,2024-06-16T17.41.54.819,0.189,-144.939,307.561,167.988
1718548914828,2024-06-16T17.41.54.828,0.198,-159.878,332.561,176.524
1718548914838,2024-06-16T17.41.54.838,0.208,-176.098,350.305,178.232
1718548914848,2024-06-16T17.41.54.848,0.218,-193.598,359.207,175.732
1718548914858,2024-06-16T17.41.54.858,0.228,-209.756,358.171,173.415
1718548914867,2024-06-16T17.41.54.867,0.237,-225.244,347.805,169.634
1718548914878,2024-06-16T17.41.54.878,0.248,-239.695,326.707,166.707
1718548914888,2024-06-16T17.41.54.888,0.258,-253.780,296.707,162.073
1718548914897,2024-06-16T17.41.54.897,0.267,-265.305,267.317,156.951
1718548914907,2024-06-16T17.41.54.907,0.277,-275.000,242.317,154.512
1718548914917,2024-06-16T17.41.54.917,0.287,-285.244,215.366,153.171
1718548914927,2024-06-16T17.41.54.927,0.297,-296.829,186.707,149.878
1718548914936,2024-06-16T17.41.54.936,0.306,-305.183,161.098,147.195
1718548914946,2024-06-16T17.41.54.946,0.316,-312.073,141.220,144.573
1718548914957,2024-06-16T17.41.54.957,0.327,-317.317,127.500,141.585
1718548914967,2024-06-16T17.41.54.967,0.337,-320.793,115.732,139.329
1718548914976,2024-06-16T17.41.54.976,0.346,-324.817,105.000,134.939
1718548914986,2024-06-16T17.41.54.986,0.356,-326.646,95.854,130.122
1718548914996,2024-06-16T17.41.54.996,0.366,-326.768,88.841,126.768
1718548915006,2024-06-16T17.41.55.006,0.376,-326.463,79.817,122.866
1718548915015,2024-06-16T17.41.55.015,0.385,-325.915,68.415,119.024
1718548915025,2024-06-16T17.41.55.025,0.395,-323.537,57.500,115.671
1718548915036,2024-06-16T17.41.55.036,0.406,-320.061,48.354,112.622
1718548915046,2024-06-16T17.41.55.046,0.416,-315.671,38.537,108.049
1718548915055,2024-06-16T17.41.55.055,0.425,-309.329,27.988,105.122
1718548915065,2024-06-16T17.41.55.065,0.435,-303.659,15.061,104.390
1718548915075,2024-06-16T17.41.55.075,0.445,-297.866,5.122,102.561
1718548915086,2024-06-16T17.41.55.086,0.456,-290.732,6.890,100.305
1718548915094,2024-06-16T17.41.55.094,0.464,-280.610,17.866,94.939
1718548915105,2024-06-16T17.41.55.105,0.475,-270.366,29.390,87.866
1718548915115,2024-06-16T17.41.55.115,0.485,-260.915,37.744,81.707
1718548915124,2024-06-16T17.41.55.124,0.494,-253.963,38.841,78.110
1718548915134,2024-06-16T17.41.55.134,0.504,-249.634,34.146,73.354
1718548915144,2024-06-16T17.41.55.144,0.514,-243.354,33.171,67.317
1718548915154,2024-06-16T17.41.55.154,0.524,-234.207,37.683,64.024
1718548915163,2024-06-16T17.41.55.163,0.533,-228.232,40.183,62.073
1718548915173,2024-06-16T17.41.55.173,0.543,-225.122,37.988,60.549
1718548915184,2024-06-16T17.41.55.184,0.554,-222.683,33.963,57.927
1718548915194,2024-06-16T17.41.55.194,0.564,-216.951,33.720,54.451
1718548915203,2024-06-16T17.41.55.203,0.573,-210.000,34.207,51.463
1718548915213,2024-06-16T17.41.55.213,0.583,-205.244,32.622,48.049
1718548915223,2024-06-16T17.41.55.223,0.593,-199.878,31.037,45.427
1718548915233,2024-06-16T17.41.55.233,0.603,-192.805,29.939,43.171
1718548915242,2024-06-16T17.41.55.242,0.612,-183.110,26.220,40.732
1718548915253,2024-06-16T17.41.55.253,0.623,-172.683,14.939,38.110
1718548915263,2024-06-16T17.41.55.263,0.633,-160.305,-1.768,35.732
1718548915273,2024-06-16T17.41.55.273,0.643,-144.939,-17.439,32.195
1718548915282,2024-06-16T17.41.55.282,0.652,-126.646,-30.854,29.268
1718548915292,2024-06-16T17.41.55.292,0.662,-106.280,-39.329,26.037
1718548915302,2024-06-16T17.41.55.302,0.672,-80.427,-39.268,22.988
1718548915313,2024-06-16T17.41.55.313,0.683,-56.098,-31.220,19.817
1718548915321,2024-06-16T17.41.55.321,0.691,-33.415,-20.244,13.659
1718548915332,2024-06-16T17.41.55.332,0.702,-11.585,-12.073,7.256
1718548915342,2024-06-16T17.41.55.342,0.712,9.207,-6.341,2.866
1718548915352,2024-06-16T17.41.55.352,0.722,28.780,-5.305,-0.366
1718548915361,2024-06-16T17.41.55.361,0.731,45.183,-9.268,-3.780
1718548915371,2024-06-16T17.41.55.371,0.741,58.598,-12.439,-8.049
1718548915381,2024-06-16T17.41.55.381,0.751,70.061,-10.244,-11.646
1718548915390,2024-06-16T17.41.55.390,0.760,77.988,-5.122,-15.000
1718548915400,2024-06-16T17.41.55.400,0.770,82.195,1.341,-19.329
1718548915411,2024-06-16T17.41.55.411,0.781,87.073,8.841,-23.537
1718548915421,2024-06-16T17.41.55.421,0.791,92.805,11.280,-26.402
1718548915430,2024-06-16T17.41.55.430,0.800,97.134,5.122,-29.390
1718548915440,2024-06-16T17.41.55.440,0.810,101.341,-6.220,-32.317
1718548915450,2024-06-16T17.41.55.450,0.820,105.183,-18.537,-35.427
1718548915461,2024-06-16T17.41.55.461,0.831,110.061,-26.220,-40.427
1718548915469,2024-06-16T17.41.55.469,0.839,117.683,-27.378,-45.183
1718548915480,2024-06-16T17.41.55.480,0.850,126.951,-24.939,-49.207
1718548915490,2024-06-16T17.41.55.490,0.860,136.707,-21.159,-52.256
1718548915500,2024-06-16T17.41.55.500,0.870,145.305,-16.463,-54.268
1718548915509,2024-06-16T17.41.55.509,0.879,152.195,-11.768,-55.732
1718548915519,2024-06-16T17.41.55.519,0.889,155.915,-8.902,-59.268
1718548915529,2024-06-16T17.41.55.529,0.899,160.549,-7.622,-63.841
1718548915540,2024-06-16T17.41.55.540,0.910,165.488,-11.646,-66.829
1718548915548,2024-06-16T17.41.55.548,0.918,169.695,-26.463,-70.122
1718548915559,2024-06-16T17.41.55.559,0.929,174.939,-47.317,-72.622
1718548915569,2024-06-16T17.41.55.569,0.939,180.488,-67.988,-72.988
1718548915579,2024-06-16T17.41.55.579,0.949,185.061,-83.963,-76.037
1718548915588,2024-06-16T17.41.55.588,0.958,190.976,-88.171,-82.195
1718548915598,2024-06-16T17.41.55.598,0.968,198.841,-81.890,-88.902
1718548915608,2024-06-16T17.41.55.608,0.978,207.073,-71.402,-95.183
1718548915619,2024-06-16T17.41.55.619,0.989,214.390,-64.024,-101.098
1718548915628,2024-06-16T17.41.55.628,0.998,222.500,-61.585,-107.805
1718548915638,2024-06-16T17.41.55.638,1.008,230.671,-62.134,-112.134
1718548915648,2024-06-16T17.41.55.648,1.018,235.854,-62.988,-115.549
1718548915658,2024-06-16T17.41.55.658,1.028,240.366,-60.854,-121.402
1718548915667,2024-06-16T17.41.55.667,1.037,247.012,-55.183,-127.195
1718548915677,2024-06-16T17.41.55.677,1.047,252.744,-49.085,-130.915
1718548915688,2024-06-16T17.41.55.688,1.058,255.549,-48.049,-133.476
1718548915696,2024-06-16T17.41.55.696,1.066,257.134,-54.512,-138.720
1718548915707,2024-06-16T17.41.55.707,1.077,260.549,-64.939,-143.415
1718548915717,2024-06-16T17.41.55.717,1.087,262.927,-80.183,-147.866
1718548915727,2024-06-16T17.41.55.727,1.097,265.732,-94.268,-152.683
1718548915736,2024-06-16T17.41.55.736,1.106,265.854,-102.561,-153.171
1718548915746,2024-06-16T17.41.55.746,1.116,261.037,-102.561,-155.244
1718548915756,2024-06-16T17.41.55.756,1.126,256.768,-104.878,-162.683
1718548915767,2024-06-16T17.41.55.767,1.137,256.220,-109.390,-172.561
1718548915775,2024-06-16T17.41.55.775,1.145,254.451,-111.220,-179.268
1718548915786,2024-06-16T17.41.55.786,1.156,247.317,-118.598,-186.524
1718548915796,2024-06-16T17.41.55.796,1.166,242.622,-130.610,-191.463
1718548915806,2024-06-16T17.41.55.806,1.176,238.049,-146.890,-192.439
1718548915815,2024-06-16T17.41.55.815,1.185,226.890,-159.146,-197.012
1718548915825,2024-06-16T17.41.55.825,1.195,216.402,-164.817,-196.890
