epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718551307633,2024-06-16T18.21.47.633,0.000,-12.012,9.512,62.622
1718551307643,2024-06-16T18.21.47.643,0.010,-12.622,9.268,66.707
1718551307653,2024-06-16T18.21.47.653,0.020,-14.024,10.366,87.439
1718551307662,2024-06-16T18.21.47.662,0.029,-15.183,18.841,114.085
1718551307672,2024-06-16T18.21.47.672,0.039,-15.915,33.049,137.073
1718551307682,2024-06-16T18.21.47.682,0.049,-19.817,47.073,155.305
1718551307693,2024-06-16T18.21.47.693,0.060,-24.512,58.415,174.817
1718551307701,2024-06-16T18.21.47.701,0.068,-26.341,67.866,197.561
1718551307712,2024-06-16T18.21.47.712,0.079,-29.085,77.683,217.622
1718551307722,2024-06-16T18.21.47.722,0.089,-31.220,90.122,235.305
1718551307732,2024-06-16T18.21.47.732,0.099,-33.354,100.610,252.500
1718551307741,2024-06-16T18.21.47.741,0.108,-35.915,103.110,266.585
1718551307751,2024-06-16T18.21.47.751,0.118,-37.317,94.756,276.220
1718551307761,2024-06-16T18.21.47.761,0.128,-37.744,76.829,284.146
1718551307770,2024-06-16T18.21.47.770,0.137,-36.890,51.646,292.195
1718551307780,2024-06-16T18.21.47.780,0.147,-36.402,23.354,299.085
1718551307791,2024-06-16T18.21.47.791,0.158,-35.183,-2.012,304.817
1718551307801,2024-06-16T18.21.47.801,0.168,-32.622,-19.146,311.159
1718551307810,2024-06-16T18.21.47.810,0.177,-30.000,-26.951,317.073
1718551307820,2024-06-16T18.21.47.820,0.187,-28.049,-27.073,321.402
1718551307830,2024-06-16T18.21.47.830,0.197,-27.012,-24.085,323.720
1718551307841,2024-06-16T18.21.47.841,0.208,-26.402,-22.073,324.207
1718551307849,2024-06-16T18.21.47.849,0.216,-26.220,-21.098,322.195
1718551307860,2024-06-16T18.21.47.860,0.227,-25.122,-23.232,318.963
1718551307870,2024-06-16T18.21.47.870,0.237,-23.963,-27.866,315.671
1718551307880,2024-06-16T18.21.47.880,0.247,-24.146,-34.939,312.317
1718551307889,2024-06-16T18.21.47.889,0.256,-24.939,-42.256,308.110
1718551307899,2024-06-16T18.21.47.899,0.266,-25.610,-49.268,304.573
1718551307909,2024-06-16T18.21.47.909,0.276,-27.012,-50.305,300.854
1718551307920,2024-06-16T18.21.47.920,0.287,-26.951,-39.756,297.378
1718551307928,2024-06-16T18.21.47.928,0.295,-25.671,-21.707,293.171
1718551307939,2024-06-16T18.21.47.939,0.306,-24.695,-2.073,288.232
1718551307949,2024-06-16T18.21.47.949,0.316,-25.488,13.232,284.268
1718551307959,2024-06-16T18.21.47.959,0.326,-30.183,21.829,280.122
1718551307968,2024-06-16T18.21.47.968,0.335,-33.841,24.390,273.598
1718551307978,2024-06-16T18.21.47.978,0.345,-35.671,24.146,267.073
1718551307988,2024-06-16T18.21.47.988,0.355,-38.049,19.817,260.671
1718551307997,2024-06-16T18.21.47.997,0.364,-39.268,13.171,253.598
1718551308008,2024-06-16T18.21.48.008,0.375,-40.854,6.341,247.622
1718551308018,2024-06-16T18.21.48.018,0.385,-41.646,2.195,241.341
1718551308028,2024-06-16T18.21.48.028,0.395,-41.341,1.585,235.854
1718551308037,2024-06-16T18.21.48.037,0.404,-40.488,2.195,226.768
1718551308047,2024-06-16T18.21.48.047,0.414,-39.756,3.110,217.805
1718551308057,2024-06-16T18.21.48.057,0.424,-41.159,3.659,209.451
1718551308068,2024-06-16T18.21.48.068,0.435,-41.646,5.854,201.280
1718551308076,2024-06-16T18.21.48.076,0.443,-42.927,6.159,192.256
1718551308087,2024-06-16T18.21.48.087,0.454,-43.049,2.012,182.500
1718551308097,2024-06-16T18.21.48.097,0.464,-42.073,-8.537,176.463
1718551308107,2024-06-16T18.21.48.107,0.474,-40.122,-18.110,167.073
1718551308116,2024-06-16T18.21.48.116,0.483,-37.256,-14.512,157.439
1718551308126,2024-06-16T18.21.48.126,0.493,-34.817,-2.561,152.439
1718551308136,2024-06-16T18.21.48.136,0.503,-31.220,3.659,147.683
1718551308147,2024-06-16T18.21.48.147,0.514,-27.744,2.683,140.305
1718551308155,2024-06-16T18.21.48.155,0.522,-26.646,-1.829,134.634
1718551308166,2024-06-16T18.21.48.166,0.533,-26.829,-4.695,127.988
1718551308176,2024-06-16T18.21.48.176,0.543,-26.707,-6.585,122.683
1718551308186,2024-06-16T18.21.48.186,0.553,-25.671,-7.378,113.598
1718551308195,2024-06-16T18.21.48.195,0.562,-23.841,-3.110,101.646
1718551308205,2024-06-16T18.21.48.205,0.572,-21.220,2.012,91.829
1718551308216,2024-06-16T18.21.48.216,0.583,-16.585,2.500,80.793
1718551308226,2024-06-16T18.21.48.226,0.593,-12.134,-2.866,65.061
1718551308235,2024-06-16T18.21.48.235,0.602,-9.390,-11.220,47.439
1718551308245,2024-06-16T18.21.48.245,0.612,-7.134,-17.805,29.329
1718551308255,2024-06-16T18.21.48.255,0.622,-3.110,-20.000,9.329
1718551308264,2024-06-16T18.21.48.264,0.631,0.549,-18.963,-10.854
1718551308274,2024-06-16T18.21.48.274,0.641,3.110,-18.598,-28.293
1718551308284,2024-06-16T18.21.48.284,0.651,4.512,-18.049,-42.622
1718551308295,2024-06-16T18.21.48.295,0.662,4.573,-12.317,-52.317
1718551308303,2024-06-16T18.21.48.303,0.670,5.793,-2.012,-59.756
1718551308314,2024-06-16T18.21.48.314,0.681,7.744,9.512,-65.915
1718551308324,2024-06-16T18.21.48.324,0.691,9.939,18.598,-72.012
1718551308334,2024-06-16T18.21.48.334,0.701,11.951,24.573,-77.866
1718551308343,2024-06-16T18.21.48.343,0.710,13.963,27.012,-82.256
1718551308353,2024-06-16T18.21.48.353,0.720,16.341,23.293,-86.037
1718551308363,2024-06-16T18.21.48.363,0.730,18.354,10.915,-90.122
1718551308374,2024-06-16T18.21.48.374,0.741,18.293,-5.061,-95.610
1718551308383,2024-06-16T18.21.48.383,0.750,17.439,-15.671,-102.805
1718551308393,2024-06-16T18.21.48.393,0.760,18.110,-19.207,-110.854
1718551308403,2024-06-16T18.21.48.403,0.770,18.598,-16.402,-120.610
1718551308413,2024-06-16T18.21.48.413,0.780,18.902,-6.585,-129.085
1718551308422,2024-06-16T18.21.48.422,0.789,19.756,5.732,-137.622
1718551308432,2024-06-16T18.21.48.432,0.799,21.951,16.098,-148.963
1718551308443,2024-06-16T18.21.48.443,0.810,23.049,20.976,-158.415
1718551308453,2024-06-16T18.21.48.453,0.820,22.256,18.537,-164.939
1718551308462,2024-06-16T18.21.48.462,0.829,21.341,10.427,-171.585
1718551308472,2024-06-16T18.21.48.472,0.839,21.220,5.732,-180.061
