epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718553703036,2024-06-16T19.01.43.036,0.000,-26.890,-45.488,-40.854
1718553703045,2024-06-16T19.01.43.045,0.009,-27.317,-50.610,-39.207
1718553703055,2024-06-16T19.01.43.055,0.019,-29.634,-68.598,-32.256
1718553703066,2024-06-16T19.01.43.066,0.030,-34.390,-80.915,-22.622
1718553703076,2024-06-16T19.01.43.076,0.040,-35.305,-77.073,-12.683
1718553703085,2024-06-16T19.01.43.085,0.049,-34.817,-61.646,-6.829
1718553703095,2024-06-16T19.01.43.095,0.059,-33.232,-42.500,-4.085
1718553703105,2024-06-16T19.01.43.105,0.069,-28.171,-24.939,-0.427
1718553703115,2024-06-16T19.01.43.115,0.079,-22.256,-10.366,3.110
1718553703124,2024-06-16T19.01.43.124,0.088,-17.317,0.122,6.280
1718553703135,2024-06-16T19.01.43.135,0.099,-11.951,6.159,10.305
1718553703145,2024-06-16T19.01.43.145,0.109,-7.378,6.098,14.512
1718553703154,2024-06-16T19.01.43.154,0.118,-6.829,2.439,19.024
1718553703164,2024-06-16T19.01.43.164,0.128,-6.402,-1.707,23.720
1718553703174,2024-06-16T19.01.43.174,0.138,-3.963,-2.195,27.622
1718553703184,2024-06-16T19.01.43.184,0.148,-0.427,1.951,30.976
1718553703193,2024-06-16T19.01.43.193,0.157,3.354,9.573,34.085
1718553703203,2024-06-16T19.01.43.203,0.167,8.659,19.329,37.317
1718553703214,2024-06-16T19.01.43.214,0.178,13.780,29.939,40.610
1718553703224,2024-06-16T19.01.43.224,0.188,17.927,39.146,43.110
1718553703233,2024-06-16T19.01.43.233,0.197,22.134,46.402,45.976
1718553703243,2024-06-16T19.01.43.243,0.207,27.134,50.061,50.793
1718553703253,2024-06-16T19.01.43.253,0.217,30.610,51.402,56.280
1718553703263,2024-06-16T19.01.43.263,0.227,32.500,52.866,60.305
1718553703272,2024-06-16T19.01.43.272,0.236,34.207,52.744,62.317
1718553703282,2024-06-16T19.01.43.282,0.246,34.817,48.902,61.463
1718553703293,2024-06-16T19.01.43.293,0.257,34.512,42.866,59.939
1718553703303,2024-06-16T19.01.43.303,0.267,34.207,38.780,58.963
1718553703312,2024-06-16T19.01.43.312,0.276,36.037,39.146,59.268
1718553703322,2024-06-16T19.01.43.322,0.286,40.183,43.841,62.500
1718553703332,2024-06-16T19.01.43.332,0.296,43.232,50.976,68.232
1718553703343,2024-06-16T19.01.43.343,0.307,47.073,58.780,75.000
1718553703351,2024-06-16T19.01.43.351,0.315,51.220,61.768,81.890
1718553703362,2024-06-16T19.01.43.362,0.326,47.073,57.439,82.134
1718553703372,2024-06-16T19.01.43.372,0.336,38.780,50.122,76.098
1718553703381,2024-06-16T19.01.43.381,0.345,35.427,41.524,71.890
1718553703391,2024-06-16T19.01.43.391,0.355,32.500,32.378,69.207
1718553703401,2024-06-16T19.01.43.401,0.365,28.537,25.915,66.585
1718553703411,2024-06-16T19.01.43.411,0.375,28.232,23.659,66.220
1718553703420,2024-06-16T19.01.43.420,0.384,31.220,21.463,69.573
1718553703430,2024-06-16T19.01.43.430,0.394,32.317,17.195,73.110
1718553703441,2024-06-16T19.01.43.441,0.405,27.500,10.122,71.220
1718553703451,2024-06-16T19.01.43.451,0.415,19.573,3.720,64.878
1718553703460,2024-06-16T19.01.43.460,0.424,13.293,0.549,58.720
1718553703470,2024-06-16T19.01.43.470,0.434,8.476,1.768,53.415
1718553703480,2024-06-16T19.01.43.480,0.444,7.195,7.317,49.390
1718553703490,2024-06-16T19.01.43.490,0.454,12.317,15.305,48.780
1718553703499,2024-06-16T19.01.43.499,0.463,16.646,18.780,50.183
1718553703510,2024-06-16T19.01.43.510,0.474,10.000,14.573,47.195
1718553703520,2024-06-16T19.01.43.520,0.484,-3.049,5.549,37.622
1718553703530,2024-06-16T19.01.43.530,0.494,-13.780,-6.098,27.378
1718553703539,2024-06-16T19.01.43.539,0.503,-18.415,-16.402,22.134
1718553703549,2024-06-16T19.01.43.549,0.513,-21.646,-19.207,18.841
1718553703559,2024-06-16T19.01.43.559,0.523,-23.659,-16.829,14.817
1718553703570,2024-06-16T19.01.43.570,0.534,-27.683,-11.098,11.220
1718553703578,2024-06-16T19.01.43.578,0.542,-34.634,-3.537,7.317
1718553703589,2024-06-16T19.01.43.589,0.553,-39.268,4.085,3.110
1718553703599,2024-06-16T19.01.43.599,0.563,-40.549,11.646,-2.988
1718553703608,2024-06-16T19.01.43.608,0.572,-41.037,13.780,-12.866
1718553703618,2024-06-16T19.01.43.618,0.582,-41.646,11.524,-24.817
1718553703628,2024-06-16T19.01.43.628,0.592,-43.720,8.537,-36.524
1718553703638,2024-06-16T19.01.43.638,0.602,-44.573,5.976,-46.585
1718553703647,2024-06-16T19.01.43.647,0.611,-41.768,6.951,-53.110
1718553703657,2024-06-16T19.01.43.657,0.621,-40.732,11.463,-56.463
1718553703668,2024-06-16T19.01.43.668,0.632,-44.146,15.122,-62.622
1718553703678,2024-06-16T19.01.43.678,0.642,-44.268,12.439,-71.159
1718553703687,2024-06-16T19.01.43.687,0.651,-40.915,4.756,-74.878
1718553703697,2024-06-16T19.01.43.697,0.661,-40.244,-2.073,-75.793
1718553703707,2024-06-16T19.01.43.707,0.671,-41.037,-11.707,-80.732
1718553703718,2024-06-16T19.01.43.718,0.682,-47.073,-18.659,-86.585
1718553703726,2024-06-16T19.01.43.726,0.690,-57.317,-17.439,-94.024
1718553703737,2024-06-16T19.01.43.737,0.701,-60.976,-7.195,-100.183
1718553703747,2024-06-16T19.01.43.747,0.711,-56.646,7.500,-99.207
1718553703757,2024-06-16T19.01.43.757,0.721,-51.220,18.537,-92.134
1718553703766,2024-06-16T19.01.43.766,0.730,-51.280,24.146,-84.085
1718553703776,2024-06-16T19.01.43.776,0.740,-54.268,21.707,-77.683
1718553703786,2024-06-16T19.01.43.786,0.750,-55.732,8.902,-74.512
1718553703797,2024-06-16T19.01.43.797,0.761,-60.976,-3.720,-72.378
1718553703805,2024-06-16T19.01.43.805,0.769,-65.610,-10.427,-71.280
1718553703816,2024-06-16T19.01.43.816,0.780,-63.841,-12.195,-68.720
1718553703826,2024-06-16T19.01.43.826,0.790,-58.354,-12.988,-61.341
1718553703835,2024-06-16T19.01.43.835,0.799,-55.427,-14.756,-52.134
1718553703845,2024-06-16T19.01.43.845,0.809,-54.939,-17.256,-45.732
1718553703855,2024-06-16T19.01.43.855,0.819,-53.171,-19.512,-40.671
1718553703865,2024-06-16T19.01.43.865,0.829,-49.634,-20.915,-35.183
1718553703874,2024-06-16T19.01.43.874,0.838,-44.207,-17.927,-30.671
1718553703885,2024-06-16T19.01.43.885,0.849,-38.171,-10.427,-26.463
1718553703895,2024-06-16T19.01.43.895,0.859,-33.293,-1.280,-22.500
1718553703905,2024-06-16T19.01.43.905,0.869,-27.866,6.768,-19.634
1718553703914,2024-06-16T19.01.43.914,0.878,-21.280,12.317,-15.854
1718553703924,2024-06-16T19.01.43.924,0.888,-16.707,14.939,-12.134
1718553703934,2024-06-16T19.01.43.934,0.898,-14.207,13.963,-9.634
1718553703945,2024-06-16T19.01.43.945,0.909,-12.744,8.841,-7.256
1718553703953,2024-06-16T19.01.43.953,0.917,-11.585,2.378,-4.085
1718553703964,2024-06-16T19.01.43.964,0.928,-9.512,-3.293,-2.378
1718553703974,2024-06-16T19.01.43.974,0.938,-6.768,-7.744,-1.341
1718553703984,2024-06-16T19.01.43.984,0.948,-4.512,-8.963,0.793
1718553703993,2024-06-16T19.01.43.993,0.957,-2.500,-7.256,1.707
1718553704003,2024-06-16T19.01.44.003,0.967,-0.854,-3.902,1.829
1718553704013,2024-06-16T19.01.44.013,0.977,-0.061,0.244,2.683
1718553704024,2024-06-16T19.01.44.024,0.988,0.427,4.390,3.780
1718553704032,2024-06-16T19.01.44.032,0.996,0.854,8.232,4.634
1718553704043,2024-06-16T19.01.44.043,1.007,1.098,10.183,5.793
1718553704053,2024-06-16T19.01.44.053,1.017,0.549,9.817,7.073
1718553704062,2024-06-16T19.01.44.062,1.026,-0.366,7.561,7.866
1718553704072,2024-06-16T19.01.44.072,1.036,-1.646,4.085,7.561
1718553704082,2024-06-16T19.01.44.082,1.046,-2.988,-0.427,7.744
1718553704093,2024-06-16T19.01.44.093,1.057,-4.024,-5.427,8.049
1718553704101,2024-06-16T19.01.44.101,1.065,-4.573,-8.841,8.232
1718553704112,2024-06-16T19.01.44.112,1.076,-4.695,-10.244,8.598
1718553704122,2024-06-16T19.01.44.122,1.086,-4.756,-8.780,9.024
1718553704132,2024-06-16T19.01.44.132,1.096,-3.902,-5.183,8.841
1718553704141,2024-06-16T19.01.44.141,1.105,-2.500,-0.610,8.780
1718553704151,2024-06-16T19.01.44.151,1.115,-1.220,2.622,9.024
1718553704161,2024-06-16T19.01.44.161,1.125,-0.610,4.695,7.927
1718553704172,2024-06-16T19.01.44.172,1.136,-0.732,5.183,6.341
1718553704180,2024-06-16T19.01.44.180,1.144,-1.098,4.695,4.512
1718553704191,2024-06-16T19.01.44.191,1.155,-0.549,3.720,2.256
1718553704201,2024-06-16T19.01.44.201,1.165,0.122,1.220,0.488
1718553704211,2024-06-16T19.01.44.211,1.175,-0.549,-2.012,-1.159
1718553704220,2024-06-16T19.01.44.220,1.184,-0.793,-4.817,-2.805
1718553704230,2024-06-16T19.01.44.230,1.194,-0.915,-6.829,-3.476
1718553704240,2024-06-16T19.01.44.240,1.204,-1.220,-6.707,-4.146
1718553704251,2024-06-16T19.01.44.251,1.215,-0.366,-5.183,-4.939
1718553704260,2024-06-16T19.01.44.260,1.224,0.793,-3.293,-5.488
1718553704270,2024-06-16T19.01.44.270,1.234,0.854,-1.280,-5.549
1718553704280,2024-06-16T19.01.44.280,1.244,0.732,0.549,-6.768
1718553704290,2024-06-16T19.01.44.290,1.254,0.305,1.951,-8.598
1718553704299,2024-06-16T19.01.44.299,1.263,-0.793,2.317,-9.207
1718553704309,2024-06-16T19.01.44.309,1.273,-1.890,1.341,-9.329
1718553704320,2024-06-16T19.01.44.320,1.284,-2.256,0.915,-9.695
1718553704328,2024-06-16T19.01.44.328,1.292,-2.317,0.488,-8.902
1718553704339,2024-06-16T19.01.44.339,1.303,-3.476,-0.854,-8.354
1718553704349,2024-06-16T19.01.44.349,1.313,-5.305,-3.171,-8.171
1718553704359,2024-06-16T19.01.44.359,1.323,-6.707,-5.183,-8.232
1718553704368,2024-06-16T19.01.44.368,1.332,-7.378,-6.707,-9.207
1718553704378,2024-06-16T19.01.44.378,1.342,-7.805,-7.500,-9.939
1718553704388,2024-06-16T19.01.44.388,1.352,-8.232,-9.939,-9.878
1718553704399,2024-06-16T19.01.44.399,1.363,-8.841,-13.841,-9.817
1718553704407,2024-06-16T19.01.44.407,1.371,-9.329,-17.500,-10.427
1718553704418,2024-06-16T19.01.44.418,1.382,-10.000,-19.268,-10.854
