epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1718554214563,2024-06-16T19.10.14.563,0.000,9.085,33.659,58.171
1718554214573,2024-06-16T19.10.14.573,0.010,9.451,35.854,57.988
1718554214583,2024-06-16T19.10.14.583,0.020,9.024,45.244,53.171
1718554214593,2024-06-16T19.10.14.593,0.030,7.134,55.000,46.951
1718554214602,2024-06-16T19.10.14.602,0.039,5.427,58.354,45.549
1718554214612,2024-06-16T19.10.14.612,0.049,4.695,56.524,45.549
1718554214623,2024-06-16T19.10.14.623,0.060,4.573,50.183,43.232
1718554214633,2024-06-16T19.10.14.633,0.070,7.195,40.427,45.732
1718554214642,2024-06-16T19.10.14.642,0.079,8.659,29.756,48.354
1718554214652,2024-06-16T19.10.14.652,0.089,5.183,19.817,42.439
1718554214662,2024-06-16T19.10.14.662,0.099,0.976,12.866,35.610
1718554214671,2024-06-16T19.10.14.671,0.108,-1.829,8.720,29.878
1718554214681,2024-06-16T19.10.14.681,0.118,-3.171,5.854,24.085
1718554214691,2024-06-16T19.10.14.691,0.128,-1.585,5.976,20.915
1718554214702,2024-06-16T19.10.14.702,0.139,3.354,11.646,21.402
1718554214711,2024-06-16T19.10.14.711,0.148,8.171,20.732,18.537
1718554214721,2024-06-16T19.10.14.721,0.158,9.390,30.610,7.805
1718554214731,2024-06-16T19.10.14.731,0.168,8.415,40.732,-4.024
1718554214741,2024-06-16T19.10.14.741,0.178,7.378,49.756,-12.500
1718554214750,2024-06-16T19.10.14.750,0.187,7.073,54.451,-18.780
1718554214760,2024-06-16T19.10.14.760,0.197,8.537,53.110,-20.732
1718554214771,2024-06-16T19.10.14.771,0.208,10.793,42.317,-20.976
1718554214781,2024-06-16T19.10.14.781,0.218,11.646,22.012,-21.463
1718554214790,2024-06-16T19.10.14.790,0.227,9.207,1.463,-19.695
1718554214800,2024-06-16T19.10.14.800,0.237,5.549,-12.927,-19.878
1718554214810,2024-06-16T19.10.14.810,0.247,1.402,-15.915,-25.488
1718554214820,2024-06-16T19.10.14.820,0.257,-0.793,-7.683,-31.280
1718554214829,2024-06-16T19.10.14.829,0.266,-0.244,8.659,-33.293
1718554214839,2024-06-16T19.10.14.839,0.276,2.439,26.463,-36.524
1718554214850,2024-06-16T19.10.14.850,0.287,7.378,39.573,-37.622
1718554214860,2024-06-16T19.10.14.860,0.297,10.976,44.878,-35.671
1718554214869,2024-06-16T19.10.14.869,0.306,11.707,39.146,-33.476
1718554214879,2024-06-16T19.10.14.879,0.316,9.512,25.305,-33.110
1718554214889,2024-06-16T19.10.14.889,0.326,4.207,12.439,-32.744
1718554214898,2024-06-16T19.10.14.898,0.335,-1.829,7.866,-33.537
1718554214908,2024-06-16T19.10.14.908,0.345,-6.098,9.573,-35.305
1718554214919,2024-06-16T19.10.14.919,0.356,-8.841,13.232,-32.988
1718554214929,2024-06-16T19.10.14.929,0.366,-9.268,17.439,-27.683
1718554214938,2024-06-16T19.10.14.938,0.375,-8.354,13.598,-25.366
1718554214948,2024-06-16T19.10.14.948,0.385,-8.293,-0.610,-22.500
1718554214958,2024-06-16T19.10.14.958,0.395,-8.720,-18.902,-19.390
1718554214968,2024-06-16T19.10.14.968,0.405,-9.634,-33.902,-19.329
1718554214977,2024-06-16T19.10.14.977,0.414,-10.732,-37.988,-20.183
1718554214987,2024-06-16T19.10.14.987,0.424,-10.244,-27.561,-24.146
1718554214998,2024-06-16T19.10.14.998,0.435,-7.744,-9.817,-30.732
1718554215008,2024-06-16T19.10.15.008,0.445,-3.110,5.000,-33.963
1718554215017,2024-06-16T19.10.15.017,0.454,3.476,14.146,-31.463
1718554215027,2024-06-16T19.10.15.027,0.464,7.805,14.329,-30.000
1718554215037,2024-06-16T19.10.15.037,0.474,7.073,4.085,-33.232
1718554215047,2024-06-16T19.10.15.047,0.484,5.366,-9.085,-35.610
1718554215056,2024-06-16T19.10.15.056,0.493,6.768,-16.098,-36.220
1718554215066,2024-06-16T19.10.15.066,0.503,10.183,-15.854,-36.951
1718554215077,2024-06-16T19.10.15.077,0.514,11.402,-11.646,-37.561
1718554215087,2024-06-16T19.10.15.087,0.524,10.427,-3.963,-38.171
1718554215096,2024-06-16T19.10.15.096,0.533,10.793,5.793,-37.866
1718554215106,2024-06-16T19.10.15.106,0.543,10.732,13.476,-35.610
1718554215116,2024-06-16T19.10.15.116,0.553,9.390,13.780,-34.268
