x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),energy,movement
0.419630422,0.402659431,0.615675513,0.465123335,0.489984179,0.481687111,0.349887313,1
0.419614795,0.401684467,0.611691894,0.462515516,0.490323111,0.479193978,0.345511684,1
0.419646381,0.400569255,0.607467471,0.459604577,0.490840421,0.476584428,0.341184501,1
0.419767548,0.399478117,0.603206836,0.456436009,0.49145959,0.473910124,0.337115552,1
0.420036971,0.398635811,0.599141475,0.453116202,0.492110641,0.471239953,0.333559147,1
0.420525615,0.39832808,0.595518549,0.449815408,0.49273622,0.468660293,0.33080822,1
0.421310944,0.398897785,0.592588182,0.44676677,0.493296419,0.466274694,0.329185598,1
0.42246964,0.400736094,0.590589842,0.444261096,0.493771897,0.464202808,0.329032574,1
0.424069338,0.404268554,0.589738462,0.442637292,0.494165092,0.462578448,0.330695084,1
0.426160064,0.409936153,0.590211051,0.442268687,0.494499527,0.461546606,0.334507931,1
0.428766202,0.418171922,0.592134548,0.443545701,0.494817388,0.461259326,0.340777649,1
0.4318798,0.429373994,0.595575678,0.446855603,0.495175669,0.461870412,0.349764738,1
0.435455894,0.443876454,0.600533439,0.452560299,0.495641165,0.463529025,0.361666102,1
0.439410421,0.461919706,0.606934702,0.460973254,0.49628464,0.466372341,0.376598604,1
0.44362116,0.483622344,0.61463327,0.472336845,0.497174541,0.470517576,0.394584681,1
0.447931891,0.508956768,0.623412568,0.486801512,0.498370619,0.476053777,0.415540935,1
0.452159742,0.537730773,0.632992006,0.504408124,0.499917884,0.483033882,0.439270566,1
0.456105374,0.569577228,0.643036933,0.525074915,0.5018412,0.491467597,0.465460366,1
0.45956538,0.603953526,0.653171964,0.548590126,0.504140776,0.501315614,0.493682804,1
0.462346027,0.640151846,0.662997253,0.57461121,0.50678868,0.512485675,0.523403523,1
0.464277352,0.677320392,0.672107067,0.602671049,0.509726443,0.52483083,0.553994256,1
0.465226523,0.714494759,0.680109744,0.632191219,0.512863848,0.538150125,0.584750898,1
0.465109419,0.750637671,0.686647972,0.66250188,0.516079055,0.552191784,0.61491613,1
0.463899406,0.784684505,0.691418172,0.692867453,0.519220336,0.566658756,0.643705718,1
0.461632424,0.815591519,0.694187777,0.722516778,0.522109794,0.581216351,0.670337317,1
0.458407672,0.84238342,0.694809147,0.750676104,0.524549464,0.595501534,0.694060424,1
0.454383431,0.864196995,0.693228994,0.776602965,0.526330109,0.609133363,0.714185981,1
0.449767951,0.880317886,0.689492523,0.799618894,0.52724279,0.621724035,0.73011408,1
0.444805801,0.890208265,0.683741971,0.819138973,0.527092858,0.632890093,0.741358291,1
0.439760583,0.893524048,0.67620982,0.834696419,0.525715556,0.642263423,0.747565277,1
0.434895256,0.890121291,0.66720729,0.845960773,0.52299184,0.64950184,0.748528614,1
0.430451591,0.880052337,0.657108844,0.852748666,0.518862694,0.654299143,0.744196045,1
0.426630337,0.863553105,0.64633337,0.855026685,0.513340009,0.656394565,0.734669791,1
0.423573737,0.841023441,0.635322595,0.852906352,0.506512268,0.655581532,0.720199918,1
0.421351925,0.813002669,0.624517342,0.846631782,0.498543722,0.651715564,0.701171194,1
0.419954675,0.780142402,0.614332453,0.836561078,0.489666518,0.644721037,0.678084214,1
0.419289715,0.743178395,0.605131486,0.823142895,0.480166211,0.634596472,0.651531915,1
0.419188489,0.702902851,0.597202647,0.806889959,0.470362099,0.62141794,0.622172806,1
0.419419521,0.660138257,0.590737657,0.788351411,0.460584683,0.605340176,0.590702427,1
0.419708574,0.615713448,0.585815448,0.768085826,0.451152984,0.586595028,0.557824572,1
0.419763653,0.570442326,0.582392527,0.74663649,0.442354494,0.565486918,0.524223765,1
0.419302037,0.525105318,0.580301512,0.724510109,0.434430007,0.542385077,0.490540347,1
0.418076084,0.480433458,0.579258642,0.702159677,0.427564758,0.517712515,0.457349314,1
0.415894762,0.43709488,0.578880013,0.679971774,0.421886134,0.491931937,0.425143755,1
0.412638496,0.395683614,0.57870527,0.658258243,0.417466965,0.465529191,0.394323464,1
0.40826577,0.356710764,0.578226572,0.637251871,0.414332314,0.438995205,0.365188938,1
0.402810939,0.320598308,0.576920201,0.617105513,0.41246701,0.412807629,0.337940698,1
0.396373873,0.287675765,0.574278226,0.597893994,0.411821255,0.387413513,0.312683541,1
0.389103304,0.258179814,0.569838095,0.579618194,0.412312499,0.363214241,0.289435139,1
0.381176869,0.232256738,0.563208775,0.562210986,0.413823278,0.340553747,0.268138162,1
0.37278119,0.209967263,0.554092812,0.545545053,0.41619624,0.319710664,0.248675005,1
0.364094876,0.191293244,0.542304153,0.529442913,0.419228806,0.300894705,0.230884137,1
0.355276224,0.17614557,0.527781649,0.513689541,0.422670244,0.284247129,0.21457706,1
