x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
-0.736,-0.376,0.117,7.5,5.915,22.378
-0.841,-0.4,0.119,7.012,2.256,22.317
-0.94,-0.404,0.139,2.744,-14.756,23.171
-1.024,-0.412,0.145,-2.439,-36.89,25.183
-1.021,-0.415,0.129,-6.89,-47.866,27.744
-0.969,-0.408,0.111,-10.183,-44.756,30.122
-0.899,-0.418,0.098,-10.915,-28.963,32.134
-0.822,-0.431,0.102,-9.573,-5.671,33.902
-0.785,-0.415,0.08,-9.939,10.549,34.207
-0.861,-0.393,0.046,-12.866,3.598,33.598
-0.975,-0.391,0.063,-16.585,-20.061,32.439
-0.98,-0.409,0.137,-30.732,-44.573,39.695
-1.063,-0.499,0.143,-32.317,-71.646,42.256
-1.038,-0.446,0.121,-20.671,-87.988,22.317
-0.793,-0.346,0.2,-13.354,-70.793,12.805
-0.678,-0.407,0.183,-1.585,-48.598,3.78
-0.879,-0.266,0.095,-33.293,-36.585,28.049
-0.741,-0.65,0.069,-4.451,-22.744,26.159
-0.857,-0.349,0.132,-8.232,-20.732,16.585
-1.006,-0.359,0.161,-12.927,-32.256,23.11
-0.984,-0.453,0.189,-7.866,-38.78,20.427
-0.919,-0.378,0.202,-7.866,-33.598,22.378
-0.878,-0.324,0.189,-7.256,-20.61,22.5
-0.843,-0.327,0.175,-4.512,-3.902,18.232
-0.807,-0.353,0.164,-2.561,10.183,14.695
-0.857,-0.37,0.071,-4.085,11.646,11.463
-0.883,-0.42,0.007,-4.085,1.951,8.415
-0.878,-0.435,0.014,-6.159,-16.707,8.841
-0.98,-0.392,0.057,-10.793,-41.585,8.11
-1.028,-0.381,0.106,-13.963,-59.512,4.268
-0.914,-0.393,0.154,-15.305,-60.427,1.037
-0.832,-0.4,0.178,-14.451,-46.524,-1.037
-0.841,-0.435,0.209,-10.976,-23.841,-5.61
-0.799,-0.512,0.236,-3.598,4.512,-11.707
-0.747,-0.568,0.247,4.39,32.927,-17.683
-0.671,-0.58,0.183,10.244,52.927,-22.5
-0.668,-0.573,0.071,13.476,47.134,-24.146
-0.877,-0.577,0.071,15.854,16.402,-27.012
-1.008,-0.619,0.149,16.951,-19.146,-31.159
-0.968,-0.66,0.212,17.561,-40.732,-34.573
-0.87,-0.678,0.228,16.951,-45.915,-37.256
-0.817,-0.694,0.202,16.524,-38.476,-40.488
-0.761,-0.73,0.179,18.171,-18.598,-44.878
-0.704,-0.764,0.183,20.488,10.427,-49.817
-0.662,-0.794,0.178,23.902,42.927,-54.573
-0.629,-0.839,0.153,26.951,64.695,-56.707
-0.704,-0.853,0.078,27.561,57.622,-58.293
-0.88,-0.857,0.092,28.476,37.378,-57.317
-0.862,-0.873,0.199,28.354,23.78,-56.768
-0.861,-0.89,0.251,27.134,12.561,-57.622
-0.889,-0.9,0.253,27.134,3.72,-56.768
-0.821,-0.899,0.243,27.195,4.939,-55.183
-0.766,-0.899,0.206,27.561,13.902,-53.72
