x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
-0.776,-0.486,0.363,-3.293,-3.171,-1.768
-0.79,-0.487,0.363,-3.78,-3.902,-1.951
-0.803,-0.488,0.36,-4.756,-7.317,-1.951
-0.807,-0.496,0.356,-5.793,-11.585,-1.463
-0.809,-0.497,0.357,-6.585,-15.427,-1.341
-0.801,-0.498,0.359,-7.073,-17.927,-1.28
-0.783,-0.5,0.362,-7.073,-17.927,-0.854
-0.777,-0.5,0.367,-6.28,-16.159,-0.854
-0.76,-0.503,0.375,-5.122,-12.866,-0.549
-0.759,-0.503,0.378,-3.841,-8.293,-0.244
-0.762,-0.505,0.379,-2.073,-2.683,-0.122
-0.75,-0.506,0.382,-0.305,2.805,0.0
-0.761,-0.504,0.386,0.854,5.61,0.061
-0.778,-0.5,0.384,1.22,5.793,-0.244
-0.781,-0.495,0.376,1.098,4.329,-0.61
-0.781,-0.492,0.376,0.427,2.5,-0.732
-0.785,-0.492,0.379,-0.122,0.854,-0.793
-0.784,-0.493,0.379,-0.244,-0.244,-0.427
-0.777,-0.496,0.383,-0.244,-0.305,-0.183
-0.779,-0.499,0.379,0.0,-0.183,-0.122
-0.777,-0.498,0.377,0.122,0.244,-0.488
-0.766,-0.498,0.38,0.305,0.793,-0.61
-0.777,-0.494,0.381,0.366,0.732,-0.793
-0.78,-0.493,0.377,0.305,0.427,-0.854
-0.777,-0.495,0.375,0.183,0.061,-0.915
-0.781,-0.496,0.371,0.244,-0.305,-0.671
-0.786,-0.498,0.373,0.488,-0.244,-0.549
-0.779,-0.495,0.373,0.366,0.305,-0.305
-0.776,-0.496,0.37,0.61,0.61,-0.183
-0.781,-0.497,0.367,0.488,0.549,-0.122
-0.778,-0.499,0.371,0.427,0.61,-0.061
-0.773,-0.5,0.372,0.183,0.793,-0.061
-0.776,-0.499,0.367,0.244,0.671,-0.061
-0.777,-0.499,0.367,0.305,0.549,-0.244
-0.773,-0.499,0.364,0.427,0.915,-0.305
-0.773,-0.499,0.367,0.549,1.524,-0.122
-0.777,-0.497,0.364,0.549,1.768,0.0
-0.775,-0.494,0.363,0.427,1.707,0.244
-0.777,-0.492,0.363,0.305,1.341,0.183
-0.776,-0.496,0.363,0.244,1.037,0.061
-0.774,-0.495,0.36,0.122,1.098,-0.122
-0.772,-0.496,0.363,0.244,1.585,-0.244
-0.772,-0.497,0.364,0.488,1.829,-0.244
-0.773,-0.498,0.365,0.366,1.951,-0.305
-0.769,-0.5,0.365,0.244,2.012,-0.549
-0.772,-0.5,0.362,0.244,1.28,-1.098
-0.777,-0.5,0.362,0.244,0.549,-1.463
-0.775,-0.501,0.358,0.366,0.488,-1.463
-0.774,-0.499,0.362,0.061,0.793,-1.402
-0.784,-0.5,0.363,0.061,0.854,-1.098
-0.788,-0.5,0.364,0.061,0.305,-0.732
-0.79,-0.496,0.367,-0.122,-0.244,-0.305
-0.782,-0.497,0.372,-0.244,-0.366,0.122
-0.78,-0.496,0.371,-0.305,-0.427,0.183
-0.778,-0.493,0.368,-0.488,-0.549,0.061
-0.773,-0.497,0.368,-0.305,-0.366,0.244
-0.771,-0.498,0.37,0.0,0.183,0.244
-0.774,-0.493,0.371,0.0,0.549,0.061
-0.778,-0.494,0.371,0.0,0.427,-0.122
-0.777,-0.496,0.375,-0.183,0.488,0.0
-0.777,-0.495,0.37,-0.427,0.0,0.0
-0.783,-0.492,0.367,-0.671,-1.037,-0.061
-0.78,-0.492,0.374,-0.793,-1.524,-0.061
-0.777,-0.491,0.372,-0.793,-1.159,-0.061
-0.772,-0.493,0.37,-0.488,-0.549,-0.061
-0.776,-0.494,0.373,-0.244,0.122,-0.122
-0.776,-0.495,0.374,0.061,0.793,0.0
-0.777,-0.494,0.368,0.244,1.463,0.305
-0.78,-0.493,0.372,0.366,1.707,0.61
-0.783,-0.491,0.369,0.427,1.707,1.037
-0.782,-0.492,0.367,0.183,1.463,1.159
-0.777,-0.491,0.368,-0.061,0.854,1.037
-0.778,-0.492,0.362,-0.366,-0.122,0.671
-0.779,-0.494,0.364,-0.488,-0.915,0.244
-0.774,-0.496,0.364,-0.366,-0.793,-0.061
-0.77,-0.495,0.362,-0.305,0.0,0.122
-0.774,-0.497,0.359,-0.122,0.732,0.183
-0.78,-0.5,0.364,0.0,0.854,0.0
-0.784,-0.5,0.36,0.0,0.366,-0.183
-0.782,-0.5,0.357,-0.061,0.0,-0.122
-0.788,-0.502,0.363,-0.244,0.061,0.0
-0.789,-0.501,0.361,-0.122,0.427,0.122
-0.788,-0.5,0.362,-0.061,0.488,0.244
-0.789,-0.501,0.363,-0.061,0.305,0.122
-0.79,-0.497,0.367,0.061,0.122,0.183
-0.788,-0.496,0.368,0.122,0.122,0.305
-0.787,-0.496,0.367,0.305,0.305,0.671
-0.792,-0.496,0.368,0.61,0.671,1.037
-0.794,-0.494,0.37,0.793,0.732,1.524
-0.792,-0.488,0.373,0.732,0.732,1.89
-0.788,-0.488,0.372,0.488,0.793,2.073
-0.788,-0.485,0.369,0.183,0.366,2.073
-0.791,-0.486,0.372,0.305,-0.427,1.707
-0.785,-0.487,0.373,0.427,-1.159,1.585
-0.781,-0.486,0.373,0.244,-0.976,1.463
-0.775,-0.49,0.371,0.549,-0.366,1.341
-0.781,-0.489,0.368,0.854,0.122,1.28
